,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2010,1947628.0,1638402.0,309226.0,0.1588,5684309,2503338.0,,8187647,9826049,12074.0,742.0,185696,-7445951,-3.8231,-7878421,-4.0451,246032.0,-7632389.0,-3.9188,-245810.0,-7386579,-3.7926,-8.0,-8.0,1012032,1012032,7451714.0,0.0,7451714.0,372651.0,0.0,187494.0,8011859.0,20699.0,0.0,1235989.0,1235989.0,,,,1256688.0,0.0,9268547.0,1674175.0,,,,236581.0,1910756.0,,,,,,,,1910756.0,,216192.0,-115738779.0,-20018.0,122900396.0,7357791.0,9268547.0,0.0,9268547.0,-7386579,185696,,571545.0,-588662,,42865.0,829318.0,6101103.0,1487418,-5730582,-336424.0,,,,-330163.0,-336424,,5749856.0,,,76853.0,5826709.0,0.0,-240297,7451714.0,7692011,-6067006,49.0,49.0,49.0,32472.5,0,0,49.0
2011,7662822.0,2108228.0,5554594.0,0.7249,6272616,0.0,2242173.0,8514789,10623017,7444.0,,226027,-2726724,-0.3558,-2960195,-0.3863,7444.0,-2952751.0,-0.3853,-574157.0,-2378594,-0.3104,-2.2,-2.2,1095767,1095767,5996668.0,0.0,5996668.0,936630.0,0.0,195762.0,7129060.0,15032.0,0.0,1079566.0,1079566.0,,,,1094598.0,0.0,8223658.0,1303555.0,,,,129061.0,1432616.0,,,,,,,,1432616.0,,11106.0,-118117373.0,,124897309.0,6791042.0,8223658.0,0.0,8223658.0,-2378594,226027,,715805.0,-404659,,,,5696444.0,-110317,-1951738,-152664.0,,,,-151086.0,-152664,,355000.0,,,294356.0,649356.0,0.0,-1455046,5996668.0,7451714,-2104402,38.0,37.0,37.0,58438.5,0,0,37.0
2012,3144620.0,2593075.0,551545.0,0.1754,2609241,0.0,2632972.0,5242213,7835288,6202.0,,230630,-4453836,-1.4163,-4690668,-1.4916,6202.0,-4684466.0,-1.4897,-521458.0,-4163008,-1.3239,-3.7,-3.7,1113648,1113648,3356380.0,0.0,3356380.0,339308.0,0.0,140693.0,3836381.0,12995.0,0.0,855728.0,855728.0,,,,868723.0,0.0,4705104.0,1124503.0,,,,29495.0,1153998.0,,,,,,,,1153998.0,,11169.0,-122280381.0,,125820318.0,3551106.0,4705104.0,0.0,4705104.0,-4163008,230630,,493170.0,-3014061,,,-179053.0,2682383.0,3817736,-2635533,-4755.0,,,,,-4755,,,,,,,,-2640288,3356380.0,5996668,-2640288,4.35,4.45,4.45,25915.0,0,0,4.45
2013,3224152.0,2544285.0,679867.0,0.2109,5071179,0.0,2765230.0,7836409,10380694,1960.0,,230071,-10579281,-3.2813,-7156542,-2.2197,-3652810.0,-10809352.0,-3.3526,-750356.0,-10058996,-3.1199,-6.5,-6.5,1546325,1546325,5856242.0,0.0,5856242.0,1617442.0,0.0,135391.0,7609075.0,23868.0,0.0,632512.0,632512.0,,,,656380.0,0.0,8265455.0,1520290.0,,,,8514986.0,10035276.0,,,,,,,,10035276.0,,19626.0,-132339377.0,,130549930.0,-1769821.0,8265455.0,0.0,8265455.0,-10058996,230071,,885208.0,-5108584,,,395787.0,-2426201.0,9595328,-4456973,-17728.0,,,,,-17728,,,,,6974563.0,6974563.0,0.0,2499862,5856242.0,3356380,-4474701,16.85,17.65,17.65,89570.0,0,0,17.65
2014,7043016.0,5313855.0,1729161.0,0.2455,5086535,0.0,3403975.0,8490510,13804365,1310.0,,245787,-7078057,-1.005,-10761349,-1.5279,3437505.0,-7323844.0,-1.0399,-616872.0,-6706972,-0.9523,-3.2,-4.3,2063842,2358494,5525094.0,0.0,5525094.0,794767.0,0.0,172928.0,6492789.0,51510.0,0.0,409949.0,409949.0,,,,461459.0,0.0,6954248.0,3003545.0,3789562.0,,0.0,315030.0,7108137.0,,,,,,,,7108137.0,,23937.0,-139046349.0,,138868523.0,-153889.0,6954248.0,0.0,6954248.0,-6706972,245787,,976190.0,1810853,,,1483255.0,-615348.0,1207413,-2466729,-50866.0,-250000.0,,,,-300866,,2408369.0,,,28078.0,2436447.0,0.0,-331148,5525094.0,5856242,-2517595,19.8,20.05,20.05,80595.0,0,0,20.05
2015,8768390.0,6882204.0,1886186.0,0.2151,5399839,0.0,3596623.0,8996462,15878666,,,247458,-8072705,-0.9207,-7110276,-0.8109,-1209887.0,-8320163.0,-0.9489,-488933.0,-7831230,-0.8931,-3.0,-3.0,2606576,2606576,4921545.0,0.0,4921545.0,1985212.0,0.0,244267.0,7151024.0,47366.0,0.0,188732.0,188732.0,,,,236098.0,0.0,7387122.0,4379936.0,292719.0,,0.0,2732776.0,7405431.0,,,,,,,,7405431.0,,31270.0,-146877579.0,,146828000.0,-18309.0,7387122.0,0.0,7387122.0,-7831230,247458,,886693.0,360941,,,1376391.0,-254407.0,949830,-5386308,-22098.0,,,,,-22098,,3839177.0,,,965680.0,4804857.0,0.0,-603549,4921545.0,5525094,-5408406,14.8,15.15,15.15,329140.0,0,0,15.15
2016,10448794.0,8433671.0,2015123.0,0.1929,4295867,0.0,3428838.0,7724705,16158376,,,89928,-3685598,-0.3527,-5709582,-0.5464,1934056.0,-3775526.0,-0.3613,-530143.0,-3245383,-0.3106,-0.93,-1.34,3481460,3583587,8772567.0,0.0,8772567.0,1206777.0,0.0,134431.0,10113775.0,26702.0,0.0,126628.0,126628.0,,,,153330.0,0.0,10267105.0,1708091.0,,,,1161766.0,2869857.0,,,,,,,,2869857.0,,5470.0,-150122962.0,,157514740.0,7397248.0,10267105.0,0.0,10267105.0,-3245383,89928,,574977.0,7498325,,,,7243918.0,-9900268,-4982421,-7159.0,,,,,-7159,-300000.0,9991260.0,,,-850658.0,8840602.0,0.0,3851022,8772567.0,4921545,-4989580,7.5,6.949999999999999,6.949999999999999,148190.0,0,0,6.949999999999999
2017,5432472.0,4310083.0,1122389.0,0.2066,5507033,3209155.0,,8716188,13026271,29906.0,,68563,-7495330,-1.3797,-7593799,-1.3979,29906.0,-7563893.0,-1.3923,-416810.0,-7147083,-1.3156,-1.16,-1.16,6144237,6144237,7809487.0,0.0,7809487.0,1343061.0,0.0,263254.0,9415802.0,37163.0,0.0,73952.0,73952.0,,,22734.0,133849.0,0.0,9549651.0,1753614.0,,,,1476325.0,3229939.0,,,,,,,,3229939.0,,8731.0,-157270045.0,,163581026.0,6319712.0,9549651.0,0.0,9549651.0,-7147083,68563,,489787.0,-1058055,280526.0,,,6185863.0,1136221,-6510567,-26348.0,,,,,-26348,,6246196.0,,,-672361.0,5573835.0,0.0,-963080,7809487.0,8772567,-6536915,2.25,2.225,2.225,2102700.0,0,0,2.225
2019,4629916.0,3567415.0,1062501.0,0.2295,8122610,3480912.0,,11603522,15170937,148968.0,,54450,-9911818,-2.1408,-10541021,-2.2767,574753.0,-9966268.0,-2.1526,-610676.0,-9355592,-2.0207,-0.48,-0.48,19376508,19376508,5420708.0,0.0,5420708.0,1462878.0,0.0,609739.0,7493325.0,161505.0,0.0,19699.0,19699.0,,,100831.0,282035.0,0.0,7775360.0,2735442.0,121075.0,,0.0,3455559.0,6312076.0,6149.0,,,,6149.0,,127224.0,6318225.0,,21753.0,-175525612.0,-45010.0,177006004.0,1457135.0,7775360.0,0.0,7775360.0,-9355592,54450,,376339.0,-4949929,182880.0,,,1181249.0,6365165,-7509567,-30209.0,,,,5500.0,-24709,-6803.0,4142456.0,,,-130198.0,4005455.0,-34188.0,-3563009,5420708.0,8983717,-7539776,0.915,0.935,0.935,1383550.0,0,0,0.935
2020,2359447.0,1820949.0,538498.0,0.2282,15145778,3979227.0,,19125005,20945954,,10882.0,62372,-18452161,-7.8205,-18586507,-7.8775,61092.0,-18525415.0,-7.8516,-836893.0,-17688522,-7.4969,-0.64,-0.64,27486949,27486949,18676663.0,0.0,18676663.0,564870.0,0.0,225473.0,19467006.0,251537.0,,,,,,172692.0,424229.0,0.0,19891235.0,2129844.0,437273.0,,0.0,3513404.0,6080521.0,10068886.0,,,,10068886.0,,228590.0,16149407.0,,30644.0,-193214134.0,-24337.0,196949655.0,3741828.0,19891235.0,0.0,19891235.0,-17688522,62372,,409933.0,12205236,815061.0,,,13386485.0,-6443445,-11454426,-7147.0,,,,,-7147,-7516.0,14615990.0,,,10068175.0,24676649.0,40879.0,13255955,18676663.0,5420708,-11461573,1.92,1.94,1.94,13123000.0,0,0,1.94
