,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2004,139644258260,108121480190,31522778070,0.2257,1279826525.0,0.0,16030369525,17310196050,125431676240,351409995.0,2685466505.0,4125813645.0,20967463035,0.1501,14212582020.0,0.1018,-190889380,14021692640,0.1004,5262473135,8893709750,0.0637,25.35,23.67,342645595,378983136,6507592500.0,0.0,6507592500.0,11249458235.0,15136660155.0,8928416910.0,41822127800.0,35466379125.0,199566170.0,34707160.0,234273330.0,,,36308027755.0,72008680210.0,0.0,113830808010.0,25505424205.0,7757050260.0,,0.0,26919740975.0,60182215440.0,10798265155.0,,4056399325.0,,14854664480.0,,,75036879920.0,,3527115135.0,-1127982700.0,8099783465.0,26863341840.0,37362257740.0,112399137660.0,1431670350.0,113830808010.0,8893709750.0,4125813645.0,4112798460.0,,10481562320.0,,-82429505.0,,,-30368765.0,27583515410.0,-2642082555.0,-1158351465.0,-16147506190.0,143167035.0,-5622559920.0,-25427333095.0,,2303687745.0,,-3032538105.0,2885032675.0,2156182315.0,-563991350.0,3748373280.0,6507592500.0,2759219220.0,24941432855.0,,9.175,10.19,8.605,5275350.0,0.0,0.0,8.605
2005,198606976572,157078594452,41528382120,0.2091,2537117772.0,0.0,20179038252,22716156024,179794750476,764192100.0,2995633032.0,4930130748.0,26305675488,0.1325,18812226096.0,0.0947,-406113516,18406112580,0.0927,5104803228,13275108480,0.0668,35.26,33.44,375553126,405832594,4877729004.0,15746724072.0,20624453076.0,18379911708.0,21375544740.0,11925763572.0,72305673096.0,38947596228.0,0.0,895196460.0,895196460.0,,,47170303224.0,87013095912.0,0.0,159318769008.0,25925762844.0,2868995484.0,,0.0,40764190020.0,69558948348.0,25659387312.0,,5301309768.0,,30960697080.0,,,100519645428.0,,3620087148.0,10620086784.0,14052401016.0,28174671024.0,56467245972.0,156986891400.0,2331877608.0,159318769008.0,13275108480.0,4930130748.0,903930084.0,,4275108948.0,,-6052401432.0,,,-550218312.0,22834059948.0,-7746724488.0,-187772916.0,-14707422816.0,4982532492.0,-16960697808.0,-34620085536.0,,1493449704.0,,-1772925672.0,10275108636.0,9995632668.0,152838420.0,-1637554500.0,4877729004.0,6515283504.0,15087335460.0,,10.72,10.760000000000002,9.195,4950500.0,0.229,0.229,9.424
2006,241043587445,189657791153,51385796292,0.2132,4669815688.0,0.0,26637555518,31307371206,220965162359,663933719.0,3725158316.0,5855093334.0,30242403697,0.1255,20078425086.0,0.0833,441137169,20519562255,0.0851,5627840853,15034311194,0.0624,38.51,37.08,389570393,416749973,6327422020.0,8078602903.0,14406024923.0,34769629593.0,26352375934.0,14717940093.0,90245970543.0,45588630061.0,7044826911.0,2361643430.0,9406470341.0,,,57276537074.0,112271637476.0,0.0,202517608019.0,30362713834.0,9455485582.0,,0.0,41212905819.0,81031105235.0,27252473996.0,0.0,6144728849.0,3613760041.0,37010962886.0,,,118042068121.0,,3836556591.0,20439355497.0,18046520550.0,38842350527.0,81164783165.0,199206851286.0,3310756733.0,202517608019.0,15034311194.0,5855093334.0,686213374.0,,-14619909611.0,,-4611888585.0,,-1840299503.0,-1274396266.0,5681312025.0,-10752161503.0,-4464842862.0,-873362476.0,21272614594.0,-14250067338.0,-9067819585.0,,672845581.0,,-5155512167.0,8934141655.0,4451475069.0,378754135.0,1443721644.0,6327422020.0,4883700376.0,-5070849478.0,,18.445,18.255,15.92,10688750.0,0.283,0.512,16.432
2007,332310860880,264073080750,68237780130,0.2053,6031018744.0,0.0,35710888924,41741907668,305814988418,,,6622888062.0,32911390252,0.099,26495872462.0,0.0797321892875715,-38881926,26456990536,0.0796,8130642748,18157859442,0.0546,44.86,43.24,401339041,424949874,7668379850.0,2769257174.0,10437637024.0,48140144602.0,34004404394.0,21622671070.0,114204857090.0,63800920352.0,7253639306.0,2998228516.0,10251867822.0,,,83401731270.0,157454519444.0,0.0,271659376534.0,45582577914.0,38994251564.0,,0.0,36492847658.0,121069677136.0,40329197690.0,0.0,5996457032.0,8614506716.0,54940161438.0,,,176009838574.0,,3862271316.0,32211515584.0,15703977890.0,39806451796.0,91584216586.0,267594055160.0,4065321374.0,271659376534.0,18157859442.0,6622888062.0,829481088.0,,-8528102436.0,,-7586295784.0,,-816520446.0,449302256.0,17531428412.0,-25338055110.0,0.0,-522745894.0,6696331700.0,-34924609976.0,-54089079280.0,,164168132.0,,-5694042052.0,44096424298.0,38566550378.0,-669633170.0,1339266340.0,7668379850.0,6329113510.0,-7806626698.0,,18.415,18.575000000000003,16.32,21848050.0,0.374,0.886,17.206
2008,365048000000,287752000000,77296000000,0.2117,9900000000.0,0.0,43708000000,53608000000,341360000000,1688000000.0,10500000000.0,7780000000.0,38380000000,0.1051,23684000000.0,0.0649,-2380000000,21304000000,0.0584,5896000000,14204000000,0.0389,35.25,34.2,402272564,424950095,11388000000.0,784000000.0,12172000000.0,52396000000.0,34324000000.0,25568000000.0,124460000000.0,99588000000.0,6964000000.0,3112000000.0,10076000000.0,,,134968000000.0,244632000000.0,0.0,369092000000.0,55028000000.0,68980000000.0,,0.0,59896000000.0,183904000000.0,58764000000.0,0.0,6116000000.0,9464000000.0,74344000000.0,,,258248000000.0,,3852000000.0,39104000000.0,22496000000.0,39760000000.0,105212000000.0,363460000000.0,5632000000.0,369092000000.0,14204000000.0,7780000000.0,-428000000.0,,14604000000.0,,-968000000.0,,-832000000.0,-692000000.0,35468000000.0,-42684000000.0,-88000000.0,-19964000000.0,3600000000.0,-14848000000.0,-73984000000.0,,40684000000.0,,-6760000000.0,9696000000.0,43620000000.0,-1352000000.0,3752000000.0,11388000000.0,7636000000.0,-7216000000.0,,11.77,9.955,9.055,26046500.0,0.352,1.238,10.293
2009,722806300000,488733400000,234072900000,0.3238,0.0,250813300000.0,-17271100000,233542200000,722275600000,3097200000.0,34222300000.0,28039800000.0,2961600000,0.0041,1162300000.0,0.0016080380040959799,-60462800000,-59932100000,-0.0829,841800000,-60142300000,-0.0832,-135.05,-135.05,445206577,445206577,23235600000.0,834100000.0,24069700000.0,121725000000.0,107955700000.0,43069100000.0,296819500000.0,220854200000.0,5350800000.0,124370300000.0,129721100000.0,16442800000.0,4279200000.0,114512600000.0,485809900000.0,0.0,782629400000.0,146618400000.0,319628600000.0,3837600000.0,0.0,115911600000.0,582158600000.0,116185900000.0,0.0,7822900000.0,37736200000.0,161745000000.0,,,743903600000.0,,5140500000.0,-28003700000.0,-69714900000.0,127123400000.0,34545300000.0,778448900000.0,4180500000.0,782629400000.0,-60142300000.0,28039800000.0,,,-2039300000.0,,15048800000.0,5748800000.0,-4212100000.0,59336100000.0,25194300000.0,-89689800000.0,-97264400000.0,-6395400000.0,28307900000.0,-39419300000.0,-162379500000.0,-140226200000.0,41099900000.0,,-6766300000.0,261329300000.0,155436700000.0,-6840100000.0,11411400000.0,22827200000.0,11415800000.0,-64495500000.0,,9.23,10.115,9.33,28150450.0,0.128,1.366,10.696
2010,926262800000,618704600000,307558200000,0.332,0.0,87944900000.0,171397600000,259342500000,878047100000,2570100000.0,40396000000.0,36636600000.0,129832900000,0.1402,48663300000.0,0.05253724968766963,4137000000,52352700000,0.0565,14771600000,38028700000,0.0411,71.24,71.14,468710500,468862080,67650000000.0,11058700000.0,78708700000.0,141177300000.0,110674600000.0,43758600000.0,374319200000.0,223050900000.0,3518300000.0,155109400000.0,158627700000.0,33479700000.0,5939100000.0,113764100000.0,534861500000.0,0.0,909180700000.0,183841700000.0,218754300000.0,,0.0,147108400000.0,549704400000.0,204397400000.0,0.0,13634500000.0,39221600000.0,257253500000.0,,,806957900000.0,,5064200000.0,4223800000.0,-91477700000.0,182367400000.0,100177700000.0,907135600000.0,2045100000.0,909180700000.0,38028700000.0,36636600000.0,,,35046700000.0,-18698700000.0,-19173300000.0,43082900000.0,-23551900000.0,18653000000.0,128365000000.0,-81727300000.0,-426000000.0,-29881800000.0,32700300000.0,-40659300000.0,-75980800000.0,-337213800000.0,18484700000.0,-137100000.0,-3637700000.0,316538000000.0,-5965900000.0,-5782600000.0,40635700000.0,63462900000.0,22827200000.0,46637700000.0,,18.91,19.66,18.365,31852800.0,0.32,1.6860000000000002,20.051
2011,1232134100000,833973200000,398160900000,0.3231,0.0,92249600000.0,218354300000,310603900000,1144577100000,3669500000.0,36853500000.0,43445700000.0,166488300000,0.1351,87210100000.0,0.07077971464307335,-1021000000,86536000000,0.0702,12787300000,73401800000,0.0596,121.6,121.4,523313633,523732384,98406100000.0,22482300000.0,120888400000.0,132441100000.0,139547700000.0,44943900000.0,437821100000.0,232479000000.0,3760800000.0,199652600000.0,203413400000.0,36120300000.0,10640700000.0,111052400000.0,593705800000.0,0.0,1031526900000.0,224904700000.0,185990800000.0,,0.0,137927500000.0,548823000000.0,201471300000.0,0.0,13963000000.0,56010300000.0,271444600000.0,,,820267600000.0,,6346500000.0,45136200000.0,-115527800000.0,272914100000.0,208869000000.0,1029136600000.0,2390300000.0,1031526900000.0,73401800000.0,43445700000.0,,,-27510100000.0,,-27569900000.0,33498400000.0,-11683500000.0,52639000000.0,141976400000.0,-82098000000.0,-1776300000.0,-1471000000.0,135300000.0,-38023600000.0,-74988400000.0,-216715300000.0,33567600000.0,-1030800000.0,-10230000000.0,151409300000.0,-42999200000.0,3219200000.0,27208000000.0,90670900000.0,63462900000.0,59878400000.0,,23.02,21.965000000000003,20.86,47827150.0,0.448,2.1340000000000003,22.994
2012,1664852900000,1100476600000,564376300000,0.339,13859600000.0,410906500000.0,61179700000,485945800000,1586422400000,5426800000.0,38290400000.0,54435100000.0,213091700000,0.128,78430500000.0,0.0471,42717000000,121147500000,0.0728,4707100000,115659100000,0.0695,180.07,178.09,544082471,565580180,145952400000.0,76208500000.0,222160900000.0,215697400000.0,180834000000.0,34537900000.0,653230200000.0,282716100000.0,4253000000.0,282347400000.0,286600400000.0,38675200000.0,46103300000.0,121887400000.0,775982400000.0,0.0,1429212600000.0,334558900000.0,218342100000.0,11501500000.0,0.0,171701600000.0,724602600000.0,287148100000.0,0.0,10902400000.0,75215900000.0,373266400000.0,,,1097869000000.0,,6347500000.0,131826400000.0,16318800000.0,173919900000.0,328412600000.0,1426281600000.0,2931000000.0,1429212600000.0,115659100000.0,54435100000.0,,,2860100000.0,-13946800000.0,-29083500000.0,78936300000.0,9206000000.0,45272600000.0,218226900000.0,-138744500000.0,73200700000.0,-59334400000.0,27700000.0,-78493200000.0,-203343700000.0,-192351000000.0,,,-14648500000.0,235982200000.0,28982700000.0,11415600000.0,55281500000.0,145952400000.0,90670900000.0,79482400000.0,,24.875,24.61,24.235,34228500.0,0.361,2.495,26.73
2013,1889860300000,1286337500000,603522800000,0.3193,20193100000.0,234622400000.0,286978800000,541794300000,1828131800000,7759800000.0,40751800000.0,73723200000.0,242362500000,0.1282,60842300000.0,0.03219407275765304,67045200000,128773700000,0.0681,39190500000,88697000000,0.0469,137.52,137.52,644433525,644583218,116118500000.0,144148200000.0,260266700000.0,224940100000.0,208393200000.0,29660900000.0,723260900000.0,346663000000.0,4320300000.0,351236100000.0,355556400000.0,41005800000.0,45205200000.0,157004100000.0,945434500000.0,0.0,1668695400000.0,409096300000.0,231949700000.0,47464200000.0,20979100000.0,164391600000.0,826416700000.0,327291300000.0,0.0,15668100000.0,125413600000.0,468373000000.0,,2426600000.0,1294789700000.0,,6380700000.0,,197576500000.0,166311300000.0,370268500000.0,1665058200000.0,3637200000.0,1668695400000.0,88697000000.0,73723200000.0,39190500000.0,,-6407500000.0,-17807000000.0,-30526400000.0,64461400000.0,14413400000.0,27729600000.0,222932800000.0,-185674200000.0,-6216600000.0,-68840400000.0,10161500000.0,-80800500000.0,-236115500000.0,-240947700000.0,6800000.0,,-14841800000.0,236444800000.0,-19337900000.0,2686700000.0,-29833900000.0,116118500000.0,145952400000.0,37258600000.0,,27.21,27.285,26.87,33210050.0,0.176,2.6710000000000003,29.541
