,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1996,233700000.0,102500000.0,131200000.0,0.5614,36700000.0,94500000.0,10100000.0,141300000.0,243800000.0,,,10100000.0,-1500000.0,-0.0064,-10100000.0,-0.0432,-1500000.0,-11600000.0,-0.0496,-300000.0,-11300000.0,-0.0484,-0.09,-0.09,132030000.0,132030000.0,22700000.0,0.0,22700000.0,34400000.0,38900000.0,63400000.0,159400000.0,21500000.0,0.0,4500000.0,4500000.0,,,4400000.0,30400000.0,0.0,189800000.0,13800000.0,300000.0,,0.0,20800000.0,34900000.0,,,,30900000.0,30900000.0,,,65800000.0,,,-2600000.0,-41800000.0,168400000.0,124000000.0,189800000.0,0.0,189800000.0,-11300000.0,10100000.0,1200000.0,,124500000.0,,-7100000.0,,124500000.0,-128400000.0,-3900000.0,-10400000.0,0.0,-75700000.0,83200000.0,-600000.0,-3500000.0,,5800000.0,-3500000.0,,-1900000.0,400000.0,7400000.0,400000.0,30100000.0,29700000.0,-14300000.0,3.085,3.01,3.01,24535800.0,0,0,3.01
1998,266400000.0,124400000.0,142000000.0,0.533,38200000.0,89100000.0,-4000000.0,123300000.0,247700000.0,,,12200000.0,24000000.0,0.0901,10400000.0,0.039,9500000.0,19900000.0,0.0747,2500000.0,9300000.0,0.0349,0.07,0.07,133758000.0,137682000.0,20000000.0,53200000.0,73200000.0,49100000.0,42400000.0,4100000.0,168800000.0,19700000.0,0.0,1500000.0,1500000.0,,,17700000.0,38900000.0,0.0,207700000.0,18700000.0,,,,18800000.0,37500000.0,30700000.0,,,,30700000.0,,,68200000.0,,132700000.0,6700000.0,-1000000.0,1100000.0,139500000.0,207700000.0,0.0,207700000.0,9300000.0,12200000.0,,,6800000.0,,-8900000.0,,131300000.0,-30400000.0,-2100000.0,-11000000.0,0.0,-65700000.0,70500000.0,-900000.0,-7100000.0,,9000000.0,-1800000.0,,-800000.0,6400000.0,9200000.0,6400000.0,29100000.0,22700000.0,-13100000.0,2.825,2.3600000000000003,2.3600000000000003,17041200.0,0,0,2.3600000000000003
1999,271400000.0,118000000.0,153400000.0,0.5652,36500000.0,87300000.0,9100000.0,132900000.0,250900000.0,,,9100000.0,32800000.0,0.1209,20500000.0,0.0755,300000.0,20800000.0,0.0766,2100000.0,21600000.0,0.0796,0.16,0.16,134544000.0,137112000.0,49300000.0,52700000.0,102000000.0,36000000.0,16400000.0,4500000.0,158900000.0,12300000.0,0.0,1200000.0,1200000.0,,,9400000.0,22900000.0,0.0,181800000.0,11700000.0,1400000.0,,0.0,34000000.0,47100000.0,30600000.0,,,3300000.0,33900000.0,,,81000000.0,,127000000.0,-25100000.0,-56900000.0,55800000.0,100800000.0,181800000.0,0.0,181800000.0,21600000.0,9100000.0,,,29800000.0,,6700000.0,,111800000.0,-36900000.0,23600000.0,-6400000.0,0.0,-54800000.0,18400000.0,24900000.0,-17900000.0,,4500000.0,,,-1800000.0,2700000.0,0.0,8400000.0,49300000.0,40900000.0,17200000.0,1.89,1.965,1.965,12351300.0,0,0,1.965
2000,369800000.0,173200000.0,196600000.0,0.5316,46500000.0,110415000.0,13485000.0,170400000.0,343600000.0,,,20921000.0,36721000.0,0.0993,26219000.0,0.0709,-10419000.0,15800000.0,0.0427,1600000.0,14200000.0,0.0384,0.1,0.09,141606000.0,155856000.0,40900000.0,0.0,40900000.0,83600000.0,59000000.0,8000000.0,191500000.0,34100000.0,0.0,249800000.0,249800000.0,0.0,8200000.0,5000000.0,297100000.0,0.0,488600000.0,26400000.0,62000000.0,,0.0,113500000.0,201900000.0,137300000.0,,,14500000.0,151800000.0,,,353700000.0,,154800000.0,-10900000.0,-18000000.0,9000000.0,134900000.0,488600000.0,0.0,488600000.0,14200000.0,20921000.0,-144000.0,,-122200000.0,,-4118000.0,,-10400000.0,107058000.0,19835000.0,-7555000.0,-211488000.0,-6458000.0,59186000.0,-865000.0,-167180000.0,,12043000.0,,,126914000.0,138957000.0,0.0,-8388000.0,40876000.0,49264000.0,12280000.0,4.23,4.145,4.145,50077500.0,0,0,4.145
2001,475300000.0,238100000.0,237200000.0,0.4991,62900000.0,141185000.0,32915000.0,237000000.0,475100000.0,,,41524000.0,20524000.0,0.0432,181000.0,0.0004,-21781000.0,-21600000.0,-0.0454,1900000.0,-22900000.0,-0.0482,-0.15,-0.15,148362000.0,148362000.0,31100000.0,0.0,31100000.0,71700000.0,51800000.0,6500000.0,161100000.0,27500000.0,120100000.0,100300000.0,220400000.0,0.0,7300000.0,3100000.0,258300000.0,0.0,419400000.0,21500000.0,40000000.0,,0.0,80300000.0,141800000.0,127100000.0,,,12000000.0,139100000.0,,,280900000.0,,191200000.0,-33800000.0,-37800000.0,18900000.0,138500000.0,419400000.0,0.0,419400000.0,-22900000.0,41524000.0,-887000.0,,29700000.0,,7442000.0,,19300000.0,-22344000.0,25093000.0,-7254000.0,-4430000.0,,,243000.0,-11441000.0,,36378000.0,,,-59828000.0,-23450000.0,0.0,-9798000.0,31078000.0,40876000.0,17839000.0,3.0,2.93,2.93,22176900.0,0,0,2.93
2003,466600000.0,232200000.0,234400000.0,0.5024,61200000.0,129978000.0,9422000.0,200600000.0,432800000.0,,,19154000.0,32954000.0,0.0706,33823000.0,0.0725,-20023000.0,13800000.0,0.0296,3500000.0,10300000.0,0.0221,0.06,0.06,171438000.0,174312000.0,28700000.0,0.0,28700000.0,79600000.0,61100000.0,8500000.0,177900000.0,22000000.0,205900000.0,23200000.0,229100000.0,0.0,2600000.0,10100000.0,263800000.0,0.0,441700000.0,30700000.0,30660000.0,,0.0,51540000.0,112900000.0,107900000.0,,,19500000.0,127400000.0,,,240300000.0,,225900000.0,-23500000.0,-1026000.0,-23000.0,201351000.0,441651000.0,49000.0,441700000.0,10300000.0,19154000.0,1464000.0,,45700000.0,,-7649000.0,,65000000.0,-41522000.0,35096000.0,-7157000.0,1718000.0,,,-327000.0,-5766000.0,,21393000.0,,,-53122000.0,-31729000.0,0.0,-2399000.0,28679000.0,31078000.0,27939000.0,4.02,4.33,4.33,37913100.0,0,0,4.33
2004,668808000.0,343998000.0,324810000.0,0.4857,77558000.0,152748000.0,8327000.0,238633000.0,582631000.0,,,17871000.0,92795000.0,0.1387,85625000.0,0.128,-10701000.0,74924000.0,0.112,7244000.0,67680000.0,0.1012,0.33,0.31,204652000.0,219792000.0,71872000.0,0.0,71872000.0,128120000.0,87745000.0,29730000.0,317467000.0,30991000.0,0.0,273357000.0,273357000.0,0.0,8019000.0,24144000.0,336511000.0,0.0,653978000.0,43551000.0,12500000.0,,9317000.0,63609000.0,128977000.0,26496000.0,0.0,5435000.0,20909000.0,52840000.0,,,181817000.0,,345127000.0,82670000.0,44364000.0,,472161000.0,653978000.0,0.0,653978000.0,67680000.0,17871000.0,-1482000.0,,52390000.0,,-15529000.0,,188490000.0,-63344000.0,73115000.0,-12750000.0,-11388000.0,,,-995000.0,-25133000.0,,26805000.0,,,-50964000.0,-24159000.0,2633000.0,26456000.0,71872000.0,45416000.0,60365000.0,6.755,6.915,6.915,33054600.0,0,0,6.915
2005,774900000.0,385100000.0,389800000.0,0.503,84300000.0,172352000.0,8248000.0,264900000.0,650000000.0,,,18961000.0,143761000.0,0.1855,124944000.0,0.1612,-144000.0,124800000.0,0.1611,39900000.0,84900000.0,0.1096,0.4,0.37,212864000.0,227276000.0,73900000.0,0.0,73900000.0,151600000.0,107900000.0,27000000.0,360400000.0,42700000.0,286100000.0,27300000.0,313400000.0,0.0,5600000.0,21000000.0,382700000.0,0.0,743100000.0,45200000.0,216000.0,,0.0,101384000.0,146800000.0,400000.0,,,24600000.0,25000000.0,,,171800000.0,,384200000.0,167500000.0,19534000.0,21000.0,571255000.0,743055000.0,45000.0,743100000.0,84900000.0,18961000.0,14242000.0,,25110000.0,,-17888000.0,,213600000.0,-48907000.0,94306000.0,-23436000.0,-51379000.0,,,-103000.0,-74918000.0,,24463000.0,,,-37865000.0,-13402000.0,-4005000.0,1981000.0,73853000.0,71872000.0,70870000.0,8.795,8.879999999999999,8.879999999999999,35170400.0,0,0,8.879999999999999
2006,940150000.0,479069000.0,461081000.0,0.4904,103840000.0,212039000.0,7906000.0,323785000.0,802854000.0,,,26962000.0,175054000.0,0.1862,135366000.0,0.144,12726000.0,148092000.0,0.1575,44434000.0,103658000.0,0.1103,0.47,0.45,220088000.0,232144000.0,129621000.0,0.0,129621000.0,178022000.0,112552000.0,38931000.0,459126000.0,47998000.0,374510000.0,67172000.0,441682000.0,0.0,399000.0,29226000.0,519305000.0,0.0,978431000.0,44148000.0,0.0,,28060000.0,108925000.0,181133000.0,481000.0,0.0,21633000.0,27519000.0,49633000.0,,,230766000.0,,,271183000.0,41111000.0,,747665000.0,978431000.0,0.0,978431000.0,103658000.0,26962000.0,10368000.0,,64393000.0,,-374000.0,,277993000.0,-67294000.0,138087000.0,-16529000.0,-99887000.0,,,-16000.0,-116432000.0,,26566000.0,,,7596000.0,34162000.0,-49000.0,55768000.0,129621000.0,73853000.0,121558000.0,11.475,11.665,11.665,28274600.0,0,0,11.665
2007,1222300000.0,609400000.0,612900000.0,0.5014,131500000.0,279100000.0,24000000.0,434600000.0,1044000000.0,,,56174000.0,239956000.0,0.1963,178267000.0,0.1458,5533000.0,183800000.0,0.1504,66382000.0,117400000.0,0.096,0.49,0.47,238560000.0,248820000.0,103200000.0,0.0,103200000.0,250100000.0,143000000.0,60000000.0,556300000.0,51400000.0,675900000.0,197800000.0,873700000.0,0.0,47900000.0,10100000.0,983100000.0,0.0,1539400000.0,67600000.0,126000.0,,44333000.0,137841000.0,249900000.0,60600000.0,15872000.0,0.0,103928000.0,180400000.0,,,430300000.0,,660700000.0,388600000.0,59720000.0,6000.0,1109026000.0,1539326000.0,74000.0,1539400000.0,117400000.0,56174000.0,6368000.0,,28407000.0,,-18678000.0,,306400000.0,-21364000.0,186985000.0,-13187000.0,-295848000.0,,,-2357000.0,-311392000.0,,31864000.0,,,71952000.0,103816000.0,-5828000.0,-26419000.0,103202000.0,129621000.0,173798000.0,15.4,15.61,15.61,31898700.0,0,0,15.61
