,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1986,10500000,5700000,4800000,0.4571,0.0,4300000,300000.0,4600000,10300000,,,300000,900000.0,0.0857,200000,0.019,400000.0,600000.0,0.0571,200000.0,400000,0.0381,0.01,0.01,35555556,35555556,3700000,0.0,3700000,3200000,3000000.0,0.0,9900000,600000,,,,,,300000,900000,0.0,10800000,,,,,3000000,3000000,,,,,,,,3000000,,,2200000,-700000,6300000,7800000,10800000,0.0,10800000,400050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.32,0.225,780000.0,0.0,0.0,0.225
1987,9600000,5400000,4200000,0.4375,0.0,3700000,200000.0,3900000,9300000,,,200000,1000000.0,0.1042,300000,0.0313,500000.0,800000.0,0.0833,300000.0,500000,0.0521,0.01,0.01,33333333,33333333,5200000,0.0,5200000,2300000,2800000.0,100000.0,10400000,500000,,,,,,400000,900000,0.0,11300000,,,,,3100000,3100000,,,200000.0,,200000.0,,,3300000,,,2700000,-800000,6100000,8000000,11300000,0.0,11300000,500160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,0.31,0.22,714000.0,0.0,0.0,0.22
1988,9800000,5700000,4100000,0.4184,0.0,3800000,200000.0,4000000,9700000,,,200000,100000.0,0.0102,100000,0.0102,-200000.0,-100000.0,-0.0102,100000.0,-200000,-0.0204,-0.01,-0.01,32000000,32000000,4500000,0.0,4500000,2000000,2700000.0,100000.0,9300000,500000,,,,,,400000,900000,0.0,10200000,,,,,2300000,2300000,,,200000.0,,200000.0,,,2500000,,,2500000,-900000,6100000,7700000,10200000,0.0,10200000,-199920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.17,0.12,306800.0,0.0,0.0,0.12
1989,8800000,5500000,3300000,0.375,0.0,4200000,200000.0,4400000,9900000,,,200000,-600000.0,-0.0682,-1100000,-0.125,300000.0,-800000.0,-0.0909,-400000.0,-400000,-0.0455,-0.01,-0.01,40000000,40000000,5000000,0.0,5000000,1600000,1800000.0,600000.0,9000000,500000,,,,,,400000,900000,0.0,9900000,,,,,2400000,2400000,,,200000.0,,200000.0,,,2600000,,,2200000,-1000000,6100000,7300000,9900000,0.0,9900000,-400400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.14,734800.0,0.0,0.0,0.14
1990,9600000,6700000,2900000,0.3021,0.0,4400000,200000.0,4600000,11300000,,,200000,-1000000.0,-0.1042,-1700000,-0.1771,500000.0,-1200000.0,-0.125,-400000.0,-800000,-0.0833,-0.03,-0.03,32000000,32000000,4100000,0.0,4100000,2000000,1600000.0,400000.0,8100000,600000,,,,,,300000,900000,0.0,9000000,,,,,2600000,2600000,,,,,,,,2600000,,,1300000,-1000000,6100000,6400000,9000000,0.0,9000000,-799680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.24,0.1699999999999999,528800.0,0.0,0.0,0.1699999999999999
1993,11700000,6600000,5100000,0.4359,0.0,4000000,400000.0,4400000,11000000,,,400000,1300000.0,0.1111,700000,0.0598,0.0,700000.0,0.0598,300000.0,600000,0.0513,0.02,0.02,32000000,32000000,3500000,0.0,3500000,2400000,1000000.0,1400000.0,8300000,700000,,,,,,600000,1300000,0.0,9600000,1000000.0,,,,2100000,3100000,,,,,,,,3100000,,,1400000,-1200000,6300000,6500000,9600000,0.0,9600000,600000.0,400000.0,,,500000.0,,400000.0,,5200000.0,300000.0,1800000.0,-300000.0,,,1700000.0,-200000.0,1200000.0,,,,,,,,,,500000.0,1500000.0,0.25,0.25,0.18,104400.0,0.0,0.0,0.18
1994,11800000,6100000,5700000,0.4831,0.0,4400000,400000.0,4800000,10900000,,,400000,1600000.0,0.1356,900000,0.0763,300000.0,1200000.0,0.1017,300000.0,900000,0.0763,0.03,0.03,34285714,34285714,1100000,0.0,1100000,2700000,900000.0,5100000.0,9800000,600000,,,,,,700000,1300000,0.0,11100000,800000.0,,,,2200000,3000000,,,100000.0,,100000.0,,,3100000,,,2300000,-1200000,6900000,8000000,11100000,0.0,11100000,900000.0,400000.0,-100000.0,,1600000.0,,100000.0,,6800000.0,-1600000.0,1200000.0,-300000.0,,-13800000.0,10100000.0,,-4000000.0,,400000.0,,,,400000.0,,,,3500000.0,900000.0,0.575,0.575,0.405,965200.0,0.0,0.0,0.405
1995,12000000,5700000,6300000,0.525,1500000.0,3500000,400000.0,5400000,11100000,,,400000,1900000.0,0.1583,900000,0.075,600000.0,1500000.0,0.125,500000.0,1000000,0.0833,0.03,0.03,36363636,38095238,6100000,0.0,6100000,3000000,800000.0,1500000.0,11400000,500000,,,,,,800000,1300000,0.0,12700000,600000.0,,,,2700000,3300000,,,100000.0,100000.0,200000.0,,,3500000,,,3200000,-1300000,7300000,9200000,12700000,0.0,12700000,1000000.0,400000.0,-100000.0,,1300000.0,,100000.0,,8100000.0,-1400000.0,1200000.0,-200000.0,0.0,-8800000.0,12700000.0,-100000.0,3600000.0,,200000.0,,,,200000.0,,,,1100000.0,1000000.0,0.575,0.6000000000000001,0.42,1852400.0,0.0,0.0,0.42
1996,16700000,7400000,9300000,0.5569,1600000.0,3900000,500000.0,6000000,13400000,,,500000,4300000.0,0.2575,3300000,0.1976,500000.0,3800000.0,0.2275,1500000.0,2300000,0.1377,0.06,0.06,38333333,38333333,27900000,0.0,27900000,4800000,900000.0,1100000.0,34700000,600000,,,,,,2000000,2600000,0.0,37300000,1700000.0,,,,2800000,4500000,,,100000.0,,100000.0,,,4600000,,,5500000,-1400000,28600000,32700000,37300000,0.0,37300000,2300000.0,500000.0,200000.0,,22100000.0,,-100000.0,,30200000.0,-22400000.0,2700000.0,-200000.0,0.0,-1100000.0,1400000.0,-1400000.0,-1300000.0,,21200000.0,,,-800000.0,20400000.0,,,,6100000.0,2500000.0,2.36,1.945,1.365,16864800.0,0.0,0.0,1.365
1997,20100000,9000000,11100000,0.5522,2000000.0,7700000,1100000.0,10800000,19800000,,,1100000,-5600000.0,-0.2786,300000,0.0149,-7000000.0,-6700000.0,-0.3333,800000.0,-7500000,-0.3731,-0.16,-0.16,47619048,47619048,21900000,0.0,21900000,6600000,1100000.0,1400000.0,31000000,1400000,0.0,2900000.0,2900000.0,,,2600000,6900000,0.0,37900000,1300000.0,,,,4100000,5400000,,,200000.0,,200000.0,,,5600000,,,-1900000,-1500000,35700000,32300000,37900000,0.0,37900000,-7500000.0,1100000.0,100000.0,,-4600000.0,,-200000.0,,25600000.0,11400000.0,500000.0,-900000.0,0.0,-100000.0,400000.0,-6000000.0,-6600000.0,,100000.0,,,,100000.0,,,,27900000.0,-400000.0,0.88,0.89,0.62,3571200.0,0.0,0.0,0.62
