,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2011,20033000000,4707000000,15326000000,0.765,3124000000,0.0,5168000000,8292000000,12999000000,222000000,0.0,1874000000,9192000000,0.4588,7034000000,0.3511,284000000,7318000000,0.3653,1545000000,5773000000,0.2882,18.3,17.59,315541639,328155087,11491000000,0.0,11491000000,1424000000,0.0,1590000000,14505000000,6973000000,1132000000,486000000,1618000000,7302000000.0,11000000,3667000000,19571000000,0.0,34076000000,2638000000,0.0,916000000,900000000,1174000000,4712000000,0.0,0.0,189000000,222000000,411000000,0.0,0.0,5123000000,0.0,595000000,13801000000,1828000000,12729000000,28953000000,34076000000,0.0,34076000000,5773000000,1874000000,-169000000,286000000,91000000,-434000000,0.0,0.0,0.0,-61000000,7794000000,-5566000000,-735000000.0,-20545000000.0,0.0,9052000000,-17794000000,0.0,11403000000.0,0.0,0.0,195000000,11598000000,1353000000,2951000000,6322000000,3371000000,2228000000,0.031,32.035,29.245,29.245,30119800.0,0,0,29.245
2012,28767000000,7188000000,21579000000,0.7501,4274000000,0.0,7851000000,12125000000,19313000000,1002000000,0.0,2951000000,13525000000,0.4702,9454000000,0.3286,1120000000,10574000000,0.3676,2351000000,8223000000,0.2858,25.21,24.5,326210948,335690596,7425000000,4705000000.0,12130000000,2912000000,8000000.0,3141000000,18191000000,8095000000,750000000,323000000,1073000000,15679000000.0,35000000,1212000000,26094000000,0.0,44285000000,2081000000,0.0,1455000000,1092000000,3509000000,6682000000,0.0,0.0,448000000,108000000,556000000,0.0,0.0,7238000000,0.0,445000000,22024000000,961000000,13617000000,37047000000,44285000000,0.0,44285000000,8223000000,2951000000,72000000,376000000,33000000,-526000000,0.0,0.0,195000000.0,-126000000,11529000000,-3984000000,0.0,-16632000000.0,10207000000.0,219000000,-10190000000,0.0,0.0,0.0,0.0,361000000,361000000,-205000000,1495000000,7425000000,5930000000,7545000000,0.0327,20.745,21.42,21.42,30309350.0,0,0,21.42
2013,39502000000,10606000000,28896000000,0.7315,5827000000,0.0,10232000000,16059000000,26665000000,1717000000,0.0,3695000000,20408000000,0.5166,12837000000,0.325,3876000000,16713000000,0.4231,3239000000,13474000000,0.3411,41.25,40.27,326657778,334571212,33394000000,87000000.0,33481000000,3993000000,0.0,1409000000,38883000000,9729000000,2915000000,664000000,3579000000,16432000000.0,3000000,2685000000,32428000000,0.0,71311000000,3298000000,0.0,1688000000,1501000000,2116000000,6915000000,16429000000.0,0.0,1245000000,125000000,17799000000,0.0,0.0,24714000000,0.0,242000000,35498000000,2042000000,8815000000,46597000000,71311000000,0.0,71311000000,13474000000,3695000000,-197000000,754000000,-741000000,-966000000,0.0,0.0,401000000.0,-2280000000,14705000000,-4936000000,-2438000000.0,-11464000000.0,18282000000.0,-154000000,-710000000,0.0,0.0,-8518000000.0,0.0,19979000000,11461000000,513000000,25969000000,33394000000,7425000000,9769000000,0.0304,27.6,29.825,29.825,53333200.0,0,0,29.825
2014,50767000000,14336000000,36431000000,0.7176,8842000000,0.0,12266000000,21108000000,35444000000,856000000,0.0,4484000000,26959000000,0.531,15323000000,0.3018,7152000000,22475000000,0.4427,5455000000,17020000000,0.3353,53.3,52.27,319336782,325610277,17645000000,8987000000.0,26632000000,6585000000,0.0,2590000000,35807000000,17107000000,8920000000,2425000000,11345000000,26534000000.0,4000000,4127000000,59117000000,0.0,94924000000,4449000000,0.0,2930000000,1808000000,3539000000,9796000000,26325000000.0,0.0,1587000000,1480000000,29392000000,0.0,0.0,39188000000,0.0,182000000,52518000000,1023000000,2013000000,55736000000,94924000000,0.0,94924000000,17020000000,4484000000,115000000,1210000000,-1731000000,-714000000,0.0,0.0,235000000.0,-5552000000,15546000000,-9679000000,-6360000000.0,-19748000000.0,7929000000.0,-731000000,-28589000000,-6414000000.0,0.0,-8423000000.0,0.0,3130000000,-11707000000,9001000000,-15749000000,17645000000,33394000000,5867000000,0.0172,30.51,29.405,29.405,66379350.0,0,0,29.405
2015,59792000000,16810000000,42982000000,0.7189,13421000000,0.0,19392000000,32813000000,49623000000,1744000000,0.0,7791000000,21387000000,0.3577,9593000000,0.1604,4003000000,13596000000,0.2274,3917000000,9679000000,0.1619,30.39,29.9,318541887,323713437,24238000000,18065000000.0,42303000000,8129000000,0.0,2797000000,53229000000,20860000000,8581000000,5988000000,14569000000,19521000000.0,226000000,3413000000,58589000000,0.0,111818000000,6015000000,0.0,2800000000,1875000000,3779000000,11669000000,27374000000.0,0.0,1552000000,1126000000,30052000000,0.0,0.0,41721000000,0.0,75000000,62197000000,3099000000,4726000000,70097000000,111818000000,0.0,111818000000,9679000000,7791000000,-188000000,2718000000,329000000,-1763000000,0.0,0.0,44000000.0,-753000000,19576000000,-13045000000,-398000000.0,-44434000000.0,46108000000.0,93000000,-11676000000,-6096000000.0,0.0,0.0,29000000.0,44000000,-6023000000,4716000000,6593000000,24238000000,17645000000,6531000000,0.0137,15.605,15.47,15.47,68080050.0,0,0,15.47
2016,75925000000,19754000000,56171000000,0.7398,15832000000,0.0,27492000000,43324000000,63078000000,1655000000,0.0,9607000000,20729000000,0.273,12847000000,0.1692,-1740000000,11107000000,0.1463,4324000000,6798000000,0.0895,21.19,20.84,320788967,326136949,28232000000,34802000000.0,63034000000,9968000000,0.0,1968000000,74970000000,18817000000,8436000000,5514000000,13950000000,1513000000.0,662000000,4196000000,39138000000,0.0,114108000000,7852000000,0.0,2963000000,2127000000,4643000000,14622000000,18750000000.0,0.0,1040000000,2610000000,22400000000,0.0,0.0,37022000000,0.0,284000000,67695000000,896000000,8211000000,77086000000,114108000000,0.0,114108000000,6798000000,9607000000,-864000000,3422000000,2006000000,-2385000000,0.0,0.0,298000000.0,4480000000,25449000000,-9625000000,0.0,-74080000000.0,70972000000.0,-373000000,-13106000000,-5397000000.0,0.0,0.0,0.0,376000000,-5021000000,-3328000000,3994000000,28232000000,24238000000,15824000000,0.0163,20.145,20.3,20.3,48991300.0,0,0,20.3
2017,94054000000,23937000000,70117000000,0.7455,18761000000,0.0,38320000000,57081000000,81018000000,2909000000,897000000.0,11239000000,25838000000,0.2747,13036000000,0.1386,546000000,13582000000,0.1444,4926000000,8776000000,0.0933,27.02,26.49,324747888,331243961,42662000000,23040000000.0,65702000000,13054000000,0.0,2000000000,80756000000,21171000000,9328000000,5023000000,14351000000,7006000000.0,2171000000,5089000000,49788000000,0.0,130544000000,9202000000,17834000000.0,4213000000,2464000000,6122000000,35622000000,0.0,0.0,959000000,11137000000,12096000000,0.0,0.0,47718000000,0.0,271000000,68036000000,1864000000,12655000000,82826000000,130544000000,0.0,130544000000,8776000000,11239000000,-1513000000,4193000000,-978000000,-1996000000,0.0,0.0,321000000.0,2055000000,23772000000,-12389000000,-918000000.0,-70273000000.0,75885000000.0,-93000000,-7788000000,-668000000.0,0.0,-77000000.0,0.0,158000000,-587000000,-976000000,14421000000,43231000000,28810000000,11383000000,0.01734,26.93,28.12,28.12,49419350.0,0,0,28.12
2018,127657000000,35890000000,91767000000,0.7189,22569000000,0.0,48337000000,70906000000,106796000000,3382000000,945000000.0,12137000000,69272000000,0.5426,20861000000,0.1634,33603000000,54464000000,0.4266,8603000000,47587000000,0.3728,145.67,141.98,326667118,335162062,68798000000,0.0,68798000000,20377000000,265000000.0,2980000000,92420000000,39740000000,52662000000,11545000000,64207000000,36484000000.0,3239000000,5608000000,149278000000,0.0,241698000000,15213000000,0.0,4059000000,2792000000,5732000000,23737000000,0.0,0.0,1572000000,13604000000,15176000000,0.0,0.0,38913000000,0.0,263000000,112644000000,8182000000,58960000000,180049000000,218962000000,22736000000.0,241698000000,47587000000,12137000000,-1862000000,6552000000,-3937000000,-4705000000,0.0,0.0,479000000.0,-32265000000,28212000000,-28323000000,19844000000.0,-55747000000.0,92503000000.0,-2318000000,25959000000,-21281000000.0,0.0,-10085000000.0,0.0,-1438000000,-32804000000,4288000000,25655000000,68886000000,43231000000,-111000000,0.01434,33.480000000000004,33.44,33.44,63226000.0,0,0,33.44
2019,175391000000,55788000000,119603000000,0.6819,29209000000,0.0,64932000000,94141000000,149929000000,3315000000,74000000.0,23972000000,48528000000,0.2767,24700000000,0.1408,-1845000000,22855000000,0.1303,11656000000,12826000000,0.0731,39.21,38.21,327127314,335428137,56415000000,31891000000.0,88306000000,25686000000,808000000.0,5484000000,120284000000,69074000000,52205000000,10365000000,62570000000,28073000000.0,1847000000,9278000000,170842000000,0.0,291126000000,21916000000,10603000000.0,8020000000,3542000000,10479000000,46540000000,10841000000.0,0.0,1951000000,16605000000,29397000000,0.0,21444000000.0,75937000000,0.0,261000000,122187000000,4841000000,67639000000,194928000000,270865000000,20261000000.0,291126000000,12826000000,23972000000,1845000000,9855000000,-9956000000,-3469000000,0.0,0.0,786000000.0,5837000000,44379000000,-20543000000,-347000000.0,-91047000000.0,62579000000.0,222000000,-49136000000,-240000000.0,0.0,-1422000000.0,0.0,-732000000,-2394000000,-5282000000,-12433000000,56453000000,68886000000,23836000000,0.01614,35.535,36.510000000000005,36.510000000000005,53165550.0,0,0,36.510000000000005
2020,218344000000,85734000000,132610000000,0.6073,36339000000,0.0,80022000000,116361000000,202095000000,3869000000,2373000000.0,27330000000,68270000000,0.3127,16249000000,0.0744,20955000000,37204000000,0.1704,13055000000,25512000000,0.1168,74.87,72.03,340764574,353382841,132398000000,105787000000.0,238185000000,38319000000,4810000000.0,9087000000,290401000000,82572000000,104275000000,21842000000,126117000000,1135000000.0,1639000000,13748000000,225211000000,0.0,515612000000,30647000000,8941000000.0,11440000000,6645000000,15486000000,61719000000,96107000000.0,0.0,3838000000,7856000000,107801000000,0.0,21771000000.0,169520000000,0.0,278000000,146988000000,17976000000,160756000000,325998000000,495518000000,20094000000.0,515612000000,25512000000,27330000000,685000000,15728000000,-21244000000,-6333000000,-1501000000.0,0.0,2617000000.0,-15407000000,32604000000,-24551000000,-33798000000.0,-364909000000.0,303286000000.0,25000000,-119947000000,-374000000.0,72650000000.0,-10165000000.0,0.0,77565000000,139676000000,23660000000,75993000000,132446000000,56453000000,8053000000,0.01347,47.445,53.78,53.78,57261700.0,0,0,53.78
