,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
1993,134200000,66100000,68100000,0.5075,0.0,53300000,2200000.0,55500000,121600000,0.0,0.0,2200000,5700000,0.0425,12600000,0.0939,-9100000,3500000,0.0261,200000,3300000,0.0246,0.27,0.27,12452830,12452830,2600000,0.0,2600000,49500000,70900000,6100000,129100000,9500000,0.0,2100000.0,2100000.0,0.0,0.0,3400000,15000000,0.0,144100000,18200000,0.0,0.0,0.0,13000000,31200000,64500000.0,0.0,7500000,5100000,77100000,0.0,0.0,108300000,0.0,0.0,42000000,-10000000,3800000.0,35800000,144100000,0.0,144100000,3300000,2200000,100000.0,0.0,2500000,0.0,8100000,0.0,97900000,1000000,9100000,-1700000,0.0,0.0,0.0,-300000.0,-2000000,0.0,0.0,0.0,0.0,-5500000.0,-5500000,-7100000.0,-5500000,-4400000.0,1100000,7400000,3.665,3.5,2.5,5521687.5,0.0,0.0,2.5
1994,142200000,68600000,73600000,0.5176,0.0,57000000,2400000.0,59400000,128000000,0.0,0.0,2400000,5900000,0.0415,14200000,0.0999,-7500000,6700000,0.0471,-100000,3600000,0.0253,0.23,0.23,16000000,16000000,3200000,0.0,3200000,56600000,73600000,7400000,140800000,10300000,0.0,0.0,0.0,0.0,0.0,5900000,16200000,0.0,157000000,12200000,0.0,0.0,0.0,20000000,32200000,40000000.0,0.0,7700000,4600000,52300000,0.0,0.0,84500000,0.0,0.0,37700000,-12200000,47000000.0,72500000,157000000,0.0,157000000,3600000,2400000,0.0,0.0,10700000,0.0,-2700000,0.0,108600000,-16500000,200000,-2200000,0.0,0.0,0.0,-400000.0,-2600000,0.0,33100000.0,0.0,-200000.0,-30000000.0,2900000,2400000.0,2900000,5500000.0,2600000,-2000000,3.47,3.52,2.52,606187.5,0.0159899999999999,0.0159899999999999,2.53599
1995,160900000,72800000,88100000,0.5475,0.0,69200000,3100000.0,72300000,145100000,0.0,0.0,3100000,14500000,0.0901,15800000,0.0982,-4400000,11400000,0.0709,-2500000,13900000,0.0864,0.62,0.62,22419355,22419355,4900000,0.0,4900000,66700000,83800000,12300000,167700000,11700000,0.0,0.0,0.0,0.0,0.0,7500000,19200000,0.0,186900000,22400000,0.0,0.0,0.0,23900000,46300000,40000000.0,0.0,4000000,3700000,47700000,0.0,0.0,94000000,0.0,0.0,51200000,-14700000,56400000.0,92900000,186900000,0.0,186900000,13900000,3100000,-4800000.0,0.0,12800000,0.0,-10200000,0.0,121400000,-18200000,6800000,-4400000,0.0,0.0,0.0,-700000.0,-5100000,0.0,0.0,0.0,-500000.0,400000.0,-100000,100000.0,-100000,3100000.0,3200000,2400000,3.8,3.835,2.755,504562.5,0.0253399999999999,0.0413299999999998,2.7963299999999998
1996,185900000,80600000,105300000,0.5664,0.0,84300000,2900000.0,87200000,167800000,0.0,0.0,2900000,16500000,0.0888,18100000,0.0974,-4500000,13600000,0.0732,3900000,9700000,0.0522,0.43,0.43,22558140,22558140,3800000,0.0,3800000,75300000,89100000,12600000,180800000,11800000,0.0,0.0,0.0,0.0,0.0,7800000,19600000,0.0,200400000,22000000,0.0,0.0,0.0,26100000,48100000,40000000.0,0.0,3900000,3600000,47500000,0.0,0.0,95600000,0.0,0.0,60300000,-17700000,62200000.0,104800000,200400000,0.0,200400000,9700000,2900000,-400000.0,0.0,11300000,0.0,-2800000,0.0,132700000,-19600000,3900000,-2000000,0.0,0.0,0.0,-300000.0,-2300000,0.0,200000.0,-100000.0,-600000.0,-2200000.0,-2700000,100000.0,-2700000,2200000.0,4900000,1900000,5.05,5.05,3.665,591375.0,0.03067,0.0719999999999998,3.7369999999999997
1997,215100000,91100000,124000000,0.5765,0.0,99700000,3900000.0,103600000,194700000,0.0,0.0,3900000,19500000,0.0907,20400000,0.0948,-4800000,15600000,0.0725,3900000,11700000,0.0544,0.52,0.52,22545000,22933333,4900000,0.0,4900000,75700000,87200000,16900000,184700000,15100000,0.0,0.0,0.0,0.0,0.0,8600000,23700000,0.0,208400000,25300000,12800000.0,0.0,0.0,19900000,58000000,40000000.0,0.0,3500000,3000000,46500000,0.0,0.0,104500000,0.0,0.0,71300000,-19900000,52500000.0,103900000,208400000,0.0,208400000,11700000,3900000,200000.0,0.0,-6000000,0.0,-3800000,0.0,126700000,-6000000,3800000,-6600000,0.0,0.0,0.0,-300000.0,-6900000,0.0,200000.0,0.0,-700000.0,4900000.0,4400000,-200000.0,4400000,8200000.0,3800000,-2800000,7.955,8.815000000000001,6.425000000000001,1058050.0,0.036,0.10799999999999979,6.533
1998,237000000,93400000,143600000,0.6059,0.0,113600000,4100000.0,117700000,211100000,0.0,0.0,4100000,24600000,0.1038,25900000,0.1093,-5400000,20500000,0.0865,4700000,15800000,0.0667,0.68,0.65,23407407,24496124,10900000,0.0,10900000,92400000,98200000,18100000,219600000,18900000,0.0,0.0,0.0,0.0,0.0,10600000,29500000,0.0,249100000,25300000,10000000.0,0.0,0.0,27200000,62500000,35000000.0,0.0,3500000,2600000,41100000,0.0,0.0,103600000,0.0,0.0,86200000,-23200000,82500000.0,145500000,249100000,0.0,249100000,15800000,4100000,500000.0,0.0,30400000,0.0,-13000000,0.0,157100000,-56900000,-6100000,-7600000,0.0,0.0,0.0,-1500000.0,-9100000,0.0,30000000.0,0.0,-900000.0,-7800000.0,21300000,-100000.0,21300000,26200000.0,4900000,-13700000,11.28,11.375,8.32,1809800.0,0.04,0.1479999999999998,8.468
1999,277800000,106400000,171400000,0.617,0.0,133400000,5400000.0,138800000,245200000,0.0,0.0,5400000,32700000,0.1177,32600000,0.1174,-5300000,27300000,0.0983,6300000,21000000,0.0756,0.81,0.79,25766871,26582278,5600000,0.0,5600000,109100000,104000000,43700000,262400000,23000000,0.0,0.0,0.0,0.0,0.0,11000000,34000000,0.0,296400000,25200000,12200000.0,0.0,0.0,30200000,67600000,55000000.0,0.0,5700000,1700000,62400000,0.0,0.0,130000000,0.0,0.0,106100000,-22700000,83000000.0,166400000,296400000,0.0,296400000,21000000,5400000,1800000.0,0.0,37700000,0.0,-19900000,0.0,194800000,-78800000,-12900000,-11700000,0.0,0.0,0.0,800000.0,-10900000,0.0,600000.0,-2900000.0,-1000000.0,21900000.0,18600000,23800000.0,18600000,29500000.0,10900000,-24600000,12.345,12.06,8.855,1090400.0,0.048,0.19599999999999979,9.051
2000,295067000,121478000,173589000,0.5883,0.0,152631000,5189000.0,157820000,279298000,0.0,0.0,5189000,20338000,0.0689,15769000,0.0534,-620000,15149000,0.0513,1428000,13721000,0.0465,0.55,0.53,24947273,25888679,26615000,0.0,26615000,103795000,77075000,19341000,226826000,27593000,0.0,0.0,0.0,0.0,0.0,12767000,40360000,0.0,267186000,17562000,18500000.0,0.0,0.0,32034000,68096000,45000000.0,0.0,5105000,1170000,51275000,0.0,0.0,119371000,0.0,130000.0,118615000,-24253000,53323000.0,147815000,267186000,0.0,267186000,13721000,5189000,-1636000.0,0.0,-36070000,0.0,14609000,0.0,158730000,47071000,28275000,-10125000,0.0,0.0,0.0,27654000.0,17529000,0.0,499000.0,-17593000.0,-1247000.0,-3769000.0,-22110000,-2705000.0,20989000,26615000.0,5626000,18150000,6.890000000000001,6.94,5.13,2168100.0,0.05,0.24599999999999977,5.3759999999999994
2001,320841000,117051000,203790000,0.6352,0.0,163317000,6341000.0,169658000,286709000,0.0,0.0,6341000,34030000,0.1061,34132000,0.1064,-6443000,27689000,0.0863,6922000,20767000,0.0647,0.89,0.88,23302000,23732000,23059000,0.0,23059000,98797000,95863000,23501000,241220000,32906000,0.0,0.0,0.0,0.0,0.0,16279000,49185000,0.0,290405000,28819000,13800000.0,0.0,0.0,43964000,86583000,40000000.0,0.0,3517000,835000,44352000,0.0,0.0,130935000,0.0,131000.0,138176000,-27378000,48541000.0,159470000,290405000,0.0,290405000,20767000,6341000,-1342000.0,0.0,-4093000,0.0,-20043000,0.0,154637000,3598000,25271000,-10833000,0.0,0.0,0.0,-852000.0,-11685000,0.0,840000.0,-7329000.0,-1206000.0,-9700000.0,-17395000,253000.0,-3556000,23059000.0,26615000,14438000,8.065,8.54,6.365,992100.0,0.06,0.30599999999999977,6.671
2002,299725000,115653000,184072000,0.6141,0.0,157799000,0.0,157799000,273452000,0.0,0.0,7550000,28299000,0.0944,26273000,0.0877,-5415000,20858000,0.0696,3735000,17014000,0.0568,0.73,0.71,23366000,24014000,16971000,0.0,16971000,92014000,98589000,19467000,227041000,38726000,0.0,0.0,0.0,0.0,0.0,24909000,63635000,0.0,290676000,23824000,11500000.0,0.0,0.0,37785000,73109000,35000000.0,0.0,1513000,8584000,45097000,0.0,0.0,118206000,0.0,133000.0,153830000,-28500000,47007000.0,172470000,290676000,0.0,290676000,17014000,7550000,-1174000.0,0.0,-705000,0.0,-5372000,0.0,153932000,-6139000,16546000,-13902000,0.0,0.0,0.0,-807000.0,-14709000,0.0,1780000.0,0.0,-1360000.0,-7300000.0,-6880000,-1045000.0,-6088000,16971000.0,23059000,2644000,9.415,9.3,6.975,1026100.0,0.06,0.36599999999999977,7.340999999999999
