,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2008,33896669000000,19023649000000,14873020000000,0.4388,0.0,2217719000000,0.0,2217719000000,21241368000000,682542000000.0,19376000000.0,1648089000000.0,17679124000000,0.5216,12655301000000,0.3733,3355903000000,16011204000000,0.4724,4381982000000,11629677000000,0.3431,5747.0,5747.0,2023625629,2023625629,2113803000000.0,3749919000000.0,5863722000000.0,5877282000000.0,1611296000000.0,2352600000000.0,15704900000000.0,16131537000000.0,668614000000.0,45968000000.0,714582000000.0,9150126000000.0,1285648000000.0,5715619000000.0,32997512000000.0,0.0,48702412000000.0,1708647000000.0,410684000000.0,3906468000000.0,0.0,4580441000000.0,6699772000000.0,1250281000000.0,0.0,944816000000.0,4944875000000.0,7139972000000.0,0.0,0.0,13839744000000.0,0.0,10117791000000.0,11629677000000.0,-22198679000000.0,35070928000000.0,34619717000000.0,48459461000000.0,242951000000.0,48702412000000.0,11629677000000,1648089000000.0,770962000000.0,0.0,-749401000000.0,-529246000000.0,-312504000000.0,562351000000.0,-9827817000000.0,-1506427000000,11792900000000.0,-1469648000000,0.0,-8420857000000.0,0.0,0.0,-9890505000000,0.0,0.0,0.0,-4654340000000,1115849000000,-3538491000000,0.0,-1636096000000,2113803000000,3749899000000,10323252000000,,20.235,17.97,9.98,804900.0,0.505,0.505,10.485000000000001
2009,30404390000000,19906073000000,10498317000000,0.3453,0.0,2624978000000,0.0,2624978000000,22531051000000,479694000000.0,138801000000.0,3392461000000.0,10777345000000,0.3545,7873339000000,0.259,-622495000000,7250844000000,0.2385,2114029000000,5132054000000,0.1688,2536.07,2536.07,2023625629,2023625629,3562119000000.0,462258000000.0,4024377000000.0,2969120000000.0,2042697000000.0,3081594000000.0,12117788000000.0,27944874000000.0,2507552000000.0,96027000000.0,2603579000000.0,3786924000000.0,1408659000000.0,7697693000000.0,43441729000000.0,0.0,55559517000000.0,3280232000000.0,602544000000.0,2433022000000.0,0.0,3587437000000.0,7470213000000.0,6711141000000.0,0.0,1194848000000.0,6672047000000.0,14578036000000.0,0.0,0.0,22048249000000.0,0.0,10117791000000.0,5132054000000.0,-31328440000000.0,48648552000000.0,32569957000000.0,54618206000000.0,941311000000.0,55559517000000.0,5132054000000,3392461000000.0,165210000000.0,0.0,405732000000.0,2030376000000.0,-291819000000.0,1536580000000.0,-1395959000000.0,310180000000,9405637000000.0,-12850662000000,-1082580000000.0,-7939870000000.0,15917196000000.0,0.0,-5955916000000,0.0,41044000000.0,0.0,-8902602000000,6860153000000,-2001405000000,0.0,1448316000000,3562119000000,2113803000000,-3445025000000,,23.545,24.325000000000003,14.15,1068050.0,1.636,2.141,16.291
2010,41968311000000,25959001000000,16009310000000,0.3815,0.0,3130468000000,0.0,3130468000000,29089469000000,156336000000.0,145910000000.0,1813270000000.0,13344301000000,0.318,12878842000000,0.3069,-1386225000000,11492617000000,0.2738,3238650000000,8146471000000,0.1941,4025.68,4025.68,2023625629,2023625629,3726778000000.0,327782000000.0,4054560000000.0,2736592000000.0,2192088000000.0,3646398000000.0,12629638000000.0,22266258000000.0,11068676000000.0,0.0,11068676000000.0,5177491000000.0,2040140000000.0,15587153000000.0,56139718000000.0,0.0,68769356000000.0,4062602000000.0,1079169000000.0,3589263000000.0,0.0,4900807000000.0,10042578000000.0,7833715000000.0,0.0,0.0,9078931000000.0,16912646000000.0,0.0,0.0,26955224000000.0,0.0,10118128000000.0,8146471000000.0,-22932396000000.0,45995978000000.0,41328181000000.0,68283405000000.0,485951000000.0,68769356000000.0,8146471000000,1813270000000.0,37609000000.0,0.0,1395176000000.0,794512000000.0,-129823000000.0,1248736000000.0,100191000000.0,2964286000000,14356812000000.0,-6445151000000,-1163131000000.0,-11808784000000.0,10578200000000.0,-3870073000000.0,-12708939000000,2761449000000.0,0.0,0.0,-3789828000000,-454835000000,-1483214000000,0.0,164659000000,3726778000000,3562119000000,7911661000000,0.0005,28.61,31.395,19.0,2660200.0,0.965,3.106,22.106
2011,65752268000000,36665056000000,29087212000000,0.4424,0.0,460879000000,2935370000000.0,3396249000000,40061305000000,193087000000.0,415222000000.0,2255677000000.0,26078954000000,0.3966,25690963000000,0.3907,-2049531000000,23641432000000,0.3596,7955721000000,15452334000000,0.235,7516.33,7516.33,2055834922,2055834922,6585628000000.0,1531911000000.0,8117539000000.0,4635834000000.0,2761605000000.0,3522335000000.0,19037313000000.0,30033380000000.0,0.0,0.0,0.0,5474805000000.0,0.0,37731888000000.0,73240073000000.0,0.0,92277386000000.0,1974233000000.0,831594000000.0,8617438000000.0,0.0,12946610000000.0,15752437000000.0,7969978000000.0,0.0,1788224000000.0,9825261000000.0,19583463000000.0,0.0,0.0,35335900000000.0,0.0,10279175000000.0,15125899000000.0,22495637000000.0,6788144000000.0,54688855000000.0,90024755000000.0,2252631000000.0,92277386000000.0,15452334000000,2255677000000.0,394087000000.0,0.0,1460854000000.0,0.0,-561846000000.0,-121422000000.0,560249000000.0,3433359000000,22996311000000.0,-10189522000000,-868954000000.0,-15996179000000.0,9667021000000.0,0.0,-17387634000000,-245454000000.0,0.0,0.0,-5896886000000,3392513000000,-2749827000000,0.0,2858850000000,6585628000000,3726778000000,12806789000000,0.0005,42.97,42.64,26.915,7595200.0,1.602,4.708,31.622999999999998
2012,68852002000000,40535508000000,28316494000000,0.4113,0.0,5058659000000,809435000000.0,5868094000000,46403602000000,383795000000.0,581597000000.0,5002497000000.0,27496436000000,0.3994,24206290000000,0.3516,-1874589000000,22331701000000,0.3243,7133395000000,14778947000000,0.2146,7188.78,7188.78,2055834922,2055834922,7940690000000.0,1371559000000.0,9312249000000.0,5261501000000.0,2806282000000.0,5503595000000.0,22883627000000.0,55659257000000.0,2842518000000.0,569320000000.0,3411838000000.0,5880038000000.0,0.0,26044818000000.0,90995951000000.0,0.0,113879578000000.0,10905375000000.0,2239139000000.0,7859948000000.0,0.0,9989212000000.0,23133726000000.0,11466686000000.0,369517000000.0,1790546000000.0,9776055000000.0,23402804000000.0,0.0,0.0,46536530000000.0,0.0,10279175000000.0,14456513000000.0,12292736000000.0,27712457000000.0,64740881000000.0,111277411000000.0,2602167000000.0,113879578000000.0,14778947000000,5002497000000.0,37521000000.0,0.0,-1173610000000.0,-2517198000000.0,-390847000000.0,2318922000000.0,-107396000000.0,1885878000000,20531233000000.0,-15467862000000,0.0,-15281566000000.0,14725312000000.0,0.0,-16024116000000,0.0,0.0,0.0,-8386790000000,5040426000000,-3346364000000,0.0,1160753000000,7940690000000,6779937000000,5063371000000,0.0006,58.14,58.56,39.185,11285950.0,3.41,8.118,47.303000000000004
2013,70428714000000,42554282000000,27874432000000,0.3958,0.0,2401560000000,3717437000000.0,6118997000000,48673279000000,461303000000.0,592643000000.0,5193352000000.0,26981336000000,0.3831,21834729000000,0.31,47478000000,21882207000000,0.3107,8088838000000,13106503000000,0.1861,6375.27,6375.27,2055834922,2055834922,8841438000000.0,1659308000000.0,10500746000000.0,6176891000000.0,3259399000000.0,8790126000000.0,28727162000000.0,92070603000000.0,2175084000000.0,293286000000.0,2468370000000.0,2944037000000.0,0.0,6217822000000.0,103700832000000.0,0.0,132427994000000.0,5459752000000.0,774559000000.0,9619049000000.0,1481829000000.0,14586487000000.0,22302627000000.0,21423992000000.0,335550000000.0,2177409000000.0,10495465000000.0,34432416000000.0,0.0,0.0,56735043000000.0,0.0,10279175000000.0,12590066000000.0,15300726000000.0,32949236000000.0,71119203000000.0,127854246000000.0,4573748000000.0,132427994000000.0,13106503000000,5193352000000.0,-202733000000.0,0.0,-3409449000000.0,-6090115000000.0,-465611000000.0,676518000000.0,-915552000000.0,2835088000000,17522761000000.0,-14227777000000,0.0,-7567590000000.0,11933852000000.0,199071000000.0,-9662444000000,0.0,0.0,0.0,-14570467000000,7492714000000,-7077753000000,118184000000.0,900748000000,8841438000000,7940690000000,3294984000000,0.0005,46.58,45.795,32.435,9181100.0,3.206,11.324,43.759
2014,68925338000000,45054016000000,23871322000000,0.3463,0.0,2976906000000,4564203000000.0,7541109000000,52595125000000,467073000000.0,817546000000.0,6483366000000.0,21946250000000,0.3184,16601989000000,0.2409,-1181242000000,15420747000000,0.2237,7135068000000,7510270000000,0.109,3653.15,3653.15,2055834922,2055834922,7951201000000.0,1087439000000.0,9038640000000.0,4109054000000.0,3023503000000.0,8581201000000.0,24752398000000.0,82316369000000.0,1747561000000.0,261310000000.0,2008871000000.0,1686658000000.0,0.0,31416995000000.0,117428893000000.0,0.0,142181291000000.0,6304889000000.0,1789320000000.0,7495613000000.0,1429002000000.0,10865166000000.0,20388377000000.0,33859657000000.0,333310000000.0,2774106000000.0,12083934000000.0,49051007000000.0,0.0,0.0,69439384000000.0,0.0,10279175000000.0,6747349000000.0,17963370000000.0,33556078000000.0,68545972000000.0,137985356000000.0,4195935000000.0,142181291000000.0,7510270000000,6483366000000.0,403413000000.0,0.0,-63130000000.0,1765004000000.0,567950000000.0,94667000000.0,46744000000.0,3171130000000,17505049000000.0,-15682392000000,-5684018000000.0,-5684018000000.0,7106487000000.0,5844280000000.0,-14099661000000,0.0,0.0,0.0,-12558250000000,7153082000000,-5405168000000,1109543000000.0,-890237000000,7951201000000,8841438000000,1822657000000,0.0004,34.59,34.295,25.295,11487550.0,2.646,13.969999999999999,39.265
2015,52347271000000,36994516000000,15352755000000,0.2933,0.0,1194740000000,4371740000000.0,5566480000000,42560996000000,293507000000.0,2396445000000.0,170640000000.0,-3916421000000,-0.0748,2131165000000,0.0407,-7709791000000,-5578626000000,-0.1066,710353000000,-7193859000000,-0.1374,-1939.71,-1939.71,2055834734,2055834734,6550450000000.0,1242715000000.0,7793165000000.0,7929146000000.0,3057958000000.0,1333069000000.0,20113338000000.0,89148370000000.0,1159922000000.0,388051000000.0,1547973000000.0,3188086000000.0,8239472000000.0,1350951000000.0,103474852000000.0,0.0,123588190000000.0,7757277000000.0,4573620000000.0,2803559000000.0,0.0,5112710000000.0,17443607000000.0,48649718000000.0,0.0,6026050000000.0,8367852000000.0,63043620000000.0,0.0,0.0,80487227000000.0,0.0,25040068000000.0,-7763907000000.0,17342048000000.0,6607699000000.0,41225908000000.0,121713135000000.0,1875055000000.0,123588190000000.0,-7193859000000,170640000000.0,710353000000.0,0.0,-3368426000000.0,751031000000.0,-183231000000.0,-2202808000000.0,-206444000000.0,20092767000000,10411475000000.0,-14251509000000,613998000000.0,112255000000.0,1208898000000.0,771319000000.0,-11545039000000,-4903592000000.0,0.0,0.0,-5493400000000,9004809000000,-1392183000000,1458019000000.0,-1067728000000,6550450000000,7618178000000,-3840034000000,0.0003,13.88,12.275,9.785,19163750.0,1.034,15.004,24.789
2016,48485561000000,34251423000000,14234138000000,0.2936,0.0,1491997000000,2840906000000.0,4332903000000,38584326000000,386001000000.0,3345515000000.0,223017000000.0,10559459000000,0.2178,8904548000000,0.1837,-1114022000000,7790526000000,0.1607,4543046000000,2447881000000,0.0505,761.25,761.25,2055834734,2055834734,8410467000000.0,5367147000000.0,13777614000000.0,5341799000000.0,3841901000000.0,1167848000000.0,24129162000000.0,84669549000000.0,1159922000000.0,272132000000.0,1432054000000.0,2924052000000.0,5726961000000.0,1556146000000.0,96308762000000.0,0.0,120437924000000.0,6854363000000.0,4126203000000.0,2130940000000.0,0.0,5406792000000.0,16387358000000.0,48095824000000.0,0.0,3118650000000.0,9275591000000.0,60490065000000.0,0.0,0.0,76877423000000.0,0.0,25040067000000.0,-402462000000.0,10781554000000.0,6607699000000.0,42026858000000.0,118904281000000.0,1533643000000.0,120437924000000.0,2447881000000,223017000000.0,4543046000000.0,0.0,-409987000000.0,-1400583000000.0,-217198000000.0,-619131000000.0,-11677000000.0,7428983000000,14232940000000.0,-5837477000000,966715000000.0,-5446507000000.0,69253000000.0,864447000000.0,-9383569000000,-3149917000000.0,0.0,0.0,-1712298000000,2099194000000,-2763021000000,-226333000000.0,1860017000000,8410467000000,6550450000000,8395463000000,0.000325,8.530000000000001,8.725,7.25,22799500.0,0.0,15.004,22.253999999999998
2017,55954228000000,36908325000000,19045903000000,0.3404,0.0,1658712000000,2876588000000.0,4535300000000,41443625000000,405562000000.0,3139041000000.0,149312000000.0,16267160000000,0.2907,16171855000000,0.289,-2402193000000,13769662000000,0.2461,5800268000000,7178539000000,0.1283,3220.1,3220.1,2055834734,2055834734,7945885000000.0,2967878000000.0,10913763000000.0,6724292000000.0,4601396000000.0,984565000000.0,23224016000000.0,82712639000000.0,1159922000000.0,380226000000.0,1540148000000.0,4896307000000.0,4016161000000.0,1458141000000.0,94623396000000.0,0.0,117847412000000.0,6968207000000.0,5144504000000.0,2005688000000.0,0.0,4733900000000.0,16846611000000.0,38403331000000.0,0.0,1333280000000.0,13048491000000.0,52785102000000.0,0.0,0.0,69631713000000.0,0.0,25040067000000.0,5210302000000.0,2177869000000.0,14006715000000.0,46434953000000.0,116066666000000.0,1780746000000.0,117847412000000.0,7178539000000,149312000000.0,5800268000000.0,0.0,-2657201000000.0,-2189473000000.0,-323626000000.0,21417000000.0,-165519000000.0,6502708000000,16973626000000.0,-5965556000000,-85020000000.0,175868000000.0,564754000000.0,926195000000.0,-4383759000000,-9007340000000.0,0.0,0.0,-1504647000000,-2252152000000,-12764139000000,-290310000000.0,-464582000000,7945885000000,8410467000000,11008070000000,0.000332,9.25,9.33,7.795,20736450.0,0.161,15.165,22.96
