,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2000,115609328037,57062180637,58547147400,0.5064,6306257748,1.0,4697483049.0,11003740798,68065921435,2018940228.0,2367417020.0,25580030964,78636748361,0.6802,47543406602,0.4112,3145893775,50689300378,0.4385,-91059595,50780359973,0.4392,19.69,19.69,2594347710,2594347710,62756683470,0.0,62756683470,21802249824,10790562008,1697317738,97046813040,163415416737,0.0,467913868.0,467913868.0,0.0,3816357295,33503374669,201203062569.0,0.0,298249875609,9477615098.0,13591389587,0.0,0.0,19038276546.0,42107281231,35533937413,0.0,0.0,3046092459,38580029872,0.0,0.0,80687311103.0,0.0,114714493675,56385160827,-62621120568.0,99930455182,208408989116,289096300219.0,9153575390,298249875609,50780359973,25580030964,0.0,0.0,-8023807273,0.0,-6428608732.0,0.0,0.0,88377476,68424961140,-83482675107,0.0,-10041489223,3580529501.0,18860561330,-71083073499,0.0,38514764977.0,-1479072723.0,0.0,1714172041,38749864295,-137516546.0,35954235390,62756683470.0,26802448080,-15057713967,,12.12,10.595,5.65,27220277.0,0.0,0.0,5.65
2001,69816793270,60567910820,9248882451,0.1325,8959686605,0.0,6701434531.0,15661121136,76229031956,2487482876.0,2525944420.0,36267522705,32596158540,0.4669,-6412238686,-0.0918,214930101,-6197308585,-0.0888,-3040000438,-3157308147,-0.0452,-1.19,-1.19,2692687152,2692687152,76904067018,1286433752.0,78190500770,9103288024,5717203620,7775560560,100786552975,169121178200,-1.0,0.0,-1.0,0.0,4371224406,46415356334,219907758939.0,0.0,320694311914,15652030226.0,10473637872,0.0,0.0,8398532678.0,34524200776,54695357526,1.0,0.0,2558007361,57253364888,114506729776.0,0.0,91777565664.0,0.0,133356977245,34152382540,-95327251489.0,141140160184,213322268481,305099834144.0,15594477770,320694311914,-3157308147,36267522705,-3394091398.0,0.0,9038043260,0.0,3493497007.0,0.0,0.0,1002202942,39756369361,-43050845360,-1.0,-5674371446,4880035668.0,588146938,-43257034201,-1.0,7106294730.0,-4599651012.0,0.0,16108848474,18615492191,-680839259.0,14433988092,76904067018.0,62470078926,-3294475999,,9.56,10.08,5.375,36010865.0,0.0,0.0,5.375
2002,75604907183,63037011060,12567896123,0.1662,7385669842,0.0,5069704538.0,12455374380,75492385440,1648000062.0,1458852229.0,38358401438,47177497421,0.624,112521743,0.0015,7247722011,7360243754,0.0974,271373923,7088869831,0.0938,2.63,2.63,2690778184,2725672864,81075968258,2532382704.0,83608350961,12115791759,8460104665,7002017654,111186265039,167474649759,0.0,0.0,0.0,0.0,5245391501,43901149472,216621190732.0,0.0,327807455771,13729774428.0,8981739467,0.0,1.0,6505287200.0,29216801096,62469358864,1.0,0.0,2117147905,64586506770,0.0,0.0,93803307865.0,0.0,155116875382,20051687708,-621878284.0,43395410323,217942095129,311745402995.0,16062052776,327807455771,7088869831,38358401438,125356526.0,0.0,-8019548127,0.0,-3647200137.0,0.0,0.0,-6953461130,30599618539,-36063410048,-66156524.0,-5480034988,12415130900.0,-1335791354,-30530262014,1.0,194782616.0,-2884034891.0,0.0,5859061089,3169808815,749634811.0,3988800150,81075968258.0,77087168108,-5463791509,,9.625,8.120000000000001,4.33,58563830.5,0.18329,0.18329,4.5132900000000005
2003,95541263723,73812297704,21728966019,0.2274,5848693150,0.0,6156876535.0,12005569685,85817867389,1139320971.0,1323905026.0,40774604158,57072771797,0.5974,9723396334,0.1018,4947368802,14670765136,0.1536,977792945,13996469669,0.1465,5.25,5.13,2684013243,2745506082,118570127975,1817249715.0,120387377691,19151342731,8355959896,6165127809,154059808127,149302660053,0.0,0.0,0.0,0.0,4477385744,46072091833,199852137630.0,0.0,353911945757,6589066721.0,22923125704,0.0,0.0,14552700611.0,44064893036,60232025011,0.0,0.0,2723803266,62955828277,0.0,0.0,107020721314.0,0.0,161133424971,26748796627,821629944.0,43134943899,231838795441,338859516754.0,15052429003,353911945757,13996469669,40774604158,852427909.0,0.0,-1565161411,0.0,-1328794669.0,0.0,0.0,-4517589482,49540750844,-24777557086,0.0,-9832632336,11745807356.0,-1209100263,-24073482329,0.0,8075620316.0,-2259049410.0,0.0,11734737746,17551308652,776298871.0,43794842082,118570127975.0,74775285894,24763193757,,4.885,5.029999999999999,2.76,63183571.0,0.0,0.18329,2.9432899999999997
2004,129395463112,92538729025,36856734088,0.2848,7375277087,0.0,7640506872.0,15015783959,107554512983,1042313752.0,1437083945.0,47237114083,80942437818,0.6255,21840950129,0.1688,9953914083,31794864212,0.2457,374389845,31893849946,0.2465,11.66,11.48,2731267386,2774544332,101542627292,3148684521.0,104691311813,14029286369,10028874461,4397590976,133147063619,192328456218,0.0,4504849292.0,4504849292.0,1.0,3796925386,43123928803,243754159700.0,-1.0,376901223318,5414896805.0,11455688992,0.0,0.0,19785767949.0,36656353746,61385259403,0.0,0.0,3320887367,64706146770,0.0,0.0,101362500516.0,0.0,178205825954,42468905054,-1746941304.0,47868207564,266795997268,368158497784.0,8742725535,376901223318,31893849946,47237114083,281267819.0,0.0,5517020415,0.0,-2837337463.0,0.0,0.0,-10874135922,74055116341,-81238761105,-6825134475.0,-6140221661,8338066278.0,2601996742,-83264054221,1.0,789635472.0,-5768082213.0,0.0,-1864627512,-6843074252,-1365324835.0,-17417368663,101542627292.0,118959995955,-7183644764,,5.885,5.35,2.935,50123914.5,0.0,0.18329,3.11829
2005,100575944390,90878223660,9697720730,0.0964,9658587580,0.0,8146929900.0,17805517480,108683741140,1057877565.0,1101713270.0,54686472485,62900290475,0.6254,-8107796750,-0.0806,13728106330,5620309580,0.0559,67216940,7044887780,0.07,2.61,2.61,2683146863,2724066666,108908312805,4895787260.0,113804100065,16044229765,10740306770,4649281300,145237917900,159525990010,3533164400.0,0.0,3533164400.0,0.0,4022723395,35628825745,202710703550.0,0.0,347948621450,5515406430.0,6152224455,0.0,0.0,25388206550.0,37055837435,41800189270,0.0,51991185.0,3734617910,45586798365,0.0,0.0,82642635800.0,0.0,198496688110,26641651210,-322963585.0,34137490995,258952866730,341595502530.0,6353118920,347948621450,7044887780,54686472485,0.0,0.0,-3563484370,0.0,17231740.0,0.0,576770015.0,-12062645505,46105230390,-22220131420,0.0,-5737741915,16778387390.0,3546877445,-7632608500,0.0,1646255985.0,-16421124750.0,-1763293700.0,-13130520110,-29668682575,-1540333400.0,7263605915,108908312805.0,101644706890,23885098970,0.0304,4.86,4.765,2.615,56056727.5,0.02196,0.20525000000000002,2.82025
2006,111986525987,90624308430,21362217557,0.1908,9417414765,0.0,6786960476.0,16204375241,106828683671,1562449312.0,648310563.0,46063416991,82587095240,0.7375,5157842316,0.0461,31423934934,36581777250,0.3267,3261103798,32614263888,0.2912,12.42,12.01,2630687484,2721700776,93838717966,9646943293.0,103485661259,15253513232,10876504551,2707452572,132323131614,151804707628,3498126869.0,1.0,3498126869.0,0.0,4183453958,75787296285,235273584741.0,0.0,367596716355,4864023642.0,9409398862,0.0,-1.0,21824793792.0,36098216295,30378381002,-1.0,52592142.0,3710548289,34141521432,0.0,0.0,70239737727.0,0.0,191293813657,34790614034,26728799192.0,38306695222,291119922105,361359659832.0,6237056523,367596716355,32614263888,46063416991,-2802307.0,0.0,-4388185325,0.0,-1261885548.0,0.0,1354198768.0,-27215618643,47071074603,-33234844642,-1.0,-11377205200,28076383211.0,27632055,-16508034577,1.0,1725406746.0,-27282124567.0,-7154747033.0,-12337158417,-45048623270,-285737602.0,-14771320845,93838717966.0,108610038811,13836229961,0.0307,4.35,4.41,2.43,85980384.5,0.08373,0.28898,2.71898
2007,113317340277,89773071839,23544268438,0.2078,9631737334,0.0,7793312287.0,17425049621,107198121460,1330479292.0,181260939.0,39079780606,59033726806,0.521,6119218816,0.054,13552182152,19671400968,0.1736,2810014814,16962670447,0.1497,5.21,5.07,3264051411,3359011076,47680675402,4805182412.0,52485857814,15849289156,11868456457,911947816,81115551242,137226108928,3498864759.0,0.0,3498864759.0,0.0,4268275122,73465457475,218458706284.0,0.0,299574257526,5687941671.0,23249788329,0.0,0.0,16353148513.0,45290878513,7495718733,0.0,47544916.0,3729454360,11272718009,0.0,0.0,56563596522.0,0.0,132152002611,31652784709,21548419774.0,51126287260,236479494354,293043090875.0,6531166651,299574257526,16962670447,39079780606,1646267047.0,0.0,-745864927,0.0,-1354803089.0,0.0,-729843652.0,-8861191861,48081661312,-28300673528,0.0,-7264837247,12883147993.0,882078193,-21800284589,0.0,2092592515.0,0.0,-12446746635.0,-62343255125,-72697409245,238502942.0,-46177529580,47680675402.0,93858204982,19780987784,0.0308,4.484999999999999,4.515000000000001,2.54,98980374.5,0.14687,0.43585,2.97585
2008,96906042391,81206549642,15699492749,0.162,8281978122,0.0,6544576001.0,14826554123,96033103764,686912758.0,71217391.0,38383282898,17110963620,0.1766,872938627,0.009,-22880097865,-22007159238,-0.2271,997864705,-22341401374,-0.2305,-8.51,-8.51,2622197000,2634078000,48613030379,2095689982.0,50708720361,8970139155,8125352421,1149168811,68953380749,108513557310,7621049.0,0.0,7621049.0,0.0,3561165184,35569506125,147651849668.0,0.0,216605230417,4339366286.0,199461253,0.0,0.0,8307436368.0,12846263907,8138196517,0.0,13599631.0,3765783785,11917579933,0.0,0.0,24763843840.0,0.0,130001795365,-7043261983,3808947831.0,58085107602,184852588816,209616432656.0,6988797761,216605230417,-22341401374,38383282898,0.0,0.0,2949346040,0.0,700643786.0,0.0,-318638695.0,26303295779,45294523344,-11525555790,-1.0,-4450364239,4759673719.0,-217659793,-11433906104,0.0,0.0,-2280631822.0,-9380066194.0,-22751788304,-34412486320,1441232382.0,889330453,48613030379.0,47723699927,33768967553,0.0305,2.91,2.625,1.5550000000000002,116801936.5,0.123,0.5588500000000001,2.1138500000000002
2009,91389765000,75974607000,15415158000,0.1687,8044155000,5523514000.0,0.0,13567669000,89542276000,170495000.0,149212000.0,34229795000,37601967000,0.4114,1847489000,0.0202,-174489000,1673000000,0.0183,-651068000,3874028000,0.0424,1.55,1.5,2539814400,2557289600,66152960000,2096091000.0,68249051000,17490054000,9141385000,7482126000,102362616000,89596360000,7615000.0,0.0,7615000.0,55226697000.0,3152277000,3292886000,151275835000.0,0.0,253638451000,5505895000.0,12929269000,181173000.0,0.0,16810712000.0,35245876000,766550000,0.0,9751000.0,3520018000,4296319000,0.0,0.0,39542195000.0,0.0,129877713000,10648813000,30596891000.0,42474904000,213598321000,253140516000.0,497935000,253638451000,3874028000,34229795000,0.0,0.0,-2418859000,0.0,1292621000.0,3103407000.0,655730000.0,-3257518000,32427446000,-17617854000,0.0,-4931520000,4029773000.0,-698224000,-19217825000,-308240000.0,0.0,0.0,0.0,5252028000,4943788000,-550708000.0,17586311000,66152960000.0,48566649000,14809592000,0.0313,3.1100000000000003,3.225,1.965,104518550.0,0.0,0.5588500000000001,2.5238500000000004
