,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2003,16656000000,10690000000.0,5966000000.0,0.35818924111431316,0.0,2559000000.0,0.0,2559000000.0,14804000000,0.0,253000000,-3110000000.0,2105000000,0.1264,3407000000.0,0.2045509125840538,1555000000,1852000000.0,0.1112,316000000,1536000000,0.0922,1.67,1.66,926000000,932000000,5877000000.0,861000000.0,6738000000.0,,,17271039000.0,24009039000.0,3974961000.0,589000000.0,0.0,589000000.0,48943000000.0,0.0,0.0,53506961000.0,131022961000,77516000000,,0.0,0.0,,,,1123000000,0.0,170000000.0,,1293000000,68514000000,0.0,67221000000,344000000.0,599000000.0,8327259000.0,164000000.0,-176259000.0,9258000000,76479000000,1037000000,77516000000,1536000000,,0.0,0.0,,0.0,0.0,0.0,0.0,1119000000,2655000000,0.0,0.0,-38420000000.0,74119000000.0,-38420000000.0,-2721000000,-213000000.0,3045750.0,-9045750.0,-368000000.0,1876000000.0,1289000000,-577000000.0,646000000,5554000000,4908000000,2655000000,0.771,13.875,14.275,7.1,9963200.0,0.39,0.39,7.489999999999999
2008,33003000000,38172000000.0,-5169000000.0,-0.15662212526133987,0.0,7781000000.0,0.0,7781000000.0,32426000000,0.0,1187000000,283000000.0,2067000000,0.0626,-12950000000.0,-0.3923885707359937,13547000000,577000000.0,0.0175,80000000,517000000,0.0157,0.32,0.32,1502000000,1512000000,17269000000.0,17269000000.0,34538000000.0,,,,,,7929000000.0,1866000000.0,9795000000.0,175356000000.0,0.0,,,211025000000,211025000000,,1876000000.0,0.0,,,1876000000.0,3689000000,127000000.0,1969000000.0,0.0,5785000000,187479000000,0.0,183570000000,638000000.0,16157000000.0,13079000000.0,-2641000000.0,160000000.0,27393000000,210963000000,62000000,211025000000,517000000,283000000.0,-237000000.0,0.0,-641000000.0,0.0,0.0,0.0,-4472000000.0,8000000000,7922000000,0.0,-16000000.0,-49567000000.0,518000000.0,41859000000.0,-7206000000,-5387000000.0,2254000000.0,-403000000.0,-1524000000.0,7130000000.0,2070000000,2138000000.0,4924000000,16790000000,11866000000,7922000000,0.8218,37.42,36.76,20.61,34120100.0,1.179,4.0440000000000005,24.654
2009,40107000000,38473000000.0,1634000000.0,0.040741017777445335,0.0,7662000000.0,0.0,7662000000.0,40259000000,0.0,1301000000,304000000.0,1435000000,0.0358,-6028000000.0,-0.15029795297578977,5858000000,-152000000.0,-0.0038,-1572000000,1402000000,0.035,0.82,0.82,1626000000,1631000000,18780000000.0,18780000000.0,37560000000.0,,,,,,7122000000.0,2005000000.0,9127000000.0,113575000000.0,0.0,,,205140000000,205140000000,,1291000000.0,0.0,,,1291000000.0,3308000000,108000000.0,1178000000.0,0.0,4594000000,179536000000,0.0,176233000000,1422000000.0,18937000000.0,12870000000.0,-4584000000.0,182000000.0,28827000000,205060000000,80000000,205140000000,1402000000,304000000.0,-1275000000.0,0.0,14101000000.0,0.0,0.0,0.0,134000000.0,-2510000000,12022000000,0.0,-13000000.0,-48488000000.0,511000000.0,38184000000.0,-9806000000,-6130000000.0,2455000000.0,0.0,-1149000000.0,6007000000.0,1183000000,-1934000000.0,1465000000,18255000000,16790000000,12022000000,0.9507,17.695,17.9,10.75,58881050.0,0.901947,4.945947,15.695947
2010,37633000000,37656000000.0,-23000000.0,-0.0006111657322031196,0.0,7488000000.0,0.0,7488000000.0,38805000000,0.0,1077000000,280000000.0,106000000,0.0028,-7511000000.0,-0.19958547019902745,6260000000,-1172000000.0,-0.0311,-860000000,-391000000,-0.0104,-0.27,-0.27,1765000000,1765000000,11791000000.0,11791000000.0,23582000000.0,,,,,,5941000000.0,1916000000.0,7857000000.0,123826000000.0,0.0,,,217672000000,217672000000,,978000000.0,0.0,,,978000000.0,5443000000,128000000.0,1393000000.0,0.0,6964000000,196785000000,0.0,190799000000,1422000000.0,19254000000.0,11473000000.0,-5642000000.0,207000000.0,26714000000,217513000000,159000000,217672000000,-391000000,280000000.0,-456000000.0,0.0,886000000.0,0.0,0.0,0.0,-13833000000.0,11243000000,11562000000,0.0,-28000000.0,-76097000000.0,137000000.0,55532000000.0,-20456000000,-1399000000.0,3000000.0,0.0,-691000000.0,4329000000.0,2242000000,-339000000.0,-6991000000,11264000000,18255000000,11562000000,1.0027,16.515,16.3,9.915,51131600.0,0.504,5.449947,15.364946999999999
2011,50983000000,50319000000.0,664000000.0,0.013023949159523762,0.0,7874000000.0,0.0,7874000000.0,50835000000,0.0,1249000000,345000000.0,1626000000,0.0319,-7210000000.0,-0.14141968891591314,7242000000,148000000.0,0.0029,-97000000,129000000,0.0025,0.02,0.02,1786000000,1789000000,12813000000.0,0.0,12813000000.0,781000000.0,,,,,3404000000.0,2038000000.0,5442000000.0,130730000000.0,0.0,,,462102000000,462102000000,,0.0,0.0,,,,5503000000,0.0,766000000.0,,6269000000,443492000000,0.0,437223000000,1813000000.0,0.0,2501000000.0,96000000.0,20054000000.0,24464000000,461687000000,415000000,462102000000,129000000,345000000.0,-210000000.0,23000000.0,24999000000.0,0.0,0.0,0.0,-1147000000.0,-15953000000,9333000000,0.0,0.0,0.0,0.0,-9222000000.0,-9222000000,-946000000.0,549000000.0,0.0,-717000000.0,1769000000.0,655000000,192000000.0,958000000,12280000000,11322000000,9333000000,0.9807,17.465,16.665,10.44,62177000.0,0.526,5.975947,16.415947
2012,28841000000,30556000000.0,-1715000000.0,-0.05946395756041746,0.0,4531000000.0,0.0,4531000000.0,27672000000,9922000000.0,967000000,390000000.0,2467000000,0.0855,-6246000000.0,-0.21656669324919386,7356000000,1169000000.0,0.0405,-523000000,1633000000,0.0566,0.9,0.88,1812000000,1888000000,13484000000.0,0.0,13484000000.0,1009000000.0,,,,,3100000000.0,2013000000.0,5113000000.0,131276000000.0,0.0,,,486056000000,486056000000,,0.0,0.0,,,,7614000000,0.0,694000000.0,,8308000000,468268000000,0.0,459960000000,2497000000.0,19886000000.0,3178000000.0,-369000000.0,403000000.0,25595000000,485555000000,501000000,486056000000,1633000000,390000000.0,-1504000000.0,17000000.0,12518000000.0,0.0,0.0,0.0,-175000000.0,-1974000000,11080000000,0.0,0.0,0.0,71550000000.0,-82544000000.0,-10994000000,-1154000000.0,0.0,0.0,-733000000.0,2593000000.0,706000000,-221000000.0,571000000,12851000000,12280000000,11080000000,1.0067,12.015,12.21,8.035,52218450.0,0.522,6.497947,14.532947
2013,17500000000,18086000000.0,-586000000.0,-0.033485714285714285,0.0,4624000000.0,0.0,4624000000.0,13753000000,10095000000.0,1045000000,426000000.0,5170000000,0.2954,-5210000000.0,-0.2977142857142857,8909000000,3747000000.0,0.2141,581000000,3118000000,0.1782,1.63,1.62,1839877301,1851234568,13630000000.0,0.0,13630000000.0,734000000.0,,,,,3110000000.0,2188000000.0,5298000000.0,128032000000.0,0.0,,,513628000000,513628000000,,0.0,0.0,,,,8816000000,0.0,617000000.0,,9433000000,494028000000,0.0,484595000000,2693000000.0,20234000000.0,5294000000.0,46000000.0,390000000.0,28657000000,513252000000,376000000,513628000000,3118000000,426000000.0,475000000.0,15000000.0,-11678000000.0,0.0,0.0,0.0,-3236000000.0,17352000000,9708000000,0.0,-359000000.0,0.0,57721000000.0,-67909000000.0,-10547000000,-555000000.0,17000000.0,0.0,-761000000.0,1792000000.0,493000000,479000000.0,133000000,12886000000,12753000000,9708000000,0.9413,16.065,16.225,11.11,37945900.0,0.51,7.007947,18.117947
2014,53203000000,52977000000.0,226000000.0,0.0042478807586038385,0.0,4772000000.0,0.0,4772000000.0,48939000000,10823000000.0,1131000000,462000000.0,5786000000,0.1088,-4546000000.0,-0.0854463094186418,8739000000,4264000000.0,0.0801,671000000,3522000000,0.0662,1.82,1.8,1854395604,1875000000,21079000000.0,0.0,21079000000.0,737000000.0,,,,,3181000000.0,2280000000.0,5461000000.0,148989000000.0,0.0,,,579406000000,579406000000,,0.0,0.0,,,,8967000000,0.0,1228000000.0,,10195000000,555675000000,0.0,545480000000,2693000000.0,20556000000.0,7624000000.0,2166000000.0,423000000.0,33462000000,578942000000,464000000,579406000000,3522000000,462000000.0,98000000.0,14000000.0,23952000000.0,0.0,0.0,0.0,-804000000.0,-17242000000,10806000000,0.0,-199000000.0,0.0,58871000000.0,-62738000000.0,-4066000000,-1000000000.0,43000000.0,-800000000.0,-910000000.0,2688000000.0,21000000,790000000.0,7551000000,20437000000,12886000000,10806000000,0.8604,19.285,19.17,13.55,31873350.0,0.641,7.648947,21.198947
2015,32815000000,34143000000.0,-1328000000.0,-0.040469297577327444,0.0,6221000000.0,0.0,6221000000.0,30197000000,12007000000.0,1101000000,580000000.0,4230000000,0.1289,-7549000000.0,-0.2300472344964193,10098000000,2618000000.0,0.0798,328000000,2221000000,0.0677,1.06,1.05,1957547170,1976190476,17885000000.0,0.0,17885000000.0,878000000.0,,,,,5685000000.0,3699000000.0,9384000000.0,174810000000.0,0.0,,,704643000000,704643000000,,0.0,0.0,,,,9548000000,0.0,1235000000.0,,10783000000,673488000000,0.0,662705000000,2693000000.0,22799000000.0,8398000000.0,6992000000.0,464000000.0,41346000000,704051000000,592000000,704643000000,2221000000,580000000.0,-343000000.0,16000000.0,6237000000.0,0.0,0.0,0.0,-2809000000.0,1623000000,10334000000,0.0,-3808000000.0,0.0,66950000000.0,-77007000000.0,-13865000000,-2593000000.0,37000000.0,0.0,-1427000000.0,1977000000.0,-2006000000,2102000000.0,-3435000000,17002000000,20437000000,10334000000,0.7224,17.225,16.8,12.23,41596650.0,0.524,8.172947,20.402947
2016,51691000000,52691000000.0,-1000000000.0,-0.01934572749608249,0.0,6995000000.0,0.0,6995000000.0,48362000000,12810000000.0,1013000000,693000000.0,4892000000,0.0946,-7995000000.0,-0.1546690913311795,11181000000,3329000000.0,0.0644,196000000,2990000000,0.0578,1.42,1.41,1973000000,1977000000,15151000000.0,0.0,15151000000.0,845000000.0,,,,,5884000000.0,4223000000.0,10107000000.0,188118000000.0,0.0,,,720681000000,720681000000,,0.0,0.0,,,,12876000000,0.0,1359000000.0,,14235000000,692093000000,0.0,677858000000,3577000000.0,22865000000.0,9759000000.0,5347000000.0,532000000.0,42080000000,719938000000,743000000,720681000000,2990000000,693000000.0,-235000000.0,19000000.0,16152000000.0,0.0,0.0,0.0,-1020000000.0,-2583000000,17036000000,0.0,-495000000.0,0.0,82001000000.0,-104245000000.0,-22739000000,-1107000000.0,66000000.0,0.0,-1593000000.0,5920000000.0,3286000000,-347000000.0,-2764000000,14238000000,17002000000,17036000000,0.7443,14.015,14.12,10.66,52827650.0,0.5569999999999999,8.729947000000001,19.389947
