,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2004,36642693,9140021,27502672,0.7506,9029359,26324592,0.0,35353951,44493972,81258.0,0.0,3527866,33086565,0.903,-9764533,-0.2665,15876051,6111518,0.1668,5074489.0,24484210,0.6682,35.11,26.11,342535,484270,793563459,0.0,793563459,30017226,0.0,31619975,855200660,8083895,0.0,33300630.0,33300630.0,0.0,3150631.0,127064064.0,171599220,0.0,1026799880,2272650,0.0,0.0,2222725.0,144799305,149294680,0.0,,0.0,0.0,,0.0,0.0,149294680,0.0,2002178,7328365,39561.0,855967614,865337718,1014632398,12167481.0,1026799880,24484210,3527866,4480963.0,0.0,16931093,0.0,0.0,0.0,0.0,-14340546,35083586,-20369282,0.0,0.0,0.0,-105915709.0,-126284991,0.0,813208577.0,0.0,0.0,8653771.0,821862348,124396,730785339,793563459,62778120,14714304,0.1208,571.5,708.6,659.4409,459121.0,0.0,0.0,659.4409
2005,465216828,240514046,224702782,0.483,40658897,124306840,0.0,164965737,405479782,10025705.0,0.0,73285404,145955050,0.3137,59737046,0.1284,24498769,84235815,0.1811,168324.0,72501322,0.1558,90.04,87.64,806403,826832,488444320,0.0,488444320,10598196,0.0,112197446,611239962,231531316,30212103.0,289153420.0,319365522.0,-1.0,2105327.0,49988763.0,602990928,0.0,1214230890,15955198,0.0,0.0,76546226.0,179359665,271861089,0.0,,0.0,0.0,,0.0,0.0,271861089,0.0,2004852,79831220,-32359.0,860566088,942369801,1214230890,0.0,1214230890,72501322,73285404,-437931.0,0.0,-25499786,0.0,0.0,0.0,-2819024.0,29111023,148960031,-254391084,-209943496.0,0.0,22202125.0,-41716881.0,-483849336,0.0,3833209.0,0.0,0.0,35656718.0,39489927,-9886009,-305285387,488444320,793729707,-105431053,0.1239,573.75,562.6500000000001,523.6161500000001,109485.5,0.0,0.0,523.6161500000001
2006,984992076,523588526,461403549,0.4684,30755601,160721462,0.0,191477063,715065589,9128549.0,0.0,166304643,475849908,0.4831,269926486,0.274,37521235,307447721,0.3121,-2667501.0,312212766,0.317,383.03,381.23,815216,818864,937052671,0.0,937052671,10165881,0.0,138955279,1086173831,227319597,30174212.0,244064697.0,274238909.0,1.0,5386560.0,30092135.0,537037202,0.0,1623211033,12682244,0.0,0.0,111208405.0,164292101,288182750,0.0,,0.0,0.0,,0.0,0.0,288182750,0.0,2039943,371270134,20727876.0,940990331,1335028284,1623211033,0.0,1623211033,312212766,166304643,-3283878.0,0.0,103290278,0.0,0.0,0.0,-6112219.0,19880436,598404244,-124667077,-79958076.0,-7971704.0,7894298.0,48415.0,-204654144,0.0,57991029.0,0.0,0.0,0.0,57991029,-2520214,449220915,937052671,487831757,473737167,0.1281,723.45,766.05,712.9052999999999,199330.0,0.0,0.0,712.9052999999999
2007,1281445212,701052573,580392638,0.4529,41489611,283968308,18731292.0,344189210,1045241783,50728477.0,0.0,212268977,462788959,0.3611,236203428,0.1843,20631679,256835107,0.2004,9281952.0,241238031,0.1883,263.74,261.64,913541,921353,2218464507,0.0,2218464507,26692565,0.0,173071108,2418228180,344888255,30243141.0,361502418.0,391745559.0,0.0,29398710.0,66504301.0,832536825,1665073650.0,3250765005,49016378,1.0,0.0,167155914.0,224470710,440643003,0.0,,0.0,0.0,,0.0,0.0,440643003,0.0,2353843,551626234,34437959.0,2221703966,2810122002,3250765005,0.0,3250765005,241238031,212268977,-29125537.0,0.0,70146227,0.0,0.0,0.0,-454865.0,122954431,617482129,-490989702,0.0,-10014366.0,38746685.0,8430.0,-462248953,0.0,1283814490.0,-107481578.0,0.0,0.0,1176332912,-52294781,1279271308,2218464507,939193199,126492428,0.1369,1057.8,1051.0500000000002,978.13345,269143.0,0.0,0.0,978.13345
2008,1711490694,997948540,713542154,0.4169,73819607,423023167,0.0,496842774,1494791314,56690807.0,0.0,307496208,452260777,0.2642,134549625,0.0786,9560210,144109835,0.0842,47928533.0,96836036,0.0566,377.7,377.1,922155,923472,2152585574,68039221.0,2220624795,8960792,0.0,264399657,2493985244,200034094,30199751.0,217928556.0,248128307.0,320860929.0,0.0,0.0,769023330,0.0,3263008574,29758563,0.0,99473495.0,201645952.0,312362021,543766536,0.0,,0.0,0.0,,0.0,0.0,543766536,0.0,2190645,549964327,13643131.0,2153443935,2719242038,3263008574,0.0,3263008574,96836036,307496208,34474878.0,52049596.0,-19135553,-6999641.0,0.0,-14360918.0,0.0,220912931,692634096,-121168262,24652900.0,-1094528389.0,728000000.0,-24468790.0,-487512541,0.0,0.0,0.0,0.0,-235734143.0,-235734143,-32083695,-62696283,2152585574,2215281857,571465834,0.1466,624.9,582.0,541.62375,126866.0,0.0,0.0,541.62375
2009,760515853,712472751,48043102,0.0632,114443552,337569026,0.0,452012578,1164485329,0.0,0.0,174431163,-236257110,-0.3107,-482841119,-0.6349,92341404,-390499715,-0.5135,-5535866.0,-405152407,-0.5327,-478.2,-478.2,847153,847153,1675081345,0.0,1675081345,2030638,0.0,125684971,1802796954,75977200,0.0,131506133.0,131506133.0,309410035.0,5267185.0,0.0,522160553,0.0,2324957507,35013675,0.0,6300465.0,10933464.0,265560767,311507906,0.0,,0.0,0.0,,0.0,0.0,311507906,0.0,2051712,-88364685,0.0,2097688957,2011375984,2322883890,2073617.0,2324957507,-405152407,174431163,-7407081.0,71236297.0,-200376670,6547740.0,0.0,5529144.0,-603910.0,261183095,-106085603,-44350467,23897622.0,-26837000.0,68039221.0,-37024978.0,-16275602,0.0,0.0,0.0,-201028477.0,-155519713.0,-356548190,1405166,-477504229,1675081345,2152585574,-150436070,0.1465,279.9,267.6,267.6,76267.5,33.3,33.3,300.90000000000003
2010,102837590,103256343,-418753,-0.0041,139431649,175983658,0.0,315415307,418671650,23183239.0,0.0,35790083,-456453491,-4.4386,-353783512,-3.4402,42441525,-311341987,-3.0275,7368020.0,-499611594,-4.8583,-596.7,-596.7,837388,837388,1416189294,0.0,1416189294,10712252,0.0,134551661,1561453207,58061464,10548323.0,95604778.0,106153101.0,74843710.0,0.0,56827902.0,295886177,0.0,1857339384,46948658,0.0,5437764.0,18508169.0,250861942,316318769,0.0,0.0,5803848.0,,5803848.0,0.0,0.0,322122617,0.0,2051878,-587976279,-2096698.0,2119185865,1531164766,1853287383,4052001.0,1857339384,-499611594,35790083,7407081.0,30179917.0,-51798681,-9792038.0,0.0,4163941.0,-18016107.0,230481605,-247551589,-20162262,-7512404.0,-39093200.0,6827900.0,40520124.0,-7114301,0.0,0.0,-598739.0,0.0,91670.0,-507069,-3719092,-258892051,1416189294,1675081345,-267713851,0.1517,182.85,179.55,179.55,39103.5,0.0,33.3,212.85000000000002
2011,106376554,39117993,67258561,0.6323,212121930,265161999,0.0,477283929,516401922,0.0,0.0,18794284,-265535482,-2.4962,-384032364,-3.6101,29763374,-354268990,-3.3303,165.0,-284329931,-2.6729,-341.7,-341.7,831872,831872,1071725828,0.0,1071725828,10054911,0.0,86885265,1168666004,60513021,10035775.0,235529426.0,245565201.0,78393243.0,0.0,75756603.0,460228068,0.0,1628894072,44149842,0.0,5797785.0,43672362.0,223702790,311524994,0.0,0.0,5521837.0,60016072.0,65537909.0,0.0,0.0,377062903,0.0,1996367,-872306210,-5968056.0,2139058605,1262780706,1639843609,-10949537.0,1628894072,-284329931,18794284,0.0,53271520.0,-4519860,657341.0,0.0,-18019185.0,5153586.0,-54110577,-270894564,-90640135,73073785.0,-33984340.0,28019115.0,-17759498.0,-41291073,0.0,0.0,0.0,0.0,-21571301.0,-21571301,-10706528,-344463466,1071725828,1416189294,-361534699,0.1589,182.55,182.25,182.25,37688.5,0.0,33.3,215.55
2016,56199286,48518779,7680507,0.1367,77991408,150334493,0.0,228325901,276844680,161144.0,56471609.0,19390186,-523999076,-9.3239,-295606307,-5.26,-267027434,-562633741,-10.0114,-6079282.0,-593781589,-10.5656,-850.2,-850.2,795803,795803,38878076,0.0,38878076,28449259,0.0,20710881,88038216,26765824,0.0,66431476.0,66431476.0,163037501.0,0.0,6618977.0,262853778,0.0,350891994,37038856,107517367.0,283994.0,42633840.0,386558960,573749023,232426295.0,0.0,0.0,0.0,232426295.0,0.0,0.0,806175318,0.0,1931642,-2897802287,30654005.0,2525599832,-339616808,466558510,-115666516.0,350891994,-593781589,19390186,0.0,28051735.0,-15292554,-1453441.0,0.0,-4200259.0,275769.0,380646501,-180985721,-8333052,6618977.0,0.0,0.0,-8681083.0,-10395158,-34782586.0,0.0,0.0,0.0,224874928.0,190092342,-8843928,-10132465,38878076,49010541,-189318773,0.1439,63.6,57.15,57.15,18692.0,0.0,33.3,90.44999999999999
2020,625488,814136,-188648,-0.3016,2438095,109394411,-27358.0,111805148,112619284,429732.0,4070179.0,447782,409566446,654.795,336708307,538.313,66056463,402764770,643.9209,7165097.0,397883388,636.1167,72.6,72.6,5453331,5453331,31696237,0.0,31696237,2516170,0.0,8102708,42315115,6126192,0.0,0.0,0.0,0.0,0.0,0.0,6126192,0.0,48441307,35597417,3787210.0,1293423.0,38011992.0,286976172,364372791,2464495.0,0.0,0.0,349046548.0,351511043.0,0.0,6251705.0,715883834,0.0,18097801,-2992227421,-9351643.0,2695763016,-287718247,428165587,-379724280.0,48441307,397883388,447782,0.0,55056426.0,-54470326,3955.0,0.0,-2635008.0,-1515786.0,-505170524,-106253254,-359573,440601307.0,-8000000.0,0.0,6021474.0,438263208,-361474759.0,47430195.0,0.0,0.0,3358369.0,-310686195,259337,21583096,31696237,10113141,-106612827,0.1532,5.6,5.15,5.15,1926875.0,0.0,33.3,38.449999999999996
