,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate,Open,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2001,41081740883,17620348504,23461392378,0.5711,0.0,0.0,17429389044,17429389044,35049737549,0.0,0.0,4446637816,6597769392,0.1606,6032003334.0,0.1468,-3880871758,2151131576,0.0524,2973559663,-822428087,-0.02,-0.2,-0.2,3959700000,3989897898,2509985474.0,9831438104.0,12341423578.0,4353741078.0,3384973797.0,2287102424.0,22367240876.0,39705115628,0.0,6685682049.0,6685682049.0,0.0,0.0,23273015910.0,69663813587.0,0.0,92031054463,8181061240.0,6261016441.0,0.0,1467975836.0,2801454221.0,18711507738.0,15069171594.0,1.0,1990913351.0,16680303.0,17076765249.0,0.0,0.0,35788272987,0.0,28197416177.0,29598216048.0,-13273892554.0,11721041804.0,56242781476,92031054463,0.0,92031054463,-822428087.0,4446637816.0,-271386899.0,0.0,-791441286.0,0.0,290149966.0,0.0,0.0,5400270950.0,7961652495.0,-10993247608.0,0.0,-8174003489.0,0.0,-15162077428.0,-34329328525.0,-1.0,0.0,0.0,-562409988.0,6419870410.0,5857460421.0,9095.0,-20510206514.0,2509985474.0,23020191988.0,-3031595113.0,0.1093,3.0,2.93,1.92,632400.0,0.02774,0.02774,1.94774
2002,57890906920,24592206870,33298700050,0.5752,0.0,0.0,20716882340,20716882340,45309089210,0.0,0.0,8342856830,16145453940,0.2789,12581817710.0,0.2173,-4779220600,7802597110,0.1348,3303895980,4498701130,0.0777,1.16,1.16,3936900000,3936900000,9215584070.0,1464935010.0,10680519080.0,6316882880.0,3033766120.0,1485714230.0,21516882310.0,61038958750,0.0,28145453490.0,28145453490.0,0.0,0.0,3189610270.0,92374022510.0,0.0,113890904820,11023376210.0,10306493120.0,0.0,2722077820.0,1963636290.0,26015583440.0,36238959680.0,0.0,2077922000.0,,38316881680.0,0.0,0.0,64332465120,0.0,30233765100.0,33651946790.0,-15511687730.0,0.0,48374024160,112706489280,1184415540.0,113890904820,4498701130.0,8342856830.0,-374025960.0,0.0,2254545370.0,0.0,602597380.0,0.0,0.0,4083116730.0,18805194100.0,-24696102970.0,0.0,0.0,9080519140.0,-17620778560.0,-33236362390.0,0.0,0.0,0.0,-602597380.0,21558440750.0,20955843370.0,0.0,6524675080.0,9215584070.0,2690908990.0,-5890908870.0,0.0964,2.64,2.46,1.635,329400.0,0.03265,0.06039,1.69539
2003,85665403968,37354125552,48311278416,0.564,0.0,0.0,30408767132,30408767132,67762892684,0.0,0.0,14042164643,32643341248,0.3811,17902511284.0,0.209,698665321,18601176605,0.2171,3267022203,15334154402,0.179,3.85,3.85,3873600000,3903903904,9257385447.0,792322800.0,10049708247.0,11378079947.0,5212488025.0,2818375013.0,29458651232.0,70933470849,0.0,41587300358.0,41587300358.0,0.0,0.0,7518225710.0,120038996917.0,0.0,149497648149,19880744354.0,12069471118.0,0.0,4608476182.0,3097601654.0,39656293308.0,37085250586.0,0.0,3637153337.0,128998657.0,40851402580.0,0.0,0.0,80507695888,0.0,31091451705.0,47552181695.0,-14736051407.0,0.0,63907581993,144415277881,5082370268.0,149497648149,15334154402.0,14042164643.0,79982077.0,0.0,-676563096.0,0.0,-2095324503.0,0.0,0.0,165044868.0,28944782894.0,-22287872499.0,0.0,0.0,712933846.0,-7103532014.0,-28678470667.0,0.0,0.0,-972341226.0,-791371565.0,1272315981.0,-491396810.0,-11191.0,-225095774.0,9257385447.0,9482481221.0,6656910395.0,0.089,3.045,3.38,2.275,332400.0,0.0176699999999999,0.07805999999999991,2.3530599999999997
2004,134310688650,65204236692,69106451958,0.5145,0.0,0.0,45688829022,45688829022,110893065714,0.0,0.0,18534925566,43498625868,0.3239,23417622936.0,0.1744,1546077366,24963700302,0.1859,8503830882,16459869420,0.1226,4.38,4.38,3750600000,3750600000,16464689424.0,2581656336.0,19046345760.0,20740255092.0,11206842480.0,4140005832.0,55133449164.0,84638614986,0.0,44407585332.0,44407585332.0,0.0,0.0,9811484640.0,138857684958.0,0.0,193991134122,36451624536.0,5375037456.0,0.0,7059129084.0,5507221068.0,54393012144.0,55885891770.0,0.0,6173336736.0,222053364.0,62281281870.0,0.0,0.0,116674294014,0.0,32688978372.0,52557201450.0,-9583378506.0,0.0,75662801316,192337095330,1654038792.0,193991134122,16459869420.0,18534925566.0,2657299302.0,0.0,-382857138.0,0.0,-5723987976.0,0.0,0.0,444706452.0,37713943602.0,-21160150740.0,0.0,1748239884.0,0.0,-7176919320.0,-26588830176.0,0.0,0.0,-12387754566.0,-1566856692.0,9556624152.0,-4397987106.0,11106.0,6727137426.0,16464689424.0,9737551998.0,16553792862.0,0.0898,5.92,5.95,4.025,298500.0,0.03083,0.1088899999999999,4.13389
2005,182289877055,89280864915,93009012140,0.5102,0.0,0.0,59287789660,59287789660,148568654575,0.0,0.0,21279805580,53281525440,0.2923,33721222480.0,0.185,-1603724815,32117497665,0.1762,336973175,31664746685,0.1737,8.68,8.68,3653800000,3653800000,11285485860.0,1506109275.0,12791595135.0,30864481835.0,12962390485.0,3593432260.0,60211899715.0,111924613075,12253828620.0,37608499170.0,49862327790.0,0.0,657206495.0,7510600790.0,169954748150.0,0.0,230166647865,45971654300.0,17020207765.0,0.0,8803061960.0,17477289665.0,89272213690.0,51568264440.0,0.0,3486411830.0,114748150.0,55169424420.0,0.0,0.0,144441638110,0.0,33902930050.0,66480004140.0,-15680966290.0,0.0,84701967900,229143606010,1023041855.0,230166647865,31664746685.0,21279805580.0,-2937775555.0,0.0,10465222350.0,0.0,-1336046360.0,0.0,-887159240.0,111001055.0,60583000115.0,-48764397110.0,0.0,-2329472365.0,0.0,-261479295.0,-51355348770.0,0.0,0.0,-6553945145.0,-13503575030.0,5034354820.0,-15023165355.0,-10615.0,-5795524625.0,11285485860.0,17081010485.0,11818603005.0,0.0941,9.935,10.495,7.140000000000001,282900.0,0.3685,0.47738999999999987,7.61739
2006,232373170000,127998096175,104375073825,0.4492,0.0,0.0,45682658825,45682658825,173680755000,0.0,0.0,26803985000,85561170000,0.3682,58692415000.0,0.2526,431800000,59124215000,0.2544,16278860000,42478325000,0.1828,12.06,12.06,3545900000,3593000000,41074975000.0,2051050000.0,43126025000.0,41906190000.0,19193510000.0,3637915000.0,107863640000.0,136826625000,25540970000.0,39045515000.0,64586485000.0,0.0,788035000.0,8096250000.0,210297395000.0,0.0,318161035000,51319332845.0,25065990000.0,0.0,11485880000.0,32870872155.0,120742075000.0,85129370000.0,0.0,3368040000.0,151130000.0,88648540000.0,0.0,0.0,209390615000,0.0,0.0,86133305000.0,-12975590000.0,34954210000.0,108111925000,317502540000,658495000.0,318161035000,42478325000.0,26803985000.0,43180000.0,0.0,2266950000.0,0.0,-5818505000.0,0.0,-3529965000.0,-1101090000.0,70491350000.0,-46181010000.0,4058920000.0,-14346555000.0,1316990000.0,-485775000.0,-55637430000.0,0.0,0.0,-7459345000.0,-2191385000.0,23641050000.0,13990320000.0,0.0,28844240000.0,41074975000.0,12230735000.0,24310340000.0,0.0926,17.634999999999998,18.125,12.685,278300.0,0.13769,0.6150799999999998,13.300080000000001
2007,312356775000,162033375000,150323400000,0.4813,0.0,0.0,64911387000,64911387000,226944762000,0.0,0.0,40925001000,122164995000,0.3911,85412013000.0,0.2734,-4063089000,81348924000,0.2604,22504938000,58735056000,0.188,16.67,16.67,3514900000,3524000000,12004086000.0,54465000.0,12058551000.0,44868267000.0,21110634000.0,4498809000.0,82536261000.0,167490768000,44835588000.0,42264840000.0,87100428000.0,0.0,3398616000.0,9444231000.0,267434043000.0,0.0,349970304000,57297180000.0,19999548000.0,0.0,12428913000.0,26611599000.0,116337240000.0,85008972000.0,0.0,12526950000.0,8932260000.0,106468182000.0,0.0,0.0,222805422000,0.0,0.0,93908553000.0,-4008624000.0,36644052000.0,126543981000,349349403000,620901000.0,349970304000,58735056000.0,40925001000.0,4673097000.0,0.0,-5392035000.0,0.0,-893226000.0,0.0,-1372518000.0,1884489000.0,100825608000.0,-39432660000.0,-19509363000.0,-795189000.0,32679000.0,-130716000.0,-59835249000.0,0.0,0.0,-12886419000.0,-42232161000.0,-16916829000.0,-72035409000.0,-10893000.0,-31055943000.0,12004086000.0,43060029000.0,61392948000.0,0.0916,29.95,30.15,21.275,307600.0,1.1155,1.7305799999999998,23.00558
2008,345654908000,146025037000,199629871000,0.5775,0.0,0.0,104083724000,104083724000,250108761000,2414390000.0,8950562000.0,41767309000,130181602000,0.3766,95546147000.0,0.2764,-16082416000,79463731000,0.2299,19888337000,59575394000,0.1724,17.4,17.4,3422000000,3422000000,22092139000.0,0.0,22092139000.0,53823472000.0,31805142000.0,5765126000.0,113485879000.0,209896820000,44696281000.0,48109524000.0,92805805000.0,789612000.0,9296367000.0,9180987000.0,321969591000.0,0.0,435455470000,90867401000.0,26731355000.0,14612465000.0,14662631000.0,15534719000.0,147796106000.0,116755093000.0,0.0,14621075000.0,11358647000.0,142734815000.0,0.0,0.0,290530921000,0.0,0.0,88746689000.0,18988897000.0,36532481000.0,144268067000,434798988000,656482000.0,435455470000,59575394000.0,41767309000.0,0.0,0.0,-51310250000.0,-5299903000.0,-9361512000.0,-13888254000.0,-9978317000.0,37431555000.0,87464008000.0,-40680459000.0,-479090000.0,13736502000.0,0.0,-13660964000.0,-41084011000.0,-41487985000.0,0.0,-41632608000.0,-8815570000.0,53704868000.0,-38231295000.0,1971318000.0,10120020000.0,22092139000.0,11972119000.0,46783549000.0,0.0727,27.145,25.96,18.995,210200.0,0.2515,1.9820799999999998,20.97708
2009,394711031000,165039738000,229671293000,0.5819,0.0,0.0,125462338000,125462338000,290502076000,1691929000.0,7410314000.0,53082307000,159665383000,0.4045,104208955000.0,0.264,-4951794000,99257161000,0.2515,22259308000,76913454000,0.1949,23.5,23.5,3273800000,3273800000,27445880000.0,0.0,27445880000.0,56387080000.0,21536018000.0,2729344000.0,108098322000.0,227049009000,45805279000.0,46557058000.0,92362337000.0,974693000.0,15908795000.0,8614805000.0,344909639000.0,0.0,453007961000,97086585000.0,9167941000.0,16716549000.0,16240451000.0,17761704000.0,140256681000.0,101741199000.0,0.0,22282245000.0,10822273000.0,134845717000.0,0.0,0.0,275102398000,0.0,0.0,115866428000.0,24782273000.0,36524423000.0,177173124000,452275522000,732439000.0,453007961000,76913454000.0,53082307000.0,0.0,0.0,-2479279000.0,-7599026000.0,8479369000.0,8403243000.0,3830103000.0,25292472000.0,152808954000.0,-53214185000.0,485000.0,0.0,0.0,556219000.0,-52657481000.0,-62720695000.0,0.0,-24657808000.0,-25462328000.0,18225275000.0,-94615556000.0,-182176000.0,5353741000.0,27445880000.0,22092139000.0,99594769000.0,0.0765,19.61,20.355,14.97,178300.0,0.6095,2.59158,17.56158
2010,607855678000,253449142000,354406536000,0.583,0.0,0.0,202085127000,202085127000,455534269000,4801539000.0,17280735000.0,91071327000,235688733000,0.3877,152321409000.0,0.2506,-17202367000,135119042000,0.2223,36213619000,91123052000,0.1499,23.1,23.1,3951000000,3951000000,95938465000.0,0.0,95938465000.0,96735223000.0,26081530000.0,14956754000.0,233711972000.0,411820387000,70918967000.0,49052735000.0,119971702000.0,50539455000.0,32768773000.0,27882245000.0,642982562000.0,0.0,876694534000,1911295000.0,9039204000.0,22479495000.0,25064230000.0,168528354000.0,204543083000.0,294060952000.0,3990184000.0,25178166000.0,12884979000.0,336114281000.0,0.0,0.0,540657364000,0.0,0.0,196132692000.0,15085830000.0,96433461000.0,307651983000,848309347000,28385187000.0,876694534000,91123052000.0,91071327000.0,0.0,0.0,-45318690000.0,302354000.0,-2868024000.0,10192387000.0,-48670776000.0,64709135000.0,201584824000.0,-81941638000.0,4075229000.0,-31463621000.0,0.0,-3190988000.0,-112521018000.0,-148899354000.0,0.0,-18150990000.0,-17193902000.0,131465953000.0,-52778293000.0,-113581000.0,36171932000.0,95938465000.0,59766533000.0,119643186000.0,0.08088,24.565,24.93,18.83,159000.0,0.2575,2.84908,21.67908
