Ticker,Name,Currency,Sector,Industry,Country,Insider Percentage,Institution Percentage,Years since IPO,NR - Percentage Missing,NR - Percentage Missing (Only Core),R - Percentage Missing,R - Percentage Missing (Only Core),R - Percentage Missing (Trivial Fix),R - Percentage Missing (Only Core) (Trivial Fix),Market Cap,CAGR,CAGR with divs,Years,Madurez,Tamaño,Rentabilidad,Rentabilidad with divs,Insider Ownership,Institutional Ownership
AJG,ARTHUR J. GALLAGHER & CO.,USD,Financial Services,Insurance Brokers,US,0.0092,0.8898999999999999,38,0.2779142779142779,0.13513513513513514,0.1637355973317162,0.0,0.01879927228623408,0.0,27252121575.0,0.1297694387026025,0.10372739035872591,34.0,Maduro,Grande,Buena,Buena,Baja,Alta
AJRD,"AEROJET ROCKETDYNE HOLDINGS, INC.",USD,Industrials,Aerospace & Defense,US,0.0138,0.9914,42,0.26617526617526616,0.08783783783783784,0.18762886597938144,0.0,0.02533136966126657,0.0,3596004000.0,0.07383851512178707,0.05483429651346805,35.0,Maduro,Mediana,Normal,Normal,Baja,Alta
AKAM,"AKAMAI TECHNOLOGIES, INC.",USD,Technology,Software—Infrastructure,US,0.0168,0.954,23,0.14888010540184454,0.005434782608695652,0.09559512652296158,0.0,0.0009372071227741331,0.0,18176943850.0,0.017812197493936255,0.017812197493936255,22.0,Maduro,Grande,Mala,Mala,Baja,Alta
AKO-A,EMBOTELLADORA ANDINA S.A.,USD,Consumer Defensive,Beverages—Non-Alcoholic,CL,,0.002,28,0.26708333333333334,0.16666666666666666,0.14795918367346939,0.0,0.010714285714285714,0.0,1788229628.9450002,0.07606650164778506,0.057197912786518756,20.0,Maduro,Pequeña,Normal,Normal,,Baja
AKO-B,EMBOTELLADORA ANDINA S.A.,USD,Consumer Defensive,Beverages—Non-Alcoholic,CL,,0.0305,25,0.22208333333333333,0.10416666666666667,0.16156462585034015,0.0,0.010629251700680272,0.0,2273347062.47,0.03989584260970447,0.027156959021223503,24.0,Maduro,Mediana,Normal,Mala,,Baja
AL-PA,AIR LEASE CORPORATION,USD,Industrials,Rental & Leasing Services,US,,0.3945,3,0.31313131313131315,0.125,0.2508591065292096,0.0,0.048109965635738834,0.0,4296591606.44,0.05920422027431216,0.05805401633396867,3.0,Jóven,Mediana,Normal,Normal,,Baja
AL,AIR LEASE CORPORATION,USD,Industrials,Rental & Leasing Services,US,0.063,0.8833,11,0.27823691460055094,0.125,0.204311152764761,0.0,0.020618556701030927,0.0,4731560626.84,0.06778749991900934,0.06676486411366667,11.0,Maduro,Mediana,Normal,Normal,Media,Alta
ALB,ALBEMARLE CORPORATION,USD,Basic Materials,Specialty Chemicals,US,0.0016,0.8323999999999999,28,0.17316017316017315,0.0625,0.10603829160530191,0.0,0.0014727540500736377,0.0,19838120890.0,0.147987607808302,0.13058011944113934,28.0,Maduro,Grande,Buena,Buena,Baja,Alta
ALC,ALCON INC.,USD,Healthcare,Medical Instruments & Supplies,CH,0.0006,0.5929,3,0.12457912457912458,0.0,0.0859106529209622,0.0,0.020618556701030927,0.0,36193335000.0,0.12829420614371467,0.12912289450431702,3.0,Jóven,Grande,Buena,Buena,Baja,Media
ALCO,"ALICO, INC.",USD,Consumer Defensive,Farm Products,US,0.3956,0.4537,42,0.24051324051324052,0.0,0.1794371691278908,0.0,0.03176372248537197,0.0,259527480.0,0.041206213672876135,0.031905470399005154,37.0,Maduro,Pequeña,Normal,Mala,Alta,Media
ALE,"ALLETE, INC.",USD,Utilities,Utilities—Diversified,US,0.0036,0.7069,41,0.3570843570843571,0.18243243243243243,0.14617083946980855,0.0,0.022459499263622975,0.0,3377132999.9999995,0.07555683640818711,0.036417324594724576,28.0,Maduro,Mediana,Normal,Normal,Baja,Media
ALEX,"ALEXANDER & BALDWIN, INC.",USD,Real Estate,REIT—Diversified,US,0.0116,0.8951,13,0.16565656565656567,0.025,0.09736540664375716,0.0,0.002290950744558992,0.0,1390690500.0,-0.042172634375466034,0.005494579485854079,9.0,Maduro,Pequeña,Mala,Mala,Baja,Alta
ALG,ALAMO GROUP INC.,USD,Industrials,Farm & Heavy Construction Machinery,US,0.0227,0.9306,29,0.17903169627307558,0.0,0.1226448631354426,0.0,0.0039104159260575895,0.0,1784442809.9999998,0.10536420844423011,0.0916002732468848,29.0,Maduro,Pequeña,Buena,Buena,Media,Alta
ALGN,"ALIGN TECHNOLOGY, INC.",USD,Healthcare,Medical Devices,US,0.067,0.8748999999999999,21,0.17123617123617124,0.005952380952380952,0.1211340206185567,0.0,0.005154639175257732,0.0,48143231400.0,0.24733279963918697,0.24733279963918697,20.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Alta
ALGT,ALLEGIANT TRAVEL COMPANY,USD,Industrials,Airlines,US,0.151,0.8745,16,0.16287878787878787,0.0,0.11146907216494846,0.0,0.03672680412371134,0.0,3089974240.0,0.15076496121351735,0.14538813327224975,16.0,Maduro,Mediana,Buena,Muy Buena,Alta,Alta
ALJJ,"ALJ REGIONAL HOLDINGS, INC.",USD,Industrials,Specialty Business Services,US,0.5390999999999999,0.0713,26,0.24592074592074592,0.04807692307692308,0.15789473684210525,0.0,0.013564839934888768,0.0,57567440.00000001,-0.06067084238144427,-0.06067084238144427,19.0,Maduro,Pequeña,Mala,Muy Mala,Alta,Baja
ALK,"ALASKA AIR GROUP, INC.",USD,Industrials,Airlines,US,0.0036,0.7551000000000001,39,0.20775320775320774,0.037162162162162164,0.14060710194730813,0.0,0.01894678183337977,0.0,7198986750.0,0.07679022301276262,0.07434834126337941,37.0,Maduro,Mediana,Normal,Normal,Baja,Media
ALKS,ALKERMES PLC,USD,Healthcare,Biotechnology,IE,0.0116999999999999,0.996,31,0.22693602693602694,0.0875,0.10103092783505155,0.0,0.006872852233676976,0.0,3646910895.0000005,0.026955496395925316,0.026955496395925316,15.0,Maduro,Mediana,Mala,Mala,Baja,Alta
ALLE,ALLEGION PLC,USD,Industrials,Security & Protection Services,IE,0.0092,0.9099,9,0.143658810325477,0.0,0.08934707903780069,0.0,0.0,0.0,12163294000.0,0.15815996989675507,0.15535636596078084,9.0,Medio,Grande,Muy Buena,Muy Buena,Baja,Alta
ALLT,ALLOT LTD.,USD,Technology,Software—Infrastructure,IL,0.025,0.7918999999999999,16,0.19381313131313133,0.0,0.14497422680412372,0.0,0.009664948453608248,0.0,539636003.415,0.018640613160457953,0.018640613160457953,16.0,Maduro,Pequeña,Mala,Mala,Media,Media
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",USD,Healthcare,Biotechnology,US,0.0059,0.9445,18,0.2356902356902357,0.11805555555555555,0.13991163475699558,0.0,0.017673048600883652,0.0,18919796440.000004,0.147322877743167,0.147322877743167,7.0,Maduro,Grande,Buena,Muy Buena,Baja,Alta
ALOT,"ASTRONOVA, INC.",USD,Technology,Computer Hardware,US,0.0506,0.4914,39,0.23372615039281705,0.0,0.1764032073310424,0.0,0.022623138602520045,0.0,105529920.0,0.06730008694634804,0.05590500334454651,36.0,Maduro,Pequeña,Normal,Normal,Media,Media
ALPP,"ALPINE 4 HOLDINGS, INC.",USD,Technology,Metal Fabrication,US,0.025,0.0822,5,0.1994949494949495,0.0,0.14690721649484537,0.0,0.007731958762886598,0.0,9043142.520000001,-0.32489361882083634,-0.32489361882083634,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
ALR,ALERISLIFE INC.,USD,Healthcare,Medical Care Facilities,US,0.413,0.3073,16,0.20707070707070707,0.025,0.12435567010309279,0.0,0.003865979381443299,0.0,171359595.0,-0.12847956378997905,-0.12847956378997905,16.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
ALRM,"ALARM.COM HOLDINGS, INC.",USD,Technology,Software—Application,US,0.0512,0.9344,7,0.15295815295815296,0.0,0.08394698085419734,0.0,0.0,0.0,4137036970.92,0.310558138080127,0.310558138080127,7.0,Medio,Mediana,Muy Buena,Muy Buena,Media,Alta
ALTO,"ALTO INGREDIENTS, INC.",USD,Basic Materials,Specialty Chemicals,US,0.0424,0.5915,17,0.22935234699940582,0.058823529411764705,0.1729667812142039,0.0,0.011454753722794959,0.0,315023375.0,-0.28084198818488226,-0.28084198818488226,9.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Media
ALTR,ALTAIR ENGINEERING INC.,USD,Technology,Software—Infrastructure,US,0.0173,0.9988,5,0.1191919191919192,0.0,0.07216494845360824,0.0,0.0,0.0,5050333155.0,0.3136517368689369,0.3136517368689369,5.0,Medio,Mediana,Muy Buena,Muy Buena,Baja,Alta
ALV,"AUTOLIV, INC.",USD,Consumer Cyclical,Auto Parts,SE,0.0021,0.5444,25,0.19717171717171716,0.015,0.12671821305841924,0.0,0.000859106529209622,0.0,8384299104.0,0.07768280827202578,0.0642583094144269,24.0,Maduro,Mediana,Normal,Normal,Baja,Media
ALX,"ALEXANDER'S, INC.",USD,Real Estate,REIT—Retail,US,0.5868,0.3591,42,0.45286195286195285,0.3680555555555556,0.17820324005891017,0.0,0.020618556701030927,0.0,1302429696.8700001,0.07088820052379874,0.012027952614150683,7.0,Maduro,Pequeña,Normal,Mala,Alta,Baja
ALYA,ALITHYA GROUP INC.,USD,Technology,Information Technology Services,CA,0.2009,0.524,24,0.2373076923076923,0.009615384615384616,0.17389455782312926,0.0,0.00467687074829932,0.0,147269718.75,-0.051522695842989186,-0.048675771430348846,24.0,Maduro,Pequeña,Mala,Mala,Alta,Media
AM,ANTERO MIDSTREAM CORPORATION,USD,Energy,Oil & Gas Midstream,US,0.3288,0.5494,5,0.296969696969697,0.15,0.12714776632302405,0.0,0.006872852233676976,0.0,4354721190.0,0.16530761365911517,0.06224702154582373,3.0,Medio,Mediana,Muy Buena,Normal,Alta,Media
AMAT,"APPLIED MATERIALS, INC.",USD,Technology,Semiconductor Equipment & Materials,US,0.003,0.8092,50,0.17417417417417416,0.0,0.12900529395374757,0.0,0.01978266926720535,0.0,123659899999.99998,0.2117488147985267,0.2037497541655493,37.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
AMBA,"AMBARELLA, INC.",USD,Technology,Semiconductor Equipment & Materials,US,0.0526,0.8364,11,0.1992653810835629,0.0,0.1358950328022493,0.0,0.005623242736644799,0.0,4846837247.92,0.3198861560947124,0.3198861560947124,11.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Alta
AMBO,AMBOW EDUCATION HOLDING LTD.,USD,Consumer Defensive,Education & Training Services,CN,,0.0149,12,0.11,0.0,0.08503401360544217,0.0,0.0,0.0,48476766.155,-0.36565458398913586,-0.36565458398913586,3.0,Maduro,Pequeña,Muy Mala,Muy Mala,,Baja
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",USD,Communication Services,Entertainment,US,0.002,0.3456,9,0.14029180695847362,0.0,0.08934707903780069,0.0,0.0057273768613974796,0.0,14594423700.0,0.09509709169013081,0.07536448571235255,9.0,Medio,Grande,Buena,Normal,Baja,Baja
AMCR,AMCOR PLC,USD,Consumer Cyclical,Packaging & Containers,GB,0.0025,0.4086,10,0.1484848484848485,0.0875,0.08453608247422681,0.0,0.0,0.0,17433240000.0,0.08320119876367493,0.07821362300957957,10.0,Medio,Grande,Normal,Normal,Baja,Baja
AMD,"ADVANCED MICRO DEVICES, INC.",USD,Technology,Semiconductors,US,0.0032,0.5324,43,0.2084736251402918,0.020833333333333332,0.13047680412371135,0.0,0.015463917525773196,0.0,116523360000.0,0.067989582490257,0.067989582490257,32.0,Maduro,Grande,Normal,Normal,Baja,Media
AME,"AMETEK, INC.",USD,Industrials,Specialty Industrial Machinery,US,0.0046999999999999,0.8925,92,0.22003822003822004,0.0,0.16188353301755365,0.0,0.02117581499024798,0.0,30657104700.0,0.14990741012361264,0.12658273852109048,37.0,Maduro,Grande,Buena,Buena,Baja,Alta
AMED,"AMEDISYS, INC.",USD,Healthcare,Medical Care Facilities,US,0.0156,0.9287,28,0.2085137085137085,0.017857142857142856,0.14012982054219167,0.0,0.007254677357770141,0.0,8116470315.0,0.14890553596838663,0.14890553596838663,27.0,Maduro,Mediana,Buena,Muy Buena,Baja,Alta
AMEH,"APOLLO MEDICAL HOLDINGS, INC.",USD,Healthcare,Medical Care Facilities,US,0.3221,0.3189,23,0.19036519036519037,0.0,0.13322759714512292,0.0,0.01506740681998414,0.0,2392839897.8,0.4517316914163667,0.4517316914163667,13.0,Maduro,Mediana,Muy Buena,Muy Buena,Alta,Baja
AMGN,AMGEN INC.,USD,Healthcare,Drug Manufacturers—General,US,0.0023,0.8125,35,0.2275533108866442,0.010416666666666666,0.17172312223858616,0.0,0.027982326951399118,0.0,135310330000.0,0.20330933330747802,0.20026194755221582,35.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
AMIH,AMERICAN INTERNATIONAL HOLDINGS CORP.,USD,Consumer Cyclical,Personal Services,US,0.4315,,4,0.39225589225589225,0.2708333333333333,0.23367697594501718,0.0,0.044673539518900345,0.0,3864715.881,-0.2998556009234784,-0.2998556009234784,3.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,
AMK,"ASSETMARK FINANCIAL HOLDINGS, INC.",USD,Financial Services,Asset Management,US,0.7362000000000001,0.2638,3,0.20202020202020202,0.125,0.10652920962199312,0.0,0.006872852233676976,0.0,1698195893.95,-0.0480637613556858,-0.0480637613556858,3.0,Jóven,Pequeña,Mala,Mala,Alta,Baja
AMKR,"AMKOR TECHNOLOGY, INC.",USD,Technology,Semiconductors,US,0.6032,0.4002,24,0.1712962962962963,0.005208333333333333,0.13144329896907217,0.0,0.000859106529209622,0.0,5711687850.0,0.05558726678282322,0.05559466367457211,24.0,Maduro,Mediana,Normal,Normal,Alta,Baja
AMOT,ALLIED MOTION TECHNOLOGIES INC.,USD,Technology,Electronic Components,US,0.1689,0.5967,42,0.24046015712682378,0.003472222222222222,0.18998527245949925,0.0,0.015905743740795286,0.0,497176434.99999994,0.07166274909780213,0.06552744424331425,35.0,Maduro,Pequeña,Normal,Normal,Alta,Media
AMOV,"AMÉRICA MÓVIL, S.A.B. DE C.V.",USD,Communication Services,Telecom Services,MX,,0.0653,21,0.1823809523809524,0.005952380952380952,0.14431486880466474,0.0,0.007288629737609329,0.0,52018636000.0,0.11028741766032546,0.10895578428579622,21.0,Maduro,Grande,Buena,Buena,,Baja
AMPH,"AMPHASTAR PHARMACEUTICALS, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.2287,0.6209,8,0.1275252525252525,0.0,0.08762886597938144,0.0,0.010309278350515464,0.0,892075670.0000001,0.08916958582260115,0.08916958582260115,8.0,Medio,Pequeña,Normal,Buena,Alta,Media
AMPY,AMPLIFY ENERGY CORP.,USD,Energy,Oil & Gas E&P,US,0.0093,0.3262,10,0.2585858585858586,0.1,0.13402061855670103,0.0,0.024054982817869417,0.0,122627857.95,-0.3966160346554175,-0.38435854581107376,6.0,Medio,Pequeña,Muy Mala,Muy Mala,Baja,Baja
AMRC,"AMERESCO, INC.",USD,Industrials,Engineering & Construction,US,0.0757,0.8690000000000001,12,0.17003367003367004,0.0,0.13144329896907217,0.0,0.0,0.0,3080541625.0,0.1537263505199542,0.1537263505199542,12.0,Maduro,Mediana,Buena,Muy Buena,Media,Alta
AMRK,"A-MARK PRECIOUS METALS, INC.",USD,Financial Services,Capital Markets,US,0.2451,0.4434,8,0.19318181818181818,0.125,0.12371134020618557,0.0,0.007731958762886598,0.0,414870592.5,0.26373731509139975,0.24931502307438103,8.0,Medio,Pequeña,Muy Buena,Muy Buena,Alta,Media
AMRN,AMARIN CORPORATION PLC,USD,Healthcare,Biotechnology,IE,0.0128,0.3668,29,0.26959247648902823,0.08620689655172414,0.18195876288659793,0.0,0.013402061855670102,0.0,1952240560.0,-0.17425697293333697,-0.17425697293333697,20.0,Maduro,Pequeña,Muy Mala,Muy Mala,Baja,Baja
AMRS,"AMYRIS, INC.",USD,Basic Materials,Specialty Chemicals,US,0.3402,0.503,12,0.1717171717171717,0.020833333333333332,0.11134020618556702,0.0,0.015463917525773196,0.0,2930802897.835,-0.2775889366693072,-0.2775889366693072,10.0,Maduro,Mediana,Muy Mala,Muy Mala,Alta,Media
AMRX,"AMNEAL PHARMACEUTICALS, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.1066,0.6486,13,0.1717171717171717,0.0,0.13917525773195877,0.0,0.0,0.0,791031695.0,-0.3417457927626172,-0.3417457927626172,4.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Media
AMS,AMERICAN SHARED HOSPITAL SERVICES,USD,Healthcare,Medical Care Facilities,US,0.4077,0.1336,38,0.2590772590772591,0.02702702702702703,0.18213058419243985,0.0,0.029209621993127148,0.0,17093230.0,0.010970984640422454,0.013784774297299629,30.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
AMSC,AMERICAN SUPERCONDUCTOR CORPORATION,USD,Industrials,Specialty Industrial Machinery,US,0.0384,0.6215999999999999,31,0.26262626262626265,0.0625,0.11752577319587629,0.0,0.0,0.0,375377880.0,-0.16164497803665856,-0.16164497803665856,15.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Media
AMSIY,ARCELORMITTAL SOUTH AFRICA LTD,USD,Basic Materials,Steel,ZA,,,28,0.2477777777777778,0.020833333333333332,0.17210884353741496,0.0,0.005442176870748299,0.0,54556846.8417,-0.31321888557901667,-0.07580463851139618,15.0,Maduro,Pequeña,Muy Mala,Muy Mala,,
AMT,AMERICAN TOWER CORPORATION,USD,Real Estate,REIT—Specialty,US,0.0021,0.9331,24,0.16077441077441076,0.052083333333333336,0.08934707903780069,0.0,0.0,0.0,116244770999.99998,0.1205938460995144,0.11665226924652528,24.0,Maduro,Grande,Buena,Buena,Baja,Alta
AMTX,"AEMETIS, INC.",USD,Energy,Oil & Gas Refining & Marketing,US,0.0658,0.6764,16,0.24621212121212122,0.046875,0.18080888183980967,0.0,0.020618556701030927,0.0,396871670.0,-0.02298285839062819,-0.02298285839062819,13.0,Maduro,Pequeña,Mala,Mala,Media,Media
AMWD,AMERICAN WOODMARK CORPORATION,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,0.0136,0.9492,36,0.24803591470258138,0.0,0.19473081328751432,0.0,0.027491408934707903,0.0,1309981844.97,0.08127580757630759,0.0780934595592806,36.0,Maduro,Pequeña,Normal,Normal,Baja,Alta
AMX,"AMÉRICA MÓVIL, S.A.B. DE C.V.",USD,Communication Services,Telecom Services,MX,,0.1013,21,0.1961904761904762,0.023809523809523808,0.14183673469387756,0.0,0.007653061224489796,0.0,52269368500.00001,0.1216586076021755,0.12296678129108529,20.0,Maduro,Grande,Buena,Buena,,Baja
AMZN,"AMAZON.COM, INC.",USD,Consumer Cyclical,Internet Retail,US,0.0988,0.6037,25,0.18545454545454546,0.035,0.12027491408934708,0.0,0.001145475372279496,0.0,1665482500000.0,0.29133113787401665,0.29133113787401665,18.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Media
AN,"AUTONATION, INC.",USD,Consumer Cyclical,Auto & Truck Dealerships,US,0.2107,0.8337,30,0.23106060606060605,0.09375,0.1415807560137457,0.0,0.005154639175257732,0.0,9383129500.0,0.10206477370239031,0.09329714891992325,30.0,Maduro,Mediana,Buena,Buena,Alta,Alta
ANDE,"THE ANDERSONS, INC.",USD,Consumer Defensive,Food Distribution,US,0.0587,0.797,26,0.20435120435120435,0.04807692307692308,0.14551942902458367,0.0,0.01586042823156225,0.0,1018055213.4300001,0.11540139692865159,0.10657898099508611,26.0,Maduro,Pequeña,Buena,Buena,Media,Media
ANDR,ANDREA ELECTRONICS CORPORATION,USD,Technology,Consumer Electronics,US,0.1537,0.0001,42,0.31805231805231804,0.035256410256410256,0.26730486008836524,0.0,0.04933726067746686,0.0,2724198.2800000003,-0.06671437848198758,-0.007362309604111994,28.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
ANET,"ARISTA NETWORKS, INC.",USD,Technology,Computer Hardware,US,0.2442,0.6629999999999999,8,0.12878787878787878,0.0,0.09922680412371133,0.0,0.010309278350515464,0.0,26820832320.0,0.2455887651433175,0.2455887651433175,8.0,Medio,Grande,Muy Buena,Muy Buena,Alta,Media
ANGI,ANGI INC.,USD,Communication Services,Internet Content & Information,US,0.0592,0.9645,11,0.14967860422405876,0.0,0.09653233364573571,0.0,0.0028116213683223993,0.0,8020249500.0,-0.007981288522180052,-0.007981288522180052,11.0,Maduro,Mediana,Mala,Mala,Media,Alta
ANGO,"ANGIODYNAMICS, INC.",USD,Healthcare,Medical Instruments & Supplies,US,0.0458,0.9522,18,0.1537598204264871,0.0,0.11282932416953036,0.0,0.0028636884306987398,0.0,990948990.0,0.038714772865777514,0.038714772865777514,18.0,Maduro,Pequeña,Mala,Normal,Media,Alta
ANIK,"ANIKA THERAPEUTICS, INC.",USD,Healthcare,Medical Devices,US,0.0147,0.9494,37,0.2647161267850923,0.03017241379310345,0.19711340206185568,0.0,0.01731958762886598,0.0,575777670.0,0.09906515493297285,0.09906515493297285,25.0,Maduro,Pequeña,Buena,Buena,Baja,Alta
ANIP,"ANI PHARMACEUTICALS, INC.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.1239,0.6914,22,0.28236914600550966,0.09090909090909091,0.14948453608247422,0.0,0.016494845360824743,0.0,408450960.0,0.11024211917041882,0.11024211917041882,10.0,Maduro,Pequeña,Buena,Buena,Media,Media
ANSS,"ANSYS, INC.",USD,Technology,Software—Application,US,0.0039,0.9539,26,0.1790986790986791,0.0,0.12252180808881839,0.0,0.008326724821570182,0.0,30890811600.0,0.21252266349546356,0.21252266349546356,26.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
ANTE,AIRNET TECHNOLOGY INC.,USD,Communication Services,Telecom Services,CN,0.0451,0.035,15,0.17893217893217894,0.0,0.14285714285714285,0.0,0.011782032400589101,0.0,11573196.120000001,-0.30878662381374666,-0.30878662381374666,14.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
AORT,"ARTIVION, INC.",USD,Healthcare,Medical Devices,US,0.0399,0.8316,23,0.28700801114594215,0.11637931034482758,0.11752577319587629,0.0,0.0,0.0,931001990.0,0.036845187432722026,0.03511383358010978,20.0,Maduro,Pequeña,Mala,Normal,Media,Alta
AOS,A. O. SMITH CORPORATION,USD,Industrials,Specialty Industrial Machinery,US,0.0070999999999999,0.9697,37,0.26863226863226863,0.125,0.18278071886319308,0.0,0.01894678183337977,0.0,11302044212.535002,0.16569828209537896,0.11488399850350262,37.0,Maduro,Grande,Muy Buena,Buena,Baja,Alta
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LIMITED,USD,Technology,Semiconductors,US,0.1968,0.5965,12,0.13468013468013468,0.0,0.0936426116838488,0.0,0.0,0.0,819736940.0,0.08927633338628915,0.08927633338628915,12.0,Maduro,Pequeña,Normal,Buena,Alta,Media
AOXY,"ADVANCED OXYGEN TECHNOLOGIES, INC.",USD,Real Estate,Real Estate Services,US,0.6696,,41,0.38326118326118325,0.15,0.29896907216494845,0.0,0.061855670103092786,0.0,890741.6225,-0.040280929499524,-0.040280929499524,9.0,Maduro,Pequeña,Mala,Mala,Alta,
AP,AMPCO-PITTSBURGH CORPORATION,USD,Industrials,Metal Fabrication,US,0.2298,0.5331,42,0.25143325143325146,0.0,0.18417386458623572,0.0,0.028420172750069656,0.0,87772800.0,0.0038784886377973837,0.01031816496561122,37.0,Maduro,Pequeña,Mala,Mala,Alta,Media
APA,APA CORPORATION,USD,Energy,Oil & Gas E&P,US,0.0036,0.8922,53,0.2552552552552553,0.11148648648648649,0.165784341042073,0.0,0.025076623014767346,0.0,7646940000.0,0.056155926076750795,0.05437255671377761,37.0,Maduro,Mediana,Normal,Normal,Baja,Alta
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,USD,Financial Services,Asset Management,US,0.0409999999999999,0.8086,9,0.17732884399551066,0.0,0.13172966781214204,0.0,0.020618556701030927,0.0,2621540000.0,0.07610865953936075,0.04457165815660824,9.0,Medio,Mediana,Normal,Normal,Media,Media
APD,"AIR PRODUCTS AND CHEMICALS, INC.",USD,Basic Materials,Specialty Chemicals,US,0.0032,0.8515999999999999,61,0.18973518973518974,0.0,0.1454444134856506,0.0,0.015324602953468934,0.0,62829139999.99999,0.1622289519507223,0.11654078242480614,37.0,Maduro,Grande,Muy Buena,Buena,Baja,Alta
