Date,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2005,8725.0,10625.0,4875.0,6625.0,6625.0,15.0,0,0,6625.0
2006,325.0,950.0,105.0,200.0,200.0,329.0,0,0,200.0
2007,17.5,30.0,13.25,20.0,20.0,1837.5,0,0,20.0
2008,4.0,5.5,2.25,2.25,2.25,8994.5,0,0,2.25
2009,0.5,1.25,0.5,0.75,0.75,41548.0,0,0,0.75
2010,0.5,1.0,0.5,0.5,0.5,68905.0,0,0,0.5
2011,0.5,0.5,0.5,0.5,0.5,400.0,0,0,0.5
2012,0.5,0.5,0.5,0.5,0.5,13781.0,0,0,0.5
2013,0.5,0.5,0.5,0.5,0.5,160.0,0,0,0.5
2014,0.5,1.0,0.5,0.5,0.5,24132.5,0,0,0.5
2015,0.525,1.025,0.5,0.5,0.5,15444.0,0,0,0.5
2016,0.18,0.38475000000000004,0.1,0.22,0.22,34687.0,0,0,0.22
2017,0.1465,0.34,0.12340000000000001,0.14265,0.14265,20043.5,0,0,0.14265
2018,0.1335,0.1875,0.1,0.1475,0.1475,143630.5,0,0,0.1475
2019,0.11945,0.13975,0.06655,0.11879999999999999,0.11879999999999999,176075.0,0,0,0.11879999999999999
2020,0.00025,0.00035,0.0001,0.0002,0.0002,526566277.5,0,0,0.0002
2021,0.0049499999999999995,0.00875,0.00335,0.0049499999999999995,0.0049499999999999995,1942547554.5,0,0,0.0049499999999999995
2022,0.0029,0.00435,0.0019,0.0031999999999999997,0.0031999999999999997,947190279.0,0,0,0.0031999999999999997
