Date,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2000,1.25,1.5,1.0,1.1875,1.1875,653200.0,0,0,1.1875
2001,0.19,0.30125,0.14,0.2,0.2,1541950.0,0,0,0.2
2002,0.175,0.20500000000000002,0.115,0.15000000000000002,0.15000000000000002,1190200.0,0,0,0.15000000000000002
2003,0.20500000000000002,0.255,0.175,0.225,0.225,3216800.0,0,0,0.225
2004,0.46,0.545,0.38,0.46499999999999997,0.46499999999999997,2478900.0,0,0,0.46499999999999997
2005,0.405,0.495,0.37,0.405,0.405,1273550.0,0,0,0.405
2006,0.31,0.395,0.26,0.315,0.315,727850.0,0,0,0.315
2007,0.255,0.28,0.21000000000000002,0.235,0.235,716400.0,0,0,0.235
2008,0.14500000000000002,0.16999999999999998,0.11,0.135,0.135,522550.0,0,0,0.135
2009,0.065,0.08,0.06,0.07,0.07,368000.0,0,0,0.07
2010,0.11,0.13,0.09,0.10500000000000001,0.10500000000000001,690400.0,0,0,0.10500000000000001
2011,0.055,0.08,0.04,0.06,0.06,771000.0,0,0,0.06
2012,0.05,0.07,0.03,0.06,0.06,849700.0,0,0,0.06
2013,0.055,0.07,0.04,0.06,0.06,387950.0,0,0,0.06
2014,0.035,0.05,0.03,0.03,0.03,679450.0,0,0,0.03
2015,0.06,0.07500000000000001,0.04,0.065,0.065,362100.0,0,0,0.065
2016,0.06,0.06,0.03,0.06,0.06,112650.0,0,0,0.06
2017,0.045,0.05,0.03,0.04,0.04,636800.0,0,0,0.04
2018,0.095,0.11,0.07,0.1,0.1,230550.0,0,0,0.1
2019,0.16,0.19,0.15,0.165,0.165,663550.0,0,0,0.165
2020,0.1,0.13,0.09,0.1,0.1,856200.0,0,0,0.1
2021,0.19,0.21,0.17,0.18,0.18,1002200.0,0,0,0.18
2022,0.16,0.18,0.155,0.165,0.165,230000.0,0,0,0.165
