Date,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2012,1.01,1.01,1.01,1.01,1.01,,0,0,1.01
2013,0.75,0.88,0.575,0.75,0.75,2550.0,0,0,0.75
2014,0.85,0.85,0.85,0.85,0.85,1000.0,0,0,0.85
2015,0.825,0.85,0.775,0.825,0.825,1050.0,0,0,0.825
2016,1.25,1.25,1.25,1.25,1.25,150.0,0,0,1.25
2017,1.2,1.2,1.2,1.2,1.2,150.0,0,0,1.2
2018,1.25,1.475,1.2125,1.35,1.35,2800.0,0,0,1.35
2019,4.25,4.575,1.52,3.035,3.035,5750.0,0,0,3.035
2020,0.7150000000000001,0.8,0.43005000000000004,0.595,0.595,5600.0,0,0,0.595
2021,0.51,0.9075,0.3345,0.545,0.545,123750.0,0,0,0.545
2022,0.49055,0.56,0.44020000000000004,0.4552,0.4552,347100.0,0,0,0.4552
