Date,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2017,1.4849999999999999,2.16,1.3050000000000002,1.875,1.875,1371400.0,0,0,1.875
2018,3.16,4.025,2.915,3.49,3.49,1183800.0,0,0,3.49
2019,5.21,5.7,4.245,5.145,5.145,1048150.0,0,0,5.145
2020,2.385,2.955,2.0300000000000002,2.805,2.805,2559850.0,0,0,2.805
2021,10.245000000000001,11.52,8.49,9.14,9.14,6111700.0,0,0,9.14
2022,5.86,6.3100000000000005,4.83,5.470000000000001,5.470000000000001,4149400.0,0,0,5.470000000000001
