,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1990,200000,,100000,0.5000,200000,,,,100000,300000,300000,,,,-100000,-0.5000,-100000,-0.5000,,-100000,-0.5000,,-100000,-0.5000,-0.01,-0.01,12849300,12849300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.367
1991,200000,100000,100000,0.5000,200000,200000,,200000,,400000,500000,,,,-300000,-1.5000,-300000,-1.5000,,-300000,-1.5000,-100000,-200000,-1.0000,-0.02,-0.02,12849300,12849300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3369
1992,1300000,800000,500000,0.3846,600000,200000,,200000,-100000,700000,1500000,,,10000,-190000,-0.1462,-200000,-0.1538,,-200000,-0.1538,,-200000,-0.1538,-1.00,-1.00,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200000,10000,-390000,,-700000,,,,,40000,-1240000,-100000,,,,,-100000,,,350000,,1100000,1450000,,110000,36992000,36882000,-1340000,1.2047
1993,5900000,4200000,1700000,0.2881,500000,1200000,,1200000,0,1700000,5900000,,,30000,-370000,-0.0627,,,,,,100000,-500000,-0.0847,-1.25,-1.25,400000,400000,100000,,100000,3600000,1500000,1900000,7100000,100000,,,,,,600000,700000,,7800000,900000,500000,,,1200000,2600000,4300000,,,100000,4400000,,,7000000,,600000,-1700000,,1900000,800000,7800000,,7800000,-500000,30000,50000,,-2060000,,,,,-1310000,-3790000,-70000,,,,-1260000,-1330000,,,2310000,,2780000,5090000,,-20000,-20000,,-3860000,1.113
1994,8500000,5900000,2600000,0.3059,300000,1500000,,1500000,-0,1800000,7700000,,,100000,-100000,-0.0118,800000,0.0941,-100000,700000,0.0824,,-200000,-0.0235,-0.50,-0.50,400000,400000,400000,,400000,3000000,800000,600000,4800000,300000,,,,200000,,400000,900000,,5700000,900000,,,,1100000,2000000,3100000,,,100000,3200000,,,5200000,,500000,-1700000,-100000,1900000,600000,5800000,-100000,5700000,-200000,100000,20000,,500000,1100000,700000,,,2260000,2680000,-220000,,,,-1390000,-1610000,,,,,-730000,-730000,-20000,320000,420000,100000,2460000,1.2269
1995,10762758,7019190,3743568,0.3478,,,,,2651694,2651694,9670884,,,311964,545937,0.0507,1091874,0.1014,-857901,233973,0.0217,155982,77991,0.0072,0.08,0.08,454545,454545,3431604,,3431604,6785217,545937,623928,11386686,311964,,545937,545937,,,857901,1715802,,13102488,2027766,233973,,,857901,3119640,779910,,,,779910,,,3899550,,,-1325847,-155982,10684767,9202938,13102488,,13102488,77991,311964,155982,,-2495712,,233973,,,701919,-1247856,-233973,,,233973,-1247856,-1247856,,5381379,,,77991,5459370,,5459370,,389955,-1481829,1.2777
1996,13337602,10525457,2812145,0.2108,1205205,,,,6267066,7472271,17997728,,,321388,-7472271,-0.5602,-4660126,-0.3494,-3133533,-7793659,-0.5843,321388,-8115047,-0.6084,-11.81,-11.81,687075,687075,1365899,,1365899,4820820,2089022,,8275741,562429,,401735,401735,,,562429,1526593,,9802334,3535268,1847981,,,2330063,7713312,321388,,,321388,642776,,,8356088,,,-9480946,-241041,11168233,1446246,9802334,,9802334,-8115047,321388,321388,,3615615,,-1365899,,,482082,-3374574,-160694,,,241041,321388,401735,,,,,883817,883817,,883817,,3535268,-3535268,1.2538
1997,19999980,9636354,10363626,0.5182,1545453,,,,7999992,9545445,19181799,,,636363,1181817,0.0591,818181,0.0409,-272727,545454,0.0273,90909,454545,0.0227,0.64,0.64,729364,750000,1090908,,1090908,6999993,2090907,,10181808,1454544,,363636,363636,,,545454,2363634,,12545442,2909088,1090908,,,1909089,5909085,999999,,,363636,1363635,,,7272720,,,-10272717,-727272,16272711,5272722,12545442,,12545442,454545,636363,,,-3181815,,272727,,,90909,-1999998,-1363635,,,,90909,-1272726,,3181815,,,-363636,2818179,,2818179,,1545453,-3363633,1.0991
1998,31036824,15347880,15688944,0.5055,3581172,,,,10061388,13642560,28990440,,,767394,2302182,0.0742,2046384,0.0659,-511596,1534788,0.0495,255798,1278990,0.0412,1.11,1.11,1153846,1153846,1961118,,1961118,10061388,3154842,85266,15262614,2643246,,170532,170532,,,682128,3495906,,18758520,5201226,2728512,,,2728512,10658250,852660,,,852660,1705320,,,12363570,,,-8356068,-1023192,15774210,6394950,18758520,,18758520,1278990,767394,,,-1193724,,-1193724,,,1620054,2472714,-2131650,,,,-937926,-3069576,,,,,1534788,1534788,,1534788,,1023192,341064,1.1723
1999,60341935,30494446,29847489,0.4946,4779136,,,,16754306,21533442,52027888,,,1092175,9015663,0.1494,8314047,0.1378,-390559,7923488,0.1313,793044,7130443,0.1182,6.36,5.57,1121094,1281250,9132930,,9132930,15224863,10622621,,34980414,2706090,,96398,96398,,,1618884,4421372,,39401786,8191811,3552799,,,7318270,19062880,1639754,,,947082,2586835,,,21649715,,2921743,-2648450,-1456896,18935675,17752071,39401786,,39401786,7130443,1092175,-861616,,-3525967,,-6622617,,,-108323,3726713,-1488697,,,,299131,-1189567,,3349072,,,1072299,4421372,-138137,6820381,9132930,2312549,2238015,1.0075
