,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2000,1411548000000,,,,,487472000000,,487472000000,,,,1398940000000,745549000000,,890208000000,0.6307,,,,126139000000,0.0894,82078000000,62581000000,0.0443,25.16,25.16,2487321145,2487321145,2168836000000,,2168836000000,,,,,855726000000,,,,,,,,48495608000000,48495608000000,,467268000000,,,,467268000000,,,271000000,,,45500549000000,,45967817000000,,639934000000,198161000000,,1370459000000,2208554000000,48176371000000,319237000000,48495608000000,62581000000,,,,,,,,,2617365000000,2679946000000,-54707000000,,-7671286000000,7207802000000,-217029000000,-735220000000,,,-25000000,-39949000000,17850000000,-22124000000,3614000000,502650000000,1408146000000,905496000000,2625239000000,
2001,1335772000000,,,,,490621000000,,490621000000,,,,1107828000000,437839000000,,564769000000,0.4228,,,,132046000000,0.0989,77991000000,48939000000,0.0366,18.44,18.42,2653958785,2656840391,2896268000000,,2896268000000,,,,,883059000000,,,,,,,,51849687000000,51849687000000,,1141697000000,,,,1141697000000,,,369000000,,,48148259000000,,49289956000000,,640129000000,196060000000,,1339620000000,2175809000000,51465765000000,383922000000,51849687000000,48939000000,,,,,,,,,6617141000000,6666080000000,-118836000000,,-6532695000000,13482367000000,-2951128000000,3879708000000,,,-808000000,-43179000000,-376037000000,-420024000000,830000000,-260777000000,1147369000000,1408146000000,6547244000000,
2002,3082226000000,,,,,935553000000,,935553000000,,,,2176683000000,726900000000,,1378232000000,0.4472,,,,604338000000,0.1961,187445000000,463887000000,0.1505,168.24,168.24,2757293153,2757293153,2128742000000,,2128742000000,793266000000,,103856886000000,106778894000000,1207589000000,18518000000,,18518000000,,,,1226107000000,,108005001000000,,1167500000000,,,,1167500000000,,,39206000000,,,102941035000000,,104108535000000,,676246000000,475357000000,,1761016000000,2912619000000,107021154000000,983847000000,108005001000000,463887000000,,,,,,,,,-5845397000000,-5381510000000,-73354000000,,-39722661000000,45656879000000,-128056000000,5732808000000,,,-8539000000,-50165000000,-210109000000,-268813000000,3595000000,1260610000000,2128742000000,868132000000,-5454864000000,
2003,3100885000000,,,,,889237000000,,889237000000,,,,1816905000000,417401000000,,1041882000000,0.3360,,,,590914000000,0.1906,159122000000,465359000000,0.1501,168.65,168.65,2759318769,2759318769,2900991000000,,2900991000000,2090953000000,,69963653000000,74955597000000,1007905000000,30031000000,,30031000000,28613916000000,,,29651852000000,134259301000000,104607449000000,,187800000000,,,,187800000000,,,43930000000,,,100998855000000,,101186655000000,,1247650000000,311664000000,-77712000000,942472000000,2424074000000,103610729000000,996720000000,104607449000000,465359000000,,,,,,,,,4977841000000,5443200000000,-69884000000,,-49938065000000,45619355000000,-235323000000,-4623917000000,,,-7875000000,-76969000000,40925000000,-43919000000,-2629000000,772249000000,2900991000000,2128742000000,5373316000000,
2004,3359261000000,,,,,866549000000,,866549000000,,,,1591336000000,310266000000,,673562000000,0.2005,,,,404894000000,0.1205,32882000000,330414000000,0.0984,104.63,71.73,3157943028,3157943028,3529479000000,,3529479000000,1161398000000,,66161848000000,70852725000000,984060000000,21706000000,,21706000000,30356681000000,,,31362447000000,133577619000000,102215172000000,,282700000000,,,,282700000000,,,40181000000,,,97867834000000,,98150534000000,,1247650000000,611189000000,253249000000,958854000000,3070942000000,101221476000000,993696000000,102215172000000,330414000000,,,,,,,,,3191704000000,3522118000000,-80932000000,,-47305660000000,44655852000000,-297606000000,-3028346000000,,,-632000000,-66556000000,204322000000,137134000000,-2417000000,628488000000,3529479000000,2900991000000,3441186000000,
2005,3239483000000,,,,,852715000000,,852715000000,,,,1521726000000,350383000000,,190863000000,0.0589,,,,-108535000000,-0.0335,74681000000,-234201000000,-0.0723,-88.78,-88.78,2638107491,2638107491,2930645000000,,2930645000000,693196000000,,67255809000000,70879650000000,836053000000,13381000000,,13381000000,28002774000000,,,28852208000000,128584066000000,99731858000000,,375100000000,,,,375100000000,,,45259000000,,,95559827000000,,95934927000000,,1352651000000,329963000000,330770000000,762344000000,2775728000000,98710655000000,1021203000000,99731858000000,-234201000000,,,,,,,,,-3045921000000,-3280122000000,-56945000000,,-46309832000000,49252594000000,-262292000000,2623525000000,,,-269012000000,-85920000000,409131000000,54199000000,-378000000,-598834000000,2930645000000,3529479000000,-3337067000000,
2006,2865349000000,,,,,1503928000000,,1503928000000,,,,1662598000000,500991000000,425812000000,1910365000000,0.6667,,,,1043362000000,0.3641,296719000000,686843000000,0.2397,185.19,185.19,3708932500,3708932500,7107469000000,,7107469000000,708665000000,,70153326000000,77969460000000,1806283000000,6612000000,,6612000000,27228220000000,,,29041115000000,136051690000000,107010575000000,3065722000000,8026410000000,47260000000,,,11092132000000,6759023000000,183091000000,99617000000,,7041731000000,97392751000000,,101443152000000,,1420877000000,992064000000,816625000000,1224832000000,4454398000000,105897550000000,1113025000000,107010575000000,686843000000,425812000000,,,1143228000000,,,,149489000000,-47529000000,2208354000000,-423960000000,54937000000,-43620790000000,43253472000000,73859000000,-662482000000,-414684000000,589000000000,-2209000000,-44373000000,551730000000,679464000000,3840000000,2229177000000,5159822000000,2930645000000,1784394000000,
2007,2803986000000,,,,,1563223000000,,1563223000000,,,,1979065000000,810474000000,419126000000,1977540000000,0.7053,,,,806790000000,0.2877,306588000000,441352000000,0.1574,116.68,116.68,3782511500,3782511500,4036855000000,,4036855000000,734279000000,,71381998000000,76153132000000,1818914000000,100850000000,134045000000,234895000000,22651368000000,,,24705177000000,125563486000000,100858309000000,1581404000000,2286698000000,56292000000,,,3868102000000,7747262000000,180374000000,100489000000,,8028125000000,99687052000000,,95527029000000,,1420877000000,1386436000000,1181355000000,-65667000000,3923001000000,99450030000000,1408279000000,100858309000000,441352000000,419126000000,,,-8193609000000,,,,-886149000000,572391000000,-6760740000000,-634646000000,2428000000,-35085809000000,40430608000000,-633000000,4769454000000,-264283000000,11320000000,-1474644000000,-47926000000,530588000000,-1244945000000,3434000000,-3232798000000,1927024000000,5159822000000,-7395386000000,
2008,3102676000000,,,,,1773364000000,,1773364000000,97795000000,,,2145448000000,935065000000,497641000000,2280681000000,0.7351,,,,928955000000,0.2994,386438000000,461537000000,0.1488,119.36,119.36,3866826500,3866826500,5017325000000,,5017325000000,656989000000,,77918189000000,83592503000000,2245508000000,178645000000,153879000000,332524000000,25785383000000,,,28363415000000,140319333000000,111955918000000,5812838000000,2638142000000,56772000000,,,8450980000000,9017442000000,192974000000,99492000000,,9309908000000,107590772000000,,106731844000000,,1420877000000,1740610000000,483002000000,-66120000000,3578369000000,110310213000000,1645705000000,111955918000000,461537000000,497641000000,,,4294543000000,,,,5452629000000,528867000000,5782588000000,-593289000000,-2753000000,-50073494000000,45519574000000,-1515000000,-5086559000000,-123000000000,853000000,-901000000,-110099000000,335259000000,102112000000,-8465000000,809728000000,2736752000000,1927024000000,5189299000000,
2009,2427583000000,,,,,1063419000000,,1063419000000,-723131000000,,,2087345000000,748892000000,131413000000,841492000000,0.3466,,,,29495000000,0.0121,334643000000,-373456000000,-0.1538,-99.48,-99.48,3861740000,3861740000,5241694000000,,5241694000000,2491121000000,,79953378000000,87686193000000,1008801000000,186793000000,175089000000,361882000000,30580348000000,,,31951031000000,151588255000000,119637224000000,7638027000000,2516115000000,45105000000,,,10154142000000,9354116000000,177998000000,74504000000,,9606618000000,114477936000000,23594000000,115025460000000,,1420877000000,1245085000000,-129393000000,-66713000000,2469856000000,117495316000000,2141908000000,119637224000000,-373456000000,131413000000,,,6696072000000,,,,10464762000000,914024000000,7368053000000,-250121000000,-36618000000,-53213459000000,46850936000000,-64481000000,-6639254000000,-409374000000,326000000,-943000000,-118758000000,881401000000,352652000000,-17315000000,1064138000000,3800890000000,2736752000000,7117932000000,
