,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2008,580000,330000,250000,0.4310,,330000,,330000,10000,340000,670000,,-40000,90000,-80000,-0.1379,-90000,-0.1552,-40000,-130000,-0.2241,,-130000,-0.2241,-0.33,-0.33,390000,390000,10000,,10000,90000,,290000,390000,,,130000,130000,,,,130000,,520000,30000,450000,,,470000,950000,,,,,,,,950000,,30000,-600000,,140000,-430000,520000,,520000,-130000,90000,,,60000,,,,-560000,50000,70000,,,,,,,,,,,-80000,-80000,,-10000,-10000,,70000
2009,870000,740000,130000,0.1494,,320000,,320000,5250,325250,1070000,,,169641,-60359,-0.0694,-202732,-0.2330,-27268,-230000,-0.2644,,-230000,-0.2644,-1.00,-1.00,277563,277563,28904,,28904,90364,,231698,350966,175966,,,,,,320,176286,,527252,115845,108000,,,499657,723502,,,,,,,,723502,,32269,-829807,-3413,604701,-196250,527252,,527252,-230000,169641,,100298,187464,1631,,88324,-372536,-166174,61229,,,,,,,-39331,,,,,-39331,,21898,28904,7006,61229
2010,640000,460000,180000,0.2813,,340000,,340000,-3611,336389,790000,,,231451,71451,0.1116,-150766,-0.2356,-9234,-160000,-0.2500,,-160000,-0.2500,-0.43,-0.43,373693,373693,107369,,107369,133429,,238174,478972,295932,,,,,,320,296252,,775224,93975,93300,,,657923,845198,50000,,,,50000,,,895198,,39039,-992002,-3696,836685,-119974,775224,,775224,-160000,231451,,39985,6310,-43064,,-21870,-366226,-241765,-124019,-2463,,,,,-2463,-240614,344400,,,130000,233786,,107304,136208,28904,-126482
2011,760000,370000,390000,0.5132,,520000,,520000,48633,568633,940000,,18551,13943,-167506,-0.2204,-208706,-0.2746,8706,-200000,-0.2632,,-200000,-0.2632,-1.00,-1.00,390820,390820,26588,,26588,92042,,186957,305587,4870,,,,,,673201,678071,,983658,72171,69898,,275849,674480,1092398,,,,7299,7299,,,1099697,,39276,-1222184,-4907,1071776,-116039,983658,,983658,-200000,13943,,16003,-420585,41385,,-21796,-786811,352558,-238081,-12600,,,,,-12600,-18300,,,,159361,141061,,-109620,26588,136208,-250681
2012,450000,440000,10000,0.0222,,840000,,840000,95170,935170,1410000,,,26709,-993291,-2.2073,-925861,-2.0575,-94139,-1020000,-2.2667,,-1020000,-2.2667,-2.00,-2.00,512049,512049,32744,,32744,40812,,341428,414984,2849,,,,,,536727,539576,,954560,107811,50000,,270061,1312150,1740022,,,,,,,,1740022,,70302,-2241971,-6928,1393135,-785462,954560,,954560,-1020000,26709,,,-538227,51230,,45658,-1325038,942309,-589209,,,,,-7500,-7500,-85000,,,,687865,602865,,6156,32744,26588,-589209
2013,150000,1220000,-1070000,-7.1333,,462755,7245,470000,29038,499038,3600000,,,346617,-3203383,-21.3559,-1573372,-10.4891,-1976628,-3550000,-23.6667,,-3550000,-23.6667,-4.00,-4.00,838569,838569,39847,,39847,17709,,8184,65740,828,,,,,,11920,12748,,78488,107301,1144197,,211946,491846,1955290,,,,,,,,1955290,,99938,-5758803,-8949,3791012,-1876802,78488,,78488,-3550000,346617,,30700,-564512,23103,,-510,-1889550,3358178,-379017,,,,,,,,,,,386120,386120,,7103,39847,32744,-379017
2014,53680,165770,-112090,-2.0881,,566290,,566290,12427,578717,744490,,,12429,-1341031,-24.9819,-690808,-12.8690,-662662,-1353470,-25.2137,1570,-1355030,-25.2427,-1.00,-1.00,1160491,1160491,14688,,14688,16197,,8245,39130,,,,,,,,,,39130,116150,1869095,,202499,1043180,3230924,,,,,,,,3230924,,184517,-7113833,,3737522,-3191794,39130,,39130,-1355030,12429,,,-1302244,1512,,8849,-3191794,1969686,-675159,,,,,,,,,,,650000,650000,,-25159,14688,39847,-675159
2015,43970,369050,-325080,-7.3932,,551210,,551210,-1,551209,920260,,,,-1870280,-42.5354,-876287,-19.9292,-993993,-1870280,-42.5354,400,-1870680,-42.5445,-1.00,-1.00,2387627,2387627,42052,,42052,4504,,5249,51805,,,,,,,,,,51805,124163,2852402,,195033,1698075,4869673,,,,,,,,4869673,,2804,-8984510,,4163838,-4817868,51805,,51805,-1870680,,,,-1626074,11693,,8013,-4817868,2631118,-865636,,,,,,,,,,,893000,893000,,27364,42052,14688,-865636
2016,138720,235150,-96430,-0.6951,,554770,,554770,3,554773,789930,,,,-2127140,-15.3341,-651206,-4.6944,-1475934,-2127140,-15.3341,2280,-2129420,-15.3505,-1.00,-1.00,3811940,3811940,19934,,19934,7745,,5281,32960,,,,,,,,,,32960,133083,3457871,,127201,3145758,6863913,,,,,,,,6863913,,6484,-11113929,,4276492,-6830953,32960,,32960,-2129420,,,,-2013085,-3241,,8920,-6830953,3423291,-719214,,,,,,,,,,,697096,697096,,-22118,19934,42052,-719214
2017,2217980,309470,1908510,0.8605,,1904040,,1904040,-5,1904035,11733850,4571,4891,38851,-9519078,-4.2918,-9515872,-4.2903,-46938,-9562810,-4.3115,29470,-9592290,-4.3248,-0.51,-0.51,18659077,18659077,167492,,167492,7395,,39357,214244,12740,,432640,432640,,,15000,460380,,674624,155494,,,127187,451247,733928,379825,,,20563,400388,,,1134316,70,698,-9392240,-1644,8933424,-459692,674624,,674624,-9592290,38851,,19667,6311269,-1481,,6003,-519684,3230187,7684,-14384,29156,,,47251,62023,-98008,,,,1901,-96107,,-26400,167492,193892,-6700
2018,2113150,282630,1830520,0.8663,,1825830,,1825830,-1,1825829,2108460,,57295,94811,99496,0.0471,4685,0.0022,-57295,-52610,-0.0249,7550,-60160,-0.0285,-0.00,-0.00,73052150,73052150,309216,,309216,5079,,27001,341296,13051,,341160,341160,,,2850,357061,,698357,176020,379825,,127182,452655,1135682,,,,,,,,1135682,69,751,-9452402,-4975,9019232,-437325,698357,,698357,-60160,94811,,23000,-274702,2316,,20526,-794386,357417,140366,-3642,,,,,-3642,,,,,5000,5000,,141724,309216,167492,136724
2019,2083461,286985,1796476,0.8623,,,,1898987,,1898987,2185972,,40465,94968,-6394,-0.0031,-102511,-0.0492,-39316,-141827,-0.0681,800,-142627,-0.0685,-0.00,-0.00,75056123,75056123,254776,,254776,9772,,17628,282176,9563,,249680,249680,,,64612,323855,,606031,162476,,,7543,507740,677759,379825,,,32417,412242,,,1090001,69,751,-9595029,-8463,9118702,-483970,606031,,606031,-142627,94968,,57999,398803,-4693,,-13544,-395583,-463583,-54440,,,,,,,,,,,,,,-54440,254776,309216,-54440
2020,1779733,248279,1531454,0.8605,,,,1782173,,1782173,2030452,,44931,102659,-121992,-0.0685,-250719,-0.1409,-18863,-269582,-0.1515,,-269582,-0.1515,-0.00,-0.00,75056123,75056123,491639,,491639,11471,,12621,515731,43523,,158200,158200,,,35267,236990,,752721,138731,557592,,7543,480358,1184224,222263,,,20031,242294,,32417,1426518,69,751,-9864611,,9189994,-673797,752721,,752721,-269582,102659,,41667,-272910,-1699,,-23745,-668493,313425,-84741,-46609,,,,600,-46009,-7032,,,,374645,367613,,236863,491639,254776,-131350
