,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2009,756567000,405500000,351067000,0.4640,,127514000,17113000,144627000,-20228000,124399000,529899000,1398000,18633000,32702000,269673000,0.3564,226668000,0.2996,-8090000,218578000,0.2889,70570000,147768000,0.1953,1.60,1.60,93670400,93670400,111660000,,111660000,38001000,123398000,14026000,287085000,1020457000,,,,18296000,21641000,54962000,1115356000,,1402441000,50560000,88809000,15048000,5526000,56658000,201553000,228564000,,133236000,4575000,366375000,,,567928000,,418777000,306100000,-137948000,246735000,833664000,1401592000,849000,1402441000,147768000,32702000,,,-15830000,,2324000,,,479000,165119000,-75570000,,,,168000,-75402000,-168530000,,,-35263000,204411000,618000,-1010000,89325000,111660000,22335000,89549000,0.3461
2010,898047000,478990000,419057000,0.4666,,152133000,16501000,168634000,-10097000,158537000,637527000,2685000,14810000,36288000,378422000,0.4214,336407000,0.3746,-9193000,327214000,0.3644,104105000,223219000,0.2486,2.40,2.40,93670400,93670400,154493000,,154493000,36429000,160316000,11463000,362701000,1101995000,,,,30813000,7637000,83865000,1224310000,,1587011000,52025000,121585000,24863000,1631000,84560000,259801000,185670000,,143442000,4803000,333915000,,,593716000,,418777000,435668000,-161793000,299904000,992556000,1586272000,739000,1587011000,223219000,36288000,,,-16705000,,-28422000,,,-62624000,180178000,-110696000,,,,90723000,-19973000,-163952000,,,-72606000,121114000,-115444000,-1928000,42833000,154493000,111660000,69482000,0.3562
2011,994970000,569515000,425455000,0.4276,,196196000,23707000,219903000,,219903000,789418000,2695000,19219000,47633000,172925000,0.1738,118896000,0.1195,-15048000,103848000,0.1044,38379000,67694000,0.0680,0.70,0.70,93670400,93670400,363279000,,363279000,79082000,206102000,11629000,660092000,1197401000,,,,22074000,45030000,60445000,1324950000,,1985042000,128485000,139048000,12870000,,41564000,309097000,451546000,,139905000,10909000,602360000,,,911457000,,418777000,473721000,90451000,57604000,1040553000,1952010000,33032000,1985042000,67694000,47633000,,,-40973000,,-45786000,,,57984000,132338000,-241215000,,,,125462000,-115753000,-119674000,,,-90761000,403013000,192578000,-377000,208786000,363279000,154493000,-108877000,0.3708
2012,1169808000,713058000,456750000,0.3904,,182794000,30865000,213659000,10167000,223826000,936884000,22768000,15747000,47954000,296449000,0.2534,230524000,0.1971,-1181000,229343000,0.1961,73743000,159005000,0.1359,1.40,1.40,114014400,114014400,473785000,,473785000,68605000,278149000,32870000,853409000,1444321000,,,,34887000,13438000,37269000,1529915000,,2383324000,80263000,22884000,15466000,2899000,73706000,179752000,192571000,,100308000,16578000,309457000,,,489209000,,531461000,570878000,105221000,625692000,1833252000,2322461000,60863000,2383324000,159005000,47954000,,5529000,-50570000,,-71218000,,,-62187000,99731000,-270232000,,-403950000,,6828000,-667354000,-388394000,672302000,,-52016000,41812000,273704000,475000,-293444000,69835000,363279000,-170501000,0.3914
2013,1239688000,716239000,523449000,0.4222,,188910000,29817000,218727000,2464000,221191000,937430000,26904000,34779000,55871000,328679000,0.2651,292998000,0.2363,-58320000,234678000,0.1893,82395000,155634000,0.1255,1.35,1.35,116392800,116392800,976952000,,976952000,67743000,334471000,40205000,1419371000,1596441000,,,,36058000,15155000,47512000,1695166000,,3114537000,62618000,,13084000,7303000,87740000,157661000,824022000,,102887000,20497000,947406000,,,1105067000,,531461000,653704000,119833000,625842000,1930840000,3035907000,78630000,3114537000,155634000,55871000,,6701000,-98871000,,-57490000,,,72419000,191754000,-210443000,,-662000000,1065950000,1010000,194517000,-235369000,,,-58093000,800839000,507377000,13469000,907117000,976952000,69835000,-18689000,0.3575
2014,1242579000,724148000,518431000,0.4172,,173424000,30534000,203958000,12618000,216576000,940724000,7712000,27163000,64759000,362217000,0.2915,300539000,0.2419,-34282000,266257000,0.2143,77468000,192827000,0.1552,1.65,1.65,116392800,116392800,580499000,,580499000,107765000,324070000,22487000,1034821000,2118716000,,,,744000,17175000,69448000,2206083000,,3240904000,70826000,,15938000,5336000,123953000,200115000,883564000,,85883000,657000,970104000,,,1170219000,,531461000,696736000,160049000,604294000,1992540000,3162759000,78145000,3240904000,192827000,64759000,,5944000,-34518000,,9785000,,,11374000,240386000,-575492000,,,18936000,3061000,-553495000,,,,-115824000,1050000,-114774000,31430000,-396453000,580499000,976952000,-335106000,0.3333
2015,1231015000,695757000,535258000,0.4348,,168089000,31481000,199570000,8717000,208287000,904044000,3141000,8896000,70810000,381480000,0.3099,318887000,0.2590,-20978000,297909000,0.2420,86242000,215532000,0.1751,1.90,1.88,114799600,114799600,158007000,,158007000,108707000,307478000,54288000,628480000,2572677000,,,,436000,21077000,191124000,2785314000,,3413794000,86067000,,11917000,7428000,110052000,203547000,1012406000,,119069000,32638000,1164113000,,,1367660000,,531461000,727765000,188107000,495721000,1943054000,3310714000,103080000,3413794000,215532000,70810000,,14159000,-2563000,,5135000,,,-22294000,275644000,-483366000,,,,7499000,-475867000,,,-108218000,-162168000,12577000,-257809000,35540000,-422492000,158007000,580499000,-207722000,0.2922
2016,1240169000,736530000,503639000,0.4061,,171922000,39899000,211821000,13005000,224826000,961356000,2591000,45859000,111266000,351926000,0.2838,272808000,0.2200,-74698000,198110000,0.1597,78627000,116174000,0.0937,1.05,1.05,108937400,108937400,80215000,,80215000,80768000,346535000,393219000,900737000,2316076000,,,,657000,6350000,96803000,2419886000,,3320623000,64098000,,18467000,1181000,115373000,180652000,998148000,,139752000,22042000,1159942000,,,1340594000,,531461000,677086000,171473000,487420000,1867440000,3208034000,112589000,3320623000,116174000,111266000,,16088000,-58825000,,-49967000,,,56976000,241679000,-137068000,,,,1441000,-135627000,,,,-154401000,-23136000,-177537000,1268000,-77792000,80215000,158007000,104611000,0.2979
2017,1225639000,732956000,492683000,0.4020,,169607000,46567000,216174000,14098000,230272000,963228000,2296000,45880000,124206000,310900000,0.2537,198560000,0.1620,-70143000,128417000,0.1048,47032000,93782000,0.0765,1.05,1.05,89212400,89212400,49216000,,49216000,99445000,373020000,31674000,553355000,2221969000,,,,21206000,142000,17443000,2260760000,,2814115000,76478000,,13335000,4276000,124247000,205001000,965290000,,108823000,28293000,1102406000,,,1307407000,,423868000,611652000,116987000,354053000,1506560000,2813967000,148000,2814115000,93782000,124206000,,11401000,-44296000,,-31863000,,,65315000,250408000,-77686000,,,694000,6353000,-70639000,,,-34216000,-124993000,-26217000,-185426000,-185000,-30999000,49216000,80215000,172722000,0.3088
2018,1262251000,796206000,466045000,0.3692,,149786000,43434000,193220000,24350000,217570000,1013776000,1856000,48652000,129779000,296125000,0.2346,241773000,0.1915,-125632000,116141000,0.0920,40995000,76699000,0.0608,0.90,0.90,85621400,85621400,49067000,,49067000,99393000,424783000,42844000,616087000,2152724000,6325000,40881000,47206000,26883000,3098000,17247000,2247158000,,2863245000,69567000,60822000,8715000,790000,127416000,258595000,1022555000,,125355000,5377000,1153287000,,,1411882000,,423868000,519285000,156410000,351800000,1451363000,2863245000,,2863245000,76699000,129779000,,9495000,-71190000,,-59637000,,,58845000,203628000,-111266000,,,,12441000,-98825000,-588150000,,,-171790000,654596000,-105344000,392000,-149000,49067000,49216000,92362000,0.2968
