,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2003,,,,,,,,3689,,,3689,28785,,,-3689,-Infinity,-3689,-Infinity,28785,25096,Infinity,,25096,Infinity,1.25,1.25,20000,20000,3542,,3542,370312,,,373854,,,,,,,465266,465266,,839120,,,,,,,,,,,,,,,,2000,-114522,,951642,839120,,839120,839120,25096,,,,2500,,,,373854,,27596,,,,,-24553,-24553,,,,,,,,3043,3542,499,27596
2004,,,,,,,,30968,,,30968,23968,,,-30975,-Infinity,-30968,-Infinity,23975,-6993,-Infinity,,-6993,-Infinity,-0.35,-0.35,20000,20000,99,300000,300099,88712,,,388811,,,,,,,443331,443331,,832142,15,,,,,15,,,,,,,,15,,2000,-121515,,951642,832127,832142,,832142,-6993,,,,14942,,,,388796,-14927,-6978,,,-300000,,303535,3535,,,,,,,,-3443,99,3542,-6978
2005,3400000,2400000,1000000,0.2941,,,,2104473,,2104473,4500000,18237,-90000,318078,-971922,-0.2859,-1106272,-0.3254,-93728,-1200000,-0.3529,,-1200000,-0.3529,-60.00,-60.00,20111,20111,61875,,61875,829294,1004657,41324,1937150,829049,,2536263,2536263,,,447305,3812617,,5749767,1442849,2304905,,,,3747754,,,503200,1843588,2346788,,,6094542,,2014,-1316167,-1279026,2248404,-344775,5749767,,5749767,-1200000,318078,,,-2199400,,-195819,,-1810604,1662125,-1419197,-119801,56506,-998300,300000,-317114,-1078709,,,,,2559682,2559682,,61776,61875,99,-1538998
2006,6470000,5340000,1130000,0.1747,,,,3311656,,3311656,8650000,76665,-410000,627000,-2233000,-0.3451,-2180792,-0.3371,-269208,-2450000,-0.3787,,-2450000,-0.3787,-90.00,-90.00,26841,26841,400000,,400000,1560000,1310000,110000,3380000,780000,,6040000,6040000,,500000,-310000,7010000,,10390000,,293903,,,1336097,1630000,2460000,,,2440000,4900000,,,6530000,167,,-5110000,-210000,9178357,3858357,10388357,1643,10390000,-2450000,627000,,,3560604,,-304955,,1750000,-4781986,-3044382,-78234,,,,264901,186667,,2710120,,,482225,3192345,,334630,396505,61875,-3122616
2007,10100000,7860000,2240000,0.2218,,,,4343934,,4343934,12200000,25992,-480000,828773,-2631227,-0.2605,-2107035,-0.2086,-872965,-2980000,-0.2950,-310000,-2670000,-0.2644,-110.00,-110.00,41588,41588,1600000,30000,1630000,790000,1660000,80000,4160000,1130000,,5460000,5460000,,160000,-90000,6660000,,10820000,,176024,,,1323976,1500000,2790000,,,750000,3540000,,123100,5040000,377,10000,-9800000,-380000,15942169,5772546,10812546,7454,10820000,-2670000,828773,-346665,,910000,,-347189,,2660000,239971,-1037921,-441008,-100000,,,53894,-487114,,2675834,,,50057,2725891,,1200856,1597361,396505,-1478929
2008,8130000,6770000,1360000,0.1673,,,,4856982,,4856982,13810000,5267,-470000,921584,-5728416,-0.7046,-5679501,-0.6986,-500499,-6180000,-0.7601,-20000,-6160000,-0.7577,-1280.00,-1280.00,4996,4996,300000,,300000,750000,1840000,10000,2900000,1330000,,2690000,2690000,,160000,-110000,4070000,,6970000,,3643172,,,2366828,6010000,430000,,,960000,1390000,,291759,7400000,377,,-16180000,-650000,16400886,-429114,6970886,-886,6970000,-6160000,921584,,125298,-5770000,46184,-188142,,-3110000,9607526,-1275592,-323101,,,,-60757,-323101,-194893,,,,500000,305107,,-1293586,303775,1597361,-1598693
2009,,,,,,,,92612,,92612,90000,,-40000,,-880000,-Infinity,-92612,-Infinity,-37388,-130000,-Infinity,,-840000,-Infinity,-2.20,-2.20,503132,503132,,,,,,,,,,,,,,,,,,,802063,,,707937,1510000,,,,,,,,1510000,377,,-17260000,,15748386,-1511614,-1614,1614,,-840000,,,,1600000,,,,-1510000,-760395,-395,,,,,,,,,,,,,,,,395,-395
2010,9020000,4700000,4320000,0.4789,,,,5974639,,5974639,9900000,7126,-140000,392606,-707394,-0.0784,-1653320,-0.1833,693320,-960000,-0.1064,-60000,-900000,-0.0998,-2.00,-2.00,659977,659977,20000,260000,280000,1550000,2440000,200000,4470000,1590000,,,,,,50000,1640000,,6110000,,2047023,,,1602977,3650000,400000,,,-10000,390000,,,4040000,377,10000,-2090000,-2650000,6799703,2070080,6110080,-80,6110000,-900000,392606,,858750,2330000,-266897,337626,,820000,-1894975,786381,-166883,,-1013,,-250000,-417896,-539519,,,,168620,-370899,,-2414,24672,27086,619498
2011,11290000,5280000,6010000,0.5323,,,,6270405,,6270405,11510000,4612,147525,408635,266160,0.0236,,,-70000,-290000,-0.0257,60000,-350000,-0.0310,-1.00,-1.00,708710,708710,10000,,10000,1470000,1860000,240000,3580000,1700000,,,,,,10000,1710000,,5290000,,2357173,,,1522827,3880000,50000,,,,50000,,,3930000,377,10000,-2930000,-3020000,7295209,1355586,5285586,4414,5290000,-350000,408635,,127500,-1120000,78028,581622,,-300000,1635221,701356,-397557,,,3791,287000,-106766,-674259,,-740,,66392,-608607,,-14017,10655,24672,303799
2012,,,,,,161864,,161864,,161864,150000,52500,50000,,150000,Infinity,-161864,-Infinity,71864,-90000,-Infinity,,100000,Infinity,1.53,1.53,740585,740585,440000,,440000,2070000,,,2510000,,,,,,,,,,2510000,20000,,,,,20000,,,,,,,,20000,,,-1790000,,4278878,2488878,2508878,1122,2510000,100000,,,,2790000,,,24333,2490000,-2975031,-85031,,1600000,,220000,,1820000,-65000,,-3154,,-1228291,-1296445,,-1296445,438524,,-85031
