,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1997,32727240,16181802,16545438,0.5056,3363633,,,,13999986,17363619,33545421,,,1454544,1545453,0.0472,,,909090,90909,0.0028,-90909,181818,0.0056,0.03,0.03,6666667,6666667,11727261,,11727261,17181801,7181811,4363632,40454505,2818179,,6454539,6454539,,,1181817,10454535,,50909040,5090904,454545,,,7818174,13363623,1545453,,545454,1636362,3727269,,,17090892,,,14272713,-4999995,24545430,33818148,50909040,,50909040,181818,1454544,-90909,,-2545452,,818181,,,636363,-363636,-5818176,,,,-636363,-6454539,,,,,14636349,14636349,,14636349,,3909087,-6181812,1.0991
1998,23192352,11596176,11596176,0.5000,3240108,,,,14495220,17735328,29331504,511596,,1534788,-5542290,-0.2390,6139152,0.2647,-13216230,-7077078,-0.3051,85266,-7162344,-0.3088,-0.86,-0.86,8316832,8316832,8782398,,8782398,14921550,8611866,1023192,33339006,1705320,,5712822,5712822,,,4604364,12022506,,45361512,3325374,3581172,,,6650748,13557294,5542290,,426330,937926,6906546,,,20463840,,1023192,7247610,-2984310,19611180,24897672,45361512,,45361512,-7162344,1534788,85266,,85266,,-1023192,,,-937926,-6394950,-682128,,,3325374,-2899044,-255798,,,-2302182,,5968620,3666438,-85266,-3069576,8782398,11851974,-7077078,1.1723
1999,19163253,10774671,8388581,0.4377,3142364,,,,13363494,16505858,27280529,,,1795779,-4709571,-0.2458,,,1611927,-6505349,-0.3395,-256398,-6248952,-0.3261,-0.80,-0.80,7797375,7797375,3270563,,3270563,11461380,8527712,707578,23967233,3097643,,5089199,5089199,,,4307086,12493928,,36461161,4896403,2449692,,,6647461,13993557,6362244,,,636026,6998269,,,20991826,,1063355,-1623853,-3801247,19831079,15469335,36461161,,36461161,-6248952,1795779,-207702,,2216152,,24845,,,-90435,-2535158,-498883,,,,-1273045,-1771928,,,-48696,,-1706337,-1755033,512796,-5550317,3270563,8820880,-3034041,1.0075
2000,27327617,14231315,13096302,0.4792,3982128,,,,12859930,16842057,31073372,,,1349026,13414659,0.4909,3745755,0.1371,8319878,12065634,0.4415,323681,11741953,0.4297,1.50,1.42,7784850,8266361,3397585,21711113,25108699,8679760,5605856,597319,39991634,1830288,,2727864,2727864,,,5876300,10434452,,50426086,4419736,1843065,,798555,3151630,10212986,3155889,,,2281738,5437627,,,15650613,,1016827,8784105,-4107767,29082308,34775473,50426086,,50426086,11741953,1349026,72402,,2165681,,3287917,,,-15299249,29813,-456773,,,,2529822,2073049,,159711,,,-1972963,-1813252,-162905,127769,3397585,3269817,-426961,0.9424
2001,24006718,15216617,8790100,0.3662,3435793,,,,9680237,13116030,28332647,992413,,1104804,9138512,0.3807,5122782,0.2134,2909803,8032585,0.3346,883393,7150315,0.2978,0.92,0.90,7760044,7941869,19394191,9702715,29096906,10853599,5607187,449564,46007256,2236581,,2520930,2520930,,,2442256,7199767,,53207023,5448716,727170,,966563,4794600,11937048,304580,,,1988197,2292776,,,14229825,,1082325,15854998,-4730537,26770412,38977199,53207023,0,53207023,7150315,1104804,131497,,1489181,,559707,,,-13282368,-3406571,-848552,,,21656622,2865971,23674040,,,-74178,,-4064059,-4138237,-128126,15999983,19394191,3394208,-4255123,0.8909
2002,19979016,11513784,8465233,0.4237,3188638,,,,10056692,13245330,24759114,455520,,1116881,-2759801,-0.1381,4780098,0.2393,-8656779,-3876682,-0.1940,166770,-4043452,-0.2024,-0.52,-0.52,7771467,7833514,15768795,81955,15850750,11205974,6571681,493638,34122044,1986942,,2642586,2642586,,,1071138,5700667,,39822710,4201645,1854480,,1134987,2625432,9816544,95297,,,1510457,1605754,,,11422298,,1088292,11797769,-2514888,18029239,28400412,39822710,,39822710,-4043452,1116881,5718,,-3053316,,-428837,,,-1994566,-7968735,-859579,-210606,,5526273,634678,5090766,,,,,-256349,-256349,-475532,-3609850,15768795,19378645,-8828314,1.0501
2003,18440553,13071322,5369231,0.2912,3063368,,,,10412909,13476277,26547599,177069,,981421,-8092754,-0.4389,8107046,0.4396,-17181221,-9074175,-0.4921,-113546,-8960629,-0.4859,-1.15,-1.15,7781731,7817303,10410527,,10410527,9402903,5258067,753534,25825032,2898210,,2583774,2583774,,,547087,6029070,,31854102,3151505,1209308,,2321744,4311583,10994139,586788,,,1345087,1931875,,579642,12926014,,1085439,2806102,-2945851,17982397,18928087,31854102,,31854102,-8960629,981421,-225505,,4755446,,1107672,,,-193743,-3643010,-399397,-26997,,54788,-169128,-540734,,,,,-667779,-667779,-465302,-5316825,10410527,15727352,-4042407,1.2588
2004,22146629,13666260,8480369,0.3829,1521834,,,,7787688,9309522,22975781,146061,,1048243,178519,0.0081,829152,0.0374,-1699615,-870462,-0.0393,278105,-1147830,-0.0518,-0.15,-0.15,7781731,8074210,9391404,,9391404,8188986,3936260,508262,22024912,2804659,,2528767,2528767,,,522277,5855704,,27880616,2910885,1625847,,842431,2886542,8265704,662437,,,1001769,1664206,,662437,9929910,,1085865,1660518,-2984653,18188976,17950705,27880616,,27880616,-1147830,1048243,254500,,28770,,2339183,,,-1316021,-1132339,-247123,-17704,,,281056,16229,,,,,-82620,-82620,168929,-1029801,9391404,10421205,-1379462,1.3558
2005,20794511,12303285,8491226,0.4083,1782338,,,,8030232,9812571,22115856,186593,,1201453,241473,0.0116,1322189,0.0636,-2282170,-959980,-0.0462,103850,-1063831,-0.0512,-0.14,-0.14,7782731,8373574,8310543,,8310543,9611625,4446981,390916,22760065,3127324,2410505,86120,2496625,,,390071,6014020,,28774085,3529216,2202805,,770011,3364575,9866607,528538,,6754,1013172,1548465,,473658,11415071,,1085783,596927,-2874876,18551179,17359014,28774085,,28774085,-1063831,1201453,83587,,-1038501,,-680514,,,532760,-284532,-395981,,,,-661939,-1057920,,,,,187437,187437,75144,-1080717,8310543,9391260,-680514,1.1843
2006,20265177,11945741,8319436,0.4105,2442035,,,,8970292,11412327,23358067,224276,,1257008,-2117744,-0.1045,3093648,0.1527,-6468400,-3374751,-0.1665,56069,-3430820,-0.1693,-0.39,-0.39,8817007,9557533,9893916,1031216,10925132,10873609,3765719,828155,26392616,3211090,2411727,71223,2482950,,,386422,6080462,,32473078,3986965,2598119,,669040,3671766,10925890,754659,,,1492649,2247309,,696317,13173198,,1212304,-2835276,-1538111,22460962,19299880,32473078,,32473078,-3430820,1257008,-90923,,-415214,,428853,,,778905,-1901044,-250795,,-1031216,,-347022,-1629034,,,,,5185630,5185630,-80315,1576753,9893916,8317163,-2151840,1.3199
