,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2011,,,,,,20509,,20509,,20509,20509,,1886,,-20509,-Infinity,-20509,-Infinity,-1886,-22395,-Infinity,,-22395,-Infinity,-0.00,-0.00,5000000,5000000,4220,,4220,,,2500,6720,,,,,,,,,,6720,2927,60000,,,11824,74751,60000,,,,60000,,,74751,,500,,,,-68031,6720,,6720,-22395,,,,,,,1890,-68031,3151,-19244,,,,,,,,,-4220,,39220,35000,,15756,4220,-11536,-19244
2012,,,,,,23440,,23440,,23440,23440,,3600,,-23440,-Infinity,-23440,-Infinity,-3600,-27040,-Infinity,,-27040,-Infinity,-0.01,-0.01,5000000,5000000,4802,,4802,,,3500,8302,,,,,,,,,,8302,1850,85000,,,16798,103648,85000,,,,85000,,,103648,,500,,,,-95346,8302,,8302,-27040,,,,-27315,,,762,-95346,31677,-22678,,,,,,,,,-4802,,4802,,,-22678,4802,27480,-22678
2013,,,,,,22341,,22341,,22341,22341,,4974,,-22341,-Infinity,-22341,-Infinity,-4974,-27315,-Infinity,,-27315,-Infinity,-0.01,-0.01,5000000,5000000,6568,,6568,,,,6568,,,,,,,2500,2500,,9068,350,110000,,,,110350,110000,,,,110000,,,133025,,500,,,,-123957,9068,,9068,-27315,,,,-8436,,,-1077,-103782,11333,-24418,,,,,,,,,-6568,,31568,25000,,582,6568,5986,-24418
2014,,,,,656000,1282000,,1282000,1996000,3934000,3934000,,5877,1000,-3933000,-Infinity,-3934000,-Infinity,263000,-3671000,-Infinity,,-3671000,-Infinity,-0.25,-0.25,14508180,14508180,1124000,,1124000,30000,,42000,1196000,27000,,,,,,155000,182000,,1378000,360000,2036000,,,620000,3016000,493000,,,1302000,1795000,,,4811000,,,-3671000,-1000,239000,-3433000,1378000,,1378000,-3671000,1000,,,-1716218,,,-1500,-1820000,4537218,-849000,,,,,-28000,-28000,,,1000,,2000000,2001000,,1124000,1124000,,-849000
2015,,,,,17777000,6088000,,6088000,,23865000,23865000,128000,88000,20000,-23845000,-Infinity,-23865000,-Infinity,1240000,-22625000,-Infinity,,-22625000,-Infinity,-2.28,-2.28,9933000,9933000,15443000,70303000,85746000,430000,,693000,86869000,71000,,,,,,319000,390000,,87259000,1839000,,,,3216000,5055000,,,,101000,101000,,,5156000,,2000,-26296000,-87000,108484000,82103000,87259000,,87259000,-22625000,20000,,2259000,83634000,-400000,,,81814000,-81213000,-17925000,-64000,,-76562000,6000000,,-70626000,,97870000,,,5000000,102870000,,14319000,15443000,1124000,-17989000
2016,,,,,20404000,7963000,,7963000,,28367000,28367000,499000,577000,31000,-28336000,-Infinity,-28367000,-Infinity,807000,-27560000,-Infinity,,-27560000,-Infinity,-1.47,-1.47,18701000,18701000,9725000,58065000,67790000,295000,,725000,68810000,40000,,,,,,971000,1011000,,69821000,1408000,,,,4043000,5451000,7324000,,,170000,7494000,,,12945000,,2000,-53856000,-18000,110748000,56876000,69821000,,69821000,-27560000,31000,,2089000,-18455000,135000,,,63359000,18546000,-25349000,,,-56427000,68605000,,12178000,,,,,7453000,7453000,,-5718000,9725000,15443000,-25349000
2017,,,,,26426000,9651000,,9651000,,36077000,36077000,751000,888000,30000,-36047000,-Infinity,-36077000,-Infinity,643000,-35434000,-Infinity,,-35434000,-Infinity,-1.52,-1.52,23237000,23237000,11433000,81712000,93145000,216000,,1280000,94641000,10000,,,,,,1200000,1210000,,95851000,1464000,1531000,,,7036000,10031000,5567000,,,388000,5955000,,,15986000,,3000,-89290000,-49000,169201000,79865000,95851000,,95851000,-35434000,30000,,4545000,21251000,79000,,,84610000,-18833000,-28441000,,,-100635000,77217000,,-23418000,-344000,53679000,,,232000,53567000,,1708000,11433000,9725000,-28441000
2018,,,,,46787000,16096000,,16096000,,62883000,62883000,3169000,970000,10000,-62873000,-Infinity,-62883000,-Infinity,2436000,-60447000,-Infinity,,-60447000,-Infinity,-1.72,-1.72,35191000,35191000,16119000,162866000,178985000,224000,,1988000,181197000,,,,,,,1182000,1182000,,182379000,4120000,,,,9495000,13615000,7500000,,,279000,7779000,,,21394000,,4000,-149737000,-131000,310849000,160985000,182379000,,182379000,-60447000,10000,,8654000,82972000,-8000,,,167582000,-79844000,-48655000,,,-237443000,158143000,,-79300000,-1250000,132172000,,,1719000,132641000,,4686000,16119000,11433000,-48655000
2019,,,,,47826000,19653000,,19653000,,67479000,67479000,4674000,580000,,-62560000,-Infinity,-67479000,-Infinity,4339000,-63140000,-Infinity,,-63140000,-Infinity,-1.51,-1.51,41946000,41946000,26135000,210756000,236891000,30000,,2682000,239603000,44000,,,,,,2325000,2369000,,241972000,3526000,250000,,,11788000,15564000,7250000,,,377000,7627000,,,23191000,,5000,-212877000,331000,431322000,218781000,241972000,,241972000,-63140000,,,9409000,56457000,210000,,,224039000,-57486000,-54760000,,,-227571000,181246000,,-46325000,,108165000,,,2936000,111101000,,10016000,26135000,16119000,-54760000
2020,,,,,60397000,31502000,,31502000,,91899000,91899000,2801000,578000,194000,-91705000,-Infinity,-91899000,-Infinity,2274000,-89625000,-Infinity,,-89625000,-Infinity,-1.69,-1.69,53077000,53077000,325493000,307827000,633320000,,,3972000,637292000,8355000,,,,,,1565000,9920000,,647212000,2753000,5089000,,,18182000,26024000,4250000,,,6033000,10283000,,7727000,36307000,,7000,-302502000,46000,913354000,610905000,647212000,,647212000,-89625000,194000,,12807000,387229000,,,,611268000,-380435000,-69830000,-2171000,,-320963000,223198000,,-99936000,-250000,459335000,,,10249000,469334000,,299568000,325703000,26135000,-72001000
