,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2012,51647039,2266220,49380819,0.9561,,12089094,5397106,17486200,-1225511,16260689,18526909,55977,,82186,34511373,0.6682,33120130,0.6413,2071014,35191144,0.6814,9544077,24885110,0.4818,1.30,1.30,19074227,19074227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24885110,82186,,,-13902901,-7748895,,,1467499,-1253081,9811314,-680357,-4202061,-26631837,,-2774460,-34288715,,29720865,,,694851,30415716,13688,5952003,5989610,37607,9130957,0.1605
2013,135934947,22441251,113493696,0.8349,,26732203,23312865,50045068,-4711321,45333747,67774997,394491,94552,514569,75501233,0.5554,68159950,0.5014,6921230,75081180,0.5523,19410221,55481891,0.4082,2.84,2.75,19522534,20144265,32381935,41249442,73631377,77898695,,5282463,156812534,2806752,,,,37152132,515678,,40474561,,197287095,,,28756354,6894571,39621049,46515621,,2062712,,13303996,15366708,,,61882329,,303012,89512769,3801328,37850926,131468035,193350363,3936732,197287095,55481891,514569,-2587983,,54328864,4489783,,,7161258,-2856397,104880944,-2740550,-7903498,-35771294,12039824,-57363426,-91738943,-14976368,,,,27855057,12878689,545870,26566559,32381935,5815376,102140394,0.1652
2014,241376927,66107986,175268941,0.7261,,43479517,35781631,79261149,-14663441,64597708,130705694,1161746,92804,2336493,126426852,0.5238,110671233,0.4585,14441792,125113025,0.5183,34844884,89152670,0.3694,4.84,4.84,19074227,19074227,195752356,79873809,275626166,36313398,,20172139,332111702,8433814,,,,74937533,753037,1317865,85442249,,417553950,,,39679256,54277360,66461066,120738426,,3012183,,242416794,245428978,,,366167404,,189951,955660,3564804,42147118,46857534,413024938,4529012,417553950,89152670,2336493,,3093828,53412469,-2470219,,,36630611,3629118,151624579,-7961896,-7083290,-154027098,74672996,56889463,-37509825,,,,,48142442,48142442,349929,162607125,195752356,33145231,143662684,0.1611
2015,612513383,242884999,369628384,0.6035,,94477774,89653599,184131373,-24381711,159749661,402634660,2877201,,13402817,240619094,0.3928,209878723,0.3427,27069779,236948502,0.3868,69224770,157991508,0.2579,6.54,6.23,19020717,19933158,795279104,74295069,869574173,71451814,,52665656,993691644,16060529,259643314,54739163,314382477,140003648,8071364,96762453,575280471,,1568972115,,,142517937,141871280,235541524,377412804,,34260541,13684789,39647590,87592920,,,465005723,,582926,158991651,-22672759,949643028,1086544846,1551550569,17421546,1568972115,157991508,13402817,-35230640,16363054,180355893,-20322681,,,70816479,28719169,361601801,-12465917,-75858747,-299461191,323677361,3569566,-60538929,,358543219,-47542266,,-1111867,309889086,-20536730,590415228,795279104,204863876,349135883,0.154
2016,1127710444,477034912,650675532,0.5770,,155958876,237297482,393256358,-37385834,355870524,832905436,3712918,,29679790,319875790,0.2837,294805008,0.2614,16313237,311118245,0.2759,82612132,207583868,0.1841,6.47,6.21,32112336,33460986,1123166156,25210000,1148376156,264714248,,68342559,1481432963,37199812,277752765,83072545,360825310,156280444,8494738,83821152,646621456,,2128054419,,,196321095,158076445,324861291,482937736,,81091522,9815595,5938816,96845933,,,579783669,,606170,362922123,77171557,1059906023,1500605873,2080389542,47664877,2128054419,207583868,29679790,,21423694,-91544076,-25988894,,,49152130,21120453,188263729,-52634072,-27029351,-15360767,100200000,-3297719,1878091,,114399705,-10078713,,10085437,114406429,23120744,327668993,1123166156,795497163,135629657,0.1439
2017,1706161622,737507904,968653718,0.5677,,204052576,282171751,486224327,-41138443,445085884,1182593788,11385895,,32572171,565062859,0.3312,523567834,0.3069,19357470,542925304,0.3182,122998509,409492179,0.2400,12.60,11.97,32577902,34278651,1527777270,23203612,1550980882,345261913,,12276204,1908518999,44957054,261621691,74350855,335972546,232372556,71807042,32459581,717568779,,2626087778,,,236549962,189468365,508504845,697973210,,69529400,4717167,,74246567,,,772219777,,620953,661218074,40770443,1116742286,1819351756,2591571533,34516245,2626087778,409492179,32572171,,30455939,129210303,-1400646,,,1701990,15796464,617527056,-39065784,-17614800,-179745612,196542000,-34157786,-74041982,,,,-111196228,-9951429,-121147657,-17726303,404611114,1527777270,1123166156,578461272,0.1537
2018,1321743663,684558659,637185004,0.4821,,274782664,303170575,577953239,-48742897,529210342,1213769001,3990096,,36289554,-221599097,-0.1677,-159942913,-0.1210,8487136,-151455777,-0.1146,129855367,-387744018,-0.2934,-11.60,-11.60,33413485,33413485,1298565042,4723612,1303288654,259457874,,19320791,1582067319,36267042,297031,58124608,58421639,126212431,100985228,76540374,398426714,,1980494033,,,270547516,130669882,458236230,588906112,,24240899,198187,,24439086,,,613345198,,631715,147118546,53153406,1138107676,1339011343,1952356541,28137492,1980494033,-387744018,36289554,,18108942,-168389004,-6713876,,,-137907656,434012893,-67721633,-9308534,3121889,,8480000,-43175045,-40881690,,,,-126355510,4925989,-121429521,4820616,-225212228,1302565042,1527777270,-77030167,0.1453
2019,785947212,481746067,304201145,0.3871,,265527496,206777405,472304901,-31429802,440875099,922621166,6136600,,26101844,-85639592,-0.1090,-136673954,-0.1739,22172742,-114501212,-0.1457,52944639,-164686075,-0.2095,-4.90,-4.90,33615983,33615983,711205698,,711205698,109318538,,6084541,826608777,96784861,,38250479,38250479,336491000,4608063,247003763,723138166,,1549746943,,,83495289,77728462,239454088,317182550,28518789,5229496,,,33748285,,28518789,350930835,,632601,-17567529,54141670,1150352309,1187559051,1538489886,11257057,1549746943,-164686075,26101844,,9583596,-134938889,32449697,,,24552892,50683702,-213255822,-13203815,-11787910,-200000000,34200000,-174871729,-365663454,,,,,29636,29636,-11369704,-590259344,712305698,1302565042,-226459637,0.1436
2020,388171743,205634704,182537039,0.4702,,153650898,84903304,238554202,-21590703,216963499,422598203,5162441,,16339376,-14231748,-0.0367,-34426460,-0.0887,211297,-34215163,-0.0881,796524,-31367648,-0.0808,-0.94,-0.94,33405213,33405213,630416786,,630416786,81443744,,42853851,754714381,56213149,,34177021,34177021,319291909,4312491,242693365,656687935,,1411402316,,,88236637,18963227,222548261,241511488,12619411,12709468,,,25328879,,12619411,266840367,,623201,-48935177,37929187,1148823625,1138440836,1405281203,6121113,1411402316,-31367648,16339376,,3593400,-6069724,-6539,,,-50989689,18040055,535459,-2143055,5714573,,,-36000000,-32428482,,,-7085100,,,-7085100,-16091630,-55069753,657235945,712305698,-1607596,0.1532
2021,359054000,156114000,202940000,0.5652,,119450000,90063000,209513000,-5397000,204116000,360230000,7516000,7516000,,-258001000,-0.7186,-1176000,-0.0033,-287228000,-288404000,-0.8032,2345000,-267862000,-0.7460,-2.55,-2.49,104899000,107486000,601770000,167000,601937000,60288000,,23876000,686101000,42973000,,30807000,30807000,325006000,4161000,240569000,643516000,,1329617000,,,86200000,14394000,463084000,477478000,10046000,1457000,,,11503000,,10046000,488981000,,,,,,840636000,1329617000,,1329617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1572
