,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2000,85544,,,,8984,1096859,339259,1436118,202179,1647281,1647281,,,197368,-1383361,-16.1713,-1595583,-18.6522,-33846,,,,-1580729,-18.4785,-0.35,-0.35,4302430,4302430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1580729,197368,,,46254,,,,,109882,-1227225,-79468,250719,-7070,,-1392,162789,,1079999,,,101385,1181384,,116948,97928,-19020,-1306693
2001,345653,,,,29300,1548826,51211,1600037,259606,1888943,1888943,,,256573,-1300296,-3.7619,-1543290,-4.4649,-28749,,,,-1556869,-4.5041,-0.30,-0.30,5013605,5013605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1556869,256573,,,490883,,,,,389516,-419897,-10276,,,,-23218,-33494,,394250,,,,394250,-8344,-67485,30443,97928,-430173
2002,769326,,,,244074,,,,1083389,1327463,1327463,,,101437,-276251,-0.3591,-558137,-0.7255,180155,,,,-377688,-0.4909,-0.05,-0.05,5617417,5617417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-377688,101437,,,90536,,,,,-32557,-218272,-20478,,,,-10431,-30909,,54000,,,191241,245241,-5506,-9446,20997,30443,-238750
2003,1133098,,,,367598,,,,,,1217790,,,47874,-46398,-0.0409,-84692,-0.0747,,,,,-94272,-0.0832,-0.01,-0.01,6429796,6429796,6123,8091,14214,169402,4305,1712,189633,54733,,,,,,28009,82742,,272375,543281,10825,,64013,,618119,,,,100000,100000,,,718119,,33005,-3669058,-55770,3246079,-445744,272375,,272375,-94272,47874,,,-226396,,-4024,,,160524,-112270,-938,,,,-10489,-11427,,116000,,,1312,117312,-8489,-14874,6123,20997,-113208
2004,751914,,,,258361,,,,,,1256580,,,42638,-376798,-0.5011,-504666,-0.6712,79221,,,,-419436,-0.5578,-0.05,-0.05,6940979,6940979,17523,8661,26184,67484,3480,18846,115994,73572,,,,,,87055,160627,,276621,440997,20564,,62305,,523866,,,,173071,173071,,,696937,,35318,-4088494,-55348,3688208,-420316,276621,,276621,-419436,42638,,,-40844,,1049,,,210092,-207550,-10904,,,,-83639,-94543,,310625,,,9014,319639,-6146,11400,17523,6123,-218454
2005,769067,,,,383547,,,,,,1301691,,,56878,-490586,-0.6379,-532624,-0.6926,,,,,-547464,-0.7119,-0.05,-0.05,7236708,7236708,30576,,30576,46437,2246,2327,81586,65863,,,,,,58693,124556,,206142,277512,337773,,32329,91573,739187,,,,158594,158594,,,897781,,36436,-4635958,-114240,4022123,-691639,206142,,206142,-547464,56878,,,-91909,,1553,,,-4637,-587132,-7591,,,,,-7591,,293177,,,306353,599530,8246,13053,30576,17523,-594723
2006,884082,,,,384061,,,,,,1404667,,,26435,-458900,-0.5191,-520585,-0.5888,57308,,,,-485335,-0.5490,-0.05,-0.05,7798211,7798211,156337,,156337,130537,1059,9022,296955,60973,,30929,30929,,,,91902,,388857,180308,17142,,10469,148465,356384,,,,133968,133968,,100000,490352,,41938,-5121293,-111900,5089760,-101495,388857,,388857,-485335,26435,,,-139902,,1302,,,60589,-538213,-14859,,,,,-14859,,712550,,,-62303,650247,28586,125761,156337,30576,-553072
2007,875544,,,,909041,,,,,,2994612,,,29326,-2067648,-2.3616,-2119068,-2.4203,892,,,,-2096974,-2.3951,-0.20,-0.20,9152375,9152375,1215183,,1215183,265849,,194116,1675148,111907,,,,,,,111907,,1787055,132245,,,9984,193197,335426,,,,100000,100000,,100000,435426,,49938,-7218267,35727,8484231,1351629,1787055,,1787055,-2096974,29326,,,-345333,,1047,,-902,770211,-1642770,-77849,,,,,-77849,,2647940,,,-16944,2630996,148469,1058846,1215183,156337,-1720619
2008,1578888,,,,1392245,,,,,,3983821,,,44861,-2248317,-1.4240,-2404933,-1.5232,111741,,,,-2293178,-1.4524,-0.25,-0.25,10027374,10027374,91369,,91369,336734,,73171,501274,111300,,,,,,48863,160163,,661437,382606,44152,,21311,245977,694046,,,,100000,100000,,100000,794046,,51092,-9511445,119613,9208131,-132609,661437,,661437,-2293178,44861,,,339990,,,,,201158,-1707169,-44619,,,,1053,-43566,,523896,,,44152,568048,58873,-1123814,91369,1215183,-1751788
2009,2560447,,2560447,1.0000,893715,760045,821925,1581970,39981,2515666,2515666,3107,4692,39981,205504,0.0803,44781,0.0175,116050,160831,0.0628,-450000,610831,0.2386,0.05,0.05,10303085,10317026,253100,,253100,502275,,524321,1279696,123770,,,,,,22478,146248,,1425944,349164,78037,,17198,176624,621023,,,,13987,13987,,23343,635010,,51725,-8900614,147655,9492168,790934,1425944,,1425944,610831,39981,-450000,84670,-198169,-172814,,-4795,,-13056,74257,-27649,,,,-12348,-39997,-183562,,,,301456,117894,9577,161731,253100,91369,46608
