,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
1985,6200000,,,,,,,,,,100000,,100000,,2300000,0.3710,,,,,,1000000,1200000,0.1935,0.13,0.13,8928571,8928571,,,,,,,,,,,,,,,,7900000,7900000,,,,,,,600000,,,,600000,2700000,,2100000,,,4200000,,1600000,5800000,7900000,,7900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,8900000,,,,,,,,,,,,,,3200000,0.3596,,,,,,1400000,1800000,0.2022,0.26,0.26,8789062,8789062,,,,,,,,,,,,,,,,9900000,9900000,,,,,,,200000,,,,200000,2500000,,2300000,,,6000000,,1600000,7600000,9900000,,9900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,10000000,,,,,,,,,,,,,,3000000,0.3000,,,,,,500000,2500000,0.2500,0.89,0.89,2808989,2808989,,,,,,,,,,,,,,,,11700000,11700000,,,,,,,,,,,,1700000,,1700000,,,8400000,,1600000,10000000,11700000,,11700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,9100000,,,,,,,,,,300000,,300000,,2600000,0.2857,,,,,,600000,1700000,0.1868,0.59,0.59,2881356,2881356,,,,,,,,,,,,,,,,13700000,13700000,,,,,,,,,,,,2100000,,2100000,,,9900000,,1700000,11600000,13700000,,13700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8900000,,,,,1100000,,1100000,,,1100000,,,100000,1800000,0.2022,,,900000,,,300000,1400000,0.1573,0.50,0.50,2800000,2800000,,,,,,,,700000,,,,,,,,15100000,15100000,,,,,,,,,,,,2200000,,2200000,,,11200000,,1700000,12900000,15100000,,15100000,1400000,100000,100000,,-800000,-300000,,-100000,,300000,1100000,-100000,,-2700000,1100000,100000,-1600000,,,,-100000,,-100000,,-100000,,3000000,1000000
1990,9800000,,,,,1500000,,1500000,,,1500000,,,200000,2000000,0.2041,,,1100000,,,300000,1500000,0.1531,0.51,0.51,2941176,2941176,,,,,,,,2400000,,,,,,,,16500000,16500000,,,,,,,,,,,,2300000,,2300000,,,12600000,,1600000,14200000,16500000,,16500000,1500000,200000,100000,,,,,,,200000,2000000,-1800000,,-1700000,800000,,-2700000,,,,-100000,,-100000,,-100000,,2300000,200000
1991,10300000,,,,,6000000,,6000000,,,6400000,,,100000,1100000,0.1068,,,900000,,,200000,800000,0.0777,0.28,0.28,2857143,2857143,,,,1400000,,,,2200000,,,,,,,,17700000,17700000,,,,,,,,,,,,2700000,,2700000,,,,,15000000,15000000,17700000,,17700000,800000,100000,,,,-300000,,100000,,300000,1200000,-100000,,-1200000,1100000,,-200000,,,,-100000,,-100000,,-100000,,1600000,1100000
1992,14300000,,,,,2600000,,2600000,,,2700000,,100000,200000,-300000,-0.0210,,,1000000,,,500000,-1100000,-0.0769,-0.37,-0.37,2972973,2972973,,,,300000,,,,2300000,,,,,,,,21300000,21300000,,,,,,,3000000,,,,3000000,10400000,,7400000,,,12100000,,1800000,13900000,21300000,,21300000,-1100000,200000,-700000,,,-600000,,100000,,1100000,-500000,-100000,,-4300000,1200000,-100000,-3300000,,,,-100000,3000000,2900000,,2900000,,2500000,-600000
1993,2600000,,,,,,,,,,100000,,100000,,2300000,0.8846,,,,,,-100000,2300000,0.8846,0.81,0.81,2839506,2839506,,,,,,,,1900000,,,,,,,,17900000,17900000,,,,,,,,,,,,2000000,,2000000,,,14300000,,1600000,15900000,17900000,,17900000,2300000,,100000,,,-100000,,900000,,-600000,1800000,,,,,,,,,,-200000,-1500000,-1700000,,-1700000,,200000,1800000
1994,16900000,,,,,7900000,,7900000,,,8000000,,100000,300000,4800000,0.2840,,,1300000,,,1300000,3100000,0.1834,1.10,1.10,2818182,2818182,,,,1400000,,,,2900000,,,,,,,,24200000,24200000,,,,,,,500000,,,,500000,6100000,,5600000,,,17200000,,1400000,18600000,24200000,,24200000,3100000,300000,300000,,,700000,,-200000,,800000,4500000,-300000,,-3400000,1700000,,-2000000,-1000000,,-400000,-200000,,-1600000,,-1600000,,1700000,4200000
1995,17365950,,,,,3669995,,3669995,,,12962292,,11098,307649,4722405,0.2719,,,-964260,4403658,0.2536,1153000,3250658,0.1872,1.16,1.16,2804632,2839506,2527008,,2527008,2462769,,,,3113669,,,,,,,,28224276,28224276,1072264,,,,,,,,,,,6014462,,6014462,,1038414,20173755,,997645,22209814,28224276,,28224276,3250658,307649,74654,,,-500000,,,,-375103,3257858,-315763,,-4834434,2748512,34128,-2367557,-500000,,-224904,-228460,,-953364,,-63063,2527008,2590071,2942095
1996,22991182,,,,,5780048,,5780048,,,17569645,,,328682,5750219,0.2501,,,-1051143,5421537,0.2358,1578000,3843537,0.1672,1.39,1.39,2772286,2800000,4244570,,4244570,2442753,,,,2929570,,,,,,,,33642528,33642528,1160427,,,,,,,,,,,7654351,,7654351,,722321,23745995,,1519861,25988177,33642528,,33642528,3843537,328682,-22940,,,,,100000,,1248022,5397301,-303417,,-5368139,2555478,23729,-3092349,,,-316093,-271297,,-587390,,1717562,4244570,2527008,5093884
1997,32390516,,,,,10065249,,10065249,,,25939734,,,346547,6797329,0.2099,,,-982418,6450782,0.1992,1920400,4530382,0.1399,1.63,1.60,2782449,2826730,2823177,,2823177,429064,,,,3080804,,,,,,,,41293007,41293007,1319470,,,,,,,,1197408,,,10164099,,10164099,,879612,27933688,,2315608,31128908,41293007,,41293007,4530382,346547,-445238,,,-1600000,,,,801637,5233328,-422111,,-9333990,3254549,32229,-6469323,,200000,,-342689,-42709,-185398,,-1421393,2823177,4244570,4811217
1998,48476263,,,,,17399629,,17399629,,,40780754,,,393026,8088535,0.1669,,,-936992,7695509,0.1587,2236000,5459509,0.1126,1.95,1.92,2806267,2841035,8141354,,8141354,5838741,,,,3407815,,,,,,,,51597812,51597812,1621287,,,,,,,,77845,,,15269147,,15269147,,732453,33050508,,2545704,36328665,51597812,,51597812,5459509,393026,-1238097,,,-2200000,,200000,,4273000,8887438,-1187008,,-5379329,3455996,30928,-3079413,,,-100000,-342689,-47159,-489848,,5318177,8141354,2823177,7700430
1999,47366559,,,,,17045552,,17045552,,,40905165,,,470843,6932237,0.1464,,,-1247072,6461394,0.1364,2041000,4420394,0.0933,1.59,1.59,2776878,2786282,7554297,,7554297,3813625,,,,6028083,,,,,,,,55156564,55156564,1790159,,,,,,,,,,,17654824,,17654824,,1,36311613,,1190126,37501740,55156564,,55156564,4420394,470843,6390,,,1400000,,-800000,,2840897,7738524,-3077730,,-6137907,2757277,24520,-6433840,,,-1500000,-342689,-49052,-1891741,,-587057,7554297,8141354,4660794
2000,42229768,,,,,15470852,,15470852,,,37969305,,,794689,5055152,0.1197,,,-621481,4260463,0.1009,1120000,3140463,0.0744,1.21,1.21,2594891,2601283,7850991,,7850991,3639956,,,,5700743,,,,,,,,59339007,59339007,2140782,,,,,,,,39842,,,20149358,,20149358,,1,37021270,,2168378,39189649,59339007,,59339007,3140463,794689,149987,,,50734,,1080129,,3050817,7135956,-484151,,-7497294,3539164,33825,-4408456,,15830,-2103947,-342689,,-2430806,,296694,7850991,7554297,6651805
2001,64472445,,,,,28074489,,28074489,,,55733447,,,1413841,10152839,0.1575,,,-500433,8738998,0.1355,2730000,6008998,0.0932,2.35,2.31,2554204,2599714,3452455,,3452455,7830337,,,,4728365,,,,,,,,70219700,70219700,3561274,,,,,,,,,,,25947932,,25947932,,1,41928575,,2343192,44271768,70219700,,70219700,6008998,1413841,-483921,,,-4699594,,2208329,,1784786,8723704,-392157,,-12073160,3961880,65168,-8438269,,33662,-792666,-342689,,-1101693,,-816258,3452455,4268713,8331547
2002,73247340,,,,,32006188,,32006188,,,61578498,,,986894,12655736,0.1728,,,-339194,11668842,0.1593,3560000,8108842,0.1107,3.22,3.12,2517328,2597979,3781961,,3781961,8670806,,,,4859447,,,,64771657,,,,84637146,84637146,3892780,,888085,,,,,,,,,31968962,,31968962,,1,49613044,3055139,,52668184,84637146,,84637146,8108842,986894,-906000,,,-2020403,,20996,,4100841,12290577,-691968,,-19400017,8868262,69551,-11154172,,179330,-303146,-300557,,-424373,,712032,3781961,3069929,11598609
2003,90829871,,,,,39113544,,39113544,,,74658857,,,874961,17045975,0.1877,,,1260467,16171014,0.1780,5206000,10965014,0.1207,4.38,4.18,2503659,2624473,5125356,955561,6080917,8698950,,,,4385760,,,,79842183,,,,100471811,100471811,6970097,,281968,,,,,,,,,37283065,,37283065,,1,59756927,3431818,,63188746,100471811,,100471811,10965014,874961,-786000,,,-78214,,1326756,,5697604,16751579,-894238,,-23947089,10244379,61119,-14535829,,414535,-986479,-300411,,-872355,,1343395,5125356,3781961,15857341
2004,79841176,,,,,29152645,,29152645,,,64339010,,,1013217,16515383,0.2069,,,2466687,15502166,0.1942,4783000,10719166,0.1343,4.29,4.09,2496711,2620916,4726443,10134321,14860764,7433632,,-22086547,207849,4915301,,,,92049028,,,,112978903,113186752,7553483,,366168,,-5568238,1985245,,,,,,38694236,,40679481,,1,69272092,3235178,,72507271,113186752,,113186752,10719166,1013217,150000,,-1777396,987079,,1225139,-1777396,5580980,15685967,-1504787,,-71757792,58087113,322804,-14852662,,324861,-1182654,-374425,,-1232218,,-398913,4726443,5125356,14181180
2005,87863878,,,,,30309405,,30309405,38690595,69000000,69280955,,,1089891,19672814,0.2239,,,4551063,18582923,0.2115,5290000,13292923,0.1513,5.19,5.10,2560418,2607633,14608481,8593845,23202326,8828756,,-30275710,1755372,5826745,,,,95152573,,,,126716156,128471528,7928384,,946790,,-7290737,637647,,,,,,43536625,,44174272,,1,81477022,2820233,,84297256,128471528,,128471528,13292923,1089891,-809000,,2895121,-1614329,,-2640422,1117725,914155,17383090,-1897230,,-46075256,43594373,-1991856,-6369969,,2482581,-3203462,-410202,,-1131083,,9882038,14608481,4726443,15485860
2006,84661716,,,,,26714784,,26714784,40285216,67000000,67332282,,,1344481,18673915,0.2206,,,5261521,17329434,0.2047,4144000,13185434,0.1557,5.22,5.14,2527927,2564216,3458432,4460911,7919343,7919027,,-15643979,194391,6437842,,,,120106743,,,,143321987,143516378,10211737,,326255,,-9262311,949426,,,,,,47291289,,48240715,,1,92134608,3141054,,95275663,143516378,,143516378,13185434,1344481,-232000,,-1872760,967662,,957589,-755035,5431638,17856793,-1902619,,-57027579,56181684,-23593067,-26341581,,219342,-2278180,-606423,,-2665261,,-11150049,3458432,14608481,15954174
2007,84942287,,,,,28424960,,28424960,44575040,73000000,73117952,,,1475883,13300218,0.1566,,,3642071,11824335,0.1392,3422000,8402335,0.0989,3.39,3.35,2479321,2508609,3000762,21222533,24223295,8155609,,-32171468,207436,5557367,,,,127392080,,,,149434984,149642420,9488904,,1747877,,-8542169,946735,,,,,,49419845,,50366580,,1,95739827,3536012,,99275840,149642420,,149642420,8402335,1475883,-304000,,15736,185427,,2954482,-739299,2349705,11939659,-463828,,-70482970,64317519,-877267,-7506546,,365284,-4660259,-595808,,-4890783,,-457670,3000762,3458432,11475831
2008,71123261,,,,,28266083,27717807,55983890,18016110,74000000,74340060,,,1234217,-1982582,-0.0279,,,4658574,-3216799,-0.0452,-2034000,-1182799,-0.0166,-0.50,-0.50,2364361,2364361,5155046,15725513,20880559,8936696,,-24662209,5155046,4422318,,,,113850991,,,,134703142,139858188,467388,,,,13668819,14136207,,,,,,35864093,,50000300,,1,88248452,1609435,,89857888,139858188,,139858188,-1182799,1234217,-201000,,-8241862,,,-991398,-8981161,9700917,1309473,-493681,,-20422662,28155992,8266,7247915,,,-5972043,-661862,230801,-6403104,,2154284,5155046,3000762,815792
2009,71308160,,,,,25725746,29254311,54980057,10019943,65000000,65392381,,,971821,6887600,0.0966,,,4957054,5915779,0.0830,1087000,4828779,0.0677,2.11,2.10,2291816,2299429,8733221,20717434,29450655,1122806,,-21840240,8733221,3894724,,,,121374921,,,,137694483,146427704,319625,,670290,,10202294,10521919,,,,,,38646708,,49168627,,1,92528818,4730258,,97259077,146427704,,146427704,4828779,971821,347000,,7192463,,,,-1788698,-5958794,7381269,-171050,,-18621485,15954504,12516,-2825515,,,-427875,-641577,91873,-977579,,3578175,8733221,5155046,7210219
2010,71309355,,,,,56184484,1544588,57729072,5270928,63000000,62693729,3671178,,851847,9467473,0.1328,,,5521062,8615626,0.1208,2243000,6372626,0.0894,2.79,2.78,2284657,2289847,8117031,27203550,35320581,8404388,,-28354152,15370817,3672317,,,,127109477,,,,138114549,153485366,10301495,,1056356,,476534,10778029,,,,,,38778522,,49556551,,,98240109,5688705,,103928815,153485366,,153485366,6372626,851847,832000,216669,6381486,,,,4592788,-10428127,4226501,-317530,,-26980173,23308303,24713,-3964687,,,-378770,-639734,140500,-878004,,-616190,8117031,8733221,3908971
2011,90685156,,,,,27741817,49596250,77338067,3661933,81000000,81186220,,,814646,10313582,0.1137,,,5532228,9498936,0.1047,2565000,6933936,0.0765,3.22,3.20,2151350,2169636,18042258,14112262,32154520,7918156,,-15220418,24852258,3553216,,,,122069602,,-112516085,13106733,,37958991,12330383,,640533,,479363,12809746,,,479363,-958726,-479363,38157170,,51446279,,,99003018,7509165,,106512184,157958463,-119999472,37958991,6933936,814646,21000,213514,7449724,,,,12042512,-6425661,9007159,-361207,,-18055579,25688238,31157,7302609,,,-5940463,-599241,155163,-6384541,,9925227,18042258,8117031,8645952
2012,115079092,,,,,31034987,,31034987,67965013,99000000,98999185,3980411,,954928,17034835,0.1480,,,7701340,16079907,0.1397,4889000,11190907,0.0972,5.33,5.24,2081703,2116793,20810018,95504626,116314644,12075161,,-96542073,31847732,3603323,,1429637,1429637,124015559,,-109756367,19292152,,51139884,15477545,,1336824,,893156,16370701,,,893156,-1786312,-893156,40015529,,57279386,,1,105820459,8818430,,114638890,171918276,-120778392,51139884,11190907,954928,-292000,74553,3434519,,,2372995,15477031,-6655393,8707514,-568728,-350000,-25688378,24840169,286292,-1480645,,,-3975532,-603334,119757,-4459109,,2767760,20810018,18042258,8138786
2013,126251497,,,,,34815911,,34815911,70184089,105000000,104708759,3894608,,1176838,22719576,0.1800,,,8274823,21542738,0.1706,6746000,14796738,0.1172,7.15,7.08,2056169,2076628,23626761,99371786,122998547,10123694,,-100745256,32376985,4325538,,1359953,1359953,135515851,,-120292667,20908675,,53285660,20324190,,,,4013983,24338173,,,4013983,,4013983,39919472,,60243662,,1,116714749,11347404,,128062154,188305816,-135020156,53285660,14796738,1176838,1804000,83852,-7438219,1569167,,4923858,8038812,5827881,16251090,-1424108,,-27474155,20280492,64701,-8553070,,,-4262260,-657914,38897,-4881277,,2816743,23626761,20810018,14826982
2014,123119286,,,,,36096070,,36096070,73903930,110000000,109630788,4259501,,1463886,14952384,0.1214,,,8627935,13488498,0.1096,3816000,9672498,0.0786,4.75,4.74,2031760,2037534,15826515,111625283,127451798,9608020,,-121233303,15826515,5460805,,1290269,1290269,150880264,,-135893673,21737665,,37564180,18290819,,92192,,5415493,23706312,,,5415493,,5415493,42184685,,60475504,,1,124707196,12856509,,137563706,198039210,-160475030,37564180,9672498,1463886,611000,120891,-15918609,206041,,-2080492,-7879797,13734314,9683980,-2017379,-515275,-33500590,20317722,62452,-15653070,,,-1055765,-650433,-124958,-1831156,,-7800246,15826515,23626761,7666601
2015,127200072,,,,,39724215,,39724215,69275785,109000000,109423019,4531319,,1834349,19611402,0.1542,,,10309230,17777053,0.1398,5228000,12549053,0.0987,6.32,6.30,1984360,1989799,21790068,112931790,134721858,9396823,,-122328613,21790068,7148951,,1220585,1220585,150445254,,-130639037,28175753,,49965821,25043588,,210355,,5703006,30746594,,,5703006,,5703006,43701361,,68744949,,1,131186866,11483015,,142669882,211414831,-161449010,49965821,12549053,1834349,1015000,137762,-1076729,217594,,6689204,-8956526,2430196,16889631,-2742619,-72600,-28475571,26367521,224188,-4699081,,,-5483953,-789907,46863,-6226997,,5963553,21790068,15826515,14147012
2016,138492414,,,,,43172685,,43172685,66827315,110000000,110360962,4684489,,1520438,29651890,0.2141,,,10944108,28131452,0.2031,8616000,19515452,0.1409,10.23,10.19,1907675,1915057,27928472,108492917,136421389,9689313,,-118182230,27928472,8753466,4349851,7906790,12256641,149672176,,-131561492,39120791,,67049263,26146480,,1232432,,11118256,37264736,,,11118256,,11118256,47655688,,73802168,,1,143283621,11761447,,155045069,228847237,-161797974,67049263,19515452,1520438,2790000,132098,-379738,,,-581518,-9336264,-1043281,22534969,-2456951,-8325296,-23943501,25777893,109257,-8838598,-6000000,,-6219670,-1370390,6032093,-7557967,,6138404,27928472,21790068,20078018
2017,161649296,,,,,54167318,68643220,122810538,8189462,131000000,131378726,4444447,,2351455,32622025,0.2018,,,17575071,30270570,0.1873,4570000,25700570,0.1590,13.63,13.56,1886354,1895871,20214468,127120755,147335223,11644507,,-138765262,20214468,10172904,4349851,7007439,11357290,174487581,,-154939270,41078505,,61292973,27565660,,,,8625759,36191419,,,8625759,,8625759,43426759,,70992419,,1,161890660,15944826,,177835487,248827906,-187534933,61292973,25700570,2351455,-4664000,219315,-6640687,-1505358,,1463814,-15976951,2926527,19893180,-2882732,-175000,-51353748,34050338,72736,-20288406,,,-244831,-7073210,-737,-7318778,,-7714004,20214468,27928472,17010448
2018,156259000,,,,,52365000,,52365000,76635000,129000000,129190000,4619000,,2234000,29303000,0.1875,,,470000,27069000,0.1732,5210000,21859000,0.1399,11.60,11.54,1887000,1897000,18694000,121744000,140438000,13074000,,-134818000,18694000,10304000,4350000,6430000,10780000,170233000,,-149358000,41959000,,60653000,27735000,,4981000,,4184000,31919000,,,4184000,,4184000,40894000,,68629000,,,174690000,949000,,175639000,244268000,-183615000,60653000,21859000,2234000,-4074000,327000,2751951,-2097000,,216000,-13225000,1288049,24386000,-1859000,,-110279000,109265000,66000,-2807000,,,-29000,-23017000,-53000,-23099000,,-1520000,18694000,20214000,22527000
2019,183502000,,,,,55312000,,55312000,88688000,144000000,143679000,4752000,,238000,40061000,0.2183,,,678000,39823000,0.2170,8365000,31458000,0.1714,16.66,16.59,1888000,1896000,25949000,117772000,143721000,13556000,,-131328000,25949000,14245000,4349000,5926000,10275000,178880000,,-159351000,44049000,,69998000,28318000,,1340000,,7038000,35356000,,,7038000,,7038000,44213000,4502000,72531000,,,188262000,3100000,100000,191362000,263893000,-193895000,69998000,31458000,238000,269000,264000,3818000,-460000,,281000,-9407000,-34344000,1703000,-12000,,-64138000,54383000,34925000,25158000,,,-19000,-18131000,-600000,-18750000,,8111000,9651000,1540000,1691000
2020,236408000,,1654000,0.0070,,61880000,,61880000,-59609000,2271000,186747000,4393000,,297000,49958000,0.2113,-617000,-0.0026,50278000,49661000,0.2101,10241000,39420000,0.1667,20.84,20.80,1892000,1896000,13723000,132883000,146606000,20465000,,-153348000,13723000,14693000,4350000,5421000,9771000,197802000,,-212495000,9771000,,23494000,36020000,,638000,8592000,,44612000,,,8592000,,,37891000,3669000,82503000,,,196096000,4326000,,200422000,282925000,-259431000,23494000,39420000,297000,73000,229000,-21482000,-147000,,-158000,-30889000,-19977000,-1440000,-97000,,-8378000,12700000,24065000,28290000,,,-6000,-31716000,-1099000,-32821000,,-5971000,3680000,9651000,-1537000
2021,329498000,,,,,77252000,,77252000,,,244566000,3773000,,,84932000,0.2578,84932000,0.2578,,84932000,0.2578,17912000,67020000,0.2034,35.42,35.42,1895000,1903000,37168000,125721000,162889000,23770000,,-91931000,94728000,18235000,,,15951000,202574000,,,236760000,568248000,331488000,43868000,,3329000,,,,5329000,,13121000,,18450000,120851000,5329000,102401000,,,225861000,3226000,,229087000,331488000,,331488000,67020000,,,,120288000,,,,89399000,-187308000,,,,,,,,,,,,,,,,,3680000,
