,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2007,,,,,,,,,1246,1246,1246,,,,-1246,-Infinity,-1246,-Infinity,,,,,1267,Infinity,0.01,0.01,162846,162846,428069,,428069,993,,,429062,,,,,,,16000,16000,,445062,4240,,,,10600,14840,,,,,,,,14840,,,1267,-1045,,430222,445062,,445062,1267,,,,13847,,,,,,15114,,,,,,,,428955,,,-16000,412955,,,428069,,15114,0.9387
2008,,,,,,,,,229047,229047,229047,,,490,-228557,-Infinity,-229047,-Infinity,,,,,-177286,-Infinity,-0.24,-0.24,935156,935156,1630358,,1630358,57197,,1500,1689055,2779,,,,,,,2779,,1691834,6575,,,,,6575,,,,,,,,6575,,,-176019,-490,,1685259,1691834,,1691834,-177286,490,,,-65969,,,,,155509,-87256,-3269,,,,,-3269,,1501045,,,-208231,1292814,,1202289,1630358,428069,-90525,0.9793
2009,40834,,40834,1.0000,,185349,,185349,834,186183,186183,40834,310,834,-144515,-3.5391,,,,,,,-145659,-3.5671,-0.12,-0.12,1199995,1199995,1591321,,1591321,23651,,10500,1625472,1945,,,,,,,1945,,1627417,8330,,,,,8330,,,,,,,,8330,,,-321678,-1324,,1619087,1627417,,1627417,-145659,834,,79487,26301,,,,,,-39037,,,,,,,,,,,,,,-39037,1591321,1630358,-39037,0.86
2010,,,,,,49986,7198,57184,583,57767,57767,14345,484,583,-57184,-Infinity,-58251,-Infinity,,,,,-43906,-Infinity,-0.04,-0.04,1232248,1232248,116924,1530000,1646924,7060,,1500,1655484,74050,,,,,,,74050,,1729534,15322,,,,,15322,,,,,,,,15322,,,-365584,-1907,,1714212,1729534,,1729534,-43906,583,,7656,32583,,,,,,-3084,-61688,,,50000,,-11688,,120375,,,,120375,,105603,116924,11321,-64772,0.9394
2011,,,,,,181955,18970,200925,409,201334,201334,15563,745,409,-185362,-Infinity,-202079,-Infinity,-151693,-353772,-Infinity,-31275,-322497,-Infinity,-0.24,-0.24,1324161,1324161,21446,1350000,1371446,14170,,1500,1387116,953,,,,,,,953,,1388069,15443,,,,,15443,,,,,,,,15443,,,-688081,-2316,,1372626,1388069,,1388069,-322497,409,,12186,-6989,,,,,135981,-180910,-94568,,,180000,,85432,,,,,,,,-95478,21446,116924,-275478,1.0379
2012,,,,,,250022,61266,311288,19497,330785,330785,15025,,422,-330363,-Infinity,-330785,-Infinity,15025,-315760,-Infinity,,-315760,-Infinity,-0.24,-0.24,1324161,1324161,1092557,,1092557,19587,,7635,1119779,1441,,,,,,,1441,,1121220,46668,,,,,46668,,,,,,,,46668,,,-936819,174226,,1074552,1121220,,1121220,-315760,422,,17686,19673,,,,,,-277979,-910,,,,,-910,,,,,,,,-278889,1092557,1371446,-278889,0.9835
2013,,,,,,152642,142944,295586,107292,402878,402878,9389,,432,-402446,-Infinity,-402878,-Infinity,9389,-393489,-Infinity,,-393489,-Infinity,-0.24,-0.24,1335668,1335668,644713,,644713,10583,,62240,717536,1009,,,,,,,1009,,718545,24345,,,,,24345,,,,,,,,24345,,1848395,-1329553,-3170,178528,694200,718545,,718545,-393489,432,,1887,-67924,,,-22323,,11250,-447844,,,,,,,,,,,,,,-447844,644713,1092557,-447844,0.9505
2014,,,,,,280666,,280666,25819,306485,306485,7855,101075,303,-298327,-Infinity,,,-93220,-399705,-Infinity,,-399705,-Infinity,-0.24,-0.24,1345492,1345492,879419,,879419,1005724,,1500,1886643,706,,,,,,,706,,1887349,33550,500438,,,,533988,,,,,,,,533988,,2640575,-1533941,246727,,1353361,1887349,,1887349,-399705,303,,84406,75242,,,9205,,99960,-139794,,,,,-1000000,-1000000,,950500,,,424000,1374500,,234706,879419,644713,-139794,0.9369
2015,,,,,432384,2608189,1021807,3629996,304796,4367176,4367176,27639,177412,304796,-9241522,-Infinity,-4367176,-Infinity,-5358901,-9726077,-Infinity,-207708,-9518369,-Infinity,-1.44,-1.44,6411338,6411338,315853,,315853,628247,25409,91086,1060595,10785521,,,,,,1680506,12466027,,13526622,1323224,6078580,,,,7401804,2292008,,,,2292008,,,9693812,,11432977,-11341904,3741737,,3832810,13526622,,13526622,-9518369,304796,-207708,872587,-26244,,,405364,,5250760,-3324178,-7833612,,,,-1686,-7835298,,266733,,,10291829,10558562,,-600914,315853,916767,-11157790,0.8003
2016,1439271,-762965,2202236,1.5301,565140,3928197,1706385,5634582,593216,6792938,6029973,72777,619119,593216,-4660008,-3.2378,-4590702,-3.1896,-1281641,-5872343,-4.0801,-148837,-5723506,-3.9767,-0.48,-0.48,10748979,10748979,169579,,169579,86170,4162324,825802,5243875,11370484,,,,,,1782186,13152670,,18396545,1686794,6047408,,27629,233444,7995275,4439100,,,,4439100,,,12434375,,17147878,-16916008,5730300,,5962170,18396545,,18396545,-5723506,593216,-70102,912698,-285562,-80572,-1132778,922732,27629,-2198223,-6771479,-1884833,,,,,-1884833,-3601530,5035884,,,7165178,8599532,,-56780,259073,315853,-8656312,0.7736
2017,18067000,2011000,16056000,0.8887,314000,14397000,10270000,24667000,716000,25697000,27708000,861000,1292000,1087000,-14885000,-0.8239,-11192000,-0.6195,-6072000,-17264000,-0.9556,-4296000,-12968000,-0.7178,-0.60,-0.60,23252342,23252342,159796000,14845000,174641000,5630000,11791000,1544000,193606000,45523000,41100000,31087000,72187000,11071000,,292000,129073000,,322679000,8753000,69000,,1421000,13221000,23464000,63818000,10527000,5937000,,80282000,,351000,103746000,,221447000,-28426000,25912000,,218933000,322679000,,322679000,-12968000,1087000,-4277000,7584000,-1242000,-654000,-1679000,2610000,453000,-690000,-10506000,-25718000,-6917000,-9877000,,-7963000,-50475000,-4193000,120823000,,,103698000,220328000,190000,159537000,159796000,259000,-36224000,0.7712
2018,55196000,11677000,43519000,0.7884,1679000,80415000,29445000,109860000,12088000,123627000,135304000,2514000,2282000,12260000,94578000,1.7135,-95772000,-1.7351,173098000,77326000,1.4009,8100000,71936000,1.3033,1.92,1.80,38315057,39277902,89193000,60178000,149371000,15096000,43215000,12016000,219698000,246352000,729050000,256232000,985282000,334442000,,124942000,1691018000,,1910716000,47456000,2451000,1659000,2266000,22992000,75165000,200760000,2254000,69406000,,272420000,,,347585000,,1466433000,87749000,4387000,,1558569000,1906154000,4562000,1910716000,71936000,12260000,6441000,37450000,-25392000,-5887000,-10437000,3105000,-573000,-184362000,-81667000,-136945000,-197948000,-63836000,,-139030000,-537759000,-281000,215606000,,,333224000,548549000,355000,-70522000,89193000,159715000,-218612000,0.7614
