,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2009,,,,,,2000,,2000,,2000,2000,,,,-2000,-Infinity,,,,,,,-2000,-Infinity,-2000.00,-2000.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,-2000,,,,,,,-2000,,,,,,,,,2000,,,,,,,,,,,,,,,,,,
2010,21000,,21000,1.0000,,127887,,127887,,127887,127887,,,,-106887,-5.0899,-106887,-5.0899,,,,,-106887,-5.0899,-106887.00,-106887.00,1,1,15775,,15775,21000,,,36775,,,,,,,,,,36775,33202,,,,460,33662,,,,,,,,33662,,3100,-108887,,108900,3113,36775,,36775,-106887,,,,3113,-21000,,,3113,86347,-17427,,,,,,,,,,,33202,33202,,33202,15775,,-17427
2011,,,,,,5272741,,5272741,21000,5293741,5293741,,,,-5293741,-Infinity,-5293741,-Infinity,,,,,-5293741,-Infinity,-5293741.00,-5293741.00,1,1,6642,,6642,,,,6642,,,,,,,,,,6642,621,,,,61649,62270,,,,,,,,62270,,11800,,-5402628,5335200,-55628,6642,,6642,-5293741,,,5205000,-58741,21000,,161,-55628,79902,-67580,,,,,,,,,,,58447,58447,,-9133,6642,15775,-67580
2012,,,,,,313357,,313357,,313357,313357,,,,-100757,-Infinity,-313357,-Infinity,-212600,-525957,-Infinity,,-525957,-Infinity,-525957.00,-525957.00,1,1,2268,,2268,,,,2268,,,,,,,,,,2268,86651,,,,73602,160253,,,,,,,,160253,,34800,-5928585,,5735800,-157985,2268,,2268,-525957,,,,-102357,,,,-157985,519570,-108744,,,,,,,-27500,,,,131870,104370,,-4374,2268,6642,-108744
2013,,,,,,163704,,163704,,163704,163704,,1404,87,-163617,-Infinity,-163704,-Infinity,-238904,-402608,-Infinity,,-402608,-Infinity,-402608.00,-402608.00,1,1,1994,,1994,,,,1994,606,,,,,,,606,,2600,27297,93134,,65000,77862,263293,,,,,,,,263293,,98500,-6132593,,5773400,-260693,2600,,2600,-402608,87,,223500,-103314,,,,-261299,254844,-27491,-693,,,,,-693,,,,,27910,27910,,-274,1994,2268,-28184
2014,79104,,79104,1.0000,,6719535,,6719535,,6719535,6719535,,,230,-16010374,-202.3965,-6640431,-83.9456,-9370173,-16010604,-202.3994,,-16010604,-202.3994,-62786.68,-62786.68,255,255,,,,9300,,2000,11300,376,,,,,,,376,,11676,10365,360807,,,14681,385853,,,,,,,,385853,,25545,-22143197,,21743475,-374177,11676,,11676,-16010604,230,,8910300,-113254,,,,-374553,7143700,-69628,,,,,,,,,,,67634,67634,,67634,,1994,-69628
2015,35900,,35900,1.0000,,612780,,612780,18025,630805,630805,,,231,-663280,-18.4758,-594905,-16.5712,-68606,-663511,-18.4822,,-663511,-18.4822,-331755.50,-331755.50,2,2,23,,23,5866,,5575,11464,145,,,,,,,145,,11609,190148,412981,,10288,19688,633105,,,,,,,,633105,,226955,-22806708,,21958257,-621496,11609,,11609,-663511,231,,,-247088,,,,-621641,875197,-35171,,,,,,,-14,,,,35208,35194,,35194,23,,-35171
2016,133605,42914,90691,0.6788,,761752,,761752,3992,765744,808658,,,144,-769743,-5.7613,-675053,-5.0526,-94834,-769887,-5.7624,,-769887,-5.7624,-948.14,-948.14,812,812,1280,,1280,10188,,,11468,,,,,,,,,,11468,38231,241027,,,14799,294057,,,,,,,,294057,,40621,-23576595,,23253385,-282589,11468,,11468,-769887,144,,,339052,-8314,,,-282589,371850,-58841,,,,,,,,,,,60098,60098,,1257,1280,23,-58841
2017,43466,,43466,1.0000,,892549,,892549,,892549,892549,,28784,283,-848800,-19.5279,-849083,-19.5344,-28784,-877867,-20.1966,,-877867,-20.1966,-1081.12,-1081.12,812,812,18771,,18771,,,,18771,1694,,,,,,,1694,,20465,,423758,,,293413,717171,,,,,,,,717171,,40621,-24454462,,23717135,-696706,20465,,20465,-877867,283,,463750,-415811,10188,,,-698400,668231,-161414,-1977,,,,,-1977,,,,,180882,180882,,17491,18771,1280,-163391
2018,390381,,,,361200,4528437,,4528437,,4889637,4889637,,108752,1138,-7986518,-20.4583,-4499256,-11.5253,-3597152,-8096408,-20.7398,,-8096408,-20.7398,-180.00,-180.00,45694,45694,2729,,2729,,,424745,427474,2300,,,,,,,2300,,429774,70062,617463,,,52671,740196,,,,,,,,740196,,15220,-32550870,,32225228,-310422,429774,,429774,-8096408,1138,,3155974,385678,,,,-312722,4318329,-235289,-1743,,,,,-1743,,,,,220990,220990,,-16042,2729,18771,-237032
