,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,5000,,5000,1.0000,,2500,,2500,,2500,2500,,,,2500,0.5000,2500,0.5000,,2500,0.5000,,2500,0.5000,208.33,208.33,12,12,800,,800,,,5000,5800,,,,,,,50625,50625,,56425,,,,,53125,53125,,,,,,,,53125,,800,2500,,,3300,56425,,56425,2500,,,,48125,-5000,,,-47325,,50625,,,,,,,,800,,,-50625,-49825,,-49825,800,,50625
2010,148281,,148281,1.0000,,396759,36610,433369,106458,539827,539827,,48108,105458,-286088,-1.9294,-391546,-2.6406,-48108,-439654,-2.9650,,-439654,-2.9650,-36637.83,-36637.83,12,12,3078339,,3078339,473146,,188076,3739561,1442222,26594710,,26594710,,,346754,28383686,,32123247,,1208800,,,3416480,4625280,654658,,,74999,729657,,,5354937,,636,-490351,-439986,27200650,26270949,31625886,497361,32123247,-439654,105458,,,-1274432,-23236,,,-885719,1253471,-355157,-60829,-27000000,,,2618190,-24442639,-616406,441200,,,28051034,27875828,,3078032,3078339,307,-415986
2011,10000,,,,,1530000,,1530000,-2679,1527321,1530000,36844,165298,57911,-516791,-51.6791,-1516705,-151.6705,776705,-740000,-74.0000,,-740000,-74.0000,-61666.67,-61666.67,6,6,410000,,410000,1320000,,10000,1740000,10000,,,,,,20000,30000,,1770000,,1142492,,,497508,1640000,,,,,,,,1640000,,,-1230000,,1360207,130207,1770207,-207,1770000,-740000,57911,,,985719,-10000,,,100000,-949874,-646244,-1515,,,,581980,580465,,28345,-11059,,,17286,,-48493,411656,460149,-647759
2012,,,,,,420000,,420000,-101556,318444,420000,4519,68681,23087,-390000,-Infinity,-418444,-Infinity,-171556,-590000,-Infinity,,-590000,-Infinity,-49166.67,-49166.67,7,7,,,,500000,,10000,510000,10000,,,,,,,10000,,520000,,622607,,,87393,710000,,,,,,,,710000,,,-1820000,,1625673,-194327,515673,4327,520000,-590000,23087,,,-300000,,,-145820,-200000,280294,-586619,,,,1419900,-95777,1324123,-1148542,,,,,-1148542,,-411038,618,411656,-586619
2013,100000,,,,,200000,,200000,1569,201569,200000,40893,132853,3383,-153764,-1.5376,-101569,-1.0157,-188431,-290000,-2.9000,,-290000,-2.9000,-24166.67,-24166.67,49,49,,,,440000,,,440000,10000,,,,,,600000,610000,,1050000,,807341,,,122659,930000,,,,,,,,930000,,,-2120000,,2233896,113896,1043896,6104,1050000,-290000,3383,,,-290000,,,34842,-490000,524118,-52499,,,,,,,,,,,51881,51881,,51881,,618,-52499
2014,120000,,,,,364710,,364710,-5,364705,364710,48789,61664,1641,-232265,-1.9355,-244705,-2.0392,-50865,-295570,-2.4631,,-295570,-2.4631,-24630.75,-24630.75,12,12,,,,,,,,3390,,,,,,,3390,,3390,,251772,,,-47832,203940,251750,,,,251750,,,455690,,2000,-2412030,,1957735,-452295,3395,-5,3390,-295570,1641,,99000,286060,,,80119,-203940,-155076,-63945,,,,,,,-58562,,,,122507,63945,,63945,,,-63945
2015,90000,,,,,144270,,144270,-998,143272,144270,1935,43779,1347,-50994,-0.5666,-53272,-0.5919,-42848,-96120,-1.0680,,-96120,-1.0680,-81.59,-81.59,1178,1178,21050,,21050,25970,,26000,73020,2050,,,,,,12250,14300,,87320,,,,,162270,162270,38920,,,,38920,,,201190,1,2060,-2508150,,2392219,-113870,87320,,87320,-96120,1347,,26000,114690,-25974,,109262,-89250,-24866,21051,,,,,,,,,,,,,,,21051,,21051
2016,165000,,,,,1528180,,1528180,-4,1528176,1528180,,45988,1347,-1538895,-9.3266,-1363176,-8.2617,-223054,-1586230,-9.6135,,-1586230,-9.6135,-400.00,-400.00,3980,3980,5100,,5100,,,5240,10340,700,,,,,,7500,8200,,18540,,,,,767720,767720,53850,,,,53850,,,821570,1,2410,-4094370,,3288930,-803029,18541,-1,18540,-1586230,1347,,,-668130,25974,,605456,-757380,2237058,-15955,,,,,,,,,,,,,,-15955,5096,21051,-15955
2017,9192350,8651800,540550,0.0588,,3794530,,3794530,-5,3794525,16497150,,3356726,359502,-6571062,-0.7148,-7304794,-0.7947,-2982496,-10287290,-1.1191,,-10287290,-1.1191,-1100.00,-1100.00,9251,9251,1305060,,1305060,41950,262750,,1609760,263080,950620,6666670,7617290,,,1980,7882350,,9492110,,25623,,,2644637,2670260,2600000,,,,2600000,,,5270260,21,2580,-14381660,,18600900,4221841,9492101,9,9492110,-10287290,359502,,,-303120,-41947,135402,766944,-1060500,10459619,228711,-78352,,,,,-78352,-290393,1000000,,,440000,1149607,,1299966,1305062,5096,150359
