,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2011,29233000,,,,,15621000,,15621000,,,,56102000,39175000,,50365000,1.7229,,,,11190000,0.3828,3620000,7570000,0.2590,0.48,0.48,15825000,15825000,188994000,,188994000,4599000,,,,5186000,,,,117678000,,,,1485734000,1485734000,3901000,,,,,,49651000,,,,49651000,1438809000,,1389158000,,,-14757000,7368000,,96576000,1485734000,,1485734000,7570000,,,,-10846000,,,,,-16954000,-20230000,,,-35545000,137552000,,102007000,,8600000,,,9626000,18226000,,100003000,188994000,88991000,-20230000,1.0003
2012,32895000,,,,,21820000,,21820000,,,,60902000,41294000,,49385000,1.5013,,,,8091000,0.2460,4267000,3824000,0.1162,0.24,0.24,15825000,15825000,129466000,,129466000,3386000,,,,4659000,,,,167227000,,,,1534168000,1534168000,5633000,,,,,,49815000,,,,49815000,1490879000,,1441064000,,,-10933000,72000,,93104000,1534168000,,1534168000,3824000,,,,9738000,,,,,-23768000,-10206000,,,-131273000,81951000,,-49322000,,,,,,,,-59528000,129466000,188994000,-10206000,0.9998
2013,27975000,,,,,20678000,,20678000,,,,60923000,35268000,494000,38267000,1.3679,,,,2505000,0.0895,741000,1764000,0.0631,0.11,0.11,16571000,16571000,176323000,,176323000,8504000,,,,4671000,,,,39891000,,,,1404608000,1404608000,2521000,,,,,,63742000,,,,63742000,1335217000,,1271475000,,142224000,-9169000,24000,54000,133133000,1404608000,,1404608000,1764000,494000,741000,54000,-92245000,,,,-143390000,660000,-88532000,,,-28035000,155449000,,127414000,-30000000,37975000,,,,7975000,,46857000,176323000,129466000,-88532000,0.9585
2014,30507000,,,,,20862000,,20862000,,,,58161000,30287000,396000,36890000,1.2092,,,,6207000,0.2035,531000,5676000,0.1861,0.29,0.29,19437000,19437000,145140000,,145140000,6078000,,,,4507000,,,,48800000,,,,1445860000,1445860000,39481000,,,,,,57329000,,,,57329000,1350670000,,1293341000,13647000,142224000,-3493000,19000,122000,152519000,1445860000,,1445860000,5676000,396000,531000,68000,-33636000,,,,30759000,-2056000,-29021000,,,-34894000,26443000,,-8451000,-7000000,13289000,,,,6289000,,-31183000,145140000,176323000,-29021000,0.8875
2015,35368000,,,,,22689000,,22689000,,,,64457000,30483000,393000,39915000,1.1286,,,,9039000,0.2556,821000,8218000,0.2324,0.33,0.33,19437000,19437000,127078000,,127078000,6652000,,,,4349000,,,,22433000,,,,1625806000,1625806000,64578000,,,,,,57484000,,,,57484000,1508668000,,1451184000,29337000,142224000,2903000,13000,145000,174622000,1625806000,,1625806000,8218000,393000,821000,23000,-67851000,,,,155714000,959000,-57437000,,,,25922000,,25922000,,15275000,,-1822000,,13453000,,-18062000,127078000,145140000,-57437000,0.7645
2016,39677000,,,,,23571000,,23571000,,,,69662000,31258000,776000,43792000,1.1037,,,,11758000,0.2963,3288000,8470000,0.2135,0.32,0.32,19861000,19861000,93964000,,93964000,7271000,,,,4330000,,,,9958000,,,,1704400000,1704400000,87104000,,,,,,57652000,,,,57652000,1576168000,,1518516000,29337000,147224000,9172000,6000,145000,185884000,1704400000,,1704400000,8470000,776000,3288000,,-58570000,,,,56322000,-683000,-46719000,,,-9583000,21846000,,12263000,,5000000,,-2201000,-1457000,1342000,,-33114000,93964000,127078000,-46719000,0.7456
2017,43842000,,,,,25055000,,25055000,,,,71765000,27782000,553000,43067000,0.9823,,,,14732000,0.3360,-4740000,19472000,0.4441,0.83,0.83,20864000,20864000,159909000,,159909000,6314000,,,,8020000,,,,262000,,,,1725049000,1725049000,92515000,,,,,,43042000,,,,43042000,1559550000,,1516508000,29337000,152612000,26443000,4000,145000,208541000,1725049000,,1725049000,19472000,553000,-4740000,,65354000,,,,21258000,-2759000,77880000,-2243000,-283000,,9593000,,7067000,-14807000,,,-2201000,-1994000,-19002000,,65945000,159909000,93964000,75637000,0.7759
2018,51685000,,,,,24034000,,24034000,,,,80914000,29415000,623000,55051000,1.0651,,,,25013000,0.4840,6939000,18074000,0.3497,0.75,0.75,21123559,21123559,129781000,,129781000,7386000,,,,8390000,,,,10017000,,,,1809130000,1809130000,99635000,,,,,,43154000,,,,43154000,1628717000,,1585563000,29337000,152612000,41473000,,145000,223567000,1809130000,,1809130000,18074000,623000,6939000,,-38954000,,,,67841000,-1586000,-14904000,-993000,,-10017000,255000,,-10755000,,,,-3044000,-1425000,-4469000,,-30128000,129781000,159909000,-15897000,0.7601
2019,53919000,,,,,23966000,,23966000,,,,88305000,34408000,721000,62950000,1.1675,,,,27821000,0.5160,7625000,20196000,0.3746,0.85,0.85,21123559,21123559,139145000,,139145000,7160000,,,,7911000,,,,10061000,,,,1785381000,1785381000,100984000,,,,,,38247000,,,,38247000,1583465000,,1545218000,29337000,152612000,58069000,,145000,240163000,1785381000,,1785381000,20196000,721000,7625000,,-6035000,,,,-46363000,-2727000,19780000,-242000,,,,,-242000,-10000000,,,-3678000,3504000,-10174000,,9364000,139145000,129781000,19538000,0.7597
2020,54185000,,,,,25321000,,25321000,,,,86094000,31969000,1149000,59870000,1.1049,,,,26752000,0.4937,7347000,19405000,0.3581,0.82,0.82,21123559,21123559,257644000,,257644000,6807000,,,,10446000,,,,8629000,,,,1943885000,1943885000,100297000,,,,,,16718000,,,,16718000,1705315000,3084000,1688597000,29337000,152612000,73194000,,145000,255288000,1943885000,,1943885000,19405000,1149000,7347000,,113713000,,,,171111000,-2019000,139595000,-245000,,,10000000,,9755000,-24885000,,,-4280000,-1686000,-30851000,,118499000,257644000,139145000,139350000,0.7507
