,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2011,,,,,,,,,,,31375,,,,-31375,-Infinity,,,,,,,-31375,-Infinity,-0.01,-0.01,2500000,2500000,11447,,11447,,,,11447,,,,,,,,,,11447,3610,,,,26000,29610,,,,,,,,29610,,2500,-43163,,22500,-18163,11447,,11447,-31375,,,,9243,,,,-18163,,-22132,,,,,,,-1000,,,,27000,26000,,3868,11447,7579,-22132
2012,,,,,,,,,,,41556,,,,-41556,-Infinity,,,,,,,-41556,-Infinity,-0.01,-0.01,3233770,3233770,31502,,31502,,,,31502,,,,,,,,,,31502,1121,,,,31000,32121,31000,,,,31000,,,32121,,3978,,,-4597,-619,31502,,31502,-41556,,,,17544,,,-2489,-619,1880,-22132,,,,,,,-1000,,-31502,,96602,64100,,3868,31502,27634,-22132
2013,,,,,,,,,47408,47408,41556,,,,-41556,-Infinity,-47408,-Infinity,5852,-41556,-Infinity,,-41556,-Infinity,-0.01,-0.01,3977500,3977500,2102,,2102,,,,2102,,,,,,,,,,2102,7210,,,,42919,50129,42919,,,,42919,,,50129,,3978,,,-52005,-48027,2102,,2102,-41556,,,,-47408,,,6089,-48027,44919,-44045,,,,,,,,59100,-2102,,-45079,11919,,20055,2102,-17953,-44045
2014,,,,,,,,,482853,482853,79011,,,,-79011,-Infinity,-1407097,-Infinity,1328086,-79011,-Infinity,,-79011,-Infinity,-0.02,-0.02,59084742,59084742,121781,58701,180482,15167,64204,,259853,1230295,,,,,,,1230295,,1490148,2019077,59121,,,333462,2411660,77878,,,,77878,,,2489538,,85389,-2281911,-411,1580893,-616040,1873498,-383350,1490148,-79011,,,,-2103780,,,1992576,-2151807,2141471,-41320,,,,,162394,162394,,,-121781,,1627914,1506133,64224,121781,121781,,-41320
2015,,,-924244,-Infinity,,,,,803741,803741,482853,,,763740,-643357,-Infinity,-1535730,-Infinity,244936,-1290794,-Infinity,,-1138369,-Infinity,-0.02,-0.02,87991375,87991375,36927,161431,198358,3017,11865,,213240,478225,,,,,,,478225,,691465,1729304,39585,1495,,683043,2451932,37207,,,,37207,,,2489139,,91289,-3653699,404021,1869993,-1288396,1200743,-509278,691465,-1138369,763740,,,-86885,-14969,-63361,199373,-2238692,-1151558,-1613072,,,,,92646,76456,-166305,,-36927,,242874,39642,121292,119679,36927,-82752,-1613072
2016,,,,,,,,,498411,498411,803741,,,564117,-971613,-Infinity,-703564,-Infinity,-794152,-1497716,-Infinity,,-1371788,-Infinity,-0.01,-0.01,91288909,91288909,16113,1546,17659,3619,123238,,144516,151625,,,,,,,151625,,296141,1626524,27319,2473,,931116,2584959,7777,,,,7777,,,2592736,,91289,-4235777,531571,1869993,-1742924,849812,-553671,296141,-1371788,564117,,,-201751,9874,42701,-4673,-2440443,687178,-322244,,,,,76456,,-98132,,-16113,,74379,-39866,51439,-84854,16113,100967,-322244
2017,,,,,,,,,316620,316620,498411,,,290774,-412790,-Infinity,-548931,-Infinity,-77540,-626471,-Infinity,,-582078,-Infinity,-0.00,-0.00,94867676,94867676,38616,2352,40968,,8832,4088,53888,23388,,,,,,,23388,,77276,1560749,4645,3758,,834371,2399765,2466,,,,2466,,,2402231,,96039,-4628182,731182,2055243,-1745718,656513,-579237,77276,-582078,290774,,,94566,,-112046,41835,-2345877,164351,-32387,,,,,51439,,-39866,,-38616,,242819,164337,63463,-20814,38616,59430,-32387
2018,819448,1051759,-232311,-0.2835,,,,,416293,416293,1368379,,,118662,-273743,-0.3341,-428494,-0.5229,10523,-417971,-0.5101,,-392405,-0.4789,-0.00,-0.00,102389594,102389594,10032,1615,11647,,9038,4621,25306,6142,,,,,,,6142,,31448,1601894,2461,468,,842355,2446710,198,,,,198,,,2446908,,115039,-4934011,548707,2416243,-1854022,592886,-561438,31448,-392405,118662,,-7,-75527,,106253,-37772,-2421404,143980,-205297,,,,,63463,,-25663,190000,-10032,,-159178,-4873,27423,22503,10032,-12471,-205297
2019,73939,86140,-12201,-0.1650,,,,,162886,162886,502433,,,18617,-287212,-3.8844,-173991,-2.3532,-114039,-288030,-3.8955,,-305829,-4.1362,0.00,0.00,115038909,115038909,10662,974,11636,,,,11636,1,,,,,,,1,,11637,1563102,193,,,669173,2232468,,,,,,,,2232468,,115039,-4839749,614603,2416243,-1693864,538604,-526967,11637,-305829,18617,,,200572,-275,347,-3200,-2220832,35506,-51134,,,,,27423,,-4873,,-10662,,13124,-2411,-37661,-28584,10662,39246,-51134
2020,,,,,,,,,309402,309402,309402,,,6181,-303221,-Infinity,-309402,-Infinity,,-309402,-Infinity,,-298657,-Infinity,-0.00,-0.00,115082625,115082625,24027,17837,41864,,,,41864,705,,,,,,,705,,42569,1507258,,,,828329,2335587,,,,,,,,2335587,,116039,-5138406,839818,2427243,-1755306,580281,-537712,42569,-298657,6181,,,-72891,,,-174,-2293723,151604,-213763,-828,,,,,-828,-190,12000,-24027,,24027,11810,216146,13365,24027,10662,-214591
