,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2007,,,,,,20875,,20875,,,20875,,,,-20875,-Infinity,-20875,-Infinity,,-20875,-Infinity,,-20875,-Infinity,-0.25,-0.25,84704,84704,27275,,27275,,,,,,,,,,,,,27275,27275,,,,,,,,,,,,8625,,8625,,14543,-22625,,26732,18650,27275,,27275,-20875,,,,7875,,,,,13000,,,,,,,,,27150,,,125,27275,,,27225,,
2008,1630,,1630,1.0000,,32323,,32323,,32323,32323,,,,-30693,-18.8301,,,,,,,-30693,-18.8301,-0.35,-0.35,87483,87483,22775,,22775,,,,22775,,,,,,,,,,22775,,,,,12075,12075,,,,,,,,12075,,44994,-53318,,19024,10700,22775,,22775,-30693,,,,10700,,,,10700,-7250,-27243,,,,,,,,22743,,,,22743,,-4500,22775,27275,-27243
2009,,,,,,338787,,338787,,338787,338787,,7642,6608,-332179,-Infinity,-338787,-Infinity,-6462396,-6801183,-Infinity,,-6801183,-Infinity,-250.00,-250.00,28158,28158,603156,,603156,,72768,95694,771618,17191,,,,,,36257,53448,,825066,,,,,184965,184965,56753,,,7126823,7183576,,,7368541,10000,72825,-6801183,-441,175324,-6543475,825066,,825066,-6801183,6608,,,575953,,-72768,,586653,5854410,-364212,,,,,-17632,-17632,,885000,,,100000,985000,,,603156,,-364212
2010,,,,,,8632161,,8632161,260176,8892337,8892337,,28578,16174,-8876163,-Infinity,-8892337,-Infinity,3182778,-5709559,-Infinity,,-5709559,-Infinity,-173.50,-173.50,32935,32935,373868,,373868,,,78004,451872,247611,,,,,,69696,317307,,769179,104432,69387,,,7268,181087,,,,3467864,3467864,,,3648951,10000,1797,-12510742,-16615,9635788,-2879772,769179,,769179,-5709559,16174,,,-315868,,,,270785,4505745,-1503508,-173826,,,,,-173826,,1448046,,,,1448046,,-229288,373868,603156,-1677334
2011,62289,62047,242,0.0039,,3658474,,3658474,430573,4089047,4151094,,54885,133371,-951819,-15.2807,-4088805,-65.6425,2948730,-1140075,-18.3030,,-1140075,-18.3030,-2.50,-2.50,477972,477972,406859,,406859,,,335952,742811,580755,,,,,,,580755,,1323566,365113,3750,,,40,368903,,,,,,,,368903,10000,37384,-13650817,-144364,14702460,954663,1323566,,1323566,-1140075,133371,,2357820,103123,,,,373908,-3454732,-2000493,-466515,,,,,-466515,,2499999,,,,2499999,,32991,406859,373868,-2467008
2012,258064,199092,58972,0.2285,,4688510,,4688510,547353,5235863,5434955,,112719,268499,-4908392,-19.0201,-5176891,-20.0605,-112719,-5289610,-20.4973,,-5289610,-20.4973,-6.50,-6.50,806653,806653,13416,,13416,,,658062,671478,1096351,,,,,,274992,1371343,,2042821,370675,134620,,19996,186935,712226,44836,34747,,20445,100028,,,812254,11000,42435,-18940427,-405814,20523373,1230567,2042821,,2042821,-5289610,268499,,2409524,-414656,,,182834,-40748,713897,-2312346,-712353,,,,-39295,-751648,-7752,1482303,,,1196000,2670551,,-393443,13416,406859,-3024699
2013,466403,3286672,-2820269,-6.0469,,15503040,,15503040,1062067,16565107,19851779,,247442,2687012,-21202831,-45.4603,-19385376,-41.5636,-4751909,-24137285,-51.7520,,-24137285,-51.7520,-24.50,-24.50,1098901,1098901,7837339,,7837339,216003,1441792,291675,9786809,7485212,4901261,963648,5864909,,,333162,13683283,,23470092,5328419,439739,415506,212094,17098929,23079181,129202,678392,,6564,814158,,,23893339,10000,77125,-45909542,-2592512,47991682,-423247,23470092,,23470092,-24137285,2687012,,10801140,-13251624,-195076,279841,1478954,-13292372,20111215,-3789542,-1141089,-3325607,,,-163292,-4629988,-1464056,17265509,,,442000,16243453,,7823923,7837339,13416,-4930631
2014,2791644,5634379,-2842735,-1.0183,,11057535,,11057535,1057136,12114671,17749050,,296691,2989946,-19411380,-6.9534,-24489018,-8.7723,1259699,-23229319,-8.3210,,-22698017,-8.1307,-14.50,-14.50,1553513,1553513,1627062,,1627062,284708,1175798,62669,3150237,2307117,,137112,137112,,,569703,3013932,,6164169,5640710,717940,260108,959962,13408454,20727066,18803,275370,,,294173,,,21021239,10060,77756,-64738131,-3305891,57499866,-10456340,10564899,-4400730,6164169,-22698017,2989946,,4238751,-4284457,,172996,,-17576829,12717456,-7036321,-70000,,,,,-830113,-213843,,,,1870000,1656157,,-6210277,1627062,7837339,-7866434
2015,3957795,2861738,1096057,0.2769,,10753103,,10753103,1662748,12415851,15277589,,146038,935355,-7553131,-1.9084,-11319794,-2.8601,3074870,-8244924,-2.0832,,-8634524,-2.1817,-6.00,-6.00,1580583,1580583,189231,,189231,551214,744150,429798,1914393,1500893,,126796,126796,,,132043,1759732,,3674125,6068442,421954,361918,924123,8937308,16351827,4815,109180,,825000,938995,,,17290822,10620,79621,-73372655,-4100163,67777011,-9605566,7685256,-4011131,3674125,-8634524,935355,,4065830,3139395,,288518,,-14437434,-5443293,-5937237,-210965,,,,108701,-102264,-328330,,,,4930000,4601670,,-1437831,189231,1627062,-6148202
2016,3326021,2813680,512341,0.1540,,6273566,,6273566,1451683,7725249,10538929,,1218510,861831,-5618786,-1.6893,-7212908,-2.1686,-486219,-7699127,-2.3148,,-7699127,-2.3148,-5.50,-5.50,1603138,1603138,5898,,5898,128315,394825,84631,613669,755682,,116482,116482,,,425048,1297212,,1910881,7228460,1419055,633971,600700,12550325,21798540,,99495,,825000,924495,,,22723035,11150,80477,-81071782,-4726861,68726176,-16980840,5742195,-3831314,1910881,-7699127,861831,,784457,-6747437,,289616,,-21184871,10051253,-2749023,-80463,,,,,-80463,-138988,,-52500,,2837641,2646153,,-183333,5898,189231,-2829486
