,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2012,,,,,121659,1663414,,1663414,,1785073,1786426,,25675,1353,-1785073,-Infinity,-1925372,-Infinity,,-1925372,-Infinity,,-1925372,-Infinity,-0.03,-0.03,75552988,75552988,11149,,11149,30048,,,41197,2338232,,,,,,,2338232,,2379429,263216,,,292643,700019,1255878,,,,904677,904677,,,2160555,24,7594,-3451713,-3666,3666635,218874,2379429,,2379429,-1925372,1353,,1033485,-1028221,,,,-1214681,1374251,-544504,-10052,,,,,-10052,,501091,-3518,,80617,578189,-37178,-13545,11149,24694,-554556
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,1620,168060,,168060,-70720,98960,98960,,,,-98960,-Infinity,-98960,-Infinity,,-98960,-Infinity,,-98960,-Infinity,-0.00,-0.00,121145870,121145870,3680,,3680,38140,,,41820,,,,,,,,,,41820,325460,54500,,,339060,719020,,,,,,,,719020,,9590,-10234230,,9547440,-677200,41820,,41820,-98960,,,,537481,,,,-677200,-405901,32620,,,,,,,,,,,,,-35630,-3010,-3010,,32620
2017,,,,,119810,240051,,240051,-2,359859,1289640,,9154,,-1289640,-Infinity,-1289640,-Infinity,,-1289640,-Infinity,,-1289640,-Infinity,-0.01,-0.01,115582874,115582874,4110,,4110,59630,,-10,63730,,,,,,,,,,63730,279040,37238,,,516722,833000,,,,,,,,833000,24,12130,-11568940,60149,10727365,-769272,63728,2,63730,-1289640,,,103411,-92070,-21490,,,-769270,1023453,-254846,,,,,,,,124928,,,85174,210102,45165,421,4105,3684,-254846
2018,,,,,6980,247780,,247780,-1,254759,266960,,11160,,-255800,-Infinity,-266960,-Infinity,,-266960,-Infinity,,-266960,-Infinity,-0.00,-0.00,121145865,121145865,10360,,10360,36830,,,47190,,,,,,,,,,47190,304320,37225,,,622025,963570,,,,,,,,963570,24,12100,-11885470,68244,10888719,-916383,47187,3,47190,-266960,,,150000,-147110,22794,,,-916380,167239,-96831,,,,,,,,11338,,,83649,94987,8095,6251,10356,4105,-96831
2019,,,,,9070,311012,,311012,-4,320078,2027600,,13884,,-2013716,-Infinity,-2027600,-Infinity,,-2027600,-Infinity,,-2027600,-Infinity,-0.02,-0.02,122430981,122430981,14210,,14210,38890,,,53100,,,,,,,,,,53100,298790,188645,,,679695,1167130,,,,,,,,1167130,24,13800,-13967610,60530,12779233,-1114023,53107,-7,53100,-2027600,,,192450,-197650,-2061,,-1298,-1114030,1895141,-137659,-360,,,,,-360,,,,,149587,149587,-7714,3855,14211,10356,-138019
2020,,,,,,13717000,,13717000,862176000,875893000,875893000,,18670,,,,-860557000,-Infinity,,-860557000,-Infinity,,-860557000,-Infinity,-0.01,-0.01,139729490,139729490,4,,4,11,,19,34,,,,,,,,,0,34,298,213184,,,-213184,298,,,,,,1042,,1340,25,,,46998,,-1305723,-1304383,1304417,34,-860557000,,,200000,1113766,8654,,,-264,859131045,-112189,,,,,,,,,,,115226,115226,-13532,-10495,3716,14211,-112189
2021,,,,,,569472,,569472,431217,1000689,,,,,,,,,,-1000689,-Infinity,,-1000689,-Infinity,-0.01,-0.01,139729490,139729490,0,,0,11,,99,110,,,,,,,0,0,,110,315,,,,,315,,,,1149,1149,,,1463,,,-15955,52,14551,-1353,110,0,110,-1000689,,,,59,,,,-204,1000630,,,,,,,,,,,-66353,,,,,,3716,
