,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2011,21128959000,19976528000,1152431000,0.0545,239923000,1837226000,479325000,2316551000,-25560000,2530914000,22507442000,56098000,,73946000,-1209799000,-0.0573,-1404043000,-0.0665,120298000,-1283745000,-0.0608,,-1283745000,-0.0608,-1.44,-1.44,2046173685,2046173685,6288777000,,6288777000,315586000,2763587000,516560000,9884510000,489041000,,2381000,2381000,840000,,202197000,694459000,,10578969000,3636101000,,88874000,347292000,661742000,4645135000,,,,3150443000,3150443000,,,7795578000,382267000,163000,-2481604000,-146375000,5028940000,2783391000,10578969000,,10578969000,-1283745000,73946000,,70964000,1068998000,-183848000,-1684694000,2420088000,232058000,-16554000,-86391000,-623410000,-840000,-300000000,300000000,-173465000,-624250000,,6248610000,-11712000,,,6236898000,-107439000,5418818000,6288777000,869959000,-709801000,0.1589
2012,41380521000,37898387000,3482134000,0.0841,636346000,3700121000,1096765000,4796886000,-41690000,5391542000,43289929000,175751000,8324000,185730000,-1529292000,-0.0370,-1951098000,-0.0472,227752000,-1723346000,-0.0416,6127000,-1729473000,-0.0418,-1.13,-1.13,2926685000,2998786000,7177294000,1080000000,8257294000,612295000,4753829000,2130838000,15754256000,1529248000,14649000,229793000,244442000,2840000,,355268000,2131798000,,17886054000,8096753000,867399000,165305000,1002149000,1517195000,11483496000,,,,4737897000,4737897000,,,16221393000,382267000,182000,-4212915000,-152083000,5647210000,1664661000,17886054000,,17886054000,-1729473000,185730000,6127000,225039000,2721415000,-226931000,-1989996000,4155911000,19947000,-5186000,1403652000,-1147735000,-141719000,-2590000000,510000000,-414301000,-3369454000,,1571431000,,,1282200000,2853631000,688000,888517000,7177294000,6288777000,255917000,0.1605
2013,69339812000,62495538000,6844274000,0.0987,963653000,4869277000,1590171000,6459448000,-120301000,7302800000,69798338000,343770000,8437000,293141000,251639000,0.0036,-578827000,-0.0083,528888000,-49939000,-0.0007,-40000,-49899000,-0.0007,-1.93,-1.93,2046173685,2046173685,10812339000,1903224000,12715563000,663675000,6386155000,2847600000,22612993000,2882925000,14649000,215802000,230451000,36502000,,246941000,3396819000,,26009812000,11018865000,932826000,278256000,2264152000,2554141000,16769984000,,,,,,,,16769984000,,261000,-4301195000,-265970000,13806732000,9239828000,26009812000,,26009812000,-49899000,293141000,-40000,261173000,3110595000,-22844000,-1632326000,2687361000,1839746000,-45151000,3569819000,-1292081000,-33971000,-9966200000,9166200000,-659789000,-2671052000,-865108000,2720076000,,,940216000,2795184000,-58906000,3635045000,10812339000,7177294000,2277738000,0.1652
2014,115002317000,101631443000,13370874000,0.1163,1835919000,13327112000,4010280000,17337392000,-214623000,18958688000,120590131000,637641000,28825000,1650533000,-3297676000,-0.0287,-5802437000,-0.0505,825403000,-4977034000,-0.0433,19324000,-4996358000,-0.0434,-5.35,-5.35,2419668000,2419668000,16914651000,12161643000,29076294000,4228245000,12190843000,4446315000,49941697000,5501501000,2622470000,6877947000,9500417000,1021077000,,528480000,16551475000,,66493172000,16363671000,1890771000,236160000,4823740000,5916923000,28995105000,,,,,,,,28995105000,,358000,-9272343000,-361116000,47131168000,37498067000,66493172000,,66493172000,-4996358000,1650533000,-4169000,4249548000,-13255000,-2004884000,-5804688000,4902844000,1855811000,128717000,1015016000,-2902066000,825752000,-19525541000,7853607000,103981000,-13203248000,-946396000,17447653000,,,1890771000,18392028000,-101484000,6102312000,16914651000,10812339000,-1887050000,0.1611
2015,181286955000,157008329000,24278626000,0.1339,3453804000,16797977000,7736172000,24534149000,-392022000,27595931000,184604260000,414999000,82507000,2619061000,-6690710000,-0.0369,-6459456000,-0.0356,-2942388000,-9401844000,-0.0519,-14262000,-9378016000,-0.0517,-3.43,-3.43,2735034000,2735034000,17863868000,2780482000,20644350000,13670525000,20539543000,3653578000,58507996000,9488809000,29050000,5263983000,5293033000,9870080000,,2006251000,26658173000,,85166169000,29819341000,3620052000,103211000,8202235000,7387230000,49028858000,2753699000,2705164000,,,5458863000,,,54487721000,,358000,-18690910000,838044000,48393123000,30540615000,85028336000,137833000,85166169000,-9378016000,2619061000,-42584000,1193945000,-3174263000,-7395424000,-8348700000,13113084000,957797000,6970306000,-1811551000,-5299759000,-7447128000,-6161386000,16625621000,-932314000,-2282652000,-3726171000,,,,8426444000,4700273000,343147000,949217000,17863868000,16914651000,-7111310000,0.154
2016,260121645000,220698727000,39422918000,0.1516,5380907000,25613884000,10573024000,36186908000,-740567000,40827248000,261525975000,481618000,259657000,3633346000,710370000,0.0027,-2144897000,-0.0082,-1089327000,-3234224000,-0.0124,179500000,-3362133000,-0.0129,-1.36,-1.36,2804768000,2804768000,19771695000,7897075000,27668770000,31572373000,28909438000,18781517000,106932098000,11836663000,6541668000,8454297000,14995965000,16295652000,,10313140000,53441420000,,160373518000,43988087000,17722530000,575848000,12854631000,30174987000,104740235000,10908639000,2156835000,907356000,7497591000,21470421000,,,126210656000,,377000,-21860345000,1676331000,54076537000,33892900000,160103556000,269962000,160373518000,-3362133000,3633346000,-34782000,2343785000,3007632000,-9697221000,-8369883000,13693690000,4272979000,3179169000,8767017000,-4460165000,-8241804000,-42251129000,19803962000,-13848207000,-48268577000,-14070772000,,-5338274000,,60108517000,40699471000,709916000,1907827000,19771695000,17863868000,4306852000,0.1439
2017,362331754000,311516831000,50814923000,0.1402,6652374000,30079918000,14918107000,44998025000,-843447000,50806952000,362323783000,2530490000,963742000,4192716000,5424815000,0.0150,-835476000,-0.0023,956436000,120960000,0.0003,139593000,128764000,0.0004,-0.05,-0.05,2844826000,2911462000,25688327000,8587852000,34276179000,32288406000,41700379000,6763688000,115028652000,22821503000,6650570000,6692717000,13343287000,28579132000,158250000,4124142000,69026314000,,184054966000,74337708000,12884881000,658220000,15197630000,15830402000,118250621000,10922595000,1273545000,882248000,337254000,13415642000,,,131666263000,,377000,-22234609000,2478047000,71796999000,52040814000,183707077000,347889000,184054966000,128764000,4192716000,-221010000,2780062000,18770766000,-545991000,-12788337000,26106191000,-270532000,-830025000,24821273000,-11355875000,6861391000,-16113020000,6211608000,-27896508000,-37498092000,-13246259000,,,,32481244000,19234985000,-641534000,5916632000,25688327000,19771695000,13465398000,0.1537
2018,462019759000,396066126000,65953633000,0.1428,12144383000,37169324000,19236740000,56406064000,-614658000,67935789000,464001915000,2117921000,854538000,5560034000,4352303000,0.0094,-2619131000,-0.0057,245453000,-2373678000,-0.0051,426872000,-2489141000,-0.0054,-0.87,-0.87,2877903000,2877903000,34262445000,2035575000,36298020000,16962728000,44030084000,7564947000,104855779000,38112208000,6643669000,5011706000,11655375000,47258189000,103158000,7180148000,104309078000,,209164857000,79985018000,4544934000,825677000,14998092000,21333971000,120862015000,9874583000,463153000,828473000,16269773000,27435982000,,,148297997000,,380000,-24038081000,4759508000,79049166000,59770973000,208068970000,1095887000,209164857000,-2489141000,5560034000,-10454000,3659989000,12356156000,4287004000,-2342058000,5466698000,-1349318000,1804838000,20881422000,-21369494000,-15811444000,-7080283000,9371062000,4544065000,-26078992000,-13160194000,3531870000,-205886000,,21054138000,11219928000,1681163000,7703521000,37502058000,29798537000,-488072000,0.1453
2019,576888484000,492467391000,84421093000,0.1463,14618677000,42458200000,22234045000,64692245000,-2222223000,77088699000,569556090000,1785572000,725010000,5828055000,20542760000,0.0356,8994880000,0.0156,4697652000,13692532000,0.0237,1802440000,12187255000,0.0211,4.18,4.11,2912637000,2967322000,36971420000,24602777000,61574197000,11976114000,57932156000,7612091000,139094558000,45995718000,6643669000,4110034000,10753703000,56992911000,80556000,6806258000,120629146000,,259723704000,90428382000,3193480000,2015788000,19405213000,26989946000,140017021000,15574946000,1942635000,1338988000,16190267000,35046836000,,8716644000,175063857000,,381000,-11912679000,5622312000,88145956000,81855970000,256919827000,2803877000,259723704000,12187255000,5828055000,533117000,3694955000,7766342000,3936793000,-13915610000,10391341000,3515798000,-5228504000,24781220000,-8999592000,-6943504000,-25272163000,3027412000,11757935000,-25349357000,-9855995000,,-131010000,,12559472000,2572467000,405891000,2410221000,39912279000,37502058000,15781628000,0.1436
2020,745801886000,636693551000,109108335000,0.1463,16148948000,55109342000,27155972000,82265314000,-2545008000,95869254000,732562805000,2753360000,1125181000,6067654000,58079703000,0.0779,12342820000,0.0165,38476071000,50818891000,0.0681,1481645000,49405223000,0.0662,16.35,15.84,3021809000,3109024000,86084857000,60577110000,146661967000,14462467000,58932519000,14744305000,234801258000,45987058000,10904409000,17587801000,28492210000,97586479000,532746000,14888043000,187486536000,,422287794000,106818425000,8773416000,3029416000,24415314000,34009507000,174016662000,22780718000,1617844000,1921831000,17464831000,43785224000,,15763491000,217801886000,,404000,37418433000,-2014792000,152139250000,187543295000,405345181000,16942613000,422287794000,49405223000,6067654000,-718927000,4155933000,18677943000,-412132000,799356000,11094782000,3816726000,-35043509000,42544317000,-12456894000,-15175630000,-66868107000,34287402000,865021000,-57810588000,-16777254000,31341555000,-311776000,,56819070000,71071595000,-5082380000,50607026000,90519305000,39912279000,30087423000,0.1532
