,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2007,59921000,,59921000,1.0000,105144000,17544000,,17544000,-240000,122448000,122448000,,,,-55000000,-0.9179,-62527000,-1.0435,7527000,-55000000,-0.9179,,-55000000,-0.9179,-3.21,-3.21,17682069,17682069,246299000,4464000,250763000,,,710000,251473000,9641000,,,,2000,,2252000,11895000,,263368000,3595000,4999000,,,11289000,19883000,1120000,,,,1120000,,,21003000,,17682000,224683000,-32456000,32456000,242365000,263368000,,263368000,-55000000,,,,-5032000,,,,,2460000,-57572000,-2376000,,,,-556000,-2932000,-4705000,,,,,-4705000,,-65209000,246299000,311508000,-59948000,0.1958
2008,56262000,,56262000,1.0000,85763000,15308000,,15308000,-120000,100951000,100951000,,,,-33732000,-0.5996,-44689000,-0.7943,10957000,-33732000,-0.5996,,-33732000,-0.5996,-1.97,-1.97,17682069,17682069,209681000,2397000,212078000,,,1078000,213156000,9738000,,,,2000,,2348000,12088000,,225244000,7532000,,,,9078000,16610000,,,,,,,,16610000,,17682000,190952000,-35732000,35732000,208634000,225244000,,225244000,-33732000,,,,968000,,,,,4142000,-28622000,-3372000,,,,-96000,-3468000,-6301000,,,,,-6301000,1773000,-36618000,209681000,246299000,-31994000,0.188
2009,25319000,,,,93093000,16122000,,16122000,-3971000,105244000,105244000,4319000,104000,3686000,-71920000,-2.8406,-79925000,-3.1567,4215000,-75710000,-2.9902,,-75710000,-2.9902,-4.41,-4.41,17682069,17682069,144617000,1034000,145651000,,,1013000,146664000,9626000,,,,2000,,2386000,12014000,,158678000,3515000,,,,22240000,25755000,,,,,,,,25755000,,17682000,115241000,,,132923000,158678000,,158678000,-75710000,3686000,,,9712000,,,,,858000,-61454000,-3574000,,,,-38000,-3612000,,,,,,,,-65066000,144615000,209681000,-65028000,0.1925
2010,87357000,,,,151278000,39732000,,39732000,5043000,196053000,196053000,4125000,63000,,-104571000,-1.1971,-108696000,-1.2443,4062000,-104634000,-1.1978,,-104634000,-1.1978,-5.92,-5.92,22870523,22870523,383305000,52997000,436302000,,,1280000,437582000,10528000,,,,,,2440000,12968000,,450550000,10668000,,,,32774000,43442000,,,,,,,,43442000,,22871000,384237000,,,407108000,450550000,,450550000,-104634000,,,,15194000,,,,,33460000,-55980000,-4236000,,-49837000,,-54000,-54127000,,395563000,-46768000,,,348795000,,238688000,383305000,144617000,-60216000,0.1794
2011,142284000,112000,142172000,0.9992,126938000,34905000,,34905000,-28435000,133408000,133520000,6564000,1951000,4129000,19457000,0.1367,8764000,0.0616,4613000,13377000,0.0940,,13377000,0.0940,0.60,0.60,22887312,22887312,278342000,149358000,427700000,20334000,,1080000,449114000,17874000,,,,,,2493000,20367000,,469481000,8592000,,,9284000,10208000,28084000,,,,,,,,28084000,,23193000,418204000,-46881000,46881000,441397000,469481000,,469481000,13377000,4129000,,,-30943000,,,,,11631000,-1806000,-11475000,,-99685000,,-53000,-111213000,,8482000,-426000,,,8056000,,-104963000,278342000,383305000,-13281000,0.174
2012,223565000,15933000,207632000,0.9287,182759000,27611000,,27611000,-35135000,175235000,191168000,5627000,186000,5319000,41877000,0.1873,32397000,0.1449,3975000,36372000,0.1627,,36372000,0.1627,1.61,1.60,22628824,22732500,358922000,126940000,485862000,7515000,,3648000,497025000,21404000,,,,,,2554000,23958000,,520983000,9831000,,,5072000,15065000,29968000,,,,,,,,29968000,,23193000,467822000,-52200000,52200000,491015000,520983000,,520983000,36372000,5319000,,13246000,13782000,,,,,-182000,68537000,-8849000,,-97480000,119837000,-60000,13448000,,,,,,,-1405000,80580000,358922000,278342000,59688000,0.1768
2013,6574000,872000,5702000,0.8674,164467000,34155000,,34155000,-7302000,191320000,192192000,3044000,81000,5911000,-177684000,-27.0283,-185618000,-28.2352,1942000,-183676000,-27.9398,,-183676000,-27.9398,-8.10,-8.10,22628824,22628824,286178000,24383000,310561000,10078000,,3642000,324281000,20062000,,,,,,2570000,22632000,,346913000,13376000,,,2329000,15067000,30772000,,,,,,,,30772000,,23193000,292948000,-57472000,57472000,316141000,346913000,,346913000,-183676000,5911000,,8802000,-3643000,-4448000,,805000,,2988000,-169618000,-4569000,,-47356000,148750000,-17000,96808000,,,,,,,141000,-72669000,286178000,358847000,-174187000,0.1841
2014,153773000,13776000,139997000,0.9104,180036000,39826000,,39826000,-6328000,213534000,227310000,719000,2017000,5932000,-64541000,-0.4197,-73537000,-0.4782,1047000,-72490000,-0.4714,-7500000,-64990000,-0.4226,-2.87,-2.87,22628824,22628824,538273000,,538273000,34954000,,2209000,575436000,18628000,,,,,,2692000,21320000,,596756000,18487000,5000000,,14383000,38888000,76758000,267170000,,,,267170000,,,343928000,,23193000,229635000,-63404000,63404000,252828000,596756000,,596756000,-64990000,5932000,,1674000,16771000,,,,,-1570000,-42183000,-4497000,,,24383000,-123000,19763000,,,,,272170000,272170000,2345000,252095000,538273000,286178000,-46680000,0.1625
2015,187677000,22267000,165410000,0.8814,214959000,44606000,,44606000,-12828000,246737000,269004000,139000,32705000,6215000,-80912000,-0.4311,-81327000,-0.4333,-38505000,-119832000,-0.6385,-5875000,-113957000,-0.6072,-4.82,-4.82,23639434,23639434,418796000,,418796000,173108000,,23665000,615569000,16453000,,,,,,2666000,19119000,,634688000,21676000,,,2091000,45739000,69506000,312951000,,,,312951000,,,382457000,,24353000,227878000,-69619000,69619000,252231000,634688000,,634688000,-113957000,6215000,,16947000,-138871000,,,,,4253000,-225413000,-4040000,,,,27000,-4013000,,96413000,,,,96413000,34939000,-98074000,440199000,538273000,-229453000,0.1455
2016,234778000,31459000,203319000,0.8660,268159000,52503000,,52503000,-1697000,318965000,350424000,592000,32157000,5410000,-121843000,-0.5190,-115646000,-0.4926,-43764000,-159410000,-0.6790,-5500000,-153910000,-0.6556,-6.33,-6.33,24309717,24309717,323330000,,323330000,22389000,,27454000,373173000,13643000,,,,,,307810000,321453000,,694626000,19739000,3365000,,,64450000,87554000,328878000,,,,328878000,,,416432000,,26142000,-1189211000,-47854000,1489117000,278194000,694626000,,694626000,-153910000,5410000,-5500000,22727000,153452000,,,,,18725000,40904000,-2600000,,,,-297358000,-299958000,,135211000,,,21935000,157146000,6442000,-95466000,323330000,418796000,38304000,0.1415
