,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1995,,,,,,,,,536000000,536000000,,,,291000000,,,,,,1900000000,Infinity,642000000,1130000000,Infinity,0.88,0.88,1285350000,1285350000,7766000000,,7766000000,,,,,2354000000,,,,30743000000,,,,148047000000,148047000000,,,,,,,,,,,,143203000000,,143203000000,,,,,4209000000,4209000000,147412000000,635000000,148047000000,1130000000,291000000,,,1323000000,,,,,246000000,2990000000,-243000000,12000000,-1534000000,,-6000000,-1771000000,,29000000,,,-114000000,-85000000,242000000,174000000,13167000000,12993000000,2747000000,1.5508
1996,,,,,,,,,487000000,487000000,,,,254000000,,,,,,2505000000,Infinity,786000000,1575000000,Infinity,1.22,1.22,1295087500,1295087500,9124000000,,9124000000,,,,,1962000000,,,,28643000000,,,,147367000000,147367000000,,,,,,,,,,,,142259000000,,142259000000,,,,,5074000000,5074000000,147333000000,34000000,147367000000,1575000000,254000000,,,-2237000000,,,,,635000000,227000000,-195000000,-1000000,-32407000000,35758000000,282000000,3437000000,,32000000,,,220000000,252000000,-51000000,1273000000,5774000000,4501000000,32000000,1.713
1997,,,,,,,,,502000000,502000000,,,,247000000,,,,,,3162000000,Infinity,813000000,2335000000,Infinity,1.71,1.67,1368631250,1368631250,10286000000,,10286000000,,,,,1699000000,,,,29115000000,,,,158106000000,158106000000,,,,,,,,,,,,151812000000,,151812000000,,,,,6254000000,6254000000,158066000000,40000000,158106000000,2335000000,247000000,,,-3369000000,,,,,133000000,-654000000,-202000000,381000000,-28621000000,30305000000,109000000,1972000000,,39000000,,,271000000,310000000,-11000000,384000000,881000000,497000000,-856000000,1.6475
1998,,,,,,,,,457000000,457000000,,,,218000000,,,,,,3015000000,Infinity,882000000,2120000000,Infinity,1.53,1.50,1383750000,1410912500,6026000000,,6026000000,,,160121000000,166147000000,1634000000,,,216000000,31562000000,,-31562000000,1850000000,,167997000000,,,,,,,,,,,,160480000000,,160480000000,,,,,7475000000,7475000000,167955000000,42000000,167997000000,2120000000,218000000,,,-5614000000,,,,,696000000,-2580000000,-230000000,247000000,-41581000000,42894000000,66000000,1396000000,,41000000,,,-250000000,-209000000,1000000,-3302000000,1073000000,4375000000,-2810000000,1.6542
1999,3659000000,,,,,3140000000,,3140000000,233000000,3373000000,,10514000000,5713000000,233000000,9567000000,2.6146,,,,3621000000,0.9896,1101000000,2520000000,0.6887,1.80,1.77,1394399351,1422102649,1276000000,,1276000000,,,295923000000,297199000000,1668000000,,231000000,231000000,,,,1899000000,,299098000000,,,,,,,,,,,,290372000000,,290372000000,,1389000000,6763000000,,541000000,8693000000,299065000000,33000000,299098000000,2520000000,,,,,,,,,-2579000000,-59000000,-352000000,-24000000,-23147000000,21921000000,-137000000,-1739000000,-231000000,108000000,,-1296000000,2769000000,1350000000,,1350000000,,,-411000000,1.6181
2000,,,,,,,,,583000000,583000000,,,,364000000,,,,,,3860000000,Infinity,1105000000,2706000000,Infinity,1.92,1.90,1406043750,1420906250,6433000000,,6433000000,,,207044000000,213477000000,3037000000,,,2599000000,64737000000,,-64737000000,5636000000,,219113000000,,,,,,,,,,,,208537000000,,208537000000,,,,,10024000000,10024000000,218561000000,552000000,219113000000,2706000000,364000000,,,3473000000,,,,,931000000,7474000000,-429000000,-5027000000,-23564000000,24850000000,-499000000,-4669000000,,74000000,,,1402000000,1476000000,7000000,1413000000,3821000000,2408000000,7045000000,1.4959
2001,9487938780,,,,,,,,5930477910,5930477910,,11388830040,6434262270,551272230,10464537150,1.1029,,,,3479002650,0.3667,973157220,2505845430,0.2641,1.57,1.56,1417831250,1430643750,2910524670,,2910524670,,,228204679860,231115204530,3372327000,,2571915510,2571915510,,,,5944242510,,237059447040,,,,,,,,,,,,225276261210,,225276261210,,1414312650,8064679140,,1304884080,10783875870,236060137080,999309960,237059447040,2505845430,551272230,,,5668950510,,,,,1222984710,9949052880,-1159667550,-184445640,-6533367390,285615450,-933842740,-8523040320,-151410600,194000000,,-1757051190,187967650,-1526494140,,-100481580,1142461800,1242943380,8789385330,1.4545
2002,,,,,,,,,880000000,880000000,,,,642000000,,,,,,2607000000,Infinity,764000000,1781000000,Infinity,1.25,1.24,1427312500,1434231250,7740000000,,7740000000,,,147690000000,155430000000,4096000000,,,2634000000,90598000000,,,97328000000,350086000000,252758000000,,,,,,,10168000000,,,,10168000000,254223000000,,244055000000,,,,,,7972000000,252027000000,731000000,252758000000,1781000000,642000000,,,1315000000,,,,,1656000000,5394000000,-260000000,-138000000,-46830000000,45507000000,-836000000,-2557000000,,77000000,,,2228000000,2305000000,4000000,1770000000,5453000000,3683000000,5134000000,1.6113
2003,10616480000,,,,,4476000000,,4476000000,1668880000,6144880000,,10136000000,4887680000,696080000,9857120000,0.9285,,,,4273360000,0.4025,1023680000,3249680000,0.3061,2.28,2.27,1430131250,1434743750,2638720000,,2638720000,,,213992240000,216630960000,3912720000,,2509920000,2509920000,28631680000,,,35054320000,286739600000,251685280000,,,,,,,10440640000,,,,10440640000,251788320000,,241347680000,,1416240000,6718320000,-3265000000,4741720000,9611280000,250958960000,726320000,251685280000,3249680000,696080000,,,170800000,,,,,-4817680000,-701120000,-776720000,-1104320000,-35374080000,36234240000,2654000000,1631840000,-76160000,32000000,,-1905680000,532480000,-1417360000,,-486640000,706720000,1193360000,-1477840000,1.7857
2004,10306765840,,,,,1372000000,,1372000000,4510504880,5882504880,,10390704800,5472715920,632931040,9529418080,0.9246,,,,3423771120,0.3322,1003618000,2420153120,0.2348,1.67,1.66,1432437500,1441406250,2539023200,,2539023200,,,245392682080,247931705280,4179221760,,2423802640,2423802640,25182730720,,,31785755120,311503215520,279717460400,,,,,,,10247330800,,,,10247330800,279396302640,,269148971840,,1418620560,7067034800,-3347000000,4833918720,9972574080,279121545920,595914480,279717460400,2420153120,632931040,,,-267979040,,,,,-751801120,2033304000,-1182444480,-16162160,-10083623760,9727534880,601005360,-1336245680,-764835120,11000000,,-1912348480,567188240,-2098995360,,-1402458400,1077651120,2480109520,850859520,1.9186
