,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1993,6490000000,,,,,2310000000,,2310000000,,,,9579000000,5186000000,277000000,5758000000,0.8872,,,,295000000,0.0455,-5000000,300000000,0.0462,0.12,0.12,1269565217,1269565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,277000000,-706000000,,-267000000,,,,,1969000000,1573000000,-212000000,,-10647000000,1734000000,-814000000,-9727000000,,,,-518000000,6418000000,5900000000,2111000000,-143000000,1373000000,1516000000,1361000000,0.7573
1994,7365075072,,,,,2675098066,,2675098066,,,,10737183822,6069119437,335046666,8227783038,1.1171,,,,1823616935,0.2476,655079129,1168537806,0.1587,0.80,0.80,1253763708,1253763708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168537806,335046666,183010956,,-414040308,,,,,510482889,1783038009,-253077235,,-3061003652,,-6099012580,-9160016232,,,,-531989720,7722981198,7190991478,,7190991478,,1373055593,1529960774,0.7389
1995,7257127561,,,,,2563110695,,2563110695,,,,12716102262,8048989426,360058894,10426181234,1.4367,,,,2017132914,0.2780,755052871,1262080043,0.1739,0.88,0.88,1241757276,1241757276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262080043,360058894,391112301,,565118458,,,,,-1248293401,1330076295,-255119797,,-3152991567,,-4795074288,-7948065855,-135055548,,,-535002008,7213090617,6543033061,,6543033061,,1182037211,1074956498,0.7438
1996,7911036789,,,,,2850969900,,2850969900,,,,13452976589,8562943144,324949833,11197859532,1.4155,,,,2309966555,0.2920,880000000,1429966555,0.1808,1.03,1.03,1253528606,1253528606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429966555,324949833,214046823,,-357056856,,,,,-3911973245,-2300066890,-240000000,,-6265016722,,-21671973245,-27936989967,,,,-562006689,30484949833,29922943144,,29922943144,,1107023411,-2540066890,0.7473
1997,9278974792,,,,,3365019011,,3365019011,,,,13306999014,8306999014,382058865,11458104492,1.2348,,,,2769046613,0.2984,1089987326,1679059287,0.1810,1.25,1.23,1234542671,1255701681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679059287,382058865,228981834,,-386987748,,,,,-1482044783,421067455,-293057316,,-10493029151,,6110970286,-4382058865,,,,-599915505,5037881989,4437966484,,4437966484,,792986903,128010139,0.71
1998,10049081648,,,,,3594073159,,3594073159,,,,14776045686,9711992591,342028091,13053094613,1.2989,,,,2999073931,0.2984,1175027010,1824046921,0.1815,1.36,1.33,1233447792,1262124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824046921,342028091,181046458,,242012656,,,,,-9101095848,-6511961722,-517981170,,-15083963575,19780984720,-4674023769,22997376,-71924680,,,-688069146,8388022843,7628029017,,7628029017,,1269949066,-7029942892,0.6487
1999,10607915258,,,,,4096071796,,4096071796,,,,14199941151,9082977785,459026041,12240988673,1.1539,,,,2698984847,0.2544,973959100,1725025747,0.1626,1.26,1.24,1246835074,1261591528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725025747,459026041,-27070767,,-6170075033,,,,-6657054583,8906135060,4893041048,-254965426,,-27574076798,16002059732,1508018243,-10063998823,-122995439,,,-735030160,6080035309,5222009710,,51051935,2460055907,2409003972,4638075622,0.6801
2000,11958574474,,,,,4695400548,,4695400548,,,,16108742004,10830033506,459945172,14910143162,1.2468,,,,3620164484,0.3027,1411818459,2208346025,0.1847,1.71,1.70,1212778000,1220189568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208346025,459945172,-205604630,,-18408467865,,,,-17974413646,793481572,-15152299726,-292415474,-322875419,-23754188242,31190983856,-12022540359,-4908620164,-19798965,,,-790435577,19357295157,18547060615,,-1512336278,947304295,2459640573,-15444715200,0.6567
2001,14730995081,,,,,5722901127,,5722901127,,,,17306776702,10790350738,672909062,15213458181,1.0328,,,,3750198381,0.2546,1339469925,2410728456,0.1637,1.79,1.77,1283032000,1294432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410728456,672909062,-165053166,,-10831614030,,,,-10371369624,709411205,-7203618473,-369782574,-3120139660,-45051579114,26551341057,-1101412475,-22721790192,-579273131,,,-971274401,32320266624,30769719092,,844310427,1791779083,947468656,-7573401047,0.6294
2002,15719626169,,,,,6314641745,,6314641745,,,,14671339564,7514018692,479750779,12119937695,0.7710,,,,4126168224,0.2625,1364485981,2761682243,0.1757,2.08,2.06,1345142000,1358306000,21323987539,,21323987539,,,254510903427,275834890966,1652647975,,,5668224299,93800623053,,,101121495327,478077881620,376956386293,,,,,,,6613707165,,,,6613707165,363317757009,,356704049844,1545171340,,10180685358,,,18783489097,375487538941,1468847352,376956386293,2761682243,479750779,98130841,,-6577881620,,,,-6996884735,214953271,-3023364486,-419003115,-99688474,-33093457944,32143302181,-4814641744,-5864485981,-501557633,,,-1104361371,11235202493,9629283489,,742990654,2534267913,1791277259,-3442367601,0.6417
2003,17417908480,,,,,6448635105,,6448635105,,,,14053804563,7411314783,469471186,12346037189,0.7088,,,,4465251220,0.2564,1459844389,3005406831,0.1725,2.24,2.21,1324160000,1339250000,17553738626,,17553738626,,,261254121060,278807859686,1669523935,,,5166820520,117388896215,,,124225240670,527258341026,403033100356,,,,,,,6242911776,,,,6242911776,388512462085,,382269550309,832124489,7018330476,10440458921,,84399315,18375313201,400644863510,2388236846,403033100356,3005406831,469471186,275616511,,-8650929711,,,,-9323486746,-2671765793,-7572200976,-419359093,-280891468,-50207042067,44768561255,286166425,-5433205855,-100224186,,,-1181590400,14639324806,13357510220,,352103389,2886720295,2534616906,-7991560069,0.7579
2004,18121189953,,,,,8978297976,,8978297976,,,,13775908315,7082418922,396244818,11527676176,0.6361,,,,4049012436,0.2234,1231406974,2817605462,0.1555,2.15,2.13,1292046000,1312094000,9978054133,,9978054133,,,283624725676,293602779809,1755669349,,,4891489881,128946598391,,,135593757621,564790295051,429196537430,,,,,,,8116313094,,,,8116313094,416699585467,,408583272373,831504511,6988539381,12065349915,-1555718118,-125579127,18204096562,426787368935,2409168495,429196537430,2817605462,396244818,-69495245,,-1725188978,,,,-830285296,-670568154,748597903,-443794197,,-51287490856,57944403804,-20659595221,-14002682273,-990002438,,,-1472811509,17604242867,15141428920,-17069008,1871494758,4758595465,2887100707,304803706,0.821
2005,19215964104,,,,,9391899870,,9391899870,,,,16958318574,10187743536,464045342,15317038612,0.7971,,,,4714842366,0.2454,1277600661,3387649073,0.1763,2.61,2.56,1283434000,1304680000,10237336167,,10237336167,3649781556,,288818042272,302705159995,1708584248,,,4612114772,160494745543,,,166815444563,636336049121,469520604558,,,,,,,9566654859,,,,9566654859,456996103437,,447429448578,700200732,7169677648,13704097296,-1773526981,47231078,19847679773,467277128351,2243476207,469520604558,3387649073,464045342,,,1073326249,,,,1082772465,-34453890660,-29528869996,-382571732,,-36372653206,48035187153,-19387176762,-7724642815,-786397450,,,-1481875074,40933994569,38665722045,-121620026,1289408430,5000590388,3711181958,-29911441728,0.8462
2006,20637271402,,,,,9848535847,,9848535847,,,,22169864244,15407831258,481319421,22019522047,1.0670,,,,6159542242,0.2985,1402445866,4727925502,0.2291,3.65,3.59,1279956000,1299785000,14902950746,32449000000,47351950746,5401099518,,290781113318,343534163582,1817569842,4304000000,642000000,4945585100,186482665769,,,193245820711,730025805004,536779984293,2555817345,3929092337,,,,6484909682,8486480422,,,,8486480422,514586558960,,512584988220,1347469988,7196000000,15771345226,-2003814653,109060025,22420060586,535005048806,1774935487,536779984293,4727925502,481319421,143610457,,-20853809043,,,,-20650734882,504880511,-14996073152,-510490295,-255806126,-54879389656,42911477617,-30499882979,-43234601144,-952541232,360000000,-1302000000,-1807472232,61413221811,57711208347,-79658925,-599124873,4401436105,5000560978,-15506563447,0.8909
