,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1994,196734786,69639304,127095482,0.6460,,14271218,29341132,43612350,1007036,44619386,114258690,,1763536,,82476096,0.4192,80712559,0.4103,,80712559,0.4103,,80712559,0.4103,0.04,0.04,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
1995,196850165,63410628,133439537,0.6779,,26099582,35863268,61962850,874128,62836979,126247607,,2472527,,76139731,0.3868,68130032,0.3461,5537173,73667205,0.3742,518649,73148555,0.3716,0.03,0.03,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
1996,309668036,117364949,192303087,0.6210,,68874193,51839330,120713523,1274385,121987908,239352857,,5804159,,109084054,0.3523,64511020,0.2083,38768876,103279895,0.3335,4223192,99056703,0.3199,0.04,0.04,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
1997,631916587,257088685,374827902,0.5932,,115146190,120618057,235764247,1474294,237238541,494327225,,11956503,,138280981,0.2188,125632859,0.1988,4896643,130529502,0.2066,9265398,117059081,0.1852,0.07,0.07,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
1998,1968692486,922175999,1046516487,0.5316,,319726429,309660028,629386456,4780822,634167278,1556343277,,79635833,19798837,440218220,0.2236,332990819,0.1691,24098543,357089362,0.1814,26990211,313793340,0.1594,0.20,0.20,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313793340,19798837,,,-270737243,,-717462183,,,95333127,158188060,-149500682,,-2500000,5077443,2918994,-144004245,-82000000,,,-111783684,166307781,-27475902,-592065,-13884152,521282643,535166795,8687379,0.1148
1999,2540563372,1284295509,1256267862,0.4945,,567826857,434769139,1002595995,4360426,1006956421,2291251931,,53591553,35590491,323482446,0.1273,180581400,0.0711,66580263,247161663,0.0973,22828439,211471963,0.0832,0.13,0.13,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211471963,35590491,,,-865244403,,-256174657,,,94050354,-524131595,-239689055,,-8919631,6017,13552188,-235050482,-286477405,,,-52731717,1146599769,807390648,-1550355,46658217,567940859,521282643,-763820651,0.1148
2000,4524683134,2761011998,1763671136,0.3898,,733085641,571144669,1304230309,3942647,1308172957,4069184955,2811802,108789160,57422701,570031570,0.1260,365416332,0.0808,59764557,425180889,0.0940,49667275,354152434,0.0783,0.21,0.21,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354152434,57422701,,,-377047287,,-2225138144,,,-105239541,-70711692,-368318262,,-17565902,67088492,967417,-317828255,-536300000,23170000,,-102156226,1320328329,705042103,1836566,318338722,880273091,561934369,-439029954,0.1148
2001,9337263273,5742718055,3594545218,0.3850,,1730623977,969998605,2700622583,9009103,2709631686,8452349741,-87227440,143678435,101480008,891223180,0.0954,675711012,0.0724,5170126,680881138,0.0729,75795796,570268941,0.0611,0.30,0.30,2261340245,2261340245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570268941,101480008,,,-693151699,,-876811196,,,349092453,327689703,-567111601,,-57616670,1929629,14397655,-608400988,-3445713387,,,-226065343,4813445420,1141666690,-269171,860686234,1733591585,872905351,-239421899,0.1148
2002,11062335005,7025190044,4037144960,0.3649,,1947732703,1286663940,3234396643,37995608,3272392252,10297582296,-44780049,97757492,225435843,1011851660,0.0915,568818485,0.0514,169377103,738195589,0.0667,121658383,566999942,0.0513,0.30,0.30,2261340245,2261340245,2939067568,,2939067568,,3241454164,4446567821,10627089552,1552538943,,134598773,134598773,,,91542839,1778680554,,12405770106,3182711323,345507752,271848625,,3122976568,6651195642,1103848574,,,157520000,1261368574,2522737148,,7912564216,,556080000,1050231143,,2670101805,4276412948,12188977164,216792942,12405770106,566999942,225435843,,,336754502,,596160633,,,289538730,1418729016,-437038589,,-47526252,3818892,79992463,-400753487,-2048162392,,,-184847132,2420509976,187500453,,1205475982,2939067568,1733591585,981690427,0.1208
2003,16095805868,10115380232,5980425635,0.3716,,2572744193,2195333982,4768078175,28925370,4797003544,14912383776,21150702,109974577,295501244,1317408259,0.0818,883972144,0.0549,90658000,974630144,0.0606,159433958,752498480,0.0468,0.40,0.40,2261340245,2261340245,3785021830,,3785021830,,4704395974,5312949903,13802367707,1773253988,,143015362,143015362,,,48317826,1964587177,,15766954884,4394750599,1149811443,50467710,,4062443436,9607005478,759900000,,,123475000,883375000,,,10490380478,,667296000,1631843551,,2744791128,5043930679,15534311157,232643727,15766954884,752498480,295501244,,,-373063267,,-1588115481,,,466862006,1141798463,-639290473,,-1715855,475000,27128640,-613402688,-1169540948,46128682,,-232633633,1673615215,317569316,-10827,845954262,3785021830,2939067568,502507990,0.1208
