,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,135868,,,,2475387,,,,892491,3367878,3367878,,,17449,-3214561,-23.6594,-3232010,-23.7879,,,,,-3232010,-23.7879,-2.40,-2.40,1346678,1346678,3775472,,3775472,69539,,200000,4045011,63941,,,313088,,,,377029,,4422040,,,,,570077,570077,,,,,,,,570077,,8448684,-4596721,,,3851963,4422040,,4422040,-3232010,17449,,,484565,,,,-200000,,-2729996,-134257,,,,2032748,2025743,,2865860,,,,2865860,,2161607,3775472,1613865,-2864253,0.65
2002,183912,,183912,1.0000,3048925,,,,1010074,4058999,4058999,183912,,60505,-3814582,-20.7413,-3875087,-21.0703,,,,,-3875087,-21.0703,-2.10,-2.10,1845289,1845289,8341018,,8341018,152425,,289875,8783318,84571,,508902,508902,,,,593473,,9376791,389663,,,,,389663,,,,,,,,389663,,,-8471808,-45357,17504293,8987128,9376791,,9376791,-3875087,60505,,,-353175,,,,,,-4167757,-37988,,,,-238961,-276949,,9010252,,,,9010252,,4565546,8341018,3775472,-4205745,0.6523
2003,241281,,241281,1.0000,3117619,,,,1317350,4434969,4434969,241281,,33125,-4160563,-17.2436,-4193688,-17.3809,,,,,-4193688,-17.3809,1.20,1.20,2504540,2504540,4130455,,4130455,79545,,255049,4465049,67498,,763464,763464,,,-2,830960,,5296009,353908,,,,,353908,,,,,,,,353908,,17502222,-12665496,105375,-1,4942100,5296008,1,5296009,-4193688,33125,,,71953,,34827,,1,105375,-3983235,-5196,,,,-265417,-270613,,43286,,,,43286,,-4210562,4130455,8341017,-3988431,0.7318
2004,445461,,445461,1.0000,4278667,,,,2155880,6434547,6434547,445461,,41006,-5948080,-13.3526,-5989086,-13.4447,,,,,-5989086,-13.4447,-1.65,-1.65,3715932,3715932,19954387,,19954387,278097,,1110336,21342820,66201,,976690,976690,,,1,1042892,,22385712,817575,,,,,817575,,,,-1,-1,-2,,817574,,39731296,-18654581,491423,,21568138,22385712,,22385712,-5989086,41006,,,-590176,,,,,386048,-6152208,-21730,,,,-231205,-252935,,22229074,,,,22229074,,15823931,19954387,4130456,-6173938,0.7339
2005,459197,,459197,1.0000,13564068,,,,2314373,15878441,15878441,459197,,57874,-15361371,-33.4527,-15419244,-33.5787,-1,-15419245,-33.5787,-553335,-14865910,-32.3737,-3.30,-3.30,4447869,4447869,7590918,,7590918,469765,,598205,8658888,81002,,1332970,1332970,,,-1,1413971,,10072859,2732754,,,,,2732754,,,,,,,,2732754,,,-33520492,996302,,7340105,10072859,,10072859,-14865910,57874,,,2235643,,,,,504878,-12067515,-42796,,,,-386156,-428952,,133000,,,,133000,,-12363468,7590918,19954386,-12110311,0.7973
2006,299737,,299737,1.0000,10219026,,,,2965822,13184848,13184848,299737,,107379,-12978168,-43.2985,-12885111,-42.9881,-200436,-13085547,-43.6568,-478473,-12607074,-42.0605,-2.55,-2.55,5009675,5009675,34920433,,34920433,458424,,462716,35841573,50663,,2921841,2921841,,,,2972504,,38814077,1644339,,,,,1644339,,,,,,,,1644339,,,-46127566,-104836,,37169738,38814077,,38814077,-12607074,107379,,,-941586,,,,,762783,-12678498,-1243895,,,,,-1243895,,41251907,,,,41251907,,27329515,34920433,7590918,-13922393,0.908
2007,5944730,387803,5556927,0.9348,23335752,,,,13336514,36672266,37060069,1590801,1958380,2499842,-27245164,-4.5831,-31115338,-5.2341,-220467,,,,-31703386,-5.3330,-4.50,-4.50,6991995,6991995,31770320,,31770320,2048260,640004,1368603,35827187,196521,,23412131,23412131,,,349964,23958616,,59785803,8536869,6160896,,,,14697765,10781568,,,,10781568,21563137,,25479334,,,-77830952,-146023,,34306469,59785803,,59785803,-31703386,2499842,,,3756803,,-640004,,,200088,-25246653,-187045,,,,-22737848,-22924893,,27814807,,,17206626,45021433,,-3150113,31770320,34920433,-25433698,0.9342
2008,2247129,605623,1641506,0.7305,28660250,,,,14725161,43385411,43991034,1149574,3830838,2980051,-50591632,-22.5139,-41743905,-18.5766,-12977351,,,,-57402521,-25.5448,-6.90,-6.90,8365114,8365114,11904930,,11904930,884343,316359,1297104,14402736,132887,,8353610,8353610,,,11916000,20402497,,34805233,7174474,1986000,,,,9160474,32200919,,,,32200919,,,41361393,,,-135233473,9094635,,-6556160,34805233,,34805233,-57402521,2980051,,,-232156,,-105177,,,12789986,-41864640,-14588,,,,-572520,-587108,,15167276,,,7419082,22586358,,-19865390,11904930,31770320,-41879228,1.0066
2009,4792513,377079,4415434,0.9213,22706,,,,9628020,9650726,10027805,255713,4944682,938733,-7432412,-1.5508,-6991247,-1.4588,-3391566,,,,-13315827,-2.7785,-1.50,-1.50,8687213,8687213,1978725,,1978725,551697,631303,357884,3519609,93532,,5936819,5936819,,,,6030351,,9549960,1512377,,,,2542560,4054937,25041982,,,,25041982,,,29096919,,,-148549300,-267153,,-19546959,9549960,,9549960,-13315827,938733,,325028,-2682121,332646,-407929,,,4316048,-10418139,-238542,,,,-234990,-238542,-14454000,,,,14454000,,730476,-9926205,1978725,11904930,-10656681,0.9168
