,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,,994,,,,994,,,,,,,,,,994,1875,,,,10406,12281,,,,,,,,12281,,77,-21287,,9923,-11287,994,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,2109890,1204896,233622,1438518,,3548408,3548408,-908611,908611,4717,-2479629,-Infinity,-4435470,-Infinity,-1085611,-5521081,-Infinity,,-5521081,-Infinity,-0.60,-0.60,9201921,9201921,1953780,,1953780,,,127197,2080977,189612,,,,,,95278,284890,,2365867,361038,829298,,,6520623,7710959,,,,,,,,7710959,,108,-5542368,-4717,201885,-5345092,2365867,,2365867,-5521081,4717,,16148,458224,,,359163,-5629982,1611014,-3430978,-199054,,,,-4725,-199054,,200681,-29553,,5411690,5582818,,1952786,1953780,994,-3630032
2014,,,,,12511647,5059703,2803359,7863062,,20374709,20374709,-1024774,,371189,-20003520,-Infinity,-20374709,-Infinity,-25228401,-45603110,-Infinity,,-45603110,-Infinity,-5.75,-5.75,7933791,7933791,31494592,,31494592,,,497364,31991956,1515299,,,,,,321668,1836967,,33828923,1716011,,,,792349,2508360,,,,,,,,2508360,,127,-51145478,-356487,82822401,31320563,33828923,,33828923,-45603110,371189,,2547978,35113578,,,1354973,29483596,-8036058,-15606423,-1619694,,,,,-1619694,,46765929,,,1000,46766929,,29540812,31494592,1953780,-17226117
2015,2500000,,2500000,1.0000,18825041,8030995,3221303,11252298,,30077339,30077339,15637,,817729,-26743973,-10.6976,-27577339,-11.0309,15637,-27561702,-11.0247,,-27561702,-11.0247,-2.07,-2.07,13303715,13303715,29872564,,29872564,,,803033,30675597,1730365,,,,,,269566,1999931,,32675528,2324973,,,,1075879,3400852,,,,,,,,3400852,,161,-78707180,-1174216,109155911,29274676,32675528,,32675528,-27561702,817729,,5951414,-2208851,,,608962,27274745,2995676,-20005734,-1032795,,,,,-1032795,,19048456,,,368045,19416501,,-1622028,29872564,31494592,-21038529
2016,1451941,,,,32832677,11248435,3201549,14449984,,47282661,47282661,13326,,957836,-44859558,-30.8963,-45830720,-31.5651,13326,-45817394,-31.5560,,-45817394,-31.5560,-2.60,-2.60,17649013,17649013,31258637,,31258637,149500,,1455369,32863506,2209475,,,,,,185959,2395434,,35258940,4707763,,,131959,1867995,6707717,,,,,,,,6707717,,202,-124524574,-2132052,155207647,28551223,35258940,,35258940,-45817394,957836,,9508175,-1118956,-149500,,2382790,26155789,3408092,-33062247,-1137446,,,,,-1137446,,34788311,-312680,,1110135,35585766,,1386073,31258637,29872564,-34199693
2017,1154009,,,,33230668,12103423,5207746,17311169,,50541837,50541837,11679,,1309980,-48066895,-41.6521,-49387828,-42.7967,10953,-49376875,-42.7873,,-49376875,-42.7873,-2.31,-2.31,21343001,21343001,12795254,,12795254,,,1107094,13902348,1413917,,,,,,89180,1503097,,15405445,2024690,,,,1622025,3646715,,,,,,,,3646715,,225,-173901449,-3436625,189096579,11758730,15405445,,15405445,-49376875,1309980,,15802819,-15900156,149500,,-2683073,10255633,13733934,-34430298,-817448,,,,2800,-814648,,14932547,,,1849016,16781563,,-18463383,12795254,31258637,-35247746
2018,514823,,,,32871685,12387389,6185159,18572548,,51444233,51444233,89288,,1054720,-49785402,-96.7039,-50929410,-98.9261,89288,-50840122,-98.7526,,-50840122,-98.7526,-1.99,-1.99,25486270,25486270,20106485,,20106485,44550,,637708,20788743,1219016,,,,,,2410,1221426,,22010169,1861385,,,,1778349,3639734,,,,,,,,3639734,,265,-224741571,-4445042,247556783,18370435,22010169,,22010169,-50840122,1054720,,16753754,6893376,-44550,,-163305,17149009,-6388751,-32527023,-859819,,,,,-859819,,38846815,,,1851258,40698073,,7311231,20106485,12795254,-33386842
2019,200143,,,,23228810,10360266,5418967,15779233,,39008043,39008043,416274,,781228,-37617861,-187.9549,-38807900,-193.9009,408811,-38399089,-191.8583,,-38399089,-191.8583,-1.27,-1.27,30262642,30262642,21684089,,21684089,63144,,450231,22197464,2684100,,,,,,2410,2686510,,24883974,1671519,722291,,12000,2063097,4468907,,,,1402193,1402193,,2124484,5871100,,333,-263140660,-4027771,286180972,19012874,24883974,,24883974,-38399089,781228,,10646580,579548,-53594,,-189866,17728557,-229412,-26621145,-196199,,,,,-196199,,27876849,-339366,,857465,28394948,,1577604,21684089,20106485,-26817344
2020,327350,126539,200811,0.6134,17066122,9153503,5880350,15033853,,32099975,32226514,71212,,356310,-31475776,-96.1533,-31899164,-97.4467,67078,-31832086,-97.2417,,-31832086,-97.2417,-0.76,-0.76,41639916,41639916,50729661,,50729661,75850,,636702,51442213,1696002,,,,,,1610,1697612,,53139825,1096839,825431,,12000,1576287,3510557,,,,576762,576762,,1402193,4087319,,614,-294972746,,344024638,49052506,53139825,,53139825,-31832086,356310,,7897970,30203099,-34083,,-574680,47931656,-31416838,-24791545,-136631,,,,,-136631,,53556202,,,417546,53973748,,29045572,50729661,21684089,-24928176
2021,756793,,756793,1.0000,20572580,9001483,8598343,17599826,,38172406,38172406,5492,,258249,-41169044,-54.3993,-41432785,-54.7478,5492,-41427293,-54.7406,,-41427293,-54.7406,-0.99,-0.99,41639916,41639916,49071414,,49071414,283602,,874886,50229902,1129182,,,,,,11991,1141173,,51371075,1205957,628307,,13364,2498756,4346384,40413,,,,40413,,668720,4386797,,767,-336400039,,383383550,46984278,51371075,,51371075,-41427293,258249,,11931188,-2048138,-218602,,109118,45883518,2565605,-28720389,-365735,,,,,-365735,,14,,,27427863,27427877,,-1658247,49071414,50729661,-29086124
