,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2005,,,,,,,,,1800,1800,,,,,,,-1800,-Infinity,,,,,,,-0.01,-0.01,250712,250712,12864,,12864,,,,12864,13894,,,,,,,13894,,26758,3037,,,,,3037,25000,,,,25000,,,28037,,1000,-1800,,-479,-1279,26758,,26758,,,,,3037,,,,9827,-1779,1258,-13894,,,,,-13894,,500,,,25000,25500,,,12864,,-12636
2006,,,,,,,,,-20021,-20021,20000,,,,-20000,-Infinity,20021,Infinity,-40021,-20000,-Infinity,,-20000,-Infinity,-0.02,-0.02,1000000,1000000,157647,,157647,,,,157647,13894,,,,,,,13894,,171541,2091,,,,,2091,25000,,,,25000,,,27091,,500,-21821,165000,771,144450,171541,,171541,-20000,,,,145729,,,,155556,-145946,-20217,,,,,,,,,,,165000,165000,,144783,157647,12864,-20217
2007,,,,,,,,,23203,23203,20000,,,1077,-18923,-Infinity,-23203,-Infinity,3203,-20000,-Infinity,,-20000,-Infinity,-0.02,-0.02,1271530,1271530,300123,,300123,,,2235,302358,14971,,,,,,,14971,,317329,,,,,,,,,,,,,,,,860,-45024,-1077,362570,317329,,317329,317329,-20000,1077,,,146802,,,,302358,-153644,-25765,-2154,,,,,-2154,,360395,,,-190000,170395,,142476,300123,157647,-27919
2008,,,,,,,,,13563,13563,30000,,,1076,-28924,-Infinity,-27458,-Infinity,-2542,-30000,-Infinity,,-30000,-Infinity,-0.02,-0.02,1360395,1360395,291562,,291562,,,,291562,,,,,,,,,,291562,1691,,,,,1691,,,,,,,,1691,,860,-72482,-2153,363646,289871,291562,,291562,-30000,1076,,,-12487,,,,289871,32850,-8561,,,,,,,,,,,,,,-8561,291562,300123,-8561
2009,,,,,110000,,,,4921,114921,110000,,,,-110000,-Infinity,-114921,-Infinity,4921,-110000,-Infinity,,-110000,-Infinity,-0.10,-0.10,1360395,1360395,177741,,177741,,,,177741,,,,,,,,,,177741,,,,,2791,2791,,,,349900,349900,,,352691,,860,-187403,,11593,-174950,177741,,177741,-110000,,,,-114921,,,,174950,111100,-113821,,,,,,,,,,,,,,-113821,177741,291562,-113821
2010,,,,,,,,,27430,27430,110000,,,,-110000,-Infinity,-111170,-Infinity,1170,-110000,-Infinity,,-110000,-Infinity,-0.09,-0.09,1360396,1360396,,,,94960,,,94960,,,,,,,,,,94960,,,,,34990,34990,,,,,,,,34990,,68,-302383,,362285,59970,94960,,94960,-110000,,,,-114980,,,,59970,230979,5999,,,,,-183740,-183740,,,,,,,,,,177741,5999
2011,,,,,,,,,125660,125660,110000,,10000,,-100000,-Infinity,144410,Infinity,-254410,-110000,-Infinity,,-110000,-Infinity,-0.08,-0.08,1360404,1360404,,,,,,,,,,,,,,,,,,34145,,,,13195,47340,,,,,,,,47340,,68,-409693,,362285,-47340,,,,-110000,,,,-107310,,,13925,-47340,217310,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,20389,20389,,,,,,,-1652,-Infinity,,,,,,,-0.02,-0.02,1360404,1360404,,,,,,,,,,,,,,,,,,27908,,,,21084,48992,,,,,,,,48992,,68,-411345,,362285,-48992,,,,,,,,-1652,,,,-48992,1652,,,,,,,,,,,,,,,,,,
2013,,,,,,57932,,57932,,57932,60000,,,,-60000,-Infinity,-58111,-Infinity,-1889,-60000,-Infinity,,-60000,-Infinity,-0.04,-0.04,1360406,1360406,72755,,72755,,,,72755,,,,,,,,,,72755,47350,,,,130798,178148,,,,,,,,178148,,68,-467746,,362285,-105393,72755,,72755,-60000,,,,-56401,,,19442,-105393,89156,-27245,,,,,,,,,,,100000,100000,,,72755,,-27245
2014,,,,,,210650,,210650,4511,215161,220000,,971,86,-219914,-Infinity,-216132,-Infinity,-3868,-220000,-Infinity,,-270000,-Infinity,-0.00,-0.00,100250000,100250000,98768,,98768,,,13989,112757,1465,,4409899,4409899,,,,4411364,,4524121,25340,,,,48800,74140,,,,,,,,74140,,10025,-737751,-86,5177793,4449981,4524121,,4524121,-270000,86,,,144010,,,-22010,38617,-69512,-195416,-31551,,,,,-31551,,102980,,,150000,252980,,26013,98768,72755,-226967
