,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12983597,,,,,6169474,331682,6501156,,,,7464457,765855,550935,3527202,0.2717,,,,2210412,0.1702,-3984500,6194912,0.4771,0.86,0.86,7233484,7233484,25145824,8011450,33157274,492570,,,,1120020,,,,8011450,,,,206141706,206141706,74955,5000000,,,,5074955,5000000,,,,5000000,180174884,,180249839,,38604233,-13438420,19450,706604,25891867,206141706,,206141706,6194912,550935,,298101,-6566366,-41640,,-108931,-5074955,-4108556,-3630974,-917776,,-7991500,9983370,-49603249,-48529155,,,,,57710845,57710845,,5550716,25145824,19595108,-4548750
2013,16917966,,,,,9005594,421619,9427213,,,,11267544,1118429,1059902,5587647,0.3303,,,,3409316,0.2015,-1544244,4953560,0.2928,0.68,0.68,7233484,7233484,18514335,9464530,27978865,819649,,,,3147562,,,,12463367,,,,342277520,342277520,80532,,,,,,,,,,,311087603,,311087603,,38680133,-8484860,-309967,1304611,31189917,342277520,,342277520,4953560,1059902,,598007,5074955,-327079,,5577,,-14585687,-2899263,-2360249,,-5998200,996500,-126681123,-134043072,,,,,130310846,130310846,,-6631489,18514335,25145824,-5259512
2014,25213674,,,,,12003106,468021,12471127,,,,18259597,1539032,1775728,10933374,0.4336,,,,7618614,0.3022,3135000,4483614,0.1778,0.36,0.36,12411089,12411089,64748042,19863845,84611887,1174846,,,,4953073,,,,22862847,,,,528192007,528192007,132168,,,,,,30000000,,,,30000000,492749939,,462749939,,66993270,-4001246,-88368,2538412,65442068,528192007,,528192007,4483614,1775728,,1233801,,-355197,,51636,,17424758,24917901,-2537641,,-12057302,2000000,-143575154,-156170097,,28270177,,,149215726,177485903,,46233707,64748042,18514335,22380260
2015,30481032,,,,,14090057,532482,14622539,,,,25192158,2689114,2208007,15030339,0.4931,,,,10133218,0.3324,4169873,5963345,0.1956,0.48,0.46,12549915,13025087,37399318,43888874,81288192,1561813,,,,5892133,,,,43888874,,,,617349974,617349974,347136,,,,,,20000000,,,,20000000,564870690,,544870690,,67342360,1962099,-232031,3406856,72479284,617349974,,617349974,5963345,2208007,,868444,,-386967,,214968,,-91120,8948676,-1879464,,-30117837,8580479,-94431819,-117848641,,,,,81551241,81551241,,-27348724,37399318,64748042,7069212
2016,37336242,,,,,16685006,556805,17241811,,,,31701055,3371437,2497769,18189032,0.4872,,,,12319826,0.3300,4894455,7425371,0.1989,0.55,0.53,12788378,13158155,20126028,35463451,55589479,2001488,,,,5067095,,,,35463451,,,,761250420,761250420,321753,,,,,,10000000,,,,10000000,689966633,,679966633,,67499310,9387470,-214966,4611973,81283787,761250420,,761250420,7425371,2497769,,1205117,,-439675,,-25383,,-545714,10582543,-259033,,,8069010,-167885593,-160075616,-10000000,,,,142219783,132219783,,-17273290,20126028,37399318,10323510
2017,44696146,,,,,18969547,630683,19600230,,,,40282540,4572756,2942653,24643880,0.5514,,,,17128471,0.3832,7891989,9236482,0.2067,0.58,0.58,15190527,15190527,63249952,41471711,104721663,2463486,,,,4480792,,,,41471711,,,,900998830,900998830,423239,,,,,,25000000,,,,25000000,834518880,,809518880,,67925860,18623952,-349853,5279991,91479950,900998830,,900998830,9236482,2942653,,668018,,-461998,,101486,,-14993638,-2146485,-421433,,-12698593,6168924,-74727153,-81678255,,,,,126948664,126948664,,43123924,63249952,20126028,-2567918
2018,50286000,,,,,20682000,814000,21496000,,,,50068000,9111000,3084000,31652000,0.6294,,,,19457000,0.3869,5204000,14253000,0.2834,0.92,0.89,15104939,15551063,77726000,55336000,133062000,3068000,,,,4633000,,,,62596000,,,,1044186000,1044186000,1715000,,,,,,,,,,,914399000,,914399000,,91209000,32877000,-548000,6249000,129787000,1044186000,,1044186000,14253000,3084000,,969000,,-605000,,1292000,,12299000,30605000,-1195000,,-23843000,6562000,-127806000,-146282000,,22569000,,,107584000,130153000,,14476000,77726000,63250000,29410000
2019,55698000,,,,,22964000,806000,23770000,,,,58779000,14507000,3230000,39813000,0.7148,,,,22076000,0.3964,5319000,16757000,0.3009,1.04,1.03,15741926,15935314,86036000,56549000,142585000,3166000,,,,13480000,,,,65725000,,,,1179520000,1179520000,2686000,,,,,,10126000,,,,10126000,1049070000,10126000,1038944000,,86381000,46483000,188000,7524000,140576000,1179520000,,1179520000,16757000,3230000,,1275000,,-98000,,971000,,-3099000,18163000,-1739000,,-16740000,14549000,-113479000,-117409000,,,-5391000,-3151000,116098000,107556000,,8310000,86036000,77726000,16424000
