,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
1997,1398184,1422005,-23821,-0.0170,616730,1349371,1511190,2860561,,3477291,4899296,,,154673,-2748959,-1.9661,-3501112,-2.5040,,,,,-2903632,-2.0767,-0.57,-0.57,5094810,5094810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2903632,154673,,,441439,,244125,,,23755,-2283765,-245008,,,11465000,-21026435,-9760571,,13437102,,,-1404459,12032643,,-11693,527015,538708,-2528773
1998,1315915,1218342,97573,0.0741,652298,1200572,1834806,3035378,,3687676,4906018,,,187586,-3007146,-2.2852,-3590103,-2.7282,-17881,,,,-3194732,-2.4278,-0.59,-0.59,5377493,5377493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3194732,187586,,,,,-58714,,,-762496,-3769642,-232158,,,10969999,-4864408,5924368,,,-156715,,,-156715,,1998011,2525026,527015,-4001800
1999,1568428,1121698,446730,0.2848,581659,933642,1393719,2327361,,2909020,4030718,,,226862,-1952496,-1.2449,-2462290,-1.5699,-8535,,,,-2179358,-1.3895,-0.40,-0.40,5383507,5383507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2179358,226862,,,,,118788,,,30331,-1922165,-61719,,,8500084,-7914078,586006,,,,,,,,-1336159,1188867,2525026,-1983884
2000,2002119,1280923,721196,0.3602,578744,820918,1404213,2225131,,2803875,4084798,,,145604,-1820710,-0.9094,-2082679,-1.0402,-9909,,,,-1966314,-0.9821,-0.37,-0.37,5383507,5383507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1966314,145604,,,,,-175296,,,-207756,-2028466,-180124,,,4784748,-3498676,1286072,,,,,,,,-742394,446473,1188867,-2208590
2001,3017384,1254594,1762790,0.5842,458091,,,,2386923,2845014,4099608,,,120808,-869644,-0.2882,-1212258,-0.4018,46247,,,,-990452,-0.3282,-0.18,-0.18,5389174,5389174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-990452,120808,,,,,-82478,,,-592795,-1462439,-27402,,,1832264,-1706,1803156,,4225,,,,4225,,344942,791415,446473,-1489841
2002,4863908,2105842,2758066,0.5670,445843,,,,2542845,2988688,5094530,,,71128,-144449,-0.0297,-230622,-0.0474,-3894,,,,-215577,-0.0443,-0.04,-0.04,5405856,5405856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215577,71128,,,,,-94792,,,-131905,-276354,-7349,,,,-19147,-26496,,12423,,,,12423,,-290427,500988,791415,-283703
2003,6812339,2771969,4040370,0.5931,502939,,,,3329573,3832512,6604481,,,124232,338574,0.0497,207858,0.0305,2425,,,,214342,0.0315,0.04,0.04,5424038,5888205,585552,,585552,959808,931323,46929,2523612,266629,,129916,129916,,,12972,409517,,2933129,416848,,,,509933,926781,,,,,,,,926781,,17267684,-15261336,-858144,858144,2006348,2933129,,2933129,214342,124232,,,1596831,,-82539,,1596831,-1493090,442315,-344495,,,,-20575,-365070,,7319,,,,7319,,84564,585552,500988,97820
2004,7286000,3005000,4281000,0.5876,764000,,,,3508000,4272000,7277000,,,194000,199000,0.0273,8000,0.0011,-8000,,,,5000,0.0007,0.00,0.00,5674329,6105326,1357000,,1357000,948000,1060000,67000,3432000,322000,,118000,118000,,,12000,452000,,3884000,431000,16000,,,392000,839000,,,,15000,15000,,16000,854000,,18286000,-15256000,-887000,887000,3030000,3884000,,3884000,5000,194000,,,996169,,-151000,,2593000,-1205169,-10000,-237000,,,,,-237000,,1062000,,,-44000,1018000,,770000,1356000,586000,-247000
2005,8053758,3381355,4672403,0.5802,951758,,,,4319962,5271720,8653075,,,210612,-384521,-0.0477,-599317,-0.0744,-9796,,,,-595133,-0.0739,-0.10,-0.10,6131102,6131102,1472385,,1472385,866710,1210582,103150,3652827,315914,,117764,117764,,,20210,453888,,4106715,532657,,,,600531,1133188,,,,,,,,1133188,,18824935,-15851408,-1085130,1085130,2973527,4106715,,4106715,-595133,210612,,,-73361,,-125331,,2519639,239454,-218428,-192578,,,,-12160,-204738,,538944,,,,538944,,115778,1472385,1356607,-411006
2006,9127190,3567800,5559390,0.6091,955714,,,,4957208,5912922,9480722,,,216838,-120965,-0.0133,-353532,-0.0387,-13050,,,,-337803,-0.0370,-0.05,-0.05,6756060,6756060,901541,,901541,942494,1398848,81828,3324711,316178,,152930,152930,,,23483,492591,,3817302,299766,,,,785862,1085628,,,,,,,,1085628,,,-16189211,-1216160,20137045,2731674,3817302,,3817302,-337803,216838,,,-280556,,-199106,,2239083,-18845,-420366,-246428,,,,,-246428,,95950,,,,95950,,-570844,901541,1472385,-666794
2007,11010038,4105591,6904447,0.6271,1099619,,,,5936241,7035860,11141451,,,209653,119576,0.0109,-131413,-0.0119,11651,,,,-90077,-0.0082,-0.01,-0.01,6420280,6434704,436403,,436403,1194373,1764227,241872,3636875,516514,,153066,153066,,,81195,750775,,4387650,620814,,,,843339,1464153,,,,,,,,1464153,,,-16279288,-1413656,20616441,2923497,4387650,,4387650,-90077,209653,,,-66361,,-375379,,2172722,-170174,-116959,-410126,,,,,-410126,,61947,,,,61947,,-465138,436403,901541,-527085
2008,12065659,4463465,7602194,0.6301,1267834,6488878,,6488878,,7756712,12220177,,,221932,42614,0.0035,-154518,-0.0128,-24800,-179318,-0.0149,,-179318,-0.0149,-0.03,-0.03,6441410,6441410,70995,,70995,1452770,2270953,99025,3893743,798337,,199246,199246,,,53149,1050732,,4944475,536755,,,,872995,1409750,606000,,,,606000,,,2015750,,,-16458606,-1623432,21010763,2928725,4944475,,4944475,-179318,221932,,,311271,,-491726,,2483993,-821098,-467213,-491599,,,,-58336,-549935,,45740,,,606000,651740,,-365408,70995,436403,-958812
2009,12789293,4822772,7966521,0.6229,1138677,1453999,5166573,6620572,,7759249,12582021,,62617,219183,441617,0.0345,207272,0.0162,-47455,159817,0.0125,,159817,0.0125,0.02,0.02,6453338,6453338,84658,,84658,1263751,2504598,36541,3889548,840235,,,215801,,,24505,1080541,,4970089,745138,190942,,,773172,1709252,,,,,,,,1709252,,,-16298789,-1830273,21389899,3260837,4970089,,4970089,159817,219183,,173283,-303697,195019,-223645,,2180296,446251,694837,-277636,,,,-28897,-277636,-415058,,,,11520,-403538,,13663,84658,70995,417201
2010,12835768,4968956,7866812,0.6129,1338557,1464194,4758150,6222344,,7560901,12529857,,41000,237974,543832,0.0424,305911,0.0238,-41053,264858,0.0206,,264858,0.0206,0.04,0.04,6455000,6464000,113735,,113735,1286075,2476823,43581,3920214,1148341,,265988,265988,,,24268,1438597,,5358811,684102,350000,,,331318,1365420,350000,,,,350000,,,1715420,,,-16033931,-16034000,21701770,3643391,5358811,,5358811,264858,237974,,125376,374498,-25824,-68165,,2554794,-536420,466286,-596267,,,,-65102,-596267,,,,,159058,159058,,29077,113735,84658,-129981
2011,11616657,4403257,7213400,0.6210,1464213,1457138,4241968,5699106,,7163319,11566576,,,260510,265074,0.0228,50081,0.0043,-45517,4564,0.0004,,4564,0.0004,0.00,0.00,6455100,6464795,120008,,120008,1160008,2603873,74635,3958524,1168623,,260097,260097,,,23624,1452344,,5410868,673538,435000,,,548336,1656874,,,,,,,,1656874,,,-16029367,-2224371,22007732,3753994,5410868,,5410868,4564,260510,,106039,-253144,129567,-36110,,2301650,78205,196174,-274901,,,,-8171,-274901,,,,,85000,85000,,6273,120008,113735,-78727
2012,12988650,5963632,7025018,0.5409,1349357,1818856,4329157,6148013,,7497370,13461002,,,262746,-267907,-0.0206,-472352,-0.0364,-58301,-530653,-0.0409,,-530653,-0.0409,-0.08,-0.08,6463297,6463297,564671,,564671,1427966,2489008,28568,4510213,1618709,,272714,272714,,,7415,1898838,,6409051,1039923,,,,632502,1672425,,,,,,,,1672425,,,-16560020,-2476004,23772650,4736626,6409051,,6409051,-530653,262746,,67808,536138,-274458,57865,366385,2837788,-176404,159635,-725449,,,,-23730,-725449,,1500000,,,-489523,1010477,,444663,564671,120008,-565814
2013,11766569,5231750,6534819,0.5554,1755894,1711267,3617206,5328473,,7084367,12316117,,,318327,-297346,-0.0253,-549548,-0.0467,-66125,-615673,-0.0523,,-615673,-0.0523,-0.08,-0.08,8200000,8200000,126224,,126224,985770,2929302,65891,4107187,1628926,,237606,237606,,,9215,1875747,,5982934,823347,,101268,,765287,1588634,,,,,,,,1588634,,,-17175693,-2767195,24337188,4394300,5982934,,5982934,-615673,318327,,60353,-319235,448696,-374294,-216576,2518553,240435,-315793,-335648,,,,-34240,-335648,,255000,,,-42006,212994,,-438447,126224,564671,-651441
2014,10546637,6166038,4380599,0.4154,1407337,1532406,2951906,4484312,,5891649,12057687,,,499066,-1282612,-0.1216,-1511050,-0.1433,-270628,-1781678,-0.1689,,-1781678,-0.1689,-0.20,-0.20,8921669,8921669,1689580,,1689580,863220,2224228,65387,4842415,1105223,,248971,248971,,,14127,1368321,,6210736,666159,67057,,,703528,1436744,,,,186283,186283,,121676,1623027,,,-18957371,-3552079,27097159,4587709,6210736,,6210736,-1781678,499066,,64518,887118,123550,196074,-157188,3405671,442182,111206,-458419,,,,-36564,-458419,,1970500,,,-59931,1910569,,1563356,1689580,126224,-347213
