,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2005,,110790,-110790,-Infinity,,,,,56893,56893,167683,,,,-167683,-Infinity,-167683,-Infinity,,,,,-167683,-Infinity,-0.04,-0.04,5250382,5250382,338930,,338930,,,1087,340017,1,,,,,,,1,,340018,4421,,,,22680,27101,,,,,,,,27101,,13160,-167683,250,467190,312917,340018,,340018,-167683,,,,26014,,,,312916,37500,-104169,-1,,,,,-1,,443100,,,,443100,,,338930,,-104170
2006,,88160,-88160,-Infinity,,,,,113211,113211,201371,,,,-201371,-Infinity,-201371,-Infinity,,,,,-200091,-Infinity,-0.02,-0.02,669541,669541,153329,,153329,,,12589,165918,1,,,,,,,1,,165919,43793,,,,9300,53093,,,,,,,,53093,,13410,-367774,,467190,112826,165919,,165919,-200091,,,,-200091,,,,112825,214581,-185601,,,,,,,,,,,,,,-185601,153329,338930,-185601
2007,82206,320336,-238130,-2.8967,,367752,,367752,,367752,688088,,,76092,-531305,-6.4631,-605883,-7.3703,-2,,,,-607397,-7.3887,-0.08,-0.08,6882261,6882261,301579,,301579,14860,,,316439,203658,,,,,,,203658,,520097,12688,,,,210246,222934,,,,,,,,222934,,15495,-975171,,1256839,297163,520097,,520097,-607397,76092,,,-19320,,,,93505,320498,-230127,-17993,,,,,-17993,,396370,,,,396370,,148250,301579,153329,-248120
2008,194465,249652,-55187,-0.2838,,310989,,310989,,310989,560641,,,141596,-230939,-1.1876,-366176,-1.8830,-4073,,,,-372535,-1.9157,-0.02,-0.02,12935923,12935923,124394,,124394,21378,,,145772,3651157,,,,,,40927,3692084,,3837856,7775,,,,131253,139028,,,762704,,762704,,,901732,,29305,-1347706,,4254525,2936124,3837856,,3837856,-372535,141596,,,-86761,,,,6744,164230,-153470,-179743,,,,156028,-23715,,,,,,,,-177185,124394,301579,-333213
2009,97417,163134,-65717,-0.6746,,263468,1996,265464,,265464,428598,103,10486,,94719,0.9723,-331181,-3.3996,425797,,,,84233,0.8647,0.01,0.01,14652740,14652740,282948,,282948,9608,,2777,295333,3621617,,,,35821,,,3657438,,3952771,,,,,129520,129520,,,762704,,762704,,,892224,,14653,-1263473,,4309367,3060547,3952771,,3952771,84233,,,35780,159069,11770,,,165813,-441860,-162778,-100213,,,,421545,321332,,,,,,,,158554,282948,124394,-262991
2010,11861,32969,-21108,-1.7796,,452611,8020,460631,,460631,493600,,8206,,-3709640,-312.7595,-481739,-40.6154,-3236107,-3717846,-313.4513,-762705,-2955141,-249.1477,-0.20,-0.20,15086412,15086412,34507,343074,377581,16903,,104191,498675,,,,,220986,,,220986,,719661,27035,,,,122909,149944,,,,139844,139844,,,289788,,15710,-4218614,,4632777,429873,719661,,719661,-2955141,,-762704,78858,182918,-7295,,,348731,3182734,-273335,-47231,,-61500,,,-108731,,83625,,,50000,133625,,-248441,34507,282948,-320566
2011,20512,14771,5741,0.2799,,732546,41473,774019,,774019,788790,,23635,,-141770,-6.9116,-791913,-38.6073,626508,-165405,-8.0638,,-165405,-8.0638,-0.01,-0.01,19893489,19893489,263152,375910,639062,37243,,44265,720570,162045,,,,261431,,29038,452514,,1173084,14881,,,,73808,88689,,,,300792,300792,,,389481,,24644,-4384019,,5142978,783603,1173084,,1173084,-165405,,,281638,283150,-20340,,,631881,-936755,-537372,-87045,,-42000,,100000,-29045,,,,,795063,795063,,228646,263152,34506,-624417
2012,,310,-310,-Infinity,,590293,12052,602345,175103,777448,777758,,,,-550901,-Infinity,-777758,-Infinity,-231977,-1009735,-Infinity,,-1009735,-Infinity,-0.04,-0.04,25688882,25688882,13692,7500,21192,56724,,10731,88647,291843,,,,100697,,,392540,,481187,126770,50045,,,187808,364623,,,,9789,9789,,,374412,,27828,-5393754,,5472701,106775,481187,,481187,-1009735,,,66953,-907857,-22439,,,-275976,1358735,-491904,-104798,,,56241,,-48557,,,,,291001,291001,,-249460,13692,263152,-596702
2013,,,,,,253950,5437,259387,76058,335445,335445,,,,53140,Infinity,-335445,-Infinity,-395459,-730904,-Infinity,,-730904,-Infinity,-0.02,-0.02,29897481,29897481,1341,3750,5091,10268,,39110,54469,,,,,,,,,,54469,354928,47380,,,123610,525918,,,,,,,,525918,,30314,-6124658,,5622895,-471449,54469,,54469,-730904,,,,-195473,46456,,,-471449,853626,-72751,-40000,,,,,-40000,,,,,100400,100400,,-12351,1341,13692,-112751
2014,,,,,,2181298,172976,2354274,,2354274,2354274,,4745,,-2354274,-Infinity,-2354274,-Infinity,-2286731,-4641005,-Infinity,,-4641005,-Infinity,-0.07,-0.07,65894839,65894839,888122,323750,1211872,42264,,234091,1488227,,,,,1,,774271,774272,,2262499,234993,,,,344833,579826,,,,,,,,579826,,90870,-12478808,,14070611,1682673,2262499,,2262499,-4641005,,,773441,1379850,-9805,,,908401,286535,-2201179,,,-6271,10005,,3734,,,,,3084226,3084226,,886781,888122,1341,-2201179
