,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,40293500,37622166,2671334,0.0663,,,,11131743,-9189560,1942183,39564349,,,2972315,3198574,0.0794,729151,0.0181,-502892,226259,0.0056,210797,15462,0.0004,0.00,0.00,17572636,17572636,6774456,,6774456,,,,,,,,,,,,,73117214,73117214,,,,,,,,,,,,23166888,,23166888,,,,,49950326,49950326,73117214,,73117214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,57641605,48772296,8869309,0.1539,,,,11112878,-6761930,4350948,53123244,,,3810419,7626485,0.1323,4518361,0.0784,-702295,3816066,0.0662,1686825,2129241,0.0369,0.11,0.11,18949636,18949636,1299746,,1299746,10844541,1366829,5820079,19331195,29011188,21133164,,21133164,,,10336460,60480812,,79812007,5838761,827071,,240083,4049653,10955568,4760482,,1112083,920450,6793015,,334446,17748583,,2083,50933,1254886,60755522,62063424,79812007,,79812007,2129241,3810419,1679795,,-5836603,,-465553,,8375627,-9740919,-7958067,-6314195,,,,400000,-5914195,,9637014,,,-1239462,8397552,,-5474710,1299746,6774456,-14272262
2005,77955083,72004077,5951006,0.0763,,,,17108425,31891575,49000000,48993302,59780,,3948544,32829184,0.4211,28961781,0.3715,-81141,28880640,0.3705,11623053,17257587,0.2214,0.76,0.75,22602033,23191674,28763445,,28763445,15100397,1947908,10681214,56492964,48005204,20993059,,20993059,,,3122423,72120686,,128613650,9560274,4817860,,623828,14064236,29066198,,,4210416,1847168,6057584,,282396,35123782,,2556,17308520,1423743,74755049,93489868,128613650,,128613650,17257587,3948544,4861314,,19051139,,-581079,,27426766,-8512202,36606382,-22320940,,,,,-22320940,,14000000,,,-821743,13178257,,27463699,28763445,1299746,14285442
2006,91547316,74047901,17499415,0.1912,,,,20860181,86902043,107762224,181810125,746339,,5765001,-84006948,-0.9176,-90262809,-0.9860,490860,-89771949,-0.9806,-12271208,-77500741,-0.8466,-2.45,-2.45,31676399,31676399,937445,,937445,48816233,2558689,4862335,57174702,54888739,20957589,,20957589,,,3911606,79757934,,136932636,6697363,57499,,585505,5023051,12363418,224897,,,1428464,1653361,,,14016779,,3419,-60192221,1425798,181678861,122915857,136932636,,136932636,-77500741,5765001,-7020994,,17384518,,-610781,,44811284,24760793,-36611423,-12414066,,,,,-12414066,,21994709,,,-795220,21199489,,-27826000,937445,28763445,-49025489
2007,117716233,85660329,32055904,0.2723,,,,35933694,7107942,43041636,128701965,,,7107942,-564540,-0.0048,-10985732,-0.0933,3313250,-7672482,-0.0652,1221880,-8894362,-0.0756,-0.22,-0.22,40258440,40258440,67937602,12479684,80417286,34180794,2403890,19149245,136151215,88676318,20922098,,20922098,,,3275313,112873729,,249024944,10547451,63520,,677826,5381541,16670338,,,,1422132,1422132,,161377,18092470,,4428,-69086583,2147884,297866745,230932474,249024944,,249024944,-8894362,7107942,,,74669593,,154799,,119480877,-65782067,7101106,-57422255,,,6860115,,-50562140,,110518690,,,-57499,110461191,,67000157,67937602,937445,-50321149
2008,129472533,98767585,30704948,0.2372,,,,62415554,10234847,72650401,171417986,,,9623672,-30943861,-0.2390,-41945453,-0.3240,1273091,-40672362,-0.3141,289141,-40856674,-0.3156,-0.90,-0.90,45367991,45367991,36284431,2500000,38784431,23526145,3110731,9740133,75161440,160593665,20797878,21400558,42198436,5000000,,7420859,215212960,,290374400,14276591,2232875,,1060582,6647454,24217502,22850927,,2297446,,25148373,,,49365875,,5024,-109943257,853837,346466999,237382603,286748478,3625922,290374400,-40856674,9623672,,,-68536939,,-706841,,50943938,97694038,-2075903,-78031747,-19274948,-45230061,57709745,-7444151,-92271162,,37834989,,,24858905,62693894,,-31653171,36284431,67937602,-80107650
2009,131503277,82920867,48582410,0.3694,,,,47509662,34358449,81868111,164788978,,,16991695,-15953505,-0.1213,-33285701,-0.2531,-98597,-33384298,-0.2539,303501,-33248701,-0.2528,-0.60,-0.60,55021961,55021961,67086965,,67086965,22788877,6662505,11861586,108399933,172182436,21572020,34921361,56493381,10536405,,8186418,247398640,,355798573,14775406,2439263,,2691007,9695443,29601119,9781425,,,36039864,45821289,,,75422408,,5984,-149410111,2012573,424580895,277189341,352611749,3186824,355798573,-33248701,16991695,,14070888,27854876,,5861810,925541,78798814,-12397846,13270912,-30498501,-10362312,-5633717,,3083714,-43410816,-20022685,,,,80965123,60942438,,30802534,67086965,36284431,-17227589
2010,211834000,141889000,69945000,0.3302,,,,63258000,12209000,75467000,217356000,,,22487000,18535000,0.0875,-5522000,-0.0261,1313000,-4209000,-0.0199,-1436000,-2516000,-0.0119,-0.04,-0.04,62549311,62549311,55194000,,55194000,72925000,20483000,13459000,162061000,211643000,71814000,112174000,183988000,10748000,,15059000,421438000,,583499000,28635000,22712000,,17507000,28137000,96991000,41704000,,,28588000,70292000,,,167283000,,7000,-151926000,-3996000,569202000,413287000,580570000,2929000,583499000,-2516000,22487000,,11920000,-13728814,,-4597000,999000,65070000,-22198186,-4036000,-50534000,-20473000,-427000,,2700000,-68734000,,,,,62615000,62615000,-1738000,-11893000,55194000,67087000,-54570000
2011,292717000,216684000,76033000,0.2597,,,,86850000,27751000,114601000,331285000,,9616000,30406000,-8314000,-0.0284,-38568000,-0.1318,-9590000,-48158000,-0.1645,-703000,-47633000,-0.1627,-0.68,-0.68,70415431,70415431,238125000,33329000,271454000,76056000,35287000,18819000,401616000,277334000,73741000,102103000,175844000,16459000,,71454000,541091000,,942707000,36668000,22925000,,21267000,28255000,109115000,266497000,,,22687000,289184000,,,398299000,,9000,-199559000,-1216000,741650000,540884000,939183000,3524000,942707000,-47633000,30406000,,13473000,227431000,-3329000,-14622000,8033000,292501000,-234894000,-11217000,-85798000,-1000000,-38041000,,-56987000,-181826000,-66668000,,,,444496000,377828000,-1854000,182931000,238125000,55194000,-97015000
2012,334008000,289945000,44063000,0.1319,,,,117976000,,117976000,407921000,,16069000,36261000,-47631000,-0.1426,-70522000,-0.2111,-29046000,-99568000,-0.2981,1294000,-101255000,-0.3032,-1.16,-1.16,87455073,87455073,108522000,38175000,146697000,75402000,38152000,24447000,284698000,428177000,75865000,99282000,175147000,2581000,,84597000,690502000,,975200000,39216000,30389000,4483000,13521000,30794000,113920000,300636000,,,14014000,314650000,,,428570000,,9000,-300814000,6151000,837367000,542713000,971283000,3917000,975200000,-101255000,36261000,,22087000,-121723000,,-1879000,-328000,170778000,144874000,-19756000,-192894000,-1168000,-55062000,49504000,35673000,-163947000,-44775000,,,,98395000,53620000,480000,-129603000,108522000,238125000,-212650000
2013,352475000,267080000,85395000,0.2423,,,,138024000,,138024000,405104000,,29287000,42318000,8352000,0.0237,-51691000,-0.1467,-11513000,-63204000,-0.1793,3715000,-66968000,-0.1900,-0.71,-0.71,93958758,93958758,240033000,138240000,378273000,79758000,33822000,29243000,521096000,487854000,88548000,79770000,168318000,,,73697000,729869000,,1250965000,33541000,23401000,5448000,16419000,46745000,120106000,597017000,,,15304000,612321000,,,732427000,,9000,-367782000,-700000,883045000,514572000,1246999000,3966000,1250965000,-66968000,42318000,,23008000,230212000,-441000,-637000,-6962000,400990000,-233264000,-4694000,-86730000,-4059000,-170935000,93289000,13453000,-154982000,-47914000,677000,,,337956000,290719000,468000,131511000,240033000,108522000,-91424000
2014,428940000,357845000,71095000,0.1657,,,,126435000,,126435000,484280000,,44357000,49058000,4831000,0.0113,-54364000,-0.1267,-35420000,-89784000,-0.2093,1075000,-89659000,-0.2090,-0.96,-0.96,93678432,93678432,92381000,122546000,214927000,138193000,34696000,25823000,413639000,514269000,98726000,55361000,154087000,6510000,,71904000,746770000,,1160409000,43922000,4846000,5178000,14683000,56760000,120211000,565824000,,,9339000,575163000,,,695374000,,9000,-457441000,-3248000,898106000,437426000,1132800000,27609000,1160409000,-89659000,49058000,,11514000,-107562000,,-979000,9126000,293428000,60644000,-76005000,-88628000,33593000,-157629000,171902000,-6127000,-46889000,-81390000,2300000,,,53305000,-25785000,1027000,-147652000,92381000,240033000,-164633000
2015,384320000,313704000,70616000,0.1837,,,,113653000,,113653000,427357000,,94970000,55219000,17561000,0.0457,-41623000,-0.1083,-92221000,-133844000,-0.3483,1614000,-134242000,-0.3493,-1.47,-1.47,91607578,91607578,43724000,102944000,146668000,134312000,29289000,19170000,329439000,516324000,91967000,42644000,134611000,5695000,,19723000,676353000,,1005792000,26906000,150129000,5344000,10549000,59082000,246666000,422285000,,,7896000,430181000,,,676847000,,9000,-591683000,-20973000,915199000,302552000,979399000,26393000,1005792000,-134242000,55219000,,10779000,-210655000,,5407000,-12005000,82773000,266803000,-12096000,-51415000,1118000,-158840000,176969000,-1701000,-33869000,-6322000,6314000,,,415000,407000,-3099000,-48657000,43724000,92381000,-63511000
2016,402656000,314812000,87844000,0.2182,,,,105503000,,105503000,420315000,827000,29595000,59262000,78043000,0.1938,-17637000,-0.0438,5252000,-12385000,-0.0308,1339000,-12153000,-0.0302,-0.10,-0.10,119395423,119395423,36119000,73718000,109837000,101366000,29544000,21017000,261764000,483923000,93018000,38700000,131718000,3475000,,16377000,635493000,,897257000,23637000,5943000,4572000,7041000,52601000,89222000,306433000,,,7915000,314348000,,,403570000,,15000,-603836000,-17675000,1090361000,468865000,872435000,24822000,897257000,-12153000,59262000,,8092000,89769000,,-1520000,-764000,172542000,-98908000,46062000,-23640000,648000,-137023000,165695000,-4608000,1072000,-237851000,103591000,,,78637000,-55623000,884000,-7605000,36119000,43724000,22422000
2017,341599000,312443000,29156000,0.0854,,,,95669000,,95669000,408112000,1497000,17751000,56614000,-6786000,-0.0199,-134447000,-0.3936,51142000,-83305000,-0.2439,-1914000,-79237000,-0.2320,-0.53,-0.53,150430239,150430239,36081000,141462000,177543000,83196000,35238000,8920000,304897000,367305000,64328000,3590000,67918000,30395000,,21397000,487015000,,791912000,17901000,139699000,4582000,3432000,42268000,203300000,120388000,,,18566000,138954000,,,342254000,,15000,-683570000,-887000,1111432000,426990000,769244000,22668000,791912000,-79237000,56614000,,8123000,-70945000,,963000,-8964000,101597000,80018000,-5427000,-36307000,150157000,-340194000,272220000,1786000,47662000,-54519000,10767000,,,589000,-43163000,890000,-38000,36081000,36119000,-41734000
