,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,-4.05,-4.05,3733246,3733246,8443,,8443,,,,8443,,,,,,,,,,8443,,3600,,,4500,8100,,,,,,,,8100,,5000,-4657,,,343,8443,,8443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,30000,,30000,,30000,30000,,,,-30000,-Infinity,-30000,-Infinity,,-30000,-Infinity,,-30000,-Infinity,-0.01,-0.01,3140000,3140000,,,,,,,,,,,,,,,,,,,10000,,,10000,20000,,,,,,,,20000,,10000,-50000,,20000,-20000,,,,-30000,,,,-35051,,,,-20000,35051,-30000,,,,,,,,,,,,,,-30000,,30000,-30000
2014,5327000,3768000,1559000,0.2927,3868000,7400000,7085000,14485000,,18353000,22121000,6000,435000,745000,-32589000,-6.1177,-16794000,-3.1526,-16975000,-33769000,-6.3392,,-33769000,-6.3392,-34.84,-34.84,965838,965838,25190000,,25190000,1549000,622000,1939000,29300000,2102000,,,,,,2072000,4174000,,33474000,783000,41000,46000,3412000,2378000,6614000,77000,3895000,,88000,4060000,,,10674000,,102000,-71801000,-1502000,96001000,22800000,33474000,,33474000,-33769000,745000,,1143000,22706000,-1000000,354000,-716000,22686000,-5832000,-15007000,-1487000,,,,,-1487000,-2596000,21961000,,,21514000,40879000,,24385000,25190000,805000,-16494000
2015,8661000,7482000,1179000,0.1361,6480000,7002000,9258000,16260000,,22740000,30222000,11000,13000,933000,-18644000,-2.1526,-21561000,-2.4894,1971000,-19590000,-2.2619,,-19590000,-2.2619,-19.45,-21.07,1261732,1262028,19552000,,19552000,2069000,1056000,2524000,25201000,2625000,189000,1584000,1773000,,,2599000,6997000,,32198000,2694000,80000,,3960000,1885000,8619000,,4613000,,10158000,14771000,,80000,23390000,,105000,-91391000,-2253000,102347000,8808000,32198000,,32198000,-19590000,933000,,1731000,-6104000,-520000,-200000,1738000,16582000,4761000,-18269000,-1492000,,,,,-1492000,-60000,,,,14183000,14123000,,-5638000,19552000,25190000,-19761000
2016,14221000,11274000,2947000,0.2072,8879000,10853000,10997000,21850000,,30729000,42003000,12000,16000,1855000,-21599000,-1.5188,-27586000,-1.9398,4116000,-23470000,-1.6504,,-23470000,-1.6504,-28.05,-30.75,1208382,1241448,16846000,,16846000,1780000,1556000,502000,20684000,2435000,189000,1026000,1215000,,,91000,3741000,,24425000,1879000,54000,,825000,3556000,6314000,6789000,805000,,3986000,11580000,,54000,17894000,,22000,-114861000,79000,121291000,6531000,24425000,,24425000,-23470000,1855000,,3121000,-2212000,154000,-541000,-818000,14370000,-4291000,-24997000,-1096000,,,,,-1096000,-79000,14694000,-173000,,8865000,23307000,80000,-2706000,16846000,19552000,-26093000
2017,7353000,5284000,2069000,0.2814,9483000,10715000,13156000,23871000,,33354000,38638000,,648000,1732000,-26742000,-3.6369,-31612000,-4.2992,2490000,-29122000,-3.9606,,-29122000,-3.9606,-12.30,-12.30,2373945,2373945,27813000,,27813000,2760000,3025000,1339000,34937000,2249000,189000,491000,680000,,,122000,3051000,,37988000,2420000,2173000,,1103000,3469000,9165000,4830000,816000,,1786000,7432000,,34000,16597000,,60000,-144154000,-340000,165825000,21391000,37988000,,37988000,-29122000,1732000,,2414000,11402000,-1085000,-2096000,77000,25772000,-17652000,-31226000,-456000,,,,,-456000,-54000,42463000,,,159000,42568000,81000,10967000,27813000,16846000,-31682000
2018,11332000,7023000,4309000,0.3803,5847000,11700000,13827000,25527000,,31374000,38397000,,600000,1515000,-24877000,-2.1953,-27030000,-2.3853,38000,-26992000,-2.3819,,-26992000,-2.3819,-6.60,-6.60,4081953,4081953,7655000,,7655000,3660000,3371000,281000,14967000,2365000,189000,,189000,,,134000,2688000,,17655000,3156000,2368000,,1102000,3506000,10132000,2648000,1495000,,652000,4795000,,35000,14927000,,63000,-171146000,-92000,173903000,2728000,17655000,,17655000,-26992000,1515000,,2868000,-20937000,-850000,-1655000,752000,4835000,21381000,-22165000,-131000,,,,,-131000,-2174000,4446000,,,1000,2273000,-135000,-20158000,7655000,27813000,-22296000
2019,13917000,7153000,6764000,0.4860,4596000,7409000,11398000,18807000,,23403000,30556000,,384000,690000,-11058000,-0.7946,-16639000,-1.1956,4507000,-12132000,-0.8717,,-12132000,-0.8717,-2.55,-2.55,4794090,4794090,10872000,,10872000,5208000,2489000,238000,18807000,2741000,189000,,189000,,,178000,3108000,,21915000,1903000,2772000,,1492000,1665000,7832000,407000,1789000,,5090000,7286000,,1150000,15118000,,87000,-183278000,50000,189938000,6797000,21915000,,21915000,-12132000,690000,,2255000,6140000,-1599000,893000,-1231000,10975000,-12725000,-15772000,-60000,,,,,-60000,-2377000,21188000,,,228000,19039000,10000,3217000,10872000,7655000,-15832000
2020,8882000,3812000,5070000,0.5708,2474000,7702000,7752000,15454000,,17928000,21740000,,139000,620000,-15066000,-1.6962,-13291000,-1.4964,-2534000,-15825000,-1.7817,,-15825000,-1.7817,-2.21,-2.21,7164000,7164000,12862000,,12862000,3389000,1978000,191000,18420000,1857000,,,,,,320000,2177000,,20597000,1501000,548000,,1496000,1429000,4974000,3308000,1806000,,6075000,11189000,,781000,16163000,,8000,-199103000,-847000,204376000,4434000,20597000,,20597000,-15825000,620000,,2579000,2471000,1754000,379000,-402000,13446000,1400000,-8755000,,,,,,,-2790000,7082000,,,6412000,10704000,41000,1990000,12862000,10872000,-8755000
