,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,7409178,956023,6453155,0.8710,,,,,1673040,1673040,2629063,,,358509,4302103,0.5806,4780115,0.6452,-836521,3943594,0.5323,717017,3226577,0.4355,22.43,20.94,143821,154094,1314532,,1314532,2748566,,1314531,5377629,4421606,,717017,717017,,,836520,5975143,,11352772,717017,239006,,,1075526,2031549,1434034,,,-119502,1314532,,,3346080,,,1553537,-358509,6811664,8006692,11352772,,11352772,3226577,358509,,,,,,,,836520,4421606,-597514,,-2270555,956023,-3346080,-5258126,,956023,-1195029,,,-239006,,,,2270554,3824092,0.8371
1993,2005013,877193,1127820,0.5625,,,,,1879699,1879699,2756892,,125313,375940,-626567,-0.3125,751880,0.3750,-1879700,-1127820,-0.5625,-751880,-375940,-0.1875,-2.50,-2.50,150481,150481,1879699,,1879699,877193,,,2756892,3759398,,751880,751880,,,2005013,6516291,,9273183,501253,501253,,,125314,1127820,877193,,,125313,1002506,,,2130326,,,1253133,-375940,6265664,7142857,9273183,,9273183,-375940,375940,,,751880,,,,1,375940,1127820,-375940,,,1002506,-1503759,,,,-501253,,,-501253,,,,1253133,751880,0.7999
1994,30413625,7569613,22844012,0.7511,,,,,4325493,4325493,11895106,,270343,540687,19194377,0.6311,18518519,0.6089,-135172,18383347,0.6044,3244120,15139227,0.4978,98.37,92.97,153893,162847,12435793,,12435793,2838605,2433090,6217897,23925385,6488240,,9732360,9732360,,,2027575,18248175,,42173560,5542038,1216545,,,3514464,10273047,2838605,,540687,,3379292,,,13652338,,,14598540,-2568262,16490944,28521222,42173560,,42173560,15139227,540687,,,5136523,,-675858,,-1,-22032982,-1216545,-1216545,,-9867532,4866180,11624764,5406867,,6893755,-811030,,270343,6353068,,,,1757232,-2433090,0.7408
1995,36171397,30328325,5843072,0.1615,,,,,4869226,4869226,35197551,,278242,1530328,-5008347,-0.1385,973845,0.0269,-8347245,-7373400,-0.2038,-2086811,-4730106,-0.1308,-25.74,-25.74,183761,183761,-1669449,,-1669449,2782415,2365053,5425709,8903728,18224819,,9877574,9877574,,,556483,28658876,,37562604,5008347,2086811,,,3478020,10573178,2086811,,1391208,-139121,3338898,,,13912076,,,9460211,-3617140,17807458,23650529,37562605,-1,37562604,-4730106,1530328,834725,,-5982193,,278242,,-2,8069004,-278242,-12799110,,-3199777,1669449,973845,-13355593,,3060657,-3338899,,-139120,-417362,,,,12381747,-13077352,0.7181
1996,46588106,40559057,6029049,0.1294,,,,,8906550,8906550,49465607,,411072,1918334,-9865716,-0.2118,2877501,0.0618,-15072623,-12195122,-0.2618,-1370238,-10824884,-0.2324,-53.84,-53.84,201043,201043,-2603453,,-2603453,4110715,3425596,2877501,7810359,21101672,,5206906,5206906,,,274047,26582625,,34392984,7673335,3973691,,,-137023,11510003,5343930,,548095,,5892025,,,17402028,,,-1507262,-4795834,23294052,16990956,34392984,,34392984,-10824884,1918334,-1370238,,3014525,,-548095,,,7810358,548095,-7399287,,-274048,137024,-685120,-8221431,,4110715,,,2603453,6714168,,,,-1644286,-6851192,0.7298
1997,49234136,42396061,6838075,0.1389,,,,,8752735,8752735,51148796,,547046,2324945,-2598469,-0.0528,1914661,0.0389,-2871991,,,,-5470460,-0.1111,-22.55,-22.55,242552,242552,547046,,547046,3555799,2324945,410284,6838074,,,683807,683807,,,12855580,13539387,,20377461,4376368,273523,,,,4649891,1367615,,547046,-136762,1777899,,,6427790,,,-6974836,-2735230,23659738,13949672,20377462,-1,20377461,-5470460,2324945,,,-9299781,,-957330,,,3145515,-9299781,-2598468,,,,17778993,15180525,,2461707,,,-5060175,-2598468,,,,-2598468,-11898249,0.7308
1998,35643283,31241125,4402158,0.1235,,,,,7810281,7810281,39051406,,568020,1420051,-5822210,-0.1633,3408123,0.0956,-11218404,-7810281,-0.2191,-568020,-7242261,-0.2032,-28.11,-28.11,257668,257668,-3550128,,-3550128,6106220,3550128,852030,6958250,,,2840102,2840102,,,14484522,17324624,,24282874,5538199,2698097,,,1,8236297,8946322,,,,8946322,,,17182619,,,-14200511,-4118148,25418915,7100256,24282875,-1,24282874,-7242261,1420051,-568020,,-1988072,,-568020,,-2,142005,-8236297,-5680204,,,,-710026,-6390230,,284010,,,10082363,10366373,,,,568020,-13916501,0.7023
1999,40169133,43038357,-2869224,-0.0714,,,,,1812141,1812141,44850498,,1208094,1812141,1208094,0.0301,4681365,0.1165,3926306,,,,-1812141,-0.0451,-6.50,-6.50,278687,334207,-5587436,,-5587436,4077318,4228330,151012,2869224,,,3171247,3171247,,,18121414,21292661,,24161885,3926306,906071,,,,4832377,9966777,,,604048,10570825,,,15403201,,,-16007249,-4379342,29145274,8758683,24161884,1,24161885,-1812141,1812141,,,453035,,-604047,,,-3775294,-3322259,-4530353,,,,4681365,151012,,3473271,,,-2265177,1208094,,,,-3624283,-7852612,0.6631
2000,45229394,45997096,-767702,-0.0170,,,,,2447339,2447339,48444435,,823952,2447339,2336511,0.0517,3215041,0.0711,3104213,,,,-934780,-0.0207,-3.99,-3.99,300949,300949,,,,5385740,4977993,417184,10780917,,,3255620,3255620,,,19574085,22829705,,33610623,7338781,4045063,,,,11383844,8511996,,,,8511996,,,19895841,,25128996,-16927872,-6785911,12299569,13714782,33610623,,33610623,-934780,2447339,,,1531180,,-40229,,,-434325,2609414,-1512010,-899685,,,-310566,-2722261,,4002926,,,-770524,3232402,,3119554,-2454371,-5573925,1097403,0.6902
2001,78498873,77574263,924609,0.0118,,,,,2740144,2740144,80314407,,1238366,2740144,5846300,0.0745,1815534,0.0231,52256,1867790,0.0238,,1867790,0.0238,3.46,2.69,415606,529711,,,,6503904,5152437,6442727,18099069,,,4499834,4499834,,,24071552,28571387,,46670456,10790767,8047595,,,,18838362,6899195,,,1542315,8441510,,,27279872,,36211620,-16501027,-7972988,7652979,19390584,46670456,,46670456,1867790,2740144,,,2293392,,-177930,,,-4921691,1979635,-1879652,-250167,,,-6100529,-8230348,,4540388,,,-2297103,2243285,110751,-3896677,-6495682,-2599005,99983,0.6509
