,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,5330259900,3711103200,1619156700,0.3038,,,,,661707900,661707900,4372811100,,,130561200,1087020900,0.2039,957448800,0.1796,-989100,956459700,0.1794,37585800,918873900,0.1724,22.42,22.42,50000000,50000000,717097500,,717097500,297719100,950525100,47476800,2012818500,3999920400,,24727500,24727500,,,6923700,4031571600,,6044390100,143419500,114735600,,,85062600,343217700,274969800,,,32640300,307610100,,,650827800,,1394631000,4121579700,-1515301200,1392652800,5393562300,6044390100,,6044390100,918873900,130561200,,,-221558400,,-204743700,,,989100,828865800,-835789500,,,,-2967300,-838756800,,,,-193863600,-155288700,-349152300,,-359043300,717097500,1076140800,-6923700,0.101
1999,5630991765,4008257774,1622733991,0.2882,,,,,877776336,877776336,4886034110,,,173846788,1025645908,0.1821,744957655,0.1323,106841466,851799121,0.1513,39817224,811981897,0.1442,17.82,17.82,49680000,49680000,1182322760,,1182322760,390594766,1260036824,65368738,2898323088,5772617724,,247682244,247682244,,,60525208,6080825176,,8979148263,315198406,990180293,,,185312332,1490691032,984002900,,,38748242,1022751142,2045502285,,2513442174,,1559493757,6267859231,-2697042242,1335395343,6465706090,8979148263,,8979148263,811981897,173846788,,,60364388,,-6328753,,,0,1046193072,-432417514,,,,-1204109186,-1636526700,,,-47214960,-186419154,1203882145,970248031,,379914403,1182322760,802408356,613775558,0.1052
2000,9208391152,6255756299,2952634853,0.3206,,,,,1450418643,1450418643,7706174942,,,322611907,1939305176,0.2106,1502216210,0.1631,114477058,1616693269,0.1756,394958863,1221734405,0.1327,24.78,24.78,49354000,49354000,1197213934,,1197213934,433194991,1336086162,99132487,3065627574,6271071955,,283604695,283604695,,,28645771,6583322421,,9648949995,289860114,106245737,,,292568547,688674398,595566005,,1297011481,53339736,1945917221,,,2634591618,,1706775157,7916738705,-3178572103,569416618,7014358377,9648949995,,9648949995,1221734405,322611907,243961339,,-76587918,,-35460225,,,,1711719733,-262419162,,,,11566260,-250852902,,,4819275,-163460169,-1398746376,-1557387270,,-96520440,1197213934,1293734374,1449300571,0.1037
2001,9587772887,7018105761,2569667126,0.2680,,,,,1287357437,1287357437,8305463197,,,294379160,1674978947,0.1747,1282309690,0.1337,98290097,1380599787,0.1440,310759327,1069840460,0.1116,21.57,21.57,49575000,49575000,1161891360,,1161891360,554033457,1599299119,48003621,3363227556,6752321407,,278335509,278335509,,,64401978,7095058894,,10458286451,399927099,93869908,,,294424635,788221642,154670250,,1603682928,65793519,1824146698,,,2612368339,,1766666045,7873967215,-3521635868,1726920720,7845918111,10458286451,,10458286451,1069840460,294379160,261446020,,-328321849,,-386775671,,,0,1297343791,-541791533,,,,-34761243,-576552776,,6757615,,-319581516,-485038483,-797862384,,-77071369,1161891360,1238962729,755552258,0.1093
2002,10322700912,7657381531,2665319381,0.2582,,,,,1427532414,1427532414,9084913945,,,331875312,1620799939,0.1570,1237786967,0.1199,51137660,1288924627,0.1249,-184561032,1473485659,0.1427,29.55,29.55,49649667,49650000,1690233703,,1690233703,547657122,1718264871,153994799,4110150495,7107812720,,14545454,14545454,,,292727262,7415085436,,11525235931,261402588,117309087,,,149007787,527719461,73049348,,1453859686,28737661,1555646695,,,2083366156,,1873163566,9207552901,-2212103813,532280500,9400893154,11484259310,40976622,11525235931,1473485659,331875312,-234212978,,-440425958,,-101828568,,,1984416,1132706451,-263054536,,,,5620779,-257433757,,,,-276799990,-140394800,-417194790,,458077905,1690233703,1232155798,869651915,0.0964
2003,10716747802,8717990438,1998757364,0.1865,,,,,1567982201,1567982201,10285972639,,,380773775,1019835830,0.0952,430763972,0.0402,140928263,571692235,0.0533,105575894,533486161,0.0498,10.70,10.70,49894833,49894833,1564177261,,1564177261,622767959,1536636210,235581741,3959163171,7779837717,,286030769,286030769,,,339982580,8405851066,,12365014237,407430737,57868661,,,163265499,628564897,92560761,,1585843037,30484284,1708888082,,,2337452979,,1949304335,7937384615,-502699720,602344384,9986333614,12323786593,41227644,12365014237,533486161,380773775,65758316,,-121623788,,-303108235,,,4252580,862647044,-753187873,,,,3760176,-749427697,,44764000,,-304059470,-47539368,-306834838,,-193604300,1564177261,1757781561,109459171,0.089
2004,13256354826,10750807908,2505546918,0.1890,,,,,1654627410,1654627410,12405435318,,,436388058,1246815090,0.0941,850930614,0.0642,-40503582,810427032,0.0611,106084512,704342520,0.0531,13.99,13.99,49938333,49971000,2330538570,,2330538570,561497148,1449177516,217799766,4559013000,8201325654,,295230798,295230798,,,337844520,8834400972,,13393413972,445084056,99332064,,,206405010,750821130,72300060,,1675784340,54197280,1802281680,,,2553102810,,2050223130,11679147342,-3576120894,646069338,10799318916,13352421726,40992246,13393413972,704342520,436388058,80673984,,141834726,,-42535980,,,-22212,1363217076,,-436821192,,,2909772,-433911420,,,-11194848,-246275550,13393836,-244076562,,685217988,2330538570,1645320582,1363217076,0.0898
2005,14448320645,10393050965,4055269680,0.2807,,,,,1855321545,1855321545,12248372510,,,460531775,2566399165,0.1776,2199948135,0.1523,-89250920,2110697215,0.1461,340285055,1765582335,0.1222,35.32,35.32,49974500,49974500,3163875055,,3163875055,757592550,1636281020,246501530,5804250155,8804187150,278314685,38415685,316730370,,,367501915,9488419435,,15292669590,437231850,92573415,,,442900260,972705525,51854275,,1692296375,84187565,1828338215,,,2801043740,,2122798315,14339729195,-4685482230,671685355,12448730635,15249774375,42895215,15292669590,1765582335,460531775,987195,,-454810290,,-326336945,,-24191585,39105660,1811396675,-772941840,,,,-2505140,-775446980,,,-7908175,-243964545,-33278025,-285150745,,750798950,3163875055,2413076105,1038454835,0.0941
2006,14981322590,11611479825,3369842765,0.2249,,,,,1995671650,1995671650,13607151475,,,517695815,1967863730,0.1314,1374171115,0.0917,81102835,1455273950,0.0971,577176265,872991650,0.0583,17.47,17.47,49964250,49964250,3452608030,,3452608030,838490830,2231164575,56587390,6578850825,9513547140,289824160,21417280,311241440,,,512406265,10337194845,,16916045670,827857755,9348470,,,279892760,1117098985,34198560,,2102110350,76277470,2212586380,,,3329685365,,2210859180,14078623100,-3463316670,716431765,13542597375,16872282740,43762930,16916045670,872991650,517695815,333435960,,-284599380,,-516303260,,,36994465,1476518510,-862801170,,,,-1986280,-864787450,,17196435,,-364223300,-106859705,-453886570,,157844490,3452608030,3294763540,613717340,0.0926
