,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
1994,400000,-1300000,1700000,4.2500,6800000,1900000,,1900000,1300000,10000000,8700000,,200000,1300000,-6900000,-17.2500,-8300000,-20.7500,,,,,-8400000,-21.0000,-97999.41,-97999.41,1200,1200,2300000,,2300000,,,9400000,11700000,5000000,,,,,,300000,5300000,,17000000,700000,600000,,,300000,1600000,2300000,,,-100000,2200000,,,3800000,,,-17800000,-1400000,32400000,13200000,17000000,,17000000,-8400000,1300000,,,2700000,,,,12800000,-2800000,-7200000,-900000,,-13000000,,9200000,-4700000,,11500000,,,1600000,13100000,,,,1200000,-8100000
1995,100000,-1400000,1500000,15.0000,8200000,2300000,,2300000,1400000,11900000,10500000,,300000,1400000,-8200000,-82.0000,-10400000,-104.0000,800000,,,,-9900000,-99.0000,-65799.61,-65799.61,2106,2106,2200000,,2200000,,,12400000,14600000,5000000,,,,,,400000,5400000,,20000000,600000,900000,,,300000,1800000,2400000,,,,2400000,,,4200000,,,-27600000,-2900000,46300000,15800000,20000000,,20000000,-9900000,1400000,,,3200000,,,,16000000,-3200000,-8500000,-1300000,,-13000000,,10000000,-4300000,,13400000,,,-700000,12700000,,,,2300000,-9800000
1996,2300000,-1900000,4200000,1.8261,11500000,2900000,,2900000,1900000,16300000,14400000,,400000,1900000,-23700000,-10.3043,-12100000,-5.2609,-13500000,,,,-26000000,-11.3043,-7950.00,-7950.00,3281,3281,3500000,,3500000,,,16000000,19500000,5000000,,,,,,600000,5600000,,25100000,1900000,1300000,,,300000,3500000,2100000,,,,2100000,,,5600000,,,-53600000,-4700000,77800000,19500000,25100000,,25100000,-26000000,1900000,,,-13400000,,,,2600000,27100000,-10400000,-1500000,,-23600000,20400000,1400000,-3300000,,15000000,,,,15000000,,,,2200000,-11900000
1997,900000,-1600000,2500000,2.7778,13000000,2800000,,2800000,1600000,17400000,15800000,,,1600000,-12600000,-14.0000,-14900000,-16.5556,1100000,,,,-14200000,-15.7778,-3500.00,-3500.00,4039,4039,1000000,,1000000,,,4300000,5300000,3900000,,,,,,600000,4500000,,9800000,1400000,1000000,,,300000,2700000,1500000,,,,1500000,,,4200000,,,-67800000,-6200000,79600000,5600000,9800000,,9800000,-14200000,1600000,,,6500000,,,,9100000,-6400000,-12500000,-700000,,-800000,12100000,,10600000,,300000,,,-800000,-500000,,-2500000,1000000,3500000,-13200000
1998,7200000,-1600000,8800000,1.2222,13300000,3000000,,3000000,1600000,17900000,16300000,,300000,1600000,-6800000,-0.9444,-9100000,-1.2639,700000,,,,-8700000,-1.2083,-1650.00,-1650.00,5327,5327,1900000,,1900000,,,10500000,12400000,3300000,,,,,,500000,3800000,,16200000,1700000,1200000,,,400000,3300000,900000,,,,900000,,,4200000,,,-76500000,-6200000,94700000,12000000,16200000,,16200000,-8700000,1600000,,,-4400000,,,,4700000,5700000,-5800000,-200000,,-17700000,11700000,,-6200000,,14100000,,,-1200000,12900000,,,,1000000,-6000000
1999,6800000,-1600000,8400000,1.2353,14300000,3600000,,3600000,1600000,19500000,17900000,,,1600000,-25100000,-3.6912,-11100000,-1.6324,-2800000,,,,-26700000,-3.9265,-4200.00,-4200.00,6434,6434,4100000,3100000,7200000,1800000,,300000,9300000,4000000,,,,,,400000,4400000,,13700000,2300000,1200000,,,1100000,4600000,2100000,,,,2100000,,,6700000,,98100000,-103500000,-7100000,19500000,7000000,13700000,,13700000,-26700000,1600000,,,24799288,,,,29499288,-10299288,-10600000,-1900000,,-500000,7400000,100000,5100000,,6500000,,-400000,1700000,7800000,,2200000,4100000,1900000,-12500000
2000,11402700,-1774674,13177374,1.1556,19311790,5707558,,5707558,3460617,28479965,26705291,,265651,3460617,-43929423,-3.8525,-15302591,-1.3420,-28405762,,,,-47655691,-4.1793,-6450.00,-6450.00,7550,7550,38630216,,38630216,3263622,,291435,42185273,6206276,,37821059,37821059,,,1761434,45788769,,87974042,4000084,838245,,,7847656,12685985,2446074,,,9410386,11856460,,,24542445,,200968429,-150812610,-8470882,21746660,63431597,87974042,,87974042,-47655691,3460617,,,-11638288,,,,17861000,55227818,-605544,-2796979,358892,,3023934,-2807110,-2221263,,,,,37356225,37356225,,34529418,38630216,4100798,-3402523
2001,18880000,,18880000,1.0000,31546000,6203000,,6203000,9735000,47484000,47484000,,452000,8692000,-18026000,-0.9548,-28604000,-1.5150,-1780000,,,,-27170000,-1.4391,-3200.00,-3200.00,8785,8785,25186000,,25186000,3368000,,935000,29489000,8308000,,31752000,31752000,,,1489000,41549000,,71038000,3452000,1308000,,4631000,2237000,11628000,16403000,,,5606000,22009000,,,33637000,,441000,-177982000,-10973000,225915000,37401000,71038000,,71038000,-27170000,8692000,,,-14915000,,,,2946000,9850000,-23543000,-4411000,,,,-2805000,-7216000,,3059000,,,14256000,17315000,,-13444000,25186000,38630000,-27954000
2002,19333000,,19333000,1.0000,31315000,,,8067000,365000,39747000,39747000,,1424000,3617000,-18726000,-0.9686,-22741000,-1.1763,-1929000,,,,-23767000,-1.2293,-2600.00,-2600.00,9153,9153,12606000,,12606000,1170000,,452000,14228000,5520000,,31649000,31649000,,,1315000,38484000,,52712000,2012000,1298000,,6041000,1931000,11282000,20494000,,,14290000,34784000,,,46066000,,506000,-201749000,-11062000,218201000,5896000,51962000,750000,52712000,-23767000,3617000,,,11977000,,,,14923000,-11923000,-20096000,-563000,,,,-1926000,-2489000,,4014000,,,5991000,10005000,,-12580000,12606000,25186000,-20659000
2003,14073000,,14073000,1.0000,17197000,,,5490000,,22687000,22687000,,1212000,2420000,-11201000,-0.7959,-13804000,-0.9809,-5007000,,,,-14833000,-1.0540,-1300.00,-1300.00,11497,11497,21057000,,21057000,166000,,409000,21632000,3423000,,31649000,31649000,,,968000,36040000,,57672000,1271000,1290000,,1180000,2968000,6709000,11227000,,,5507000,16734000,,,23443000,,662000,-216582000,-13482000,262881000,33479000,56922000,750000,57672000,-14833000,2420000,,,16235000,,,,31158000,-15052000,-11230000,-316000,,,,,-316000,,21028000,,,-1031000,19997000,,8451000,21057000,12606000,-11546000
2004,9652000,,9652000,1.0000,17288000,,,6650000,,23938000,23938000,,476000,1289000,-12492000,-1.2942,-15170000,-1.5717,505000,,,,-14257000,-1.4771,-12599.92,-12599.92,1135,1135,34096000,,34096000,404000,,653000,35153000,2495000,,31649000,31649000,,,668000,34812000,,69965000,1289000,1269000,,,1437000,3995000,10182000,,,6026000,16208000,,,20203000,,856000,-230839000,-13654000,293399000,49762000,69965000,,69965000,-14257000,1289000,,,-20601000,,,,10557000,18046000,-15523000,-408000,,,,,-408000,,29790000,,,-820000,28970000,,13039000,34096000,21057000,-15931000
2005,6874000,,6874000,1.0000,18199000,,,6313000,,24512000,24512000,,512000,1319000,-17367000,-2.5265,-19347000,-2.8145,-1048000,,,,-19198000,-2.7928,-15399.91,-15399.91,1223,1223,14122000,,14122000,380000,,683000,15185000,1747000,,31649000,31649000,,,217000,33613000,,48798000,1770000,155000,,278000,2425000,4628000,8177000,,,5422000,13599000,,,18227000,,857000,-250037000,-21000,279772000,30571000,48798000,,48798000,-19198000,1319000,,,-7510000,,,,3047000,8998000,-16391000,-669000,,,57000,,-612000,,28000,,,-2999000,-2971000,,-19974000,14122000,34096000,-17060000
2006,9864000,,9864000,1.0000,14482000,,,6382000,23723000,44587000,44587000,,411000,720000,-32859000,-3.3312,-36729000,-3.7235,-22579000,,,,-33990000,-3.4459,-24289.85,-24289.85,1398,1398,6206000,,6206000,1498000,,531000,8235000,1100000,7926000,,7926000,,,206000,9232000,,17467000,1901000,1129000,,251000,1907000,5188000,570000,,,6342000,6912000,,,12100000,,109000,-284027000,-39000,289324000,5367000,17467000,,17467000,-33990000,720000,,,11592000,,,,14639000,10042000,-11636000,-81000,,,49000,,-32000,,4902000,,,-1150000,3752000,,-7916000,6206000,14122000,-11717000
2007,10332000,,10332000,1.0000,17709000,,,7029000,,24738000,24738000,428000,1000,602000,-15524000,-1.5025,-16554000,-1.6022,-2148000,,,,-16127000,-1.5609,-6859.96,-6859.96,2357,2357,16442000,,16442000,2611000,,243000,19296000,1052000,7926000,,7926000,,,200000,9178000,,28474000,2161000,336000,,79000,2081000,4657000,,,,7577000,7577000,,,12234000,,198000,-300154000,,,16240000,28474000,,28474000,-16127000,602000,,,-12960000,,,,1679000,14603000,-13882000,-554000,,,16000,24000,-514000,,25995000,,,-1363000,24632000,,10236000,16442000,6206000,-14436000
2008,8718000,,8718000,1.0000,15183000,5822000,,5822000,,21005000,21005000,279000,,516000,-20204000,-2.3175,-21167000,-2.4280,-8712000,,,,-20720000,-2.3767,-7279.96,-7279.96,2850,2850,5216000,,5216000,317000,,132000,5665000,1285000,,,,,,200000,1485000,,7150000,,,,1227000,2759000,3986000,,2000,,6934000,6936000,,,10922000,,202000,-320874000,-16055000,332955000,-3772000,7150000,,7150000,-20720000,516000,,718000,2711000,2294000,,,4390000,6470000,-10305000,-738000,,,,76000,-662000,-259000,,,,,-259000,,-11226000,5216000,16442000,-11043000
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070000,,5070000,,,240000,5310000,140000,,,,,,,140000,,5450000,,,,,920000,920000,,,,,,,,920000,,4540000,,,,4540000,5460000,-10000,5450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,120000,,,,710000,3330000,,3330000,-10000,4030000,4030000,,-130000,80000,-3840000,-32.0000,-3910000,-32.5833,120000,-3790000,-31.5833,,-3790000,-31.5833,-379.00,-379.00,10000,10000,1100000,,1100000,120000,,400000,1620000,140000,9730000,,9730000,,,-10000,9860000,,11480000,,,,,1510000,1510000,2700000,,,120000,2820000,,,4330000,,450000,-319290000,-180000,326170000,7150000,11480000,,11480000,-3790000,80000,,,-4280000,,,,110000,3320000,-4670000,-110000,,,,,-110000,,,,,2490000,2490000,,-2280000,2790000,5070000,-4780000
2012,664000,,664000,1.0000,1480000,3208000,,3208000,,4688000,4688000,,,91000,-1019000,-1.5346,-4024000,-6.0602,-236000,-4260000,-6.4157,,-1110000,-1.6717,-140.00,-140.00,6862,6862,862000,,862000,641000,,148000,1651000,136000,7407000,12877000,20284000,,,,20420000,,22071000,1937000,3648000,,,465000,6050000,,,3078000,,3078000,,,9128000,,669000,-320532000,-391000,333197000,12943000,22071000,,22071000,-1110000,91000,,9000,-4509000,99000,,,-4399000,1238000,-4281000,-53000,,,,3150000,3097000,,,,,950000,950000,,-234000,862000,1096000,-4334000
2013,325000,,325000,1.0000,6502000,8809000,,8809000,,15311000,15311000,,,82000,-58329000,-179.4738,-14986000,-46.1108,-43425000,-58411000,-179.7262,,-58411000,-179.7262,-4619.97,-4619.97,14457,14457,20355000,,20355000,8000,,171000,20534000,145000,4329000,12939000,17268000,,,,17413000,,37947000,2147000,,,,,2147000,,,,50021000,50021000,,,52168000,89000,1825000,-387239000,-65000,371169000,-14221000,37947000,,37947000,-58411000,82000,,1437000,22786000,15000,,,18387000,26658000,-7448000,-102000,,,,,-102000,,18002000,,,9000000,27002000,41000,19493000,20355000,862000,-7550000
2014,409000,,409000,1.0000,5805000,8714000,,8714000,,14519000,14519000,,,158000,23267000,56.8875,-14110000,-34.4988,37219000,23109000,56.5012,,23109000,56.5012,839.99,490.00,26761,46229,6581000,,6581000,100000,,339000,7020000,1220000,7562000,12815000,20377000,,,,21597000,,28617000,,,,244000,1624000,1868000,,,3078000,20234000,23312000,,,25180000,,1992000,-362006000,-478000,363929000,3437000,28617000,,28617000,23109000,158000,,1936000,-13235000,-92000,,,5152000,-24540000,-12572000,-1202000,,,,,-1202000,,,,,,,,-13774000,6581000,20355000,-13774000
2015,475000,,475000,1.0000,3992000,6710000,,6710000,,10702000,10702000,,,330000,-259000,-0.5453,-10227000,-21.5305,9638000,-589000,-1.2400,-73000,-516000,-1.0863,-278.60,-278.60,38651,38651,9370000,,9370000,125000,,521000,10016000,1131000,7562000,12784000,20346000,,,,21477000,,31493000,1464000,,,245000,676000,2385000,,,3005000,13389000,16394000,,,18779000,,59000,-362522000,-604000,375781000,12714000,31493000,,31493000,-516000,330000,-73000,483000,2479000,-25000,,,7631000,-12484000,-9781000,-210000,,,,,-210000,,,,,12780000,12780000,,2789000,9370000,6581000,-9991000
2016,260000,,,,5678000,8413000,,8413000,,14091000,14091000,,,369000,-19025000,-73.1731,-23378000,-89.9154,3984000,-19394000,-74.5923,-556000,-18838000,-72.4538,-345.80,-345.80,70275,70275,5711000,,5711000,25000,,619000,6355000,1072000,,10768000,10768000,,,,11840000,,18195000,1659000,803000,,,1118000,3580000,,,2449000,2443000,4892000,,,8472000,,165000,-381360000,-932000,391850000,9723000,18195000,,18195000,-18838000,369000,-556000,1995000,-4856000,100000,,,2775000,11297000,-10589000,-279000,,,,,-279000,-117000,7579000,,-80000,-173000,7209000,,-3659000,5711000,9370000,-10868000
2017,115000,,,,2881000,,,7590000,,10471000,10471000,,,374000,-13766000,-119.7043,-16156000,-140.4870,2016000,-14140000,-122.9565,-1302000,-12838000,-111.6348,-28.14,-30.52,456247,469582,5132000,,5132000,,,253000,5385000,816000,,4937000,4937000,,,,5753000,,11138000,578000,,,,1390000,1968000,,,1147000,292000,1439000,,,3407000,,95000,-394206000,-1170000,403012000,7731000,11138000,,11138000,-12838000,374000,-1302000,700000,642000,,,,3417000,3232000,-9192000,-58000,,,,,-58000,-815000,9356000,,,130000,8671000,,-579000,5132000,5711000,-9250000
2018,,,,,4892000,5702000,,5702000,,10594000,10594000,,,389000,-10205000,-Infinity,-12524000,-Infinity,86000,-12438000,-Infinity,-328000,-12110000,-Infinity,-8.96,-8.96,1355779,1361429,8157000,,8157000,,,251000,8408000,503000,,2976000,2976000,,,,3479000,,11887000,729000,,,,1843000,2572000,,,819000,22000,841000,,,3413000,,323000,-406316000,-1528000,415995000,8474000,11887000,,11887000,-12110000,389000,-328000,478000,2419000,,,,5836000,-230000,-9382000,-44000,,,,,-44000,,12248000,,,203000,12451000,,3025000,8157000,5132000,-9426000
