,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2000,6453000,1950000,4503000,0.6978,6817000,11677000,17378000,29055000,371000,36243000,38193000,,,,-31065000,-4.8140,-31740000,-4.9186,675000,-31065000,-4.8140,-7088000,-23977000,-3.7156,-0.38,-0.38,69103630,69103630,88908000,,88908000,,,,,,,,,,,,,117890000,117890000,,,,,9736000,9736000,,,,94154000,94154000,,,103890000,,,,,14000000,14000000,117890000,,117890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
2001,43984000,7940000,36044000,0.8195,7759000,16621000,30359000,46980000,957000,55696000,63636000,,,,-17603000,-0.4002,-19652000,-0.4468,2049000,-17603000,-0.4002,-2342000,-15261000,-0.3470,-0.41,-0.41,72581595,72581595,,,,,,,,,,,,,,,,108925000,108925000,,,,,12962000,12962000,,,,108470000,108470000,,,121432000,,,,,,-12507000,108925000,,108925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148
2002,100060497,13674635,86385862,0.8633,13366500,,,,49746476,63112976,76787611,,,3587049,27826071,0.2781,23272886,0.2326,966135,24239021,0.2422,10043811,14195210,0.1419,-0.12,-0.12,152331168,152331168,38935726,,38935726,16582170,,4000208,59518104,18709405,,10503228,10503228,,,8535644,37748277,,97266380,1001474,,,,12093604,13095078,,,,124977303,124977303,249954606,,138072381,357737,788404,-41803816,-976383,0,-41634057,96438324,828056,97266380,14195210,3587049,,,4858281,,,,,789058,23429599,-13204473,-2600310,,,19232082,3427299,,,,-27327233,-3101408,-30428641,38907,-3532836,38935726,42468562,10225126,0.1208
2003,173176862,25658548,147518313,0.8518,20687445,,,,68745466,89432911,115091459,400629,,5521385,69595525,0.4019,58085403,0.3354,5494721,63580124,0.3671,10251197,53822942,0.3108,0.04,0.03,84847656,114844360,472051537,,472051537,29556514,,7673588,509281639,23283332,,11233069,11233069,,,13504643,48021043,,557302682,14696630,,,,49231814,63928444,,,,,,,,63928444,,2498925,-10454153,2112004,498653711,492810488,556738932,563750,557302682,53822942,5521385,51846,,13628285,,,,,1131176,74155635,-9379823,,,,-2810763,-12190586,,452488249,-82814505,,0,369673744,1474802,433113594,472051537,38937942,64775812,0.1208
2004,333820248,48475307,285344941,0.8548,37959225,,,,111715770,149674995,198150302,,,6773828,152417314,0.4566,135669946,0.4064,10012505,145682452,0.4364,12517126,133126361,0.3988,0.54,0.53,245699728,252037616,615875684,,615875684,35477750,,19513189,670866624,31897666,,10738209,10738209,,,27215561,69851435,,740718059,30150322,,,,108593442,138743764,,,,,,,,138743764,,2613544,69010557,18380026,511367551,601371679,740115443,602616,740718059,133126361,6773828,-468105,,20071236,,,,,1996988,161500307,-14899345,,,,1810001,-13089345,,7998423,-12309129,,0,-4310706,193676,144293933,615875684,471581752,146600962,0.1208
2005,521437840,88663556,432774284,0.8300,57533360,,,,155648861,213182221,301845777,12665836,,8836623,263764047,0.5058,219592063,0.4211,35604264,255196327,0.4894,30589902,224337521,0.4302,0.88,0.86,254099352,259529048,735362468,,735362468,64068446,,52231823,851662737,53574147,9519738,803378,10323116,,,120764672,184661936,,1036324673,72382980,,,160049,197881574,270424603,,,,,,,,270424603,,2653227,203553183,33678395,525143504,765028309,1035452913,871760,1036324673,224337521,8836623,-1126229,,-2731540,,,,-27580529,2142239,231458614,-73345656,,,,500202,-72845455,,9601676,,-39954218,,-30352541,-9025350,119235269,735362468,616127199,158112958,0.1239
2006,833321297,153002358,680318939,0.8164,105848591,,,,265440858,371289448,524291806,15619258,,14202242,295804759,0.3550,255000122,0.3060,26823579,281823701,0.3382,41242116,240360402,0.2884,0.93,0.90,258743984,266145760,843678498,,843678498,154177925,,54719915,1052576338,153560503,14583508,69448894,84032402,,,160455419,398048324,,1450624662,151280147,,,,269409044,420689192,,,,2435440,2435440,,,423124632,,2698606,359541922,37656771,626930517,1026827815,1449952447,672215,1450624662,240360402,14202242,-780319,,38278575,,,,-25868284,55536883,347597782,-125700714,,-80348239,,-749363,-206798316,,40109747,,-67216852,-0,-27107104,-4454111,109238250,843678498,734440248,221897068,0.1281
2007,1289127636,236565446,1052562189,0.8165,177556719,,,,746221154,923777873,1160343319,,,26316543,483301733,0.3749,40490568,0.0314,416490604,456981172,0.3545,58089317,398895873,0.3094,1.51,1.46,263419632,272971120,1065947507,141376915,1207324422,273150331,,69390217,1549864971,267578659,14616822,68100323,82717145,,,227836095,578131899,,2127996869,231236295,,,,441770359,673006654,,,,1627331,1627331,,,674633985,,2746148,632498233,24484261,792473809,1452202450,2126836435,1160434,2127996869,398895873,26316543,-8371629,,-22411890,,,,-67014145,91849466,486278363,-127028584,,-141376915,,-1564748,-269970247,,88172316,,-72272838,490704,16390182,-12356514,220341784,1065947507,845605723,359249779,0.1369
2008,1588338796,326610463,1261728333,0.7944,235800504,171693601,286693188,458386789,,694187293,1020797756,31100097,,2625968,549647245,0.3461,461206876,0.2904,86044692,547251568,0.3445,102913404,444107873,0.2796,1.67,1.61,266822760,275396392,1069827364,176585908,1246413272,277314477,,107579255,1631307004,346117083,63689736,136008994,199698730,383443499,,,929259312,,2560566316,138657593,187576416,54745686,,299803516,626037525,812500,,,2628093,3440593,,,629478118,,2761259,1060620258,-175929389,1043636070,1931088198,2560566316,,2560566316,444107873,2625968,2802900,128517475,-6703372,-9784687,,-92578544,1592988,19528028,590878872,-165285145,,-333441792,,-1000000,-498726937,,,,-112266834,40178626,-72088208,-14654641,5409086,1069827364,1064418278,425593727,0.1466
2009,2122561976,450602773,1671959203,0.7877,308451348,196297316,345289299,541586615,,850037963,1300640736,17392472,,8135635,798767342,0.3763,687366222,0.3238,78193752,765559974,0.3607,131658085,658973622,0.3105,2.45,2.34,268738672,282002680,1434618382,180183917,1614802299,422866970,,268626547,2306295816,550506595,322936838,175773972,498710810,801246476,,,1850463881,,4156759697,291045743,,142256695,276792049,590703670,1158541462,,,11509937,,11509937,,,1170051399,,2801334,1707684596,-77742443,1292304432,2925047919,4095099318,61660379,4156759697,658973622,8135635,-14343474,130528827,219778233,-143175414,,111326932,7546116,24515340,1027588183,-178146816,-178156916,-358215242,9123201,-59171348,-762367121,,,,,96857641,96857641,2712315,364791018,1434618382,1069827364,849441367,0.1465
2010,2881233497,625261342,2255972155,0.7830,453853000,294701167,453292701,747993868,,1201846868,1827108210,37585865,,9742475,1262829176,0.4383,1054125287,0.3659,136711381,1190836668,0.4133,205016961,1048069740,0.3638,3.70,3.49,283083608,300616448,2153935111,1178278063,3332213174,624765477,,613929799,4570908450,653678980,758231441,403297897,1161529338,1730087245,,,3545295563,,8116204013,595283281,,161772241,,1285615234,1880898515,,,45382710,,45382710,,,1926281225,,2926132,2734858610,198972084,3166935945,6103692771,8029973996,86230017,8116204013,1048069740,9742475,-18127580,242561458,263236035,-179508575,,186294824,-12583994,4735704,1550217832,-165962045,-636643782,-1533096133,,-108281734,-2440400494,,1564203741,,,61144078,1625347819,-15848428,719316729,2153935111,1434618382,1384255787,0.1517
2011,3498084628,805129784,2692954844,0.7698,601485367,400875621,624599686,1025475307,,1626960674,2432090458,106002655,,89876523,1428477645,0.4084,1065994170,0.3047,223626380,1289620550,0.3687,262186225,1076414897,0.3077,3.74,3.54,287816504,304247792,3503428418,1288471562,4791899980,794030889,,812611646,6398542515,683903870,798601767,419881091,1218482858,1305145043,,155360492,3362892263,,9761434778,763256074,,220604123,1090852066,713952113,2568060253,,,48308692,,48308692,,,2616368945,,2939527,3806608747,-172466277,3405212867,7042294864,9658663809,102770969,9761434778,1076414897,89876523,-3388535,342791357,391036345,-166668439,,166395703,-13525827,-45415680,1851314907,-218194142,-27532356,-99747972,,-7454442,-339947262,,,-158761225,,44012177,-114749048,-47125290,1349493307,3503428418,2153935111,1633120765,0.1589
