,0
Name,"T2 BIOSYSTEMS, INC."
Currency,USD
Sector,Healthcare
Industry,Diagnostics & Research
Country,US
IPO,"Aug 7, 2014"
Insider Percentage,4.70%
Institution Percentage,11.43%
