,0
Name,"SAGA COMMUNICATIONS, INC."
Currency,USD
Sector,Communication Services
Industry,Broadcasting
Country,US
IPO,"Mar 2, 1993"
Insider Percentage,2.55%
Institution Percentage,84.31%
