,0
Name,AMANASU ENVIRONMENT CORPORATION
Currency,USD
Sector,Industrials
Industry,Pollution & Treatment Controls
Country,US
IPO,"Oct 9, 2007"
Insider Percentage,81.31%
Institution Percentage,- -
