,0
Name,CALEDONIA MINING CORPORATION PLC
Currency,USD
Sector,Basic Materials
Industry,Gold
Country,JE
IPO,"Jun 29, 2017"
Insider Percentage,14.27%
Institution Percentage,26.35%
