,0
Name,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED
Currency,USD
Sector,Technology
Industry,Semiconductors
Country,TW
IPO,"Aug 27, 2001"
Insider Percentage,0.01%
Institution Percentage,17.45%
