,0
Name,"REPUBLIC BANCORP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jul 22, 1998"
Insider Percentage,48.37%
Institution Percentage,29.19%
