,0
Name,"BUILD-A-BEAR WORKSHOP, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Specialty Retail
Country,US
IPO,"Oct 28, 2004"
Insider Percentage,10.95%
Institution Percentage,65.13%
