,0
Name,"TRISTATE CAPITAL HOLDINGS, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"May 30, 2019"
Insider Percentage,- -
Institution Percentage,9.14%
