,0
Name,"LIMBACH HOLDINGS, INC."
Currency,USD
Sector,Industrials
Industry,Engineering & Construction
Country,US
IPO,"Jul 16, 2014"
Insider Percentage,20.89%
Institution Percentage,46.37%
