,0
Name,"HAWTHORN BANCSHARES, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jun 19, 2000"
Insider Percentage,12.45%
Institution Percentage,33.19%
