,0
Name,"FIVE POINT HOLDINGS, LLC"
Currency,USD
Sector,Real Estate
Industry,Real Estate—Development
Country,US
IPO,"May 10, 2017"
Insider Percentage,7.18%
Institution Percentage,73.54%
