,0
Name,"LUVU BRANDS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,"Furnishings, Fixtures & Appliances"
Country,US
IPO,"May 3, 2010"
Insider Percentage,50.72%
Institution Percentage,- -
