,0
Name,"ANGEL OAK MORTGAGE, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Mortgage
Country,US
IPO,"Jun 17, 2021"
Insider Percentage,23.91%
Institution Percentage,73.36%
