,0
Name,"DIME COMMUNITY BANCSHARES, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Feb 13, 2020"
Insider Percentage,0.07%
Institution Percentage,52.20%
